MZ_ID,TZ_ID,STATE,STATEFP10,COUNTY,COUNTYFP10,GEOID10_tract,TRACTCE10,GEOID10_block,BLOCKCE10,PUMA2000,PUMACE2010,AFFGEOID10,GEOID10_PUMA10,REGION,PUMA,MAZ,TAZ
2700020001091,270,TN,47,Hamilton,65,47065002000,2000,470650000000000,1091,1800,2001,7950000US4702001,4702001,1,180047,41,92
2700020001092,270,TN,47,Hamilton,65,47065002000,2000,470650000000000,1092,1800,2001,7950000US4702001,4702001,1,180047,4930,92
2700020001093,270,TN,47,Hamilton,65,47065002000,2000,470650000000000,1093,1800,2001,7950000US4702001,4702001,1,180047,3669,92
2700020001094,270,TN,47,Hamilton,65,47065002000,2000,470650000000000,1094,1800,2001,7950000US4702001,4702001,1,180047,4929,92
2700020001115,270,TN,47,Hamilton,65,47065002000,2000,470650000000000,1115,1800,2001,7950000US4702001,4702001,1,180047,4065,92
2700020001123,270,TN,47,Hamilton,65,47065002000,2000,470650000000000,1123,1800,2001,7950000US4702001,4702001,1,180047,2471,92
2710020002004,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2004,1800,2001,7950000US4702001,4702001,1,180047,2468,92
2710020002010,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2010,1800,2001,7950000US4702001,4702001,1,180047,3299,92
2710020002015,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2015,1800,2001,7950000US4702001,4702001,1,180047,3304,92
2710020002016,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2016,1800,2001,7950000US4702001,4702001,1,180047,3305,92
2710020002017,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2017,1800,2001,7950000US4702001,4702001,1,180047,5020,92
2710020002018,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2018,1800,2001,7950000US4702001,4702001,1,180047,5532,92
2710020002019,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2019,1800,2001,7950000US4702001,4702001,1,180047,1202,92
2710020002020,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2020,1800,2001,7950000US4702001,4702001,1,180047,2472,92
2710020002022,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2022,1800,2001,7950000US4702001,4702001,1,180047,3670,92
2710020002023,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2023,1800,2001,7950000US4702001,4702001,1,180047,2344,92
2710020002024,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2024,1800,2001,7950000US4702001,4702001,1,180047,5529,92
2710020002030,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2030,1800,2001,7950000US4702001,4702001,1,180047,4066,92
2710020002031,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2031,1800,2001,7950000US4702001,4702001,1,180047,45,92
2710020002036,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2036,1800,2001,7950000US4702001,4702001,1,180047,4888,92
2710020002037,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2037,1800,2001,7950000US4702001,4702001,1,180047,209,92
2710020002038,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2038,1800,2001,7950000US4702001,4702001,1,180047,2342,92
2710020002039,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2039,1800,2001,7950000US4702001,4702001,1,180047,2469,92
2710020002040,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2040,1800,2001,7950000US4702001,4702001,1,180047,2473,92
2720020002032,272,TN,47,Hamilton,65,47065002000,2000,470650000000000,2032,1800,2001,7950000US4702001,4702001,1,180047,3382,92
2720020002033,272,TN,47,Hamilton,65,47065002000,2000,470650000000000,2033,1800,2001,7950000US4702001,4702001,1,180047,901,92
2720020002035,272,TN,47,Hamilton,65,47065002000,2000,470650000000000,2035,1800,2001,7950000US4702001,4702001,1,180047,44,92
2730020001000,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1000,1800,2001,7950000US4702001,4702001,1,180047,2956,92
2730020001001,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1001,1800,2001,7950000US4702001,4702001,1,180047,1315,92
2730020001002,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1002,1800,2001,7950000US4702001,4702001,1,180047,3313,92
2730020001004,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1004,1800,2001,7950000US4702001,4702001,1,180047,902,92
2730020001005,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1005,1800,2001,7950000US4702001,4702001,1,180047,5666,92
2730020001006,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1006,1800,2001,7950000US4702001,4702001,1,180047,5667,92
2730020001007,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1007,1800,2001,7950000US4702001,4702001,1,180047,903,92
2730020001008,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1008,1800,2001,7950000US4702001,4702001,1,180047,634,92
2730020001009,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1009,1800,2001,7950000US4702001,4702001,1,180047,4884,92
2730020001010,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1010,1800,2001,7950000US4702001,4702001,1,180047,5626,92
2730020001012,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1012,1800,2001,7950000US4702001,4702001,1,180047,1312,92
2730020001013,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1013,1800,2001,7950000US4702001,4702001,1,180047,1311,92
2730020001014,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1014,1800,2001,7950000US4702001,4702001,1,180047,4069,92
2730020001097,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1097,1800,2001,7950000US4702001,4702001,1,180047,4026,92
2730020001098,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1098,1800,2001,7950000US4702001,4702001,1,180047,804,92
2730020001110,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1110,1800,2001,7950000US4702001,4702001,1,180047,4073,92
2730020001130,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1130,1800,2001,7950000US4702001,4702001,1,180047,3375,92
2730020001133,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1133,1800,2001,7950000US4702001,4702001,1,180047,3383,92
2730020001134,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1134,1800,2001,7950000US4702001,4702001,1,180047,1313,92
2730020001135,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1135,1800,2001,7950000US4702001,4702001,1,180047,4937,92
2730020001136,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1136,1800,2001,7950000US4702001,4702001,1,180047,633,92
2730020001142,273,TN,47,Hamilton,65,47065002000,2000,470650000000000,1142,1800,2001,7950000US4702001,4702001,1,180047,1554,92
2740124003006,274,TN,47,Hamilton,65,47065012400,12400,470650000000000,3006,1800,2001,7950000US4702001,4702001,1,180047,5396,79
2740124003007,274,TN,47,Hamilton,65,47065012400,12400,470650000000000,3007,1800,2001,7950000US4702001,4702001,1,180047,2865,79
2740124003008,274,TN,47,Hamilton,65,47065012400,12400,470650000000000,3008,1800,2001,7950000US4702001,4702001,1,180047,4805,79
2740124003014,274,TN,47,Hamilton,65,47065012400,12400,470650000000000,3014,1800,2001,7950000US4702001,4702001,1,180047,3189,79
2740124003015,274,TN,47,Hamilton,65,47065012400,12400,470650000000000,3015,1800,2001,7950000US4702001,4702001,1,180047,982,79
2740124003016,274,TN,47,Hamilton,65,47065012400,12400,470650000000000,3016,1800,2001,7950000US4702001,4702001,1,180047,1204,79
2740124003017,274,TN,47,Hamilton,65,47065012400,12400,470650000000000,3017,1800,2001,7950000US4702001,4702001,1,180047,3918,79
2750124003003,275,TN,47,Hamilton,65,47065012400,12400,470650000000000,3003,1800,2001,7950000US4702001,4702001,1,180047,3310,79
2750124003004,275,TN,47,Hamilton,65,47065012400,12400,470650000000000,3004,1800,2001,7950000US4702001,4702001,1,180047,2870,79
2750124003005,275,TN,47,Hamilton,65,47065012400,12400,470650000000000,3005,1800,2001,7950000US4702001,4702001,1,180047,3242,79
2750124003012,275,TN,47,Hamilton,65,47065012400,12400,470650000000000,3012,1800,2001,7950000US4702001,4702001,1,180047,4938,79
2750124003013,275,TN,47,Hamilton,65,47065012400,12400,470650000000000,3013,1800,2001,7950000US4702001,4702001,1,180047,4071,79
2750124003020,275,TN,47,Hamilton,65,47065012400,12400,470650000000000,3020,1800,2001,7950000US4702001,4702001,1,180047,3188,79
2750124003074,275,TN,47,Hamilton,65,47065012400,12400,470650000000000,3074,1800,2001,7950000US4702001,4702001,1,180047,5541,79
2760124003021,276,TN,47,Hamilton,65,47065012400,12400,470650000000000,3021,1800,2001,7950000US4702001,4702001,1,180047,1214,79
2760124003025,276,TN,47,Hamilton,65,47065012400,12400,470650000000000,3025,1800,2001,7950000US4702001,4702001,1,180047,3308,79
2760124003026,276,TN,47,Hamilton,65,47065012400,12400,470650000000000,3026,1800,2001,7950000US4702001,4702001,1,180047,2869,79
2760124003027,276,TN,47,Hamilton,65,47065012400,12400,470650000000000,3027,1800,2001,7950000US4702001,4702001,1,180047,2871,79
2760124003028,276,TN,47,Hamilton,65,47065012400,12400,470650000000000,3028,1800,2001,7950000US4702001,4702001,1,180047,2873,79
2760124003039,276,TN,47,Hamilton,65,47065012400,12400,470650000000000,3039,1800,2001,7950000US4702001,4702001,1,180047,4072,79
2760124003040,276,TN,47,Hamilton,65,47065012400,12400,470650000000000,3040,1800,2001,7950000US4702001,4702001,1,180047,3309,79
2760124003044,276,TN,47,Hamilton,65,47065012400,12400,470650000000000,3044,1800,2001,7950000US4702001,4702001,1,180047,4939,79
2760124003045,276,TN,47,Hamilton,65,47065012400,12400,470650000000000,3045,1800,2001,7950000US4702001,4702001,1,180047,630,79
2760124003046,276,TN,47,Hamilton,65,47065012400,12400,470650000000000,3046,1800,2001,7950000US4702001,4702001,1,180047,5662,79
2770124001014,277,TN,47,Hamilton,65,47065012400,12400,470650000000000,1014,1800,2001,7950000US4702001,4702001,1,180047,5395,79
2770124001018,277,TN,47,Hamilton,65,47065012400,12400,470650000000000,1018,1800,2001,7950000US4702001,4702001,1,180047,981,79
2770124001019,277,TN,47,Hamilton,65,47065012400,12400,470650000000000,1019,1800,2001,7950000US4702001,4702001,1,180047,5398,79
2770124001020,277,TN,47,Hamilton,65,47065012400,12400,470650000000000,1020,1800,2001,7950000US4702001,4702001,1,180047,3922,79
2780124001007,278,TN,47,Hamilton,65,47065012400,12400,470650000000000,1007,1800,2001,7950000US4702001,4702001,1,180047,5399,79
2780124001015,278,TN,47,Hamilton,65,47065012400,12400,470650000000000,1015,1800,2001,7950000US4702001,4702001,1,180047,3915,79
2780124001021,278,TN,47,Hamilton,65,47065012400,12400,470650000000000,1021,1800,2001,7950000US4702001,4702001,1,180047,1493,79
2780124002002,278,TN,47,Hamilton,65,47065012400,12400,470650000000000,2002,1800,2001,7950000US4702001,4702001,1,180047,2866,79
2790124002003,279,TN,47,Hamilton,65,47065012400,12400,470650000000000,2003,1800,2001,7950000US4702001,4702001,1,180047,3666,79
2790124002009,279,TN,47,Hamilton,65,47065012400,12400,470650000000000,2009,1800,2001,7950000US4702001,4702001,1,180047,1080,79
2790124002010,279,TN,47,Hamilton,65,47065012400,12400,470650000000000,2010,1800,2001,7950000US4702001,4702001,1,180047,3370,79
2790124002012,279,TN,47,Hamilton,65,47065012400,12400,470650000000000,2012,1800,2001,7950000US4702001,4702001,1,180047,3611,79
2790124002016,279,TN,47,Hamilton,65,47065012400,12400,470650000000000,2016,1800,2001,7950000US4702001,4702001,1,180047,2951,79
2820123001009,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1009,1800,2001,7950000US4702001,4702001,1,180047,3434,19
2820123001012,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1012,1800,2001,7950000US4702001,4702001,1,180047,151,19
2820123001013,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1013,1800,2001,7950000US4702001,4702001,1,180047,5633,19
2820123001017,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1017,1800,2001,7950000US4702001,4702001,1,180047,3278,19
2820123001018,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1018,1800,2001,7950000US4702001,4702001,1,180047,1429,19
2820123001019,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1019,1800,2001,7950000US4702001,4702001,1,180047,5808,19
2820123001020,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1020,1800,2001,7950000US4702001,4702001,1,180047,1430,19
2820123001021,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1021,1800,2001,7950000US4702001,4702001,1,180047,904,19
2820123001023,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1023,1800,2001,7950000US4702001,4702001,1,180047,1824,19
2820123001025,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1025,1800,2001,7950000US4702001,4702001,1,180047,1370,19
2820123001026,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1026,1800,2001,7950000US4702001,4702001,1,180047,5069,19
2820123001032,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1032,1800,2001,7950000US4702001,4702001,1,180047,696,19
2820123001033,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1033,1800,2001,7950000US4702001,4702001,1,180047,3268,19
2820123001034,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1034,1800,2001,7950000US4702001,4702001,1,180047,5068,19
2820123001037,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1037,1800,2001,7950000US4702001,4702001,1,180047,1368,19
2820123001040,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1040,1800,2001,7950000US4702001,4702001,1,180047,1369,19
2820123001042,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1042,1800,2001,7950000US4702001,4702001,1,180047,4185,19
2820123001046,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1046,1800,2001,7950000US4702001,4702001,1,180047,3269,19
2820123001049,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1049,1800,2001,7950000US4702001,4702001,1,180047,3367,19
2820123001052,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1052,1800,2001,7950000US4702001,4702001,1,180047,5770,19
2820123001054,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1054,1800,2001,7950000US4702001,4702001,1,180047,3610,19
2820123001056,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1056,1800,2001,7950000US4702001,4702001,1,180047,4618,19
2820123001057,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1057,1800,2001,7950000US4702001,4702001,1,180047,3277,19
2820123001059,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1059,1800,2001,7950000US4702001,4702001,1,180047,2147,19
2820123001064,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1064,1800,2001,7950000US4702001,4702001,1,180047,3495,19
2840122002002,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,2002,1800,2001,7950000US4702001,4702001,1,180047,5349,22
2840122002003,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,2003,1800,2001,7950000US4702001,4702001,1,180047,1551,22
2840122002005,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,2005,1800,2001,7950000US4702001,4702001,1,180047,1560,22
2840122002008,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,2008,1800,2001,7950000US4702001,4702001,1,180047,5635,22
2840122002009,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,2009,1800,2001,7950000US4702001,4702001,1,180047,3540,22
2840122002010,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,2010,1800,2001,7950000US4702001,4702001,1,180047,111,22
2840122002011,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,2011,1800,2001,7950000US4702001,4702001,1,180047,5338,22
2840122002012,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,2012,1800,2001,7950000US4702001,4702001,1,180047,3285,22
2840122002013,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,2013,1800,2001,7950000US4702001,4702001,1,180047,112,22
2840122002014,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,2014,1800,2001,7950000US4702001,4702001,1,180047,1567,22
2840122003000,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3000,1800,2001,7950000US4702001,4702001,1,180047,4621,22
2840122003001,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3001,1800,2001,7950000US4702001,4702001,1,180047,4620,22
2840122003002,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3002,1800,2001,7950000US4702001,4702001,1,180047,3284,22
2840122003003,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3003,1800,2001,7950000US4702001,4702001,1,180047,3496,22
2840122003004,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3004,1800,2001,7950000US4702001,4702001,1,180047,4619,22
2840122003005,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3005,1800,2001,7950000US4702001,4702001,1,180047,3855,22
2840122003006,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3006,1800,2001,7950000US4702001,4702001,1,180047,2946,22
2840122003007,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3007,1800,2001,7950000US4702001,4702001,1,180047,4751,22
2840122003008,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3008,1800,2001,7950000US4702001,4702001,1,180047,3859,22
2840122003009,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3009,1800,2001,7950000US4702001,4702001,1,180047,5502,22
2840122003010,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3010,1800,2001,7950000US4702001,4702001,1,180047,4665,22
2840122003011,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3011,1800,2001,7950000US4702001,4702001,1,180047,3286,22
2840122003012,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3012,1800,2001,7950000US4702001,4702001,1,180047,3497,22
2840122003013,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3013,1800,2001,7950000US4702001,4702001,1,180047,1822,22
2840122003014,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3014,1800,2001,7950000US4702001,4702001,1,180047,4624,22
2840122003021,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3021,1800,2001,7950000US4702001,4702001,1,180047,160,22
2840122003022,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3022,1800,2001,7950000US4702001,4702001,1,180047,3288,22
2840122003024,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3024,1800,2001,7950000US4702001,4702001,1,180047,5340,22
2840122003025,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3025,1800,2001,7950000US4702001,4702001,1,180047,2247,22
2840122003026,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3026,1800,2001,7950000US4702001,4702001,1,180047,3860,22
2840122003027,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3027,1800,2001,7950000US4702001,4702001,1,180047,1923,22
2840122003028,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3028,1800,2001,7950000US4702001,4702001,1,180047,5764,22
2840122003032,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3032,1800,2001,7950000US4702001,4702001,1,180047,3368,22
2840122003033,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3033,1800,2001,7950000US4702001,4702001,1,180047,117,22
2850011001014,285,TN,47,Hamilton,65,47065001100,1100,470650000000000,1014,1800,2001,7950000US4702001,4702001,1,180047,4471,103
2850011001015,285,TN,47,Hamilton,65,47065001100,1100,470650000000000,1015,1800,2001,7950000US4702001,4702001,1,180047,1549,103
2850011001016,285,TN,47,Hamilton,65,47065001100,1100,470650000000000,1016,1800,2001,7950000US4702001,4702001,1,180047,3438,103
2850011001017,285,TN,47,Hamilton,65,47065001100,1100,470650000000000,1017,1800,2001,7950000US4702001,4702001,1,180047,65,103
2850011001018,285,TN,47,Hamilton,65,47065001100,1100,470650000000000,1018,1800,2001,7950000US4702001,4702001,1,180047,4480,103
2850011001019,285,TN,47,Hamilton,65,47065001100,1100,470650000000000,1019,1800,2001,7950000US4702001,4702001,1,180047,110,103
2860004001020,286,TN,47,Hamilton,65,47065000400,400,470650000000000,1020,1800,2001,7950000US4702001,4702001,1,180047,3738,97
2860004001025,286,TN,47,Hamilton,65,47065000400,400,470650000000000,1025,1800,2001,7950000US4702001,4702001,1,180047,3746,97
2860004001026,286,TN,47,Hamilton,65,47065000400,400,470650000000000,1026,1800,2001,7950000US4702001,4702001,1,180047,2950,97
2860004001027,286,TN,47,Hamilton,65,47065000400,400,470650000000000,1027,1800,2001,7950000US4702001,4702001,1,180047,106,97
2860004001028,286,TN,47,Hamilton,65,47065000400,400,470650000000000,1028,1800,2001,7950000US4702001,4702001,1,180047,3490,97
2860004001029,286,TN,47,Hamilton,65,47065000400,400,470650000000000,1029,1800,2001,7950000US4702001,4702001,1,180047,3491,97
2860004001036,286,TN,47,Hamilton,65,47065000400,400,470650000000000,1036,1800,2001,7950000US4702001,4702001,1,180047,4615,97
2860004001037,286,TN,47,Hamilton,65,47065000400,400,470650000000000,1037,1800,2001,7950000US4702001,4702001,1,180047,3748,97
2880004001012,288,TN,47,Hamilton,65,47065000400,400,470650000000000,1012,1800,2001,7950000US4702001,4702001,1,180047,58,97
2880004001014,288,TN,47,Hamilton,65,47065000400,400,470650000000000,1014,1800,2001,7950000US4702001,4702001,1,180047,5194,97
2880004001015,288,TN,47,Hamilton,65,47065000400,400,470650000000000,1015,1800,2001,7950000US4702001,4702001,1,180047,3291,97
2880004001016,288,TN,47,Hamilton,65,47065000400,400,470650000000000,1016,1800,2001,7950000US4702001,4702001,1,180047,1919,97
2880004001017,288,TN,47,Hamilton,65,47065000400,400,470650000000000,1017,1800,2001,7950000US4702001,4702001,1,180047,4473,97
2880004001018,288,TN,47,Hamilton,65,47065000400,400,470650000000000,1018,1800,2001,7950000US4702001,4702001,1,180047,60,97
2880004001019,288,TN,47,Hamilton,65,47065000400,400,470650000000000,1019,1800,2001,7950000US4702001,4702001,1,180047,5190,97
2880004001034,288,TN,47,Hamilton,65,47065000400,400,470650000000000,1034,1800,2001,7950000US4702001,4702001,1,180047,115,97
2880004001035,288,TN,47,Hamilton,65,47065000400,400,470650000000000,1035,1800,2001,7950000US4702001,4702001,1,180047,4756,97
2890004001051,289,TN,47,Hamilton,65,47065000400,400,470650000000000,1051,1800,2001,7950000US4702001,4702001,1,180047,3737,97
2890004001052,289,TN,47,Hamilton,65,47065000400,400,470650000000000,1052,1800,2001,7950000US4702001,4702001,1,180047,1547,97
2890004001053,289,TN,47,Hamilton,65,47065000400,400,470650000000000,1053,1800,2001,7950000US4702001,4702001,1,180047,1548,97
2890124002000,289,TN,47,Hamilton,65,47065012400,12400,470650000000000,2000,1800,2001,7950000US4702001,4702001,1,180047,5191,79
2890124002001,289,TN,47,Hamilton,65,47065012400,12400,470650000000000,2001,1800,2001,7950000US4702001,4702001,1,180047,4467,79
2890124002004,289,TN,47,Hamilton,65,47065012400,12400,470650000000000,2004,1800,2001,7950000US4702001,4702001,1,180047,1441,79
2890124002005,289,TN,47,Hamilton,65,47065012400,12400,470650000000000,2005,1800,2001,7950000US4702001,4702001,1,180047,3371,79
2890124002006,289,TN,47,Hamilton,65,47065012400,12400,470650000000000,2006,1800,2001,7950000US4702001,4702001,1,180047,2248,79
2890124002007,289,TN,47,Hamilton,65,47065012400,12400,470650000000000,2007,1800,2001,7950000US4702001,4702001,1,180047,5192,79
2900124002008,290,TN,47,Hamilton,65,47065012400,12400,470650000000000,2008,1800,2001,7950000US4702001,4702001,1,180047,4474,79
2900124002013,290,TN,47,Hamilton,65,47065012400,12400,470650000000000,2013,1800,2001,7950000US4702001,4702001,1,180047,3742,79
2900124002014,290,TN,47,Hamilton,65,47065012400,12400,470650000000000,2014,1800,2001,7950000US4702001,4702001,1,180047,4475,79
2900124002015,290,TN,47,Hamilton,65,47065012400,12400,470650000000000,2015,1800,2001,7950000US4702001,4702001,1,180047,3739,79
2900124002017,290,TN,47,Hamilton,65,47065012400,12400,470650000000000,2017,1800,2001,7950000US4702001,4702001,1,180047,62,79
2900124002018,290,TN,47,Hamilton,65,47065012400,12400,470650000000000,2018,1800,2001,7950000US4702001,4702001,1,180047,2957,79
2900124002019,290,TN,47,Hamilton,65,47065012400,12400,470650000000000,2019,1800,2001,7950000US4702001,4702001,1,180047,2954,79
2910011001008,291,TN,47,Hamilton,65,47065001100,1100,470650000000000,1008,1800,2001,7950000US4702001,4702001,1,180047,3184,103
2910011001011,291,TN,47,Hamilton,65,47065001100,1100,470650000000000,1011,1800,2001,7950000US4702001,4702001,1,180047,5623,103
2910011001012,291,TN,47,Hamilton,65,47065001100,1100,470650000000000,1012,1800,2001,7950000US4702001,4702001,1,180047,164,103
2910011001058,291,TN,47,Hamilton,65,47065001100,1100,470650000000000,1058,1800,2001,7950000US4702001,4702001,1,180047,2958,103
2920004001006,292,TN,47,Hamilton,65,47065000400,400,470650000000000,1006,1800,2001,7950000US4702001,4702001,1,180047,1600,97
2920004001007,292,TN,47,Hamilton,65,47065000400,400,470650000000000,1007,1800,2001,7950000US4702001,4702001,1,180047,3287,97
2920004001008,292,TN,47,Hamilton,65,47065000400,400,470650000000000,1008,1800,2001,7950000US4702001,4702001,1,180047,4626,97
2920004001009,292,TN,47,Hamilton,65,47065000400,400,470650000000000,1009,1800,2001,7950000US4702001,4702001,1,180047,3289,97
2920004001010,292,TN,47,Hamilton,65,47065000400,400,470650000000000,1010,1800,2001,7950000US4702001,4702001,1,180047,114,97
2920004001011,292,TN,47,Hamilton,65,47065000400,400,470650000000000,1011,1800,2001,7950000US4702001,4702001,1,180047,3664,97
2920004001013,292,TN,47,Hamilton,65,47065000400,400,470650000000000,1013,1800,2001,7950000US4702001,4702001,1,180047,5632,97
2920004001030,292,TN,47,Hamilton,65,47065000400,400,470650000000000,1030,1800,2001,7950000US4702001,4702001,1,180047,1825,97
2920004001031,292,TN,47,Hamilton,65,47065000400,400,470650000000000,1031,1800,2001,7950000US4702001,4702001,1,180047,5339,97
2920004001033,292,TN,47,Hamilton,65,47065000400,400,470650000000000,1033,1800,2001,7950000US4702001,4702001,1,180047,1918,97
2920004001038,292,TN,47,Hamilton,65,47065000400,400,470650000000000,1038,1800,2001,7950000US4702001,4702001,1,180047,113,97
2920004002002,292,TN,47,Hamilton,65,47065000400,400,470650000000000,2002,1800,2001,7950000US4702001,4702001,1,180047,5341,97
2920004002003,292,TN,47,Hamilton,65,47065000400,400,470650000000000,2003,1800,2001,7950000US4702001,4702001,1,180047,1563,97
2920004002007,292,TN,47,Hamilton,65,47065000400,400,470650000000000,2007,1800,2001,7950000US4702001,4702001,1,180047,1920,97
2920122003015,292,TN,47,Hamilton,65,47065012200,12200,470650000000000,3015,1800,2001,7950000US4702001,4702001,1,180047,4622,22
2920122003017,292,TN,47,Hamilton,65,47065012200,12200,470650000000000,3017,1800,2001,7950000US4702001,4702001,1,180047,4623,22
2920122003018,292,TN,47,Hamilton,65,47065012200,12200,470650000000000,3018,1800,2001,7950000US4702001,4702001,1,180047,4625,22
2920122003019,292,TN,47,Hamilton,65,47065012200,12200,470650000000000,3019,1800,2001,7950000US4702001,4702001,1,180047,4767,22
2920122003020,292,TN,47,Hamilton,65,47065012200,12200,470650000000000,3020,1800,2001,7950000US4702001,4702001,1,180047,1561,22
2920122003031,292,TN,47,Hamilton,65,47065012200,12200,470650000000000,3031,1800,2001,7950000US4702001,4702001,1,180047,3290,22
2930124003000,293,TN,47,Hamilton,65,47065012400,12400,470650000000000,3000,1800,2001,7950000US4702001,4702001,1,180047,4477,79
2930124003001,293,TN,47,Hamilton,65,47065012400,12400,470650000000000,3001,1800,2001,7950000US4702001,4702001,1,180047,61,79
2930124003002,293,TN,47,Hamilton,65,47065012400,12400,470650000000000,3002,1800,2001,7950000US4702001,4702001,1,180047,3480,79
