TAZ_ID,MZ_ID,Notes,MZ_num,empfoo_p,empgov_p,empind_p,empmed_p,empofc_p,empret_p,empsvc_p,empoth_p,empedu_p,emptot_p,emptrn_p
"390","3900106002020",,3900106002020,0,0,0,4,0,0,0,0,0,4,0
"390","3900106002019",,3900106002019,5,0,5,0,2,4,27,9,0,52,5
"391","3910106003005",,3910106003005,0,0,0,0,11,0,16,0,0,27,0
"387","3870108004003",,3870108004003,0,0,0,0,11,12,3,0,0,26,0
"386","3860107003014",,3860107003014,27,0,0,6,4,7,6,0,0,50,0
"386","3860107003009",,3860107003009,0,0,0,0,3,0,0,0,0,3,0
"391","3910106003014",,3910106003014,2,4,10,8,7,0,0,0,0,31,0
"391","3910106003009",,3910106003009,0,0,0,0,0,22,0,2,0,24,0
"390","3900106002018",,3900106002018,0,0,0,0,0,6,0,0,0,6,0
"340","3400105016023",,3400105016023,7,12,0,0,0,11,0,0,0,30,0
"392","3920105015006",,3920105015006,0,0,5,0,3,12,0,0,0,20,5
"395","3950105016020",,3950105016020,0,0,0,0,4,0,0,0,0,4,0
"393","3930105013004",,3930105013004,0,0,0,0,0,0,0,2,0,2,0
"505","5050105012014",,5050105012014,0,0,0,0,0,0,1,0,0,1,0
"477","4770034001008",,4770034001008,0,0,0,9,58,12,0,8,0,87,0
"858","8580033001000",,8580033001000,0,3,0,0,0,0,4,0,107,114,0
"432","4320114442027",,4320114442027,0,0,16,0,0,0,7,0,0,23,16
"466","4660033004006",,4660033004006,0,0,0,0,3,0,0,0,67,70,0
"466","4660033004013",,4660033004013,0,0,0,0,0,0,7,0,0,7,0
"466","4660033004015",,4660033004015,0,0,0,3,0,0,12,0,0,15,0
"707","7070116002021",,7070116002021,0,0,0,0,0,0,4,3,0,7,0
"432","4320114442035",,4320114442035,0,0,0,0,6,0,10,0,0,16,0
"431","4310032003006",,4310032003006,0,0,0,12,4,0,3,1,0,20,0
"459","4590116001009",,4590116001009,0,0,0,0,10,0,0,0,0,10,0
"459","4590116001006",,4590116001006,0,0,0,0,5,0,0,0,0,5,0
"459","4590116001007",,4590116001007,0,0,0,0,0,5,12,0,0,17,0
"707","7070116001013",,7070116001013,0,0,0,0,0,0,0,3,0,3,0
"453","4530033003003",,4530033003003,0,0,0,0,6,0,0,0,0,6,0
"461","4610029001026",,4610029001026,35,0,0,0,0,2,2,0,0,39,0
"460","4600030002022",,4600030002022,0,0,0,0,0,1,0,0,0,1,0
"455","4550028001024",,4550028001024,25,0,11,4,10,0,3,1,69,123,11
"330","3300028003003",,3300028003003,0,0,0,0,5,0,4,0,0,9,0
"332","3320029002011",,3320029002011,0,0,1,0,0,0,0,0,0,1,1
"332","3320029002003",,3320029002003,0,0,0,0,4,0,5,0,0,9,0
"449","4490033005019",,4490033005019,0,0,0,0,0,0,0,2,0,2,0
"461","4610029001027",,4610029001027,0,0,10,9,15,0,13,0,0,47,0
"332","3320029002014",,3320029002014,0,0,0,0,0,0,20,3,0,23,0
"332","3320029002002",,3320029002002,0,0,0,0,0,0,3,0,0,3,0
"428","4280029001005",,4280029001005,0,0,0,0,4,0,1,0,0,5,0
"428","4280029001006",,4280029001006,0,0,0,85,0,0,0,0,0,85,0
"423","4230119002005",,4230119002005,0,0,0,0,2,0,0,0,0,2,0
"456","4560117002006",,4560117002006,0,0,0,0,0,0,2,0,25,27,0
"423","4230119001015",,4230119001015,0,0,0,0,0,0,0,1,0,1,0
"423","4230119001014",,4230119001014,0,0,0,0,0,0,12,5,0,17,0
"455","4550028001021",,4550028001021,0,0,0,16,0,0,0,0,0,16,0
"455","4550028001020",,4550028001020,0,0,0,0,10,0,0,0,0,10,0
"425","4250117004017",,4250117004017,0,0,0,0,2,0,2,0,0,4,0
"456","4560117002009",,4560117002009,27,0,18,40,166,1,34,14,0,300,14
"427","4270117003003",,4270117003003,7,0,0,0,8,0,0,0,0,15,0
"429","4290028002013",,4290028002013,0,0,0,1,0,0,0,0,0,1,0
"332","3320029002017",,3320029002017,0,0,9,207,24,0,4,0,0,244,0
"428","4280029001000",,4280029001000,40,0,0,0,7,139,12,0,7,205,0
"429","4290028002001",,4290028002001,9,0,0,1,12,0,9,0,0,31,0
"455","4550028001042",,4550028001042,0,0,0,0,0,0,6,0,0,6,0
"455","4550028001036",,4550028001036,0,0,0,0,3,0,85,0,45,133,0
"429","4290028002002",,4290028002002,0,0,0,0,0,1,0,0,0,1,0
"423","4230119002014",,4230119002014,15,0,0,0,10,24,15,0,0,64,0
"425","4250117004013",,4250117004013,0,0,0,0,6,3,14,0,0,23,0
"425","4250117004010",,4250117004010,0,0,1,0,6,3,0,0,0,10,1
"427","4270117003012",,4270117003012,0,0,0,0,8,0,0,0,0,8,0
"425","4250117004015",,4250117004015,3,0,8,0,0,4,2,1,0,18,2
"425","4250117004006",,4250117004006,0,0,0,0,0,0,0,2,0,2,0
"425","4250117004000",,4250117004000,0,0,0,0,0,0,0,6,0,6,0
"421","4210118003002",,4210118003002,20,0,4,11,23,21,10,11,0,100,4
"425","4250117004012",,4250117004012,20,0,0,6,23,72,10,0,4,135,0
"425","4250117004011",,4250117004011,6,0,14,3,3,5,3,0,0,34,0
"423","4230119002015",,4230119002015,0,0,0,0,0,0,0,5,0,5,0
"423","4230119002017",,4230119002017,0,0,0,0,2,0,0,0,0,2,0
"427","4270117003004",,4270117003004,0,0,0,0,0,0,5,0,0,5,0
"427","4270117003014",,4270117003014,0,0,0,0,5,0,0,0,0,5,0
"426","4260028003035",,4260028003035,0,0,0,6,2,0,5,0,0,13,0
"426","4260028003016",,4260028003016,0,0,3,1,0,0,0,0,0,4,3
"426","4260028003000",,4260028003000,0,0,2,0,2,2,0,2,0,8,0
"332","3320029002013",,3320029002013,1,0,0,0,2,2,2,3,0,10,0
"426","4260028003001",,4260028003001,0,0,0,0,2,1,0,0,0,3,0
"426","4260028003042",,4260028003042,34,0,0,1,7,3,0,0,0,45,0
"426","4260028003043",,4260028003043,0,0,0,0,0,10,1,0,4,15,0
"429","4290028002011",,4290028002011,0,0,0,13,2,0,1,0,0,16,0
"426","4260028003038",,4260028003038,0,0,0,10,0,0,3,0,0,13,0
"429","4290028002006",,4290028002006,0,0,0,0,3,0,0,0,0,3,0
"426","4260028003018",,4260028003018,7,0,0,0,2,41,0,0,0,50,0
"332","3320029002015",,3320029002015,0,0,0,9,11,0,11,24,0,55,0
"426","4260028003017",,4260028003017,0,0,0,0,4,0,0,0,0,4,0
"332","3320029002016",,3320029002016,0,0,0,0,10,0,0,0,0,10,0
"457","4570117001022",,4570117001022,0,0,0,0,5,0,11,0,35,51,0
"457","4570117001003",,4570117001003,0,0,0,0,4,0,4,22,0,30,0
"456","4560117001012",,4560117001012,0,0,0,0,0,2,0,0,0,2,0
"456","4560117001016",,4560117001016,0,0,0,0,0,0,0,3,0,3,0
"457","4570117001006",,4570117001006,0,0,0,0,0,0,0,2,0,2,0
"457","4570117002005",,4570117002005,0,0,0,0,0,6,0,40,0,46,0
"457","4570117001007",,4570117001007,0,0,2,0,0,0,0,0,0,2,2
"456","4560117001019",,4560117001019,0,0,0,0,0,0,6,0,0,6,0
"457","4570117002001",,4570117002001,0,0,0,1,4,0,6,0,0,11,0
"457","4570117002004",,4570117002004,0,0,0,0,0,0,0,2,0,2,0
"457","4570117002002",,4570117002002,0,0,0,0,9,0,0,0,0,9,0
"457","4570117001009",,4570117001009,0,0,0,0,0,0,0,5,0,5,0
"455","4550028001030",,4550028001030,0,0,0,0,5,0,0,0,0,5,0
"455","4550028001038",,4550028001038,0,0,0,0,0,0,10,0,15,25,0
"455","4550028001018",,4550028001018,0,0,0,6,0,0,0,0,0,6,0
"459","4590116001003",,4590116001003,0,0,0,1,16,0,21,0,0,38,0
"455","4550028001027",,4550028001027,0,0,0,0,0,0,0,3,0,3,0
"428","4280029001008",,4280029001008,0,0,3,1,0,0,0,0,0,4,3
"454","4540029001018",,4540029001018,0,0,0,3,0,2,34,0,0,39,0
"454","4540029001020",,4540029001020,0,0,0,0,0,2,0,0,0,2,0
"454","4540029001015",,4540029001015,30,0,0,1,0,1,7,0,0,39,0
"454","4540029001017",,4540029001017,19,0,4,16,5,2,25,0,2,73,0
"429","4290028002003",,4290028002003,0,0,0,0,0,19,0,0,0,19,0
"455","4550028001001",,4550028001001,0,0,0,5,6,4,0,0,0,15,0
"455","4550028001000",,4550028001000,0,0,0,10,3,0,9,0,0,22,0
"455","4550028001010",,4550028001010,0,0,0,0,0,0,0,1,0,1,0
"428","4280029001004",,4280029001004,0,0,0,0,0,0,2,0,0,2,0
"428","4280029001001",,4280029001001,0,0,3,0,0,0,20,0,0,23,3
"429","4290028002000",,4290028002000,28,0,5,14,0,40,0,2,0,89,5
"455","4550028001002",,4550028001002,0,0,0,0,7,0,0,0,0,7,0
"455","4550028001005",,4550028001005,0,0,2,5,13,0,0,0,0,20,2
"461","4610029001031",,4610029001031,0,0,10,16,3,12,0,0,0,41,0
"455","4550028001004",,4550028001004,0,0,0,8,6,0,0,0,0,14,0
"454","4540029001019",,4540029001019,0,0,0,0,5,0,0,0,0,5,0
"461","4610029001028",,4610029001028,0,0,0,4,8,2,2,0,0,16,0
"452","4520033003009",,4520033003009,0,0,0,0,0,1,0,0,0,1,0
"428","4280029001011",,4280029001011,0,0,0,0,0,0,0,1,0,1,0
"731","7310012003010",,7310012003010,0,0,0,0,0,0,0,8,0,8,0
"735","7350012001001",,7350012001001,0,0,0,19,7,0,4,0,0,30,0
"335","3350032001011",,3350032001011,0,0,0,0,9,0,0,0,0,9,0
"337","3370032002003",,3370032002003,0,0,0,0,2,0,7,0,0,9,0
"336","3360032001018",,3360032001018,0,0,0,0,2,0,0,0,0,2,0
"336","3360032002000",,3360032002000,0,0,60,0,0,0,0,0,0,60,0
"336","3360032003005",,3360032003005,8,0,0,9,0,9,6,0,2,34,0
"336","3360032003003",,3360032003003,7,4,0,41,0,3,6,0,0,61,0
"431","4310032003013",,4310032003013,2,0,0,0,0,0,0,0,0,2,0
"430","4300033006007",,4300033006007,0,0,0,0,2,0,0,0,4,6,0
"430","4300033006011",,4300033006011,1,0,0,0,0,0,0,0,0,1,0
"337","3370032002014",,3370032002014,0,0,0,0,2,0,0,0,0,2,0
"332","3320029002004",,3320029002004,0,0,0,6,0,0,0,0,0,6,0
"332","3320029002006",,3320029002006,0,0,0,0,0,0,0,1,0,1,0
"332","3320029002005",,3320029002005,0,0,0,0,3,0,0,0,0,3,0
"332","3320029002007",,3320029002007,0,0,0,0,1,0,0,0,0,1,0
"721","7210012001013",,7210012001013,0,4,0,0,0,0,0,0,0,4,0
"731","7310012001001",,7310012001001,0,0,0,255,0,0,1,0,0,256,0
"430","4300033006018",,4300033006018,0,0,0,0,3,0,0,0,0,3,0
"334","3340122001037",,3340122001037,0,0,0,0,0,3,3,0,0,6,0
"334","3340122001014",,3340122001014,0,0,7,63,15,0,7,10,0,102,7
"334","3340122001011",,3340122001011,0,0,0,0,0,0,4,0,0,4,0
"334","3340122001032",,3340122001032,0,0,0,0,0,0,3,0,0,3,0
"734","7340122001040",,7340122001040,0,0,0,0,0,0,3,0,0,3,0
"734","7340122001039",,7340122001039,0,0,0,0,0,0,1,0,0,1,0
"334","3340122001038",,3340122001038,14,0,0,0,0,0,0,0,0,14,0
"284","2840122003033",,2840122003033,0,0,0,0,0,5,3,0,0,8,0
"284","2840122003006",,2840122003006,0,0,0,0,0,0,4,0,0,4,0
"284","2840122003000",,2840122003000,0,0,0,0,0,0,27,0,0,27,0
"284","2840122002013",,2840122002013,0,0,0,0,0,0,3,0,0,3,0
"334","3340122001028",,3340122001028,0,0,4,0,0,0,0,0,163,167,0
"334","3340122001031",,3340122001031,0,0,0,9,0,0,0,0,0,9,0
"334","3340122001025",,3340122001025,0,0,0,11,0,0,3,0,0,14,0
"336","3360032001006",,3360032001006,0,0,0,0,3,0,0,0,0,3,0
"431","4310032003016",,4310032003016,0,0,0,0,0,1,0,0,0,1,0
"431","4310032003012",,4310032003012,0,0,0,9,0,0,0,0,0,9,0
"449","4490033005001",,4490033005001,0,13,0,0,0,0,0,0,0,13,0
"449","4490033006000",,4490033006000,0,0,0,0,0,1,2,0,0,3,0
"449","4490033005008",,4490033005008,0,0,0,0,0,2,0,0,0,2,0
"430","4300033006001",,4300033006001,0,0,0,0,0,3,6,0,0,9,0
"430","4300033006020",,4300033006020,0,0,0,0,8,0,2,3,0,13,0
"449","4490033006026",,4490033006026,0,0,0,0,0,0,3,0,0,3,0
"449","4490033006028",,4490033006028,0,0,0,0,0,2,0,0,0,2,0
"336","3360032002001",,3360032002001,0,0,0,0,6,0,0,0,0,6,0
"336","3360032003022",,3360032003022,8,0,11,0,0,1,3,46,0,69,11
"336","3360032003026",,3360032003026,0,0,0,1,0,0,0,0,0,1,0
"431","4310032003015",,4310032003015,0,0,0,9,0,0,0,0,0,9,0
"336","3360032003017",,3360032003017,0,0,0,0,0,0,2,0,0,2,0
"335","3350032003002",,3350032003002,14,0,0,0,0,11,25,0,0,50,0
"335","3350032001002",,3350032001002,0,0,0,0,5,0,0,0,0,5,0
"432","4320114442024",,4320114442024,0,0,0,0,2,1,3,0,0,6,0
"717","7170030002000",,7170030002000,7,0,8,1,5,398,22,0,0,441,0
"462","4620030001000",,4620030001000,47,0,0,19,14,51,16,0,0,147,0
"717","7170030002010",,7170030002010,124,0,8,0,29,72,3,2,0,238,0
"717","7170030002002",,7170030002002,9,347,0,72,1120,73,49,20,46,1736,0
"462","4620033001018",,4620033001018,0,22,0,0,0,0,0,0,0,22,0
"462","4620030001018",,4620030001018,0,0,0,0,19,11,2,0,0,32,0
"717","7170030002009",,7170030002009,0,13,2,35,77,6,20,0,0,153,2
"462","4620030001024",,4620030001024,0,0,4,6,2,14,15,4,0,45,0
"462","4620030001016",,4620030001016,8,0,0,0,0,18,0,0,0,26,0
"462","4620030001013",,4620030001013,27,0,4,12,1,0,7,0,0,51,4
"462","4620030001014",,4620030001014,7,0,0,0,2,3,0,0,0,12,0
"462","4620030001015",,4620030001015,7,25,0,0,0,0,0,0,0,32,0
"460","4600030002021",,4600030002021,0,0,0,7,0,9,0,0,0,16,0
"718","7180030002000",,7180030002000,0,0,2,0,5,0,2,0,0,9,1
"707","7070116002002",,7070116002002,60,0,2,16,53,127,15,3,0,276,2
"481","4810030002015",,4810030002015,16,0,2,0,0,0,0,0,0,18,0
"481","4810030002030",,4810030002030,0,0,0,8,0,0,21,6,0,35,0
"481","4810030002016",,4810030002016,0,0,0,0,10,3,2,0,0,15,0
"481","4810030002042",,4810030002042,45,0,0,0,11,0,0,0,0,56,0
"462","4620030001025",,4620030001025,28,0,0,0,0,0,1,0,0,29,0
"460","4600030002025",,4600030002025,0,0,0,0,0,0,4,1,0,5,0
"460","4600030002024",,4600030002024,0,0,0,0,0,0,4,0,0,4,0
"460","4600030002019",,4600030002019,0,0,0,0,0,13,4,0,0,17,0
"460","4600030002023",,4600030002023,0,0,0,0,2,0,0,0,0,2,0
"460","4600030002020",,4600030002020,3,0,0,0,0,11,0,0,0,14,0
"481","4810030002017",,4810030002017,0,0,0,0,0,6,0,0,0,6,0
"460","4600030002018",,4600030002018,34,0,0,0,17,4,2,0,0,57,0
"482","4820116003010",,4820116003010,0,0,0,0,3,0,0,0,0,3,0
"717","7170030002007",,7170030002007,57,0,177,58,7,0,0,0,0,299,177
"717","7170030002005",,7170030002005,0,0,0,7,24,3,3,0,0,37,0
"718","7180030002005",,7180030002005,0,0,0,0,0,0,7,0,0,7,0
"462","4620030001023",,4620030001023,169,0,0,35,0,8,7,0,0,219,0
"462","4620030001005",,4620030001005,0,0,0,0,3,0,0,0,0,3,0
"465","4650033002015",,4650033002015,0,0,0,0,0,0,0,1,0,1,0
"462","4620030001012",,4620030001012,0,0,0,0,0,0,6,2,0,8,0
"462","4620030001011",,4620030001011,0,0,0,0,2,0,0,0,0,2,0
"462","4620030001001",,4620030001001,0,0,0,0,1,0,0,0,0,1,0
"858","8580033001004",,8580033001004,0,0,0,0,4,0,0,0,0,4,0
"717","7170030002012",Eastgate Osborne office  park no good source to verify,7170030002012,0,121,70,169,224,6,50,15,0,655,25
"717","7170030002044",,7170030002044,0,0,0,40,44,0,0,0,5,89,0
"717","7170030002001",,7170030002001,0,0,5,0,67,0,0,0,7,79,5
"476","4760034002019",,4760034002019,21,0,13,7,14,23,10,0,0,88,13
"477","4770034001024",,4770034001024,15,0,8,0,0,78,5,0,0,106,8
"694","6940034001029",,6940034001029,40,0,0,3,28,31,3,0,0,105,0
"694","6940034001023",,6940034001023,0,0,0,0,0,331,7,0,0,338,0
"477","4770034001018",,4770034001018,14,10,157,75,163,10,21,14,0,464,68
"476","4760034002026",,4760034002026,0,0,0,4,0,0,0,0,0,4,0
"694","6940034001034",,6940034001034,0,0,0,0,0,0,4,0,0,4,0
"694","6940034001030",,6940034001030,0,0,0,0,3,0,0,1,0,4,0
"694","6940034001028",,6940034001028,9,0,0,0,4,2,3,0,0,18,0
"694","6940034001014",,6940034001014,0,0,0,0,1,28,2,0,0,31,0
"467","4679801001002",,4679801001002,0,0,0,0,30,0,0,0,0,30,0
"857","8570033001000",,8570033001000,0,0,30,0,0,5,8,3,123,169,30
"903","9030114441036",,9030114441036,0,0,118,0,25,5,4,124,0,276,46
"903","9030114441030",,9030114441030,0,0,0,0,0,0,0,20,0,20,0
"857","8570033001008",,8570033001008,0,0,8,1,2,79,28,0,67,185,0
"857","8570033001002",,8570033001002,0,0,0,0,2,0,0,0,0,2,0
"466","4660033004000",,4660033004000,0,0,0,0,0,0,1,0,0,1,0
"451","4510033004004",,4510033004004,0,0,0,0,3,0,8,0,0,11,0
"466","4660033004003",,4660033004003,0,0,0,0,0,3,0,0,0,3,0
"431","4310032003010",,4310032003010,0,0,0,0,3,0,0,0,0,3,0
"431","4310032003021",,4310032003021,0,0,0,0,0,0,2,0,0,2,0
"468","4680114451004",,4680114451004,0,0,8,0,0,8,3,0,0,19,5
"468","4680114451003",,4680114451003,0,0,3,0,0,15,0,0,0,18,3
"468","4689801001000",,4689801001000,0,0,0,0,0,0,0,56,0,56,0
"904","9040114441044",,9040114441044,0,0,5,0,0,0,0,0,0,5,5
"881","8810114111024",,8810114111024,0,12,0,0,0,0,0,0,0,12,0
"341","3410123003001",,3410123003001,0,0,8,0,2,2,0,0,4,16,8
"880","8800114111016",,8800114111016,0,0,352,0,103,73,90,27,0,645,135
"880","8800114111015",,8800114111015,0,0,38,0,0,37,3,0,0,78,38
"901","9010114111007",,9010114111007,0,0,63,0,0,0,0,0,0,63,0
"341","3410123003024",,3410123003024,0,0,0,0,0,0,0,2,0,2,0
"341","3410123003000",,3410123003000,0,0,4,5,0,2,6,19,0,36,2
"880","8800114111014",,8800114111014,0,0,40,0,0,0,0,0,0,40,40
"880","8800114111017",,8800114111017,0,0,5,0,17,15,0,29,0,66,5
"684","6840104334035",,6840104334035,0,9,0,0,0,0,0,0,0,9,0
"447","4470114111003",,4470114111003,0,0,0,0,0,40,27,0,0,67,0
"447","4470114111042",,4470114111042,0,0,0,0,3,0,0,0,0,3,0
"897","8970123004007",,8970123004007,0,0,0,0,0,0,1,0,0,1,0
"898","8980123004005",,8980123004005,0,0,0,9,0,0,0,0,0,9,0
"282","2820123001034",,2820123001034,0,0,1,0,31,4,0,24,0,60,1
"282","2820123001046",,2820123001046,0,0,31,0,0,1,0,18,0,50,3
"282","2820123001026",,2820123001026,0,0,4,0,0,43,0,9,0,56,4
"883","8830123001027",,8830123001027,0,0,42,0,17,0,0,58,0,117,37
"883","8830123001044",,8830123001044,0,0,119,0,21,0,7,0,0,147,28
"883","8830123001047",,8830123001047,0,0,10,0,9,0,0,0,0,19,10
"434","4340123003021",,4340123003021,0,0,0,0,3,0,0,20,0,23,0
"334","3340123004015",,3340123004015,0,0,0,0,0,6,0,0,0,6,0
"344","3440123002057",,3440123002057,0,0,0,13,0,0,0,0,0,13,0
"344","3440123002020",,3440123002020,0,0,0,0,0,0,5,0,0,5,0
"344","3440123002002",,3440123002002,0,0,0,0,0,0,2,0,0,2,0
"282","2820123001052",,2820123001052,0,0,61,0,0,28,0,0,0,89,52
"282","2820123001025",,2820123001025,3,0,0,0,0,18,0,47,0,68,0
"757","7570123002052",,7570123002052,0,0,0,2,0,0,7,14,0,23,0
"344","3440123002010",,3440123002010,0,0,0,0,0,2,0,25,0,27,0
"334","3340122001009",,3340122001009,2,0,0,0,0,0,0,0,0,2,0
"344","3440123002015",,3440123002015,0,0,16,0,0,21,0,0,0,37,16
"344","3440123002018",,3440123002018,0,0,0,0,7,0,0,0,0,7,0
"344","3440122002000",,3440122002000,0,0,0,0,0,50,0,0,0,50,0
"344","3440123002036",,3440123002036,0,0,0,0,0,4,0,0,0,4,0
"282","2820123001021",,2820123001021,0,0,14,0,0,0,0,0,0,14,10
"282","2820123001054",,2820123001054,0,0,7,0,5,0,0,20,0,32,7
"344","3440123002053",,3440123002053,7,0,0,0,0,0,2,0,0,9,0
"334","3340123004019",,3340123004019,0,0,0,0,0,5,5,0,0,10,0
"344","3440123002047",,3440123002047,0,0,10,0,0,0,2,0,0,12,10
"344","3440123002040",,3440123002040,0,0,0,0,0,0,2,0,0,2,0
"334","3340123004018",,3340123004018,0,0,0,0,0,0,2,0,0,2,0
"344","3440123002059",,3440123002059,0,0,0,0,12,3,3,0,0,18,0
"344","3440123002058",,3440123002058,0,0,0,0,0,4,3,0,0,7,0
"334","3340123004021",,3340123004021,9,0,0,0,0,1,4,0,0,14,0
"344","3440123002026",,3440123002026,4,0,0,0,0,0,0,0,0,4,0
"344","3440123002051",,3440123002051,0,0,0,9,0,0,0,0,0,9,0
"344","3440123002043",,3440123002043,0,0,73,0,0,0,0,0,0,73,0
"344","3440123002023",,3440123002023,0,0,15,0,0,0,0,0,0,15,0
"344","3440123002044",,3440123002044,0,0,0,0,2,0,1,0,0,3,0
"344","3440123002046",,3440123002046,0,0,0,0,0,0,0,30,0,30,0
"434","4340123003005",,4340123003005,0,0,4,0,0,0,4,18,0,26,3
"434","4340123003034",,4340123003034,0,0,0,0,0,7,0,0,0,7,0
"344","3440123002005",,3440123002005,1,0,0,6,1,0,28,0,0,36,0
"344","3440123002016",,3440123002016,0,0,0,0,0,0,7,0,0,7,0
"344","3440123002004",,3440123002004,7,0,0,0,0,0,0,0,0,7,0
"344","3440123002013",,3440123002013,0,0,12,0,0,0,0,0,0,12,12
"881","8810114111028",,8810114111028,0,0,336,0,210,116,9,47,0,718,24
"883","8830123001029",,8830123001029,0,0,924,0,4,0,0,0,0,928,0
"883","8830123001031",,8830123001031,0,0,108,0,0,0,0,0,0,108,8
"883","8830123001003",,8830123001003,0,0,0,0,0,3,0,6,0,9,0
"897","8970123004010",,8970123004010,0,0,0,0,4,0,2,0,0,6,0
"897","8970123004014",,8970123004014,0,0,0,0,0,0,0,1,0,1,0
"434","4340123003033",,4340123003033,0,0,0,0,0,0,1,0,0,1,0
"341","3410123003012",,3410123003012,4,0,15,0,0,0,0,0,0,19,15
"880","8800114111018",,8800114111018,0,0,20,0,0,0,0,0,0,20,0
"341","3410114111059",,3410114111059,0,0,0,0,3,0,0,0,0,3,0
"882","8820114111008",Chatt State College in 2 MZs,8820114111008,0,0,0,0,0,0,25,0,33,58,0
"395","3950105016006",,3950105016006,0,0,15,0,28,0,0,0,0,43,15
"500","5000104334005",,5000104334005,0,0,2,0,5,0,1,0,0,8,2
"684","6840104334031",,6840104334031,0,0,88,0,0,0,0,0,0,88,0
"395","3950105016002",,3950105016002,0,0,2,0,0,0,40,0,0,42,2
"684","6840104334024",,6840104334024,0,0,0,0,24,0,0,0,0,24,0
"395","3950105016011",,3950105016011,0,0,0,6,0,0,5,0,0,11,0
"395","3950105016009",,3950105016009,0,0,4,0,0,0,0,0,0,4,4
"500","5000104334014",,5000104334014,10,0,7,6,19,2,21,9,0,74,0
"500","5000104334013",,5000104334013,0,0,15,28,5,2,13,0,0,63,0
"684","6840104334011",,6840104334011,75,0,0,103,43,0,106,0,4,331,0
"684","6840104334018",,6840104334018,0,0,25,0,0,0,0,0,0,25,25
"684","6840104334021",,6840104334021,0,0,235,0,0,0,0,0,0,235,0
"396","3960104333003",,3960104333003,28,0,0,5,3,11,0,0,0,47,0
"393","3930105013018",,3930105013018,0,0,0,0,0,0,1,0,0,1,0
"396","3960104333006",,3960104333006,82,0,9,160,157,27,24,0,1,460,9
"396","3960104333009",,3960104333009,0,0,0,10,0,0,0,0,0,10,0
"684","6840104334016",,6840104334016,0,0,0,50,0,0,0,0,60,110,0
"395","3950105016007",,3950105016007,0,0,0,0,0,4,4,0,0,8,0
"684","6840104334015",,6840104334015,0,0,0,16,28,0,0,0,0,44,0
"396","3960104333002",,3960104333002,0,0,0,0,0,3,2,1,0,6,0
"500","5000104334009",,5000104334009,0,0,0,0,45,0,8,6,0,59,0
"882","8820114111009",Chatt State Campus,8820114111009,0,0,0,5,20,0,0,0,699,724,0
"684","6840104334030",,6840104334030,0,0,118,0,30,0,0,66,0,214,42
"682","6820104321033",,6820104321033,0,0,0,57,5,24,7,9,0,102,0
"500","5000104334007",,5000104334007,25,0,4,10,24,6,0,4,0,73,0
"682","6820104321035",,6820104321035,0,0,0,4,0,0,0,0,0,4,0
"898","8980123004001",,8980123004001,0,0,10,0,9,2,2,0,0,23,0
"898","8980123004000",,8980123004000,0,0,0,0,0,1,0,0,0,1,0
"891","8910114441006",,8910114441006,0,0,0,0,0,0,3,0,0,3,0
"902","9020114111052",,9020114111052,0,0,50,0,203,5,8,10,0,276,50
"447","4470114111034",,4470114111034,18,0,1,0,2,17,7,0,0,45,1
"447","4470114111035",,4470114111035,0,0,3,0,5,0,0,0,0,8,3
"892","8920114441005",,8920114441005,9,0,14,0,15,8,10,7,52,115,14
"892","8920114441009",,8920114441009,0,0,3,0,6,0,0,0,0,9,3
"446","4460114441004",,4460114441004,0,0,0,0,0,0,10,0,0,10,0
"446","4460114441003",,4460114441003,0,0,0,0,0,0,6,0,0,6,0
"446","4460114441002",,4460114441002,0,0,0,5,8,7,8,0,0,28,0
"902","9020114111065",,9020114111065,0,0,62,106,15,20,11,4,0,218,0
"442","4420114021013",,4420114021013,0,0,0,6,3,0,6,0,0,15,0
"442","4420114021010",,4420114021010,0,0,0,0,0,0,0,1,0,1,0
"893","8930114442001",,8930114442001,0,0,10,0,0,0,0,0,0,10,10
"902","9020114111055",,9020114111055,3,0,0,12,0,3,3,0,0,21,0
"902","9020114111054",,9020114111054,30,0,0,10,43,0,1,5,0,89,0
"902","9020114111064",,9020114111064,0,0,13,0,18,0,5,4,0,40,7
"446","4460114441013",,4460114441013,0,13,25,0,0,0,0,2,0,40,25
"446","4460114441020",,4460114441020,0,0,295,20,53,36,2,96,0,502,64
"446","4460114441015",,4460114441015,0,0,242,0,0,0,0,0,0,242,0
"447","4470114111040",,4470114111040,0,0,0,0,0,0,0,1,0,1,0
"447","4470114111048",,4470114111048,0,0,0,0,5,0,0,0,0,5,0
"447","4470114111050",,4470114111050,0,0,0,0,0,0,3,0,0,3,0
"442","4420114021005",,4420114021005,0,0,0,0,7,3,0,0,0,10,0
"442","4420114021006",,4420114021006,38,0,0,0,8,2,3,0,0,51,0
"493","4930104324006",,4930104324006,0,0,0,0,5,0,0,0,0,5,0
"493","4930104324004",,4930104324004,0,0,0,0,4,0,0,0,0,4,0
"493","4930104324013",,4930104324013,0,0,3,0,7,0,0,0,0,10,3
"493","4930104324011",,4930104324011,7,0,0,0,10,6,0,3,0,26,0
"493","4930104324005",,4930104324005,0,0,0,0,8,8,0,0,0,16,0
"493","4930104323012",,4930104323012,0,0,0,0,5,21,0,6,0,32,0
"493","4930104324010",,4930104324010,0,0,0,0,2,0,0,0,0,2,0
