parcelid xcoord_p ycoord_p sqft_p taz_p lutype_p hh_p stugrd_p stuhgh_p stuuni_p empedu_p empfoo_p empgov_p empind_p empmed_p empofc_p empret_p empsvc_p empoth_p emptot_p parkdy_p parkhr_p ppricdyp pprichrp hh_1 stugrd_1 stuhgh_1 stuuni_1 empedu_1 empfoo_1 empgov_1 empind_1 empmed_1 empofc_1 empret_1 empsvc_1 empoth_1 emptot_1 parkdy_1 parkhr_1 ppricdy1 pprichr1 nodes1_1 nodes3_1 nodes4_1 tstops_1 nparks_1 aparks_1 hh_2 stugrd_2 stuhgh_2 stuuni_2 empedu_2 empfoo_2 empgov_2 empind_2 empmed_2 empofc_2 empret_2 empsvc_2 empoth_2 emptot_2 parkdy_2 parkhr_2 ppricdy2 pprichr2 nodes1_2 nodes3_2 nodes4_2 tstops_2 nparks_2 aparks_2 dist_lbus dist_ebus dist_crt dist_fry dist_lrt dist_park
5567 2181871 253271 122518 315 9 11.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 315.88 47.34 16.35 0.21 6.91 22.66 7.59 250.65 38.95 98.58 37.17 29.28 109.54 601.34 0.77 0.62 748.72 197.12 3.69 25.49 26.36 13.87 31.80 24996 1185.87 514.84 237.25 104.58 113.28 146.49 85.48 964.12 349.37 401.66 181.21 183.96 413.41 2838.98 112.20 100.99 1058.16 195.89 13.60 109.41 85.99 53.67 130.40 29770 0.14 999.00 999.00 999.00 999.00 0.09
5568 2181570 252580 125616 315 7 8.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 14.00 0.00 0.00 0.00 0.00 14.00 0.00 0.00 0.00 0.00 228.18 37.67 15.53 0.16 4.18 23.66 7.54 385.26 34.65 85.50 44.35 35.01 137.58 757.73 0.59 0.48 748.70 197.12 3.11 23.62 21.09 11.43 32.12 25278 985.35 432.09 197.97 91.81 86.78 142.90 67.64 1019.95 287.61 356.72 204.52 176.90 443.57 2786.58 98.62 88.76 1057.64 195.90 13.74 103.51 72.08 49.63 131.62 29620 0.22 999.00 999.00 999.00 999.00 0.04
5569 2181650 251319 71981 316 9 0.00 0.00 0.00 0.00 0.00 7.00 0.00 25.00 0.00 4.00 0.00 2.00 0.00 38.00 0.00 0.00 0.00 0.00 193.58 64.75 25.57 0.02 6.60 51.69 2.33 266.63 13.92 51.70 38.88 46.05 120.74 598.54 0.08 0.06 748.91 197.08 3.18 27.81 17.22 14.41 33.19 21217 1003.46 517.63 211.02 33.20 86.21 156.68 36.59 1018.66 189.37 237.88 227.89 172.30 479.37 2604.96 35.34 31.79 1060.68 194.88 15.12 105.43 70.04 47.21 133.16 27160 0.11 999.00 999.00 999.00 999.00 0.13
5570 2183021 255709 53801 318 7 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 477.43 95.58 115.26 6.56 29.55 10.08 15.96 72.33 98.02 156.61 17.17 47.21 36.44 483.38 2.09 1.91 1976.63 124.31 2.39 27.47 37.01 10.44 27.82 32273 1489.38 516.25 547.88 576.05 252.17 118.55 199.13 507.93 1301.41 642.27 156.27 253.55 275.53 3706.82 228.67 213.55 1657.21 157.95 15.54 112.54 112.25 55.43 120.24 32690 0.15 999.00 999.00 999.00 999.00 0.05
5571 2183955 256667 74666 317 7 7.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 544.40 133.52 170.57 10.01 46.52 26.77 32.78 60.26 182.94 204.97 34.42 85.92 53.66 728.25 3.10 2.89 2126.35 116.04 3.57 28.17 46.49 16.01 17.46 28070 1641.36 592.39 716.12 707.71 325.93 121.73 238.53 375.74 1944.84 661.57 172.27 289.83 248.38 4378.82 253.01 238.95 1804.52 148.87 17.59 116.48 122.27 63.17 113.10 30602 0.09 999.00 999.00 999.00 999.00 0.25
5572 2192465 246405 1829863 427 2 242.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 8.00 0.00 0.00 0.00 8.00 0.00 0.00 0.00 0.00 358.16 1.70 0.09 0.00 0.34 4.61 0.01 0.87 1.34 18.11 8.21 9.42 3.09 45.99 0.00 0.00 0.00 0.00 9.69 22.77 2.83 0.02 61.41 30861 1085.03 111.16 19.35 0.00 20.94 39.78 2.82 25.85 40.51 72.91 79.69 60.09 28.08 370.66 0.00 0.00 0.00 0.00 22.39 83.72 13.14 2.32 296.57 34108 1.27 999.00 999.00 999.00 999.00 0.05
5573 2196329 247163 340518 455 3 11.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 152.44 54.75 2.96 0.01 10.04 4.58 0.09 1.45 10.51 9.00 2.83 21.26 2.59 62.35 0.00 0.00 0.00 0.00 1.17 20.04 6.68 0.99 45.48 28280 1088.71 427.42 25.81 4.01 76.20 74.92 10.31 25.63 92.80 109.65 72.36 128.69 34.42 624.98 0.00 0.00 0.00 0.00 13.12 98.51 26.51 9.72 303.77 30758 0.58 999.00 999.00 999.00 999.00 0.21
5574 2200787 245619 931985 481 2 174.00 0.00 0.00 0.00 0.00 45.00 0.00 0.00 0.00 11.00 0.00 0.00 0.00 56.00 0.00 0.00 0.00 0.00 280.69 54.01 1.54 1.21 8.92 70.00 1.93 3.84 7.30 35.55 29.39 16.80 3.34 177.06 0.00 0.00 0.00 0.00 1.62 9.91 5.51 0.99 33.91 26619 1020.38 349.04 24.32 52.65 67.22 253.03 59.64 72.79 122.85 305.77 205.41 121.26 37.78 1245.75 0.00 0.00 0.00 0.00 12.88 68.18 24.26 9.22 247.42 29973 0.57 999.00 999.00 999.00 999.00 0.14
5575 2200846 238999 865770 18 5 127.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 264.28 4.36 0.00 0.02 0.85 8.46 0.05 15.23 4.29 48.86 39.62 13.99 5.49 136.84 0.00 0.00 0.00 0.00 2.69 13.38 2.32 0.00 37.90 33359 818.33 114.70 2.30 7.67 23.28 143.20 8.99 109.25 115.00 181.05 149.44 65.89 36.75 832.85 0.00 0.00 0.00 0.00 15.70 58.35 11.86 0.27 209.79 36934 1.80 999.00 999.00 999.00 999.00 0.01
5576 2206562 249538 702017 476 9 6.00 0.00 0.00 0.00 0.00 21.00 0.00 13.00 7.00 14.00 23.00 10.00 0.00 88.00 0.00 0.00 0.00 0.00 149.72 0.31 0.09 1.27 2.52 116.38 5.64 38.02 24.51 91.58 247.75 46.98 5.36 578.73 0.00 0.00 0.00 0.00 0.51 15.28 3.28 7.00 111.29 40638 602.36 36.65 6.53 53.99 22.88 303.84 77.05 208.24 159.68 562.40 698.52 178.74 54.98 2266.32 0.00 0.00 0.00 0.00 5.78 54.19 9.95 21.03 360.64 39534 0.11 999.00 999.00 999.00 999.00 0.03
5577 2193481 242235 869291 424 0 9.00 958.00 0.00 0.00 155.00 10.00 0.00 0.00 1.00 3.00 16.00 3.00 0.00 188.00 0.00 0.00 0.00 0.00 336.73 974.61 6.46 0.00 159.76 57.36 29.71 30.53 39.76 170.59 103.16 48.89 41.82 681.59 0.00 0.00 0.00 0.00 3.88 26.72 3.65 0.00 93.00 26215 1462.61 1081.24 186.08 0.88 202.99 158.63 79.93 100.23 115.01 396.88 292.55 147.15 156.35 1649.70 0.00 0.00 0.00 0.00 24.24 111.82 19.93 0.78 427.15 29520 1.60 999.00 999.00 999.00 999.00 0.03
5578 2196589 241564 984405 424 0 45.00 0.00 0.00 0.00 0.00 87.00 0.00 2.00 0.00 10.00 45.00 6.00 2.00 152.00 0.00 0.00 0.00 0.00 141.08 21.69 1.43 0.00 5.21 93.23 8.70 7.27 10.00 33.28 58.45 13.92 14.26 244.33 0.00 0.00 0.00 0.00 4.26 11.10 1.98 0.00 29.27 24136 771.27 315.71 100.25 1.05 68.57 140.94 50.42 55.78 61.11 179.00 167.85 79.34 96.54 899.55 0.00 0.00 0.00 0.00 15.88 62.49 11.82 0.23 214.96 28033 1.95 999.00 999.00 999.00 999.00 0.00
5579 2182651 309942 1010505 509 5 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 8.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 1.04 0.00 0.00 257.41 62500 26.72 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.12 0.00 0.01 0.00 0.14 0.00 0.00 0.00 0.00 0.37 1.66 0.02 0.00 410.82 62489 5.33 999.00 999.00 999.00 999.00 0.00
5580 2172834 295089 302992 511 3 7.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 17.20 0.90 0.00 0.00 0.28 2.35 0.05 0.66 0.81 7.08 2.20 1.09 0.88 15.40 0.00 0.00 0.00 0.00 1.46 6.93 2.35 0.00 186.18 61472 138.24 24.64 0.00 0.00 5.66 33.35 4.51 13.71 8.76 60.90 33.25 12.02 7.99 180.15 0.00 0.00 0.00 0.00 8.75 24.52 4.24 0.00 485.65 59512 4.81 999.00 999.00 999.00 999.00 0.00
5581 2177639 289931 702368 397 1 21.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 2.00 0.00 0.00 0.00 0.00 65.20 0.01 162.27 0.00 23.07 1.64 0.06 0.17 71.04 78.03 3.64 0.75 5.55 183.95 0.00 0.00 0.00 0.00 4.32 12.18 0.52 0.00 78.32 50504 420.74 5.01 653.08 0.00 93.65 17.47 1.39 4.50 214.42 116.33 49.43 20.64 15.16 532.98 0.00 0.00 0.00 0.00 15.21 38.27 4.41 0.02 308.72 48493 2.51 999.00 999.00 999.00 999.00 0.00
5582 2157247 284343 955859 252 6 10.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 14.08 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 148.20 51749 16.21 0.00 0.00 0.00 0.00 0.16 0.01 0.41 0.08 0.17 0.27 0.07 0.07 1.25 0.00 0.00 0.00 0.00 0.10 0.25 0.00 0.00 280.38 52416 5.64 999.00 999.00 999.00 999.00 0.02
5583 2159614 287417 419313 401 1 9.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 318.76 0.00 0.00 0.00 0.00 9.42 0.00 7.47 118.71 2.71 2.24 19.32 10.78 170.65 0.00 0.00 0.00 0.00 3.63 20.03 5.06 0.00 243.58 59633 658.71 0.00 0.00 0.00 0.02 16.66 0.93 16.85 296.86 12.71 8.42 57.52 21.76 431.72 0.00 0.00 0.00 0.00 8.72 39.51 9.74 0.00 612.50 59526 6.18 999.00 999.00 999.00 999.00 0.01
5584 2168264 277325 3186798 252 0 0.00 0.00 0.00 0.00 0.00 69.00 0.00 11.00 4.00 9.00 277.00 33.00 0.00 403.00 0.00 0.00 0.00 0.00 28.21 0.56 4.52 0.00 1.36 97.61 12.16 378.32 6.75 20.56 306.13 37.76 3.64 864.30 0.00 0.00 0.00 0.00 0.70 6.35 0.03 0.00 81.19 43573 203.15 36.47 138.19 0.00 45.32 158.64 15.43 504.63 22.53 69.90 384.12 58.14 24.87 1283.59 0.00 0.00 0.00 0.00 5.24 29.96 0.88 0.03 321.98 47324 2.24 999.00 999.00 999.00 999.00 0.05
5585 2162323 283520 10513 400 1 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 36.74 0.00 0.00 0.00 0.00 0.00 0.00 1.29 0.37 0.07 0.70 0.02 6.11 8.56 0.00 0.00 0.00 0.00 1.01 2.46 0.01 0.00 76.74 62043 105.61 1.54 0.00 0.00 0.31 0.78 0.27 6.55 7.67 3.44 10.49 3.75 7.60 40.86 0.00 0.00 0.00 0.00 2.10 8.52 0.76 0.00 201.68 60751 4.88 999.00 999.00 999.00 999.00 0.00
5586 2163388 281291 12018722 252 5 6.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 15.86 0.09 0.00 0.00 0.02 0.11 0.00 3.36 0.21 0.40 0.48 0.06 0.94 5.58 0.00 0.00 0.00 0.00 0.26 2.07 0.00 0.00 63.40 60954 103.19 15.11 0.00 0.00 2.96 6.81 0.32 18.94 7.46 9.39 15.98 3.75 4.93 70.54 0.00 0.00 0.00 0.00 2.32 8.05 0.08 0.00 213.50 59342 4.24 999.00 999.00 999.00 999.00 0.01
5587 2170466 296388 2107533 514 0 41.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 63.35 0.72 0.00 0.00 0.41 4.59 1.06 0.81 1.33 10.67 3.26 1.54 1.08 24.74 0.00 0.00 0.00 0.00 2.21 9.24 0.55 0.00 74.34 57434 212.56 43.01 0.00 0.00 8.74 36.51 21.44 13.48 10.96 68.67 28.59 13.34 7.37 209.10 0.00 0.00 0.00 0.00 9.85 31.60 3.25 0.00 315.46 57054 5.50 999.00 999.00 999.00 999.00 0.00
5588 2209474 314245 651060 572 8 25.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 267.80 474.26 0.00 0.00 68.95 0.69 0.00 0.20 0.81 3.98 2.05 3.56 7.08 87.31 0.00 0.00 0.00 0.00 2.45 5.84 0.27 0.00 90.59 49892 630.14 798.87 1.66 0.00 116.94 2.88 0.62 4.41 6.76 14.55 23.47 13.12 21.34 204.08 0.00 0.00 0.00 0.00 10.20 21.89 1.63 0.00 340.53 50078 6.66 999.00 999.00 999.00 999.00 0.01
5589 2219605 316419 311952 872 9 0.00 0.00 0.00 0.00 0.00 22.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 22.00 0.00 0.00 0.00 0.00 90.78 7.17 9.24 0.00 4.32 96.34 0.73 107.53 22.13 24.42 119.70 34.72 21.61 431.49 0.00 0.00 0.00 0.00 2.09 11.16 1.51 0.00 144.14 40554 426.21 110.94 143.23 0.00 38.16 121.13 11.31 113.00 23.39 35.25 157.69 54.00 30.27 584.22 0.00 0.00 0.00 0.00 11.73 39.52 4.08 0.00 499.82 44860 8.89 999.00 999.00 999.00 999.00 0.04
5590 2194321 268340 217417 344 5 12.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 280.19 7.05 0.00 0.00 1.36 6.09 0.24 99.77 17.24 14.15 21.46 27.39 22.18 209.88 0.00 0.00 0.00 0.00 2.29 32.54 13.89 21.18 102.38 39436 804.43 114.97 1.02 0.00 32.08 25.31 13.90 241.26 68.24 59.31 94.67 74.11 97.93 706.81 0.00 0.00 0.00 0.00 11.64 86.07 36.70 44.70 390.59 44143 0.08 999.00 999.00 999.00 999.00 0.01
5591 2194674 268196 305176 344 4 13.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 198.16 4.15 0.00 0.00 0.80 3.11 0.14 34.17 13.96 9.91 13.00 16.54 10.53 102.16 0.00 0.00 0.00 0.00 3.32 26.78 8.56 16.07 122.53 49686 741.02 90.54 0.81 0.00 25.17 20.69 11.23 193.82 58.55 52.29 72.27 64.88 73.99 572.89 0.00 0.00 0.00 0.00 13.34 81.43 30.15 40.97 448.08 47919 0.03 999.00 999.00 999.00 999.00 0.00
5592 2194181 267390 58266 334 6 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 187.78 8.80 0.00 0.00 1.69 4.61 0.26 45.81 16.76 12.34 15.52 17.66 17.39 132.06 0.00 0.00 0.00 0.00 2.87 26.17 7.62 13.87 78.87 43583 688.02 126.78 1.14 0.00 35.17 21.32 9.15 190.53 70.50 50.59 74.42 62.27 75.95 589.90 0.00 0.00 0.00 0.00 11.18 79.08 28.71 39.82 345.52 44977 0.11 999.00 999.00 999.00 999.00 0.00
5593 2197828 268373 619765 897 4 14.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 43.31 0.07 0.00 0.00 0.02 0.08 0.00 2.88 0.46 0.39 0.32 0.70 0.41 5.26 0.00 0.00 0.00 0.00 2.36 8.53 1.63 4.58 102.18 55377 393.48 13.97 0.26 0.00 3.92 4.61 2.09 47.15 12.78 13.31 14.45 15.01 18.21 131.52 0.00 0.00 0.00 0.00 9.86 42.48 8.48 18.12 416.76 53117 0.01 999.00 999.00 999.00 999.00 0.01
5594 2194785 259107 546934 337 2 28.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 205.61 0.04 0.14 0.00 0.77 3.25 0.14 20.44 3.97 3.92 2.85 3.50 1.96 40.79 0.00 0.00 0.00 0.00 1.71 20.06 2.93 2.87 84.32 49073 824.35 16.88 33.47 0.00 25.05 21.96 3.99 64.58 91.99 23.45 22.10 34.79 21.80 309.70 0.00 0.00 0.00 0.00 12.94 79.40 14.54 23.04 388.29 47886 0.43 999.00 999.00 999.00 999.00 0.00
5595 2195650 256960 243700 430 1 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 6.00 0.00 9.00 0.00 0.00 0.00 0.00 391.10 1.79 2.09 0.00 2.83 4.68 2.31 8.43 23.55 9.55 7.46 14.75 23.99 97.55 0.00 0.00 0.00 0.00 4.34 32.64 5.34 14.89 124.06 40013 1407.37 52.31 86.83 0.00 29.97 27.81 10.63 43.95 169.37 44.42 45.24 57.99 57.22 486.60 0.00 0.00 0.00 0.00 19.51 117.70 18.31 35.06 507.04 44010 0.01 999.00 999.00 999.00 999.00 0.03
5596 2196535 255835 333529 449 8 26.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 475.48 3.28 1.25 0.00 1.21 1.22 9.18 2.19 22.71 9.47 6.30 13.27 7.28 72.82 0.00 0.00 0.00 0.00 3.55 33.39 4.56 9.52 117.65 39467 1451.21 68.89 76.24 0.00 26.33 23.20 14.46 26.48 162.15 41.99 44.14 56.39 35.94 431.07 0.00 0.00 0.00 0.00 18.12 118.17 18.72 27.61 481.70 42918 0.17 999.00 999.00 999.00 999.00 0.01
5597 2196421 255353 390164 449 4 24.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 404.73 5.78 1.84 0.00 0.81 0.74 4.36 1.39 26.22 7.84 4.49 9.56 2.91 58.31 0.00 0.00 0.00 0.00 4.00 34.79 5.25 5.45 119.40 40226 1505.98 90.31 100.45 0.19 31.72 24.32 12.04 19.74 171.86 45.60 48.84 58.03 24.70 436.86 0.00 0.00 0.00 0.00 18.07 121.49 19.47 22.59 483.48 42206 0.31 999.00 999.00 999.00 999.00 0.02
5598 2195788 255044 299283 449 7 20.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 492.04 7.58 0.72 0.00 1.03 1.17 4.58 2.11 37.36 13.02 6.39 14.72 5.68 86.08 0.00 0.00 0.00 0.00 3.99 35.14 4.97 9.70 122.99 38264 1526.63 85.85 67.61 0.20 24.97 29.00 12.38 23.70 200.97 50.87 52.30 63.74 31.63 489.56 0.00 0.00 0.00 0.00 19.05 122.80 19.77 26.65 491.37 42172 0.15 999.00 999.00 999.00 999.00 0.04
5599 2195705 254682 254866 449 8 16.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 436.81 16.92 0.40 0.00 0.63 2.06 1.32 3.20 95.26 15.74 6.98 16.97 4.57 146.73 0.00 0.00 0.00 0.00 4.26 31.53 5.25 9.74 118.51 38483 1549.92 104.18 58.79 0.44 24.19 39.49 8.93 24.42 270.89 63.44 66.64 72.20 30.49 600.70 0.00 0.00 0.00 0.00 18.39 124.04 20.05 27.92 477.34 41327 0.08 999.00 999.00 999.00 999.00 0.02
5600 2198250 256341 178890 449 7 20.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 375.45 3.98 8.09 0.00 2.50 0.14 4.15 0.44 2.32 1.54 2.49 2.66 0.64 16.89 0.00 0.00 0.00 0.00 1.64 29.92 5.31 0.90 106.50 47690 1165.56 98.56 157.48 0.00 48.16 10.81 11.33 14.97 60.83 23.52 37.79 38.04 13.67 259.11 0.00 0.00 0.00 0.00 13.02 96.65 15.39 12.29 404.21 43701 0.66 999.00 999.00 999.00 999.00 0.00
5601 2198360 255404 192737 449 6 13.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 386.88 8.87 8.81 0.00 3.75 0.17 1.85 0.38 1.74 1.85 2.37 2.58 0.61 15.29 0.00 0.00 0.00 0.00 2.26 33.37 5.08 0.69 111.62 44514 1246.61 130.30 178.35 0.36 58.96 13.02 8.93 13.76 52.89 25.48 39.97 40.13 12.51 265.65 0.00 0.00 0.00 0.00 14.38 104.68 16.44 10.99 434.31 42838 0.68 999.00 999.00 999.00 999.00 0.00
5602 2201598 258372 2858594 857 8 20.00 0.00 325.00 0.00 67.00 0.00 0.00 8.00 1.00 2.00 79.00 28.00 0.00 185.00 0.00 0.00 0.00 0.00 159.91 37.14 370.86 0.00 77.79 0.07 0.05 10.98 1.42 9.57 79.97 37.65 0.89 218.40 0.00 0.00 0.00 0.00 1.18 15.82 1.51 5.74 98.80 40058 715.89 265.23 608.97 0.00 143.99 4.69 1.98 52.11 16.90 27.08 89.53 58.79 25.92 420.98 0.00 0.00 0.00 0.00 10.75 66.04 7.39 16.08 423.67 43750 0.11 999.00 999.00 999.00 999.00 0.03
5603 2201246 252824 216009 464 3 18.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 398.08 6.36 326.64 0.03 55.26 2.01 1.91 0.52 2.18 3.54 0.82 10.08 0.61 76.93 0.00 0.00 0.00 0.00 2.42 27.29 8.83 0.14 159.84 39427 1162.61 168.24 653.63 8.04 139.38 61.93 17.93 22.61 44.14 56.10 42.05 54.95 6.70 445.79 0.00 0.00 0.00 0.00 12.00 86.48 23.83 5.37 503.73 41118 0.94 999.00 999.00 999.00 999.00 0.00
5604 2219164 242675 13638932 691 0 213.00 0.00 0.00 0.00 0.00 0.00 0.00 9.00 0.00 0.00 0.00 10.00 0.00 19.00 0.00 0.00 0.00 0.00 241.21 0.00 0.00 0.00 0.02 2.25 0.00 9.39 0.60 1.10 2.14 11.61 0.69 27.82 0.00 0.00 0.00 0.00 1.45 3.91 0.59 0.01 78.84 57343 468.45 2.14 0.00 0.00 1.03 32.43 0.33 14.33 18.31 22.59 43.13 34.00 8.62 174.79 0.00 0.00 0.00 0.00 6.15 22.08 4.08 0.67 274.02 54287 1.08 999.00 999.00 999.00 999.00 0.00
5605 2192651 249507 285967 426 8 7.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 10.00 0.00 0.00 3.00 0.00 13.00 0.00 0.00 0.00 0.00 298.06 10.08 0.14 0.00 0.67 4.79 0.02 1.97 35.74 9.32 9.26 12.05 1.04 74.87 0.00 0.00 0.00 0.00 4.02 37.23 5.63 1.24 106.72 38283 1451.31 170.00 30.77 0.62 30.76 60.23 5.26 27.80 199.19 77.96 95.40 87.51 23.62 607.74 0.00 0.00 0.00 0.00 20.79 126.53 21.88 13.71 420.88 38348 0.57 999.00 999.00 999.00 999.00 0.00
5606 2193193 247782 114462 427 4 7.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 5.00 0.00 5.00 0.00 0.00 0.00 0.00 217.27 7.47 0.34 0.00 1.18 1.57 0.03 0.29 3.01 4.12 1.44 10.36 2.63 24.62 0.00 0.00 0.00 0.00 2.19 15.31 3.75 0.12 50.37 28572 1207.09 230.38 16.00 1.62 38.85 42.91 5.97 19.51 68.93 81.14 59.54 80.02 36.55 433.42 0.00 0.00 0.00 0.00 18.59 94.60 19.55 4.89 316.39 32634 0.94 999.00 999.00 999.00 999.00 0.02
5607 2197965 245572 949663 457 2 19.00 250.00 0.00 0.00 35.00 0.00 0.00 0.00 0.00 5.00 0.00 11.00 0.00 51.00 0.00 0.00 0.00 0.00 284.89 330.36 7.15 0.57 52.80 19.00 1.47 6.78 11.11 53.65 22.52 51.11 11.98 230.41 0.00 0.00 0.00 0.00 3.36 22.85 12.93 0.84 76.41 23551 1336.49 669.32 46.52 36.62 124.35 181.93 50.43 73.29 127.15 295.28 196.96 160.21 81.13 1290.74 0.00 0.00 0.00 0.00 19.03 104.67 36.62 9.04 363.71 28552 0.63 999.00 999.00 999.00 999.00 0.04
5608 2192300 240848 218825 424 4 9.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 9.00 13.00 0.00 0.00 0.00 0.00 336.25 79.73 162.78 0.00 33.51 5.24 1.99 14.63 30.53 17.60 14.53 16.42 13.42 147.86 0.00 0.00 0.00 0.00 5.85 24.01 3.34 0.00 117.96 31900 1414.94 489.40 860.87 0.00 188.77 63.02 26.67 62.29 63.93 141.73 130.95 91.06 58.51 826.93 0.00 0.00 0.00 0.00 28.35 106.93 15.11 0.29 472.91 33280 2.24 999.00 999.00 999.00 999.00 0.00
5609 2195945 252598 2855557 428 0 112.00 0.00 0.00 0.00 7.00 40.00 0.00 0.00 0.00 7.00 139.00 12.00 0.00 205.00 0.00 0.00 0.00 0.00 187.24 9.35 0.06 0.00 7.70 59.86 0.01 2.38 18.41 10.61 151.20 19.30 0.70 270.18 0.00 0.00 0.00 0.00 1.40 9.13 0.66 4.04 28.81 40694 840.44 145.69 21.72 1.39 30.82 118.65 3.55 20.11 169.62 61.96 206.05 81.51 11.18 703.45 0.00 0.00 0.00 0.00 8.33 69.36 12.04 17.77 227.59 38185 0.29 999.00 999.00 999.00 999.00 0.00
5610 2211793 250976 461536 765 9 7.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 373.02 35.17 0.00 0.00 18.20 16.71 6.91 48.48 19.40 469.25 174.17 81.44 44.20 878.76 0.00 0.00 0.00 0.00 3.13 22.26 3.00 0.78 106.24 36226 1114.21 226.46 0.27 3.89 65.69 120.09 27.54 219.79 138.80 1193.14 692.43 261.14 137.89 2856.50 0.00 0.00 0.00 0.00 13.37 66.70 9.78 9.90 367.50 37474 0.60 999.00 999.00 999.00 999.00 0.01
