node_id,x,y
7409,2189816.1758800577,290150.09159462067
7429,2209178.0496540153,289625.86583618633
7389,2208304.338682799,290412.2270196824
7430,2187578.712601894,289827.49329742324
7424,2187738.2558174427,290087.13095018495
7427,2189001.874617162,289870.94175801525
7391,2189466.2479311726,290551.49213501246
7431,2194694.280277509,289685.06135158887
7432,2194478.8443187117,290087.4423350676
7433,2190870.203833342,289575.6744243089
7425,2190915.809301003,289870.86455288524
7434,2190583.127250067,289573.4945725564
7436,2187771.267977223,289672.41358815547
7410,2188267.0793025647,290152.9780061482
7437,2188975.1518667266,289448.4955200348
7442,2207265.4051625147,289096.95070106024
7393,2207264.131441578,290352.76108255377
3690,2197986.94561609,288913.52398658864
7379,2198824.5563579537,290783.8103004978
8847,2228933.722167465,289984.284375088
8838,2228937.86688362,290526.69363157294
8849,2223102.7138954266,289914.77537090285
8845,2223318.473801658,290207.85935530317
8850,2222014.732133885,289847.08933999727
8851,2221966.8775590835,290538.28917282936
8854,2217795.3100991147,289814.4831086933
8855,2217953.8109602393,290165.28052567324
8856,2222452.3659452503,289730.7610765465
8857,2232496.32799005,289561.19360253727
8858,2233031.9283572906,290192.12498990085
8864,2218976.0647926875,289526.0789589298
8842,2219187.2854489004,290354.1839271535
8869,2225617.241464189,289296.1048558808
8870,2225545.7494927533,290966.2732832158
8886,2220755.512138404,288827.9078693721
8947,2226804.9617670295,287213.5165813643
8841,2226671.8089602133,290441.09380577435
9775,2244630.2835684014,290095.41532721417
9776,2244807.8137323163,290613.985277458
9777,2243999.2557985475,290096.7484079515
9769,2246070.181881964,292467.8228351641
9778,2245416.0104485997,290495.97043463367
9846,2169774.1416206816,284909.35391461395
5671,2173077.463121281,295852.33761256543
7448,2186826.799361133,289599.8318437194
11120,2186792.7145421617,290160.1437774374
11454,2237799.49646822,290126.4046020041
11458,2238677.4757282413,290261.90012931527
11453,2237312.5415577735,290070.966455072
11459,2237712.5401434894,291126.6300833788
6547,2179870.1141465623,288453.1113274888
11119,2178984.23908995,289789.89923389873
11985,2178024.9330649795,289699.2947894277
7420,2178236.900632008,290166.7372363194
11986,2177790.408871139,289875.97826861544
11992,2176828.4746372993,289734.4338165425
11993,2177258.4380492084,289828.49842671305
11996,2177409.2808918864,289643.9331822818
12183,2195385.4217234505,290028.9357551508
12272,2228164.023036283,289773.6004099197
8848,2228666.740682891,290076.551905428
12505,2239099.8548449595,289861.75204572454
12506,2238980.7344166134,290777.954657289
12502,2238606.0772483675,289897.2316645546
12525,2246738.8013261347,289136.19782614225
9771,2246502.483042658,292289.9214014463
12527,2250595.4040857707,289591.7292125823
11024,2251202.3876484367,290842.5034128231
12528,2250901.195433657,289514.5959211499
12842,2255338.1000751215,289947.23779383104
12841,2254982.956650223,290482.4959377587
12843,2255823.4890854945,290159.48570102715
12839,2255812.1484005176,290705.391516333
12845,2254725.4357986366,290210.60779195325
12836,2254686.5977525422,290512.35735128884
12847,2255594.117997535,290372.0014233509
12840,2255588.5568859223,290634.03508084634
12838,2256189.2080774643,290679.9748360096
13270,2235898.015216865,290068.9281694364
13272,2235441.267219016,291291.46885936527
13538,2175286.0633750972,289636.1342055361
13542,2175021.8829716435,289779.86996222794
13583,2205304.9354510014,289295.78580394917
7372,2205708.0342234303,290849.71508977003
13754,2203820.084627272,287623.942917063
7383,2204271.5120598506,290616.06311851105
3736,2174763.722568041,289494.1270450704
13534,2174897.147587642,290081.11244536104
13539,2175312.6423695968,289683.6424051569
13774,2175645.940714654,289915.32149216963
13783,2194232.4999489286,289845.29808016715
4673,2195637.7397984243,289885.291017579
4489,2195586.677915547,289914.0151506083
12173,2196005.892288598,289844.4700382898
4679,2195986.9316256535,289975.36440994253
4678,2196208.3017494283,289966.16583667335
12040,2197062.3625057423,289357.6550132825
4690,2197197.7384801754,290403.4069510745
14851,2249943.4114547325,289905.78142303415
14852,2250881.06101095,290981.36534928135
14876,2249487.0963802426,290087.042157382
14877,2250586.7196203605,291113.21066851116
14909,2129191.620597357,226134.25373638037
14910,2131213.068422281,229104.7515172208
15227,2129202.491188727,226338.15556892884
15228,2131017.283472624,229285.66784467525
16476,2131035.76870261,235681.31312426235
16472,2129417.7277791626,236811.71792481127
16808,2130616.8676629495,235584.35309952154
16809,2130466.369023482,235710.92248525546
17144,2128510.375733226,227404.54309326143
17145,2131235.613942622,229902.04510258016
17164,2131256.7391412696,224474.8611172923
17156,2129639.0331197535,225976.54662826046
17198,2129405.676292085,205128.68737248803
17199,2131925.872253726,208189.34502741796
17217,2133416.7851416655,215033.71615582556
17181,2130197.351484629,217116.1071444739
17147,2130913.1372325695,226988.2257269634
17148,2131330.88728368,227314.50572191091
17229,2130116.8653556216,227369.67132128798
17289,2133502.730423405,234923.405097213
17290,2130444.131578106,237024.85110015335
17346,2126958.4505923335,187890.54961790273
17347,2131424.7105451743,188795.8883446439
17348,2130776.845544347,188741.34002332896
17350,2131884.08107245,189289.8520055563
17351,2129579.9034529333,189768.53408084082
17077,2131699.8423285168,190584.6975085456
17355,2131410.7274588034,199967.211025392
17376,2130229.833481956,217749.65495929887
17375,2131746.4974018526,218868.27038156847
17054,2131132.69648841,219818.55412959
17377,2130221.3610724653,220374.08336086583
17215,2126889.284159087,200153.5913697435
29273,2136838.1608154452,207620.1400653334
17285,2130062.1722227926,207363.6522781876
3073,2182632.694793315,287333.8615142246
7412,2190955.9588410603,290096.85244024673
13773,2174958.172727313,290332.7049117566
4076,2173390.5781437997,287427.86533572286
7402,2177148.5336132646,290563.0009811748
7483,2187391.421464783,288479.2766756908
3847,2253427.300321445,287467.8563191859
9767,2245064.5127431583,292880.5527408153
3342,2230080.458476312,289164.57223912294
3715,2198640.9092815514,289038.78085161134
3176,2196644.109184103,288535.38031645335
8958,2224412.1456801146,286886.7303315847
9758,2172948.454710231,294632.02743857313
3658,2180347.6836621356,287342.7134735893
3843,2253155.3711542725,285597.83238049026
3721,2193635.887243188,293149.50412989967
3167,2202816.868563591,290775.462713339
7482,2207747.5185580743,288289.15422996087
17394,2136894.9244973375,225416.70058468587
13168,2150828.4724518815,288392.46125345165
2750,2259796.2829879276,290333.4437703183
2327,2259832.5651940913,290293.7636174759
25240,2127542.376859204,238457.6980177964
16475,2120232.5911821937,207227.46566640862
16474,2123127.9471426713,218333.81220827933
16806,2120154.415608392,207267.10220770145
16805,2123011.1342397626,218314.99653652316
17260,2127575.0572451036,205897.68195903508
17261,2126887.507332053,209930.78870377096
17284,2125819.3079210203,198309.60325109013
17327,2126523.964576014,198364.34876052188
17283,2123099.014431688,197072.08892847435
17059,2125311.9346623984,212419.40425668115
17060,2126099.514751084,213719.48232698938
17193,2125831.7815789646,209411.861761835
17188,2125404.642877194,210221.30729266716
17063,2124119.5520606623,210542.06919330303
17409,2126527.9785552262,210431.17815220656
17189,2125809.0422073295,210856.841892082
17062,2123923.041966394,210278.94386533165
17187,2123351.9855587375,210530.72867935026
17195,2123955.9174516206,207468.9950027907
17194,2125101.050158973,209797.43921866626
17196,2122444.9007841544,207963.35789716232
17274,2123184.7764535253,209827.31644716143
17273,2123768.1800715295,210077.9211028734
17197,2123932.9682770986,207272.31035142377
17186,2124315.2634650622,210390.22544085505
17190,2125118.601359467,210441.82262718395
17192,2124802.993413237,210021.53360785634
17216,2124524.304967243,210551.49851915048
17272,2123410.7998101455,209613.74549490452
17191,2125324.325582167,210100.75614353336
17313,2125234.4961788123,211199.57269694455
17218,2123529.3415784715,214987.0875648654
17219,2123162.999838916,216233.6905378245
17267,2124922.1706373985,214102.66773033072
17411,2122092.6944593494,213949.3982292023
17407,2123179.2983572315,216554.10057783968
17408,2122145.0527459164,217691.6404041282
17268,2124475.454809436,214100.28966625163
17364,2129528.289272749,207378.91843406172
17366,2127707.1100592175,209749.58084947447
17367,2127814.301341384,210441.77338463167
17365,2128402.632001238,207026.95803478282
17061,2127319.012227441,214970.9554354195
17183,2127511.732715119,214815.47703744785
17269,2128322.752667397,215635.25505858267
17270,2128222.810193477,215820.353415171
17310,2128015.6869087215,214213.96386708095
17311,2128947.6721269614,214295.486521621
17378,2128681.2700553993,216412.54101636948
17184,2126310.9892547172,213422.13467888607
17185,2127158.4653234403,213612.34754607192
17312,2128015.399810369,213715.27508692344
17374,2127957.3011860293,215578.6658731584
17182,2129685.1483140583,217582.8551279951
17271,2128398.4151977627,215504.62546441093
17291,2116633.3828254584,221590.89549628794
17172,2123236.3591843606,222218.30936745685
16471,2124901.7528341943,221306.21100206775
16469,2126398.078771369,222864.88535088216
16468,2126027.39715641,222123.96375496112
16477,2128790.7042118325,225462.29243720492
16799,2125178.391133637,222265.01840053423
16801,2126226.4751936854,223005.92375258406
16800,2124700.2515654503,221432.53884521962
17176,2125915.25150351,220121.33775285154
17178,2125518.259601042,220366.73319035713
17180,2125896.515029371,219702.63206184626
17220,2124978.414794163,220982.65601670477
17168,2123818.6381417466,223200.55760564757
16802,2125187.8495417195,222177.70791500565
17295,2127450.529692715,222237.20202647717
17225,2128464.555876741,224266.57824669225
17358,2124923.444124623,220611.07842978602
17357,2125895.8009746997,221511.73015542325
17361,2129317.1524214987,223463.15085808682
17360,2129540.238982763,223773.77849233488
17362,2128947.300592877,224229.17448241296
17363,2130362.510114312,223585.3821614164
17084,2123655.9953029864,222216.88593191645
17293,2122878.8632160923,220094.28152031364
17292,2122423.2461661403,220091.88737975055
17294,2122006.279584401,220723.0698016396
17399,2122433.4630650124,218716.0047039285
16798,2125097.9315133416,222177.22774890228
17167,2124861.7478093687,223187.89930181592
17221,2126993.8123939945,220225.42635814677
17058,2126339.2310627187,222103.79976159078
17296,2128844.010144588,222838.1131974435
17177,2125894.3762457757,220659.952305953
17057,2127244.5459666695,222083.2047581251
17179,2125888.8308565626,219458.707807416
17055,2126216.3427805984,222103.13878013802
17359,2130036.5853445632,223445.2637699983
17226,2127626.442475886,224618.74347799784
17227,2128625.7659407817,226578.88391626594
17159,2128908.3211081997,225328.25392520084
17155,2129543.2928651096,225946.9004559265
17163,2129912.9187859017,225220.92396717326
17160,2129394.1457571522,225272.67425529854
17166,2130469.886225179,224222.982553561
16807,2129450.5628340645,236287.7337150551
16941,2127341.829148177,238427.4905402327
16651,2127434.614040286,238442.55350735082
16473,2129069.0619730405,237020.92809674665
16650,2127766.978046515,237920.19313041167
16804,2128212.277138638,237016.24829742737
16940,2127635.228318542,237908.55762215808
16803,2128639.5028784764,236683.69593225408
2073,2209036.117265637,270860.15348342614
2071,2208721.329312943,270930.37106250046
2079,2209220.826415414,268047.89435191365
2003,2208474.302031786,270400.53532119683
2612,2209030.521320379,270812.7865788455
2077,2208466.984984225,270928.2858031676
2623,2209182.192070311,268014.8161657763
2613,2208417.6264798,270378.23052528757
3242,2208264.194662677,274497.5339693364
3241,2208874.0087850555,274568.0549203372
4104,2209380.128552916,263597.3910433076
3488,2208798.82273272,263672.6982253841
7479,2208088.1092004594,288331.9810502992
7480,2208979.0711375675,288364.76860140474
7518,2208031.087460371,287625.3423212574
7519,2209529.3539338964,288365.65516754607
7798,2206683.525368993,279012.8763519479
7773,2209029.847236785,279272.30350148404
7851,2209053.2047623307,277157.6158715405
7852,2207673.875527731,277168.15621123015
7876,2208097.2039185204,276621.9671492726
7886,2208723.9931339542,276441.4594905159
7923,2209363.388368414,275820.62045292475
7983,2208737.789888748,274759.8606964146
7984,2209145.6161627476,275742.3883622875
8037,2208374.7262322363,273788.625642443
8033,2208826.188702227,273832.3682216348
8053,2208693.848112447,273550.9969441875
8066,2209135.3797139125,273347.13798339065
8077,2208567.459194098,273273.3151360651
8245,2208751.0791655476,271316.4627446471
8157,2208702.8050397094,272459.04918314033
11835,2206894.555671963,279182.0369705378
12078,2208915.0426087664,287421.46631393925
12205,2209285.2821196625,257656.00130147196
12206,2208643.111453583,259663.6951452403
13714,2208253.911780709,267712.35646753013
13715,2209020.741986582,267995.2894700553
3451,2209073.224612407,267071.1415622549
13791,2208627.383368097,267424.2101734794
14976,2209182.2325049266,234831.78496570876
14977,2209102.78401787,235020.4181480235
15103,2207607.348094578,246448.9998555118
15104,2210062.1926952577,247302.71026344408
15269,2209272.283965062,234446.6735862622
15270,2209140.9759313012,234747.7240217543
15428,2207863.651323802,246603.97565257095
15429,2210031.825746971,247353.4212622729
15534,2191191.155601374,194422.79296891158
15517,2191142.8503337675,194462.46803801088
15871,2208748.0145045724,251980.34083231966
15864,2209128.8240611823,252281.95241878042
16273,2209417.271486261,239773.3291981465
16271,2208597.8387775146,239970.45196025475
15953,2208855.245161049,249859.04972328545
15943,2209192.660145096,249978.3018078448
16577,2209186.134116203,228880.24765600916
16578,2209524.663313874,229257.9588983249
16866,2209158.9259195984,228909.14522215963
16864,2209491.5517749996,229275.88731680892
33042,2259237.9572873856,210309.83215977
33043,2258971.114151791,210305.00553947716
17418,2158494.2618379295,193981.8845752353
17419,2158510.7316180794,194218.59758704712
17831,2157881.0341330273,194163.5679364632
17836,2164802.49222838,193735.81322803893
17827,2165352.444966506,195392.10237005245
17837,2163517.6705288147,194291.46756353189
17839,2171937.9344134536,193201.96707017714
17840,2170719.407918664,194999.04400443062
17844,2184104.1430244045,193656.43319119798
17845,2185473.8829907067,194660.2764328755
17854,2187073.794810411,192943.0840746657
17855,2186248.2954734922,196231.26162924475
17856,2188537.7824670468,192972.21895863843
18063,2188527.55336127,194737.6032019025
17829,2157514.034107183,194314.08721711676
18131,2150490.016764392,193421.5687967183
18132,2146498.017326321,195166.18092507307
17843,2183094.8846732182,193812.84506002293
18333,2181042.3606035793,195512.41115254344
17833,2159758.557135656,193800.80757087877
18462,2159896.314334688,194300.39894342454
18576,2210007.7049687104,157325.3042667786
18575,2209640.3341667885,157431.49456827616
18579,2209783.0834911126,156875.7154172991
18583,2209076.105830752,157732.6484713658
18584,2210212.6802709275,157971.30395544984
18685,2155763.313278205,194091.74358069254
18686,2155713.9881712925,194298.91454393038
17489,2209972.004170545,156185.62856039847
18863,2209765.8196869656,156416.9086014721
18808,2145712.666563042,194058.48350181777
18895,2146102.756640553,194544.97231717073
17079,2137025.5756526343,193253.8405623067
18948,2143997.910628672,194328.47092240467
19342,2209434.7245639428,228532.83863234802
19362,2208776.9899640735,227610.13555265917
19363,2209201.7762880325,227704.6214643191
19376,2208612.9585900563,227146.49852165254
19367,2209219.2095482135,227406.27571008843
19392,2208507.428331884,226858.06623825803
19387,2209531.4925735225,226968.38737854495
19404,2207627.084907318,226395.86196014605
19405,2209829.579421354,226435.74258230772
19415,2210043.4943443923,225935.1683300054
19414,2208663.8546280186,226054.88280283794
19558,2227930.713001685,194331.29332054852
19559,2225382.954043799,194727.51116221803
19569,2250307.15433697,194362.80405272843
19035,2251800.641219119,195057.89229525457
19686,2209966.8156214477,161937.09546697506
19687,2209524.4170203973,162042.67027799887
19572,2246696.468834408,193858.7870948302
19556,2246511.3317001592,195982.90206324155
19722,2256275.689998169,194591.78523006185
19723,2257322.5741664437,196141.86851368414
19459,2210911.64310727,224606.40970472596
19441,2208277.781003645,225254.5402102783
18927,2208081.1183033017,182856.3062389696
19839,2209758.6869599107,182888.2380724248
19857,2221311.4858656437,194386.39856547033
19858,2220591.490297888,196123.84275861562
19861,2220848.781082327,194462.50163556408
19721,2204398.039097952,194096.39429093807
19869,2203927.3557479773,194798.8036129615
20001,2208301.042056943,232305.61501450962
20002,2209183.8849563403,232440.2516016243
20007,2209065.001856191,232686.80304752314
20018,2216372.7833756483,194406.17270883574
20019,2214965.403411761,194791.1016109001
20021,2209669.0323178954,181012.81835282425
20022,2209105.550415431,181277.5695673153
20059,2209039.082640944,234750.5280509879
19128,2209455.1149420785,235532.92553419297
20061,2210009.4263609396,183421.7620988627
18319,2208109.440926273,183431.6823632725
19500,2207879.714107878,199089.72562329256
20123,2211226.6434791605,201010.08077338213
20148,2252127.201933941,194423.6473302541
20198,2225313.3400621205,194453.89003273228
20305,2199822.1105739973,194150.99034811146
19527,2199825.7482426297,194831.72436937827
20442,2256161.236569668,195555.31594162263
20448,2254000.242150901,194495.67529226604
20171,2254683.3302107137,196352.63648805232
20529,2209874.202130928,162242.1108586848
20530,2209406.1209261785,163283.00521173238
19831,2209553.504862391,173141.82527189123
20566,2209910.5219047773,177560.28446051147
20567,2210863.8188827466,172992.43648438173
19821,2210358.307187663,167287.74996355223
20393,2208978.6652712836,168171.91302559344
19788,2223186.299803389,194431.72246410113
20623,2223465.6227565347,194743.5602955596
20624,2223643.7339762175,194617.70191415472
20625,2218618.8461611182,195600.9899997324
20116,2195560.802531805,193098.4903040149
20388,2196120.7265739483,194795.48721442407
19562,2207405.338919108,194346.3984669765
20664,2207501.031637682,195122.52770815845
19866,2212992.360712014,193933.73113126212
19535,2213317.3559082155,195618.18794277246
20682,2209378.555285754,183125.36884909595
20681,2209873.73289317,183133.0740192986
20685,2214862.1437873794,193152.16677717623
20688,2209149.3424567874,184725.1599156613
20687,2210042.6659148205,185584.28986109715
20689,2210175.3704848615,231753.1464676992
20690,2208818.308899048,233904.21434078267
19248,2208171.4687821493,232027.90791104833
20004,2209308.6130592455,232211.94912119565
19253,2208161.9825774445,231722.06177003088
20003,2209481.8815712645,231911.24392869193
16870,2209893.8987786006,230636.95595358958
20692,2208134.0875938856,230735.36586628848
15560,2191639.6244762926,193840.1371695615
20764,2192639.5384639967,194521.17702567205
20771,2208843.5214037006,186520.89297825829
20781,2242891.50694903,193582.73060754006
19027,2243963.5295950347,195729.55577443363
21188,2179133.982142131,194297.4200720716
21189,2179521.9567298396,194584.13498124917
21292,2181546.6560235773,194234.74465988303
21291,2181019.5795110683,194514.85414355775
21353,2179971.93509739,193342.452266303
21289,2179818.074628639,194710.02866416005
21357,2179123.542968988,194916.1648996615
23650,2209500.974779717,254363.49943117338
23651,2208154.8193734977,254945.79189707074
23754,2209240.5213802042,253629.7014069593
23755,2208645.5508685843,253886.90535008462
23831,2209058.2964789374,253213.2351908389
23798,2208460.951080092,253393.9816979757
23988,2208694.338070797,252318.42875410122
23849,2208996.6452577515,253063.4856517143
24104,2209337.1854395946,251704.89044049804
24068,2208955.5118529787,251872.84016307024
24211,2209107.9074712694,251182.4746571574
24178,2208729.222755492,251350.45193191714
24310,2208884.6099061086,250660.10973098982
24355,2209632.8403546554,250345.92916261574
24469,2209576.2456080196,249217.03620978497
24522,2209318.894039905,248829.07098179738
24474,2208175.1743176775,249161.86343678058
24572,2208917.4969689683,248476.32691794343
24602,2209467.749661083,248207.8392910454
24651,2209309.031510673,247842.52580496974
24619,2208669.054270061,248095.72071723334
25870,2208827.8945421954,244063.8025886873
32140,2210608.0184603534,244347.09085852158
26878,2209572.9493840504,254713.53960637972
26879,2208860.876688185,255013.45673616754
27018,2209078.9517516596,247778.7547399444
27017,2209144.565111749,247812.05421348455
28786,2209393.1027562856,220098.35899119175
28787,2208747.1242185025,220278.7074445622
28864,2209363.636007896,220036.23507207228
28861,2208744.693124284,220209.525354484
29082,2208747.3626919636,220249.58847964826
29870,2209293.8073978364,218317.5268574755
29871,2208980.528880837,218500.60319407718
29976,2210694.3673205976,213891.74795484712
29972,2208876.346693571,214018.76270555114
30387,2210566.384521359,210869.3879513681
30008,2209153.440428442,210941.4894821958
30403,2208817.8266766085,216038.55019205558
29921,2209776.5243223226,216122.8609334501
30374,2208785.073891113,208321.21996328043
30783,2210120.2136889272,204601.04716193845
30141,2208209.356962827,205375.28760739768
30784,2208262.6672234386,206926.41839147947
30789,2209023.483810854,220939.83278181643
30790,2209581.8844364616,221930.88754736978
31665,2208669.948927631,212127.84901617613
30394,2209829.8696038267,212188.32731627676
30740,2210542.2459765226,218156.71466881168
16339,2207845.9189010602,249508.62090410758
19467,2207316.743156557,222917.0294889274
30236,2211084.1764452397,204456.11270843082
29977,2210581.8852722654,213352.08139835
16667,2209334.466947502,257499.88204459482
27539,2209807.2586407205,250984.3801858612
20111,2209830.047538505,231477.2946753711
17835,2160267.534713493,193505.63908366137
17861,2167115.547640877,191101.36963526788
17847,2183754.4826260516,193468.2215467824
16903,2258664.6858749078,195128.5657757757
16608,2258663.4988082657,195248.68065048347
31811,2208748.6519904947,265775.15870809753
17864,2169795.2168092937,191079.57527977647
17865,2171461.9609786225,191742.62838984982
18115,2170628.4805137157,178563.28181905314
17961,2167599.945890065,179398.03004925497
18178,2172428.274873407,180916.3237667112
18179,2169980.7418046384,181092.3609928883
18244,2173269.647971845,185090.1211352285
18245,2169057.1859742245,186229.53252421584
18288,2167406.8601450277,176881.3938079463
18289,2170534.7344112103,176917.29777992592
17870,2171187.904137772,190150.0057430084
18616,2169873.4177506776,190177.36344332437
18625,2170515.8433192945,182719.53192214068
18835,2169895.073346557,169942.04445495724
18176,2170478.07962929,170746.87697649247
18005,2167768.315242486,170062.23092451997
18006,2168854.011845335,171132.5340151893
18160,2167745.791584398,170284.12670045756
18841,2167276.8460094566,171249.22754384097
18371,2141266.022288526,181863.14940504977
18372,2139347.860485903,181899.2514698967
18710,2134334.852088462,183588.6471588373
18154,2141121.2663208726,185043.74535207587
18892,2141238.6290572877,182438.12432062236
17078,2136749.7428457425,193219.49797241105
17214,2133146.5061871605,187840.86800747248
17202,2133134.0552843637,188455.97299373333
17259,2133633.0383712254,185102.61187166953
17206,2131729.802234366,188433.57395123734
17332,2134383.956590407,187647.6267415142
17331,2133968.43807671,188427.90162571534
17413,2134515.04010153,185162.1854429452
17076,2134124.115006124,184235.39480510788
17075,2134176.0173328277,184079.1635011486
18318,2134617.0552057195,185166.40234401444
17203,2134319.2322862484,191669.55664973496
17205,2131936.9123728196,188423.80558231164
17211,2132275.7497349894,188469.37429004436
17349,2131802.310237774,188885.3477057876
17204,2132668.9650620404,188449.7292842142
17329,2134814.271409257,189557.46665373901
17330,2135457.4960407787,190951.62956571425
17328,2134932.3898525718,188305.94566647086
18152,2141807.1411582055,180701.504079048
18153,2143292.3230507,180804.946618021
18155,2141199.0762604256,187122.69760910238
18807,2145274.2794936756,192621.6455864174
18809,2145992.630152709,191421.1086383554
18120,2141163.7894126237,184447.01926367852
18121,2143906.141064607,184576.11170200625
18810,2141117.067257478,185247.56611841885
18811,2141666.9015686973,185141.59983076295
17928,2141210.6208764385,183628.27237670356
17927,2141703.7846139167,183467.3718637211
17432,2141158.1027596327,185924.86530319753
17898,2141948.145110631,186304.45033143004
17900,2142809.393108884,185807.2158270983
17431,2141155.6795360846,185826.5684580409
18338,2142612.432994826,187138.32288439805
18840,2166518.598774789,170148.42662311546
18836,2168891.7323958557,169563.89084139076
18837,2169850.18391706,169919.89599183295
17896,2158029.895447978,187368.45635048163
17897,2160499.1321154837,189746.9253691351
17908,2160205.9699749383,185930.17640456842
17903,2160855.8427650714,186596.92572794904
17944,2167575.119997255,182175.2765247109
17945,2165782.126075545,185020.6727770195
18325,2162264.3983972706,180064.89609580731
17937,2163473.817503751,182366.1740655489
18331,2160474.9036490456,192993.73982205565
18668,2169112.0620685797,182149.33187709242
18669,2169200.8181532477,183216.49420301427
17935,2161013.7144575883,183114.37188454022
18380,2156660.969935026,178543.3021416431
18254,2159127.3878797777,183338.676547316
18330,2163316.9670492313,191530.9360085717
18910,2154639.7224850077,182017.6550520138
18911,2154855.7502896367,182976.3740821183
18798,2155376.6951721474,172798.27331309364
18799,2156132.628313544,176195.6859336615
18909,2151942.995579689,175990.8618501688
18800,2156588.8106012964,176216.80348584912
18379,2157427.322965709,178406.2559774556
18381,2156971.1051538154,178396.0453274337
18378,2157872.284392274,178299.91732780467
18194,2155834.2955208514,187667.4181392537
18195,2156345.170153658,188493.34510103575
18332,2157126.927773474,187318.9616321901
18339,2154967.9261327563,192252.0724739202
17445,2157977.063566006,192300.45644741107
18373,2154308.7193597173,186420.09075175392
18193,2155661.6096646255,186981.97728174913
18648,2154937.4178719623,189023.1095442
18649,2156562.980200048,189157.23807931802
18192,2155061.812158514,184084.27563276174
18801,2155598.943352198,185984.18879182672
18196,2157886.1899810336,191968.62100741774
18695,2152147.6493288595,185991.52613671278
18191,2154863.7379361363,183136.58962650795
18374,2154170.8797390927,187336.52545205294
18641,2154068.3777948944,188835.6001280761
18642,2154482.108931779,188895.36699686517
18643,2154527.250384777,188874.9043300955
33078,2187586.8301434373,197370.7490538542
33079,2187362.5542806485,197595.85572686463
18650,2154680.678129378,189760.42143785398
33072,2153586.2610482774,189532.18510424416
33073,2153213.7563078436,188978.0003763657
18646,2153205.9327107593,188599.74461050032
18644,2153766.084272264,188663.33472892898
18651,2159691.2409670353,184783.82615688012
18908,2155656.5357756936,186836.34070582775
18253,2159631.6428885027,183334.67326280902
18652,2160001.2549073608,184647.52155983698
17446,2158079.8186923945,192650.56935503153
17841,2157713.197565091,192739.20710150604
18907,2157553.195989836,191027.32900439837
17877,2157042.9143287637,190121.30281864502
17878,2156073.5295645064,190147.85578853695
18687,2155425.9430153132,193831.14697260162
17834,2159368.1804727274,193852.86882784643
17832,2158776.6060331753,193932.75153120264
18912,2158412.941569034,193566.38715777747
17838,2159226.9888048028,192956.48663362677
17958,2163451.969035664,179326.52834832715
18113,2164912.169010527,175983.69872386678
18114,2162390.257691071,176458.36434084707
18290,2164935.22825442,177024.92946920203
18843,2166497.587078448,171484.21546436814
18161,2165092.4171290267,171478.42087950968
18653,2164142.843705666,171592.20764980858
18654,2164919.6728872666,175310.32500655972
