sourceTypeID,roadTypeID,hourDayID,avgSpeedBinID,avgSpeedFraction                                                      
11,4,222,14,0
11,4,222,15,0
11,4,222,16,0
11,4,232,1,1
11,4,232,2,0
11,4,232,3,0
11,4,232,4,0
11,4,232,5,0
11,4,232,6,0
11,4,232,7,0
11,4,232,8,0
11,4,232,9,0
11,4,232,10,0
11,4,232,11,0
11,4,232,12,0
11,4,232,13,0
11,4,232,14,0
11,4,232,15,0
11,4,232,16,0
11,4,242,1,1
11,4,242,2,0
11,4,242,3,0
11,4,242,4,0
11,4,242,5,0
11,4,242,6,0
11,4,242,7,0
11,4,242,8,0
11,4,242,9,0
11,4,242,10,0
11,4,242,11,0
11,4,242,12,0
11,4,242,13,0
11,4,242,14,0
11,4,242,15,0
11,4,242,16,0
11,5,12,1,0
11,5,12,2,0.00004653
11,5,12,3,0.00165734
11,5,12,4,0.00883812
11,5,12,5,0.02616971
11,5,12,6,0.04543491
11,5,12,7,0.08784306
11,5,12,8,0.08998135
11,5,12,9,0.11691492
11,5,12,10,0.17569607
11,5,12,11,0.32142934
11,5,12,12,0.12593107
11,5,12,13,0.00005753
11,5,12,14,0
11,5,12,15,0
11,5,12,16,0
11,5,22,1,0
11,5,22,2,0.0000475
11,5,22,3,0.00163134
11,5,22,4,0.008519
11,5,22,5,0.02594157
11,5,22,6,0.04425796
11,5,22,7,0.08777405
11,5,22,8,0.09051976
11,5,22,9,0.1164365
11,5,22,10,0.17528172
11,5,22,11,0.32139823
11,5,22,12,0.12808093
11,5,22,13,0.00011147
11,5,22,14,0
11,5,22,15,0
11,5,22,16,0
11,5,32,1,0
11,5,32,2,0.00004724
11,5,32,3,0.00161606
