MZ_ID,TAZ_ID,STATE,STATEFP10,COUNTY,COUNTYFP10,GEOID10_tract,TRACTCE10,GEOID10_block,BLOCKCE10,PUMA2000,PUMACE2010,AFFGEOID10,GEOID10_PUMA10,Region
3310026001008,331,TN,47,Hamilton,65,47065002600,2600,470650000000000,1008,1800,2001,7950000US4702001,4702001,1
3280013002044,328,TN,47,Hamilton,65,47065001300,1300,470650000000000,2044,1800,2001,7950000US4702001,4702001,1
3280013002040,328,TN,47,Hamilton,65,47065001300,1300,470650000000000,2040,1800,2001,7950000US4702001,4702001,1
3280013002023,328,TN,47,Hamilton,65,47065001300,1300,470650000000000,2023,1800,2001,7950000US4702001,4702001,1
3060109011064,306,TN,47,Hamilton,65,47065010901,10901,470650000000000,1064,1800,2002,7950000US4702002,4702002,1
2500109011076,250,TN,47,Hamilton,65,47065010901,10901,470650000000000,1076,1800,2002,7950000US4702002,4702002,1
2400008001041,240,TN,47,Hamilton,65,47065000800,800,470650000000000,1041,1800,2002,7950000US4702002,4702002,1
2400008001039,240,TN,47,Hamilton,65,47065000800,800,470650000000000,1039,1800,2002,7950000US4702002,4702002,1
3820108002021,382,TN,47,Hamilton,65,47065010800,10800,470650000000000,2021,1900,2002,7950000US4702002,4702002,1
3660101043037,366,TN,47,Hamilton,65,47065010104,10104,470650000000000,3037,1900,2003,7950000US4702003,4702003,1
1170112043040,117,TN,47,Hamilton,65,47065011204,11204,470650000000000,3040,1900,2003,7950000US4702003,4702003,1
3640114134032,364,TN,47,Hamilton,65,47065011413,11413,470650000000000,4032,1900,2003,7950000US4702003,4702003,1
8180112011029,818,TN,47,Hamilton,65,47065011201,11201,470650000000000,1029,1900,2003,7950000US4702003,4702003,1
8250113114007,825,TN,47,Hamilton,65,47065011311,11311,470650000000000,4007,1900,2002,7950000US4702002,4702002,1
8520112041026,852,TN,47,Hamilton,65,47065011204,11204,470650000000000,1026,1900,2003,7950000US4702003,4702003,1
1370112041026,137,TN,47,Hamilton,65,47065011204,11204,470650000000000,1026,1900,2003,7950000US4702003,4702003,1
1300112042004,130,TN,47,Hamilton,65,47065011204,11204,470650000000000,2004,1900,2003,7950000US4702003,4702003,1
2600031001100,260,TN,47,Hamilton,65,47065003100,3100,470650000000000,1100,1800,2001,7950000US4702001,4702001,1
2570031001131,257,TN,47,Hamilton,65,47065003100,3100,470650000000000,1131,1800,2001,7950000US4702001,4702001,1
2590031001116,259,TN,47,Hamilton,65,47065003100,3100,470650000000000,1116,1800,2001,7950000US4702001,4702001,1
2640031001120,264,TN,47,Hamilton,65,47065003100,3100,470650000000000,1120,1800,2001,7950000US4702001,4702001,1
4470114111040,447,TN,47,Hamilton,65,47065011411,11411,470650000000000,1040,1800,2002,7950000US4702002,4702002,1
4430114113004,443,TN,47,Hamilton,65,47065011411,11411,470650000000000,3004,1800,2002,7950000US4702002,4702002,1
3750114113007,375,TN,47,Hamilton,65,47065011411,11411,470650000000000,3007,1800,2002,7950000US4702002,4702002,1
2560020001022,256,TN,47,Hamilton,65,47065002000,2000,470650000000000,1022,1800,2001,7950000US4702001,4702001,1
2700020001052,270,TN,47,Hamilton,65,47065002000,2000,470650000000000,1052,1800,2001,7950000US4702001,4702001,1
2700020001091,270,TN,47,Hamilton,65,47065002000,2000,470650000000000,1091,1800,2001,7950000US4702001,4702001,1
3040019002004,304,TN,47,Hamilton,65,47065001900,1900,470650000000000,2004,1800,2001,7950000US4702001,4702001,1
2630124003041,263,TN,47,Hamilton,65,47065012400,12400,470650000000000,3041,1800,2001,7950000US4702001,4702001,1
2720020002035,272,TN,47,Hamilton,65,47065002000,2000,470650000000000,2035,1800,2001,7950000US4702001,4702001,1
2710020002031,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2031,1800,2001,7950000US4702001,4702001,1
4090019002030,409,TN,47,Hamilton,65,47065001900,1900,470650000000000,2030,1800,2001,7950000US4702001,4702001,1
3440123002013,344,TN,47,Hamilton,65,47065012300,12300,470650000000000,2013,1800,2001,7950000US4702001,4702001,1
4340123003005,434,TN,47,Hamilton,65,47065012300,12300,470650000000000,3005,1800,2001,7950000US4702001,4702001,1
4340123003034,434,TN,47,Hamilton,65,47065012300,12300,470650000000000,3034,1800,2001,7950000US4702001,4702001,1
3110006002036,311,TN,47,Hamilton,65,47065000600,600,470650000000000,2036,1800,2002,7950000US4702002,4702002,1
2420006003027,242,TN,47,Hamilton,65,47065000600,600,470650000000000,3027,1800,2002,7950000US4702002,4702002,1
3110006002018,311,TN,47,Hamilton,65,47065000600,600,470650000000000,2018,1800,2002,7950000US4702002,4702002,1
3110006002017,311,TN,47,Hamilton,65,47065000600,600,470650000000000,2017,1800,2002,7950000US4702002,4702002,1
2420006003003,242,TN,47,Hamilton,65,47065000600,600,470650000000000,3003,1800,2002,7950000US4702002,4702002,1
3190025003021,319,TN,47,Hamilton,65,47065002500,2500,470650000000000,3021,1800,2001,7950000US4702001,4702001,1
3190025003014,319,TN,47,Hamilton,65,47065002500,2500,470650000000000,3014,1800,2001,7950000US4702001,4702001,1
3190025003037,319,TN,47,Hamilton,65,47065002500,2500,470650000000000,3037,1800,2001,7950000US4702001,4702001,1
2880004001012,288,TN,47,Hamilton,65,47065000400,400,470650000000000,1012,1800,2001,7950000US4702001,4702001,1
7540004001000,754,TN,47,Hamilton,65,47065000400,400,470650000000000,1000,1800,2001,7950000US4702001,4702001,1
2880004001018,288,TN,47,Hamilton,65,47065000400,400,470650000000000,1018,1800,2001,7950000US4702001,4702001,1
2930124003001,293,TN,47,Hamilton,65,47065012400,12400,470650000000000,3001,1800,2001,7950000US4702001,4702001,1
2900124002017,290,TN,47,Hamilton,65,47065012400,12400,470650000000000,2017,1800,2001,7950000US4702001,4702001,1
2960124003035,296,TN,47,Hamilton,65,47065012400,12400,470650000000000,3035,1800,2001,7950000US4702001,4702001,1
2630124003062,263,TN,47,Hamilton,65,47065012400,12400,470650000000000,3062,1800,2001,7950000US4702001,4702001,1
2850011001017,285,TN,47,Hamilton,65,47065001100,1100,470650000000000,1017,1800,2001,7950000US4702001,4702001,1
7230011001029,723,TN,47,Hamilton,65,47065001100,1100,470650000000000,1029,1800,2001,7950000US4702001,4702001,1
3360032001019,336,TN,47,Hamilton,65,47065003200,3200,470650000000000,1019,1800,2001,7950000US4702001,4702001,1
3370032002005,337,TN,47,Hamilton,65,47065003200,3200,470650000000000,2005,1800,2001,7950000US4702001,4702001,1
8870114022004,887,TN,47,Hamilton,65,47065011402,11402,470650000000000,2004,1800,2002,7950000US4702002,4702002,1
8660114452016,866,TN,47,Hamilton,65,47065011445,11445,470650000000000,2016,1800,2001,7950000US4702001,4702001,1
8650114452016,865,TN,47,Hamilton,65,47065011445,11445,470650000000000,2016,1800,2001,7950000US4702001,4702001,1
3340122001033,334,TN,47,Hamilton,65,47065012200,12200,470650000000000,1033,1800,2001,7950000US4702001,4702001,1
3410114111059,341,TN,47,Hamilton,65,47065011411,11411,470650000000000,1059,1800,2002,7950000US4702002,4702002,1
8880114022021,888,TN,47,Hamilton,65,47065011402,11402,470650000000000,2021,1800,2002,7950000US4702002,4702002,1
4420114022014,442,TN,47,Hamilton,65,47065011402,11402,470650000000000,2014,1800,2002,7950000US4702002,4702002,1
4400114024008,440,TN,47,Hamilton,65,47065011402,11402,470650000000000,4008,1800,2002,7950000US4702002,4702002,1
7439802001085,743,TN,47,Hamilton,65,47065980200,980200,470660000000000,1085,1800,2002,7950000US4702002,4702002,1
3740114023011,374,TN,47,Hamilton,65,47065011402,11402,470650000000000,3011,1800,2002,7950000US4702002,4702002,1
3820108001009,382,TN,47,Hamilton,65,47065010800,10800,470650000000000,1009,1900,2002,7950000US4702002,4702002,1
3240013001010,324,TN,47,Hamilton,65,47065001300,1300,470650000000000,1010,1800,2001,7950000US4702001,4702001,1
3170011002005,317,TN,47,Hamilton,65,47065001100,1100,470650000000000,2005,1800,2001,7950000US4702001,4702001,1
2980014001006,298,TN,47,Hamilton,65,47065001400,1400,470650000000000,1006,1800,2001,7950000US4702001,4702001,1
3170011002026,317,TN,47,Hamilton,65,47065001100,1100,470650000000000,2026,1800,2001,7950000US4702001,4702001,1
3170011002020,317,TN,47,Hamilton,65,47065001100,1100,470650000000000,2020,1800,2001,7950000US4702001,4702001,1
3170011002033,317,TN,47,Hamilton,65,47065001100,1100,470650000000000,2033,1800,2001,7950000US4702001,4702001,1
3180014001012,318,TN,47,Hamilton,65,47065001400,1400,470650000000000,1012,1800,2001,7950000US4702001,4702001,1
3170011002001,317,TN,47,Hamilton,65,47065001100,1100,470650000000000,2001,1800,2001,7950000US4702001,4702001,1
3140014001058,314,TN,47,Hamilton,65,47065001400,1400,470650000000000,1058,1800,2001,7950000US4702001,4702001,1
2990014001046,299,TN,47,Hamilton,65,47065001400,1400,470650000000000,1046,1800,2001,7950000US4702001,4702001,1
3150026003020,315,TN,47,Hamilton,65,47065002600,2600,470650000000000,3020,1800,2001,7950000US4702001,4702001,1
3150026002002,315,TN,47,Hamilton,65,47065002600,2600,470650000000000,2002,1800,2001,7950000US4702001,4702001,1
3160026003061,316,TN,47,Hamilton,65,47065002600,2600,470650000000000,3061,1800,2001,7950000US4702001,4702001,1
3150026002001,315,TN,47,Hamilton,65,47065002600,2600,470650000000000,2001,1800,2001,7950000US4702001,4702001,1
3150026003001,315,TN,47,Hamilton,65,47065002600,2600,470650000000000,3001,1800,2001,7950000US4702001,4702001,1
3030018001027,303,TN,47,Hamilton,65,47065001800,1800,470650000000000,1027,1800,2001,7950000US4702001,4702001,1
3310026001032,331,TN,47,Hamilton,65,47065002600,2600,470650000000000,1032,1800,2001,7950000US4702001,4702001,1
1890018001045,189,TN,47,Hamilton,65,47065001800,1800,470650000000000,1045,1800,2001,7950000US4702001,4702001,1
4180025002028,418,TN,47,Hamilton,65,47065002500,2500,470650000000000,2028,1800,2001,7950000US4702001,4702001,1
1190112032019,119,TN,47,Hamilton,65,47065011203,11203,470650000000000,2019,1900,2003,7950000US4702003,4702003,1
8510112014027,851,TN,47,Hamilton,65,47065011201,11201,470650000000000,4027,1900,2003,7950000US4702003,4702003,1
1190112032048,119,TN,47,Hamilton,65,47065011203,11203,470650000000000,2048,1900,2003,7950000US4702003,4702003,1
690112033006,69,TN,47,Hamilton,65,47065011203,11203,470650000000000,3006,1900,2003,7950000US4702003,4702003,1
1180112044013,118,TN,47,Hamilton,65,47065011204,11204,470650000000000,4013,1900,2003,7950000US4702003,4702003,1
1110112044023,111,TN,47,Hamilton,65,47065011204,11204,470650000000000,4023,1900,2003,7950000US4702003,4702003,1
1130112044018,113,TN,47,Hamilton,65,47065011204,11204,470650000000000,4018,1900,2003,7950000US4702003,4702003,1
2860004001027,286,TN,47,Hamilton,65,47065000400,400,470650000000000,1027,1800,2001,7950000US4702001,4702001,1
7240011001053,724,TN,47,Hamilton,65,47065001100,1100,470650000000000,1053,1800,2001,7950000US4702001,4702001,1
7240011001043,724,TN,47,Hamilton,65,47065001100,1100,470650000000000,1043,1800,2001,7950000US4702001,4702001,1
2490016001028,249,TN,47,Hamilton,65,47065001600,1600,470650000000000,1028,1800,2001,7950000US4702001,4702001,1
2850011001019,285,TN,47,Hamilton,65,47065001100,1100,470650000000000,1019,1800,2001,7950000US4702001,4702001,1
2840122002010,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,2010,1800,2001,7950000US4702001,4702001,1
2840122002013,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,2013,1800,2001,7950000US4702001,4702001,1
2920004001038,292,TN,47,Hamilton,65,47065000400,400,470650000000000,1038,1800,2001,7950000US4702001,4702001,1
2920004001010,292,TN,47,Hamilton,65,47065000400,400,470650000000000,1010,1800,2001,7950000US4702001,4702001,1
2880004001034,288,TN,47,Hamilton,65,47065000400,400,470650000000000,1034,1800,2001,7950000US4702001,4702001,1
3260004002018,326,TN,47,Hamilton,65,47065000400,400,470650000000000,2018,1800,2001,7950000US4702001,4702001,1
2840122003033,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3033,1800,2001,7950000US4702001,4702001,1
3260004002000,326,TN,47,Hamilton,65,47065000400,400,470650000000000,2000,1800,2001,7950000US4702001,4702001,1
3440123002034,344,TN,47,Hamilton,65,47065012300,12300,470650000000000,2034,1800,2001,7950000US4702001,4702001,1
3440123002032,344,TN,47,Hamilton,65,47065012300,12300,470650000000000,2032,1800,2001,7950000US4702001,4702001,1
3250004002050,325,TN,47,Hamilton,65,47065000400,400,470650000000000,2050,1800,2001,7950000US4702001,4702001,1
4720114451030,472,TN,47,Hamilton,65,47065011445,11445,470650000000000,1030,1800,2001,7950000US4702001,4702001,1
3410123003027,341,TN,47,Hamilton,65,47065012300,12300,470650000000000,3027,1800,2001,7950000US4702001,4702001,1
8980123004006,898,TN,47,Hamilton,65,47065012300,12300,470650000000000,4006,1800,2001,7950000US4702001,4702001,1
8980123004001,898,TN,47,Hamilton,65,47065012300,12300,470650000000000,4001,1800,2001,7950000US4702001,4702001,1
8910114441006,891,TN,47,Hamilton,65,47065011444,11444,470650000000000,1006,1800,2002,7950000US4702002,4702002,1
4420114021011,442,TN,47,Hamilton,65,47065011402,11402,470650000000000,1011,1800,2002,7950000US4702002,4702002,1
8920114441010,892,TN,47,Hamilton,65,47065011444,11444,470650000000000,1010,1800,2002,7950000US4702002,4702002,1
4420114021000,442,TN,47,Hamilton,65,47065011402,11402,470650000000000,1000,1800,2002,7950000US4702002,4702002,1
4460114441002,446,TN,47,Hamilton,65,47065011444,11444,470650000000000,1002,1800,2002,7950000US4702002,4702002,1
4120024004033,412,TN,47,Hamilton,65,47065002400,2400,470650000000000,4033,1800,2001,7950000US4702001,4702001,1
3150026002025,315,TN,47,Hamilton,65,47065002600,2600,470650000000000,2025,1800,2001,7950000US4702001,4702001,1
2530121002020,253,TN,47,Hamilton,65,47065012100,12100,470650000000000,2020,1800,2002,7950000US4702002,4702002,1
2970026003037,297,TN,47,Hamilton,65,47065002600,2600,470650000000000,3037,1800,2001,7950000US4702001,4702001,1
4170024004003,417,TN,47,Hamilton,65,47065002400,2400,470650000000000,4003,1800,2001,7950000US4702001,4702001,1
3220013001060,322,TN,47,Hamilton,65,47065001300,1300,470650000000000,1060,1800,2001,7950000US4702001,4702001,1
2500109011074,250,TN,47,Hamilton,65,47065010901,10901,470650000000000,1074,1800,2002,7950000US4702002,4702002,1
3030018001013,303,TN,47,Hamilton,65,47065001800,1800,470650000000000,1013,1800,2001,7950000US4702001,4702001,1
4220024001021,422,TN,47,Hamilton,65,47065002400,2400,470650000000000,1021,1800,2001,7950000US4702001,4702001,1
1470018001002,147,TN,47,Hamilton,65,47065001800,1800,470650000000000,1002,1800,2001,7950000US4702001,4702001,1
1330113143010,133,TN,47,Hamilton,65,47065011314,11314,470650000000000,3010,1900,2002,7950000US4702002,4702002,1
3530101041004,353,TN,47,Hamilton,65,47065010104,10104,470650000000000,1004,1900,2003,7950000US4702003,4702003,1
3480101041015,348,TN,47,Hamilton,65,47065010104,10104,470650000000000,1015,1900,2003,7950000US4702003,4702003,1
3660101043035,366,TN,47,Hamilton,65,47065010104,10104,470650000000000,3035,1900,2003,7950000US4702003,4702003,1
3670101041045,367,TN,47,Hamilton,65,47065010103,10104,470650000000000,1045,1900,2003,7950000US4702003,4702003,1
3510101044034,351,TN,47,Hamilton,65,47065010104,10104,470650000000000,4034,1900,2003,7950000US4702003,4702003,1
3550101013024,355,TN,47,Hamilton,65,47065010101,10101,470650000000000,3024,1900,2003,7950000US4702003,4702003,1
6130101032016,613,TN,47,Hamilton,65,47065010103,10103,470650000000000,2016,1900,2003,7950000US4702003,4702003,1
4440101031036,444,TN,47,Hamilton,65,47065010103,10103,470650000000000,1036,1900,2003,7950000US4702003,4702003,1
2420006003010,242,TN,47,Hamilton,65,47065000600,600,470650000000000,3010,1800,2002,7950000US4702002,4702002,1
2820123001012,282,TN,47,Hamilton,65,47065012300,12300,470650000000000,1012,1800,2001,7950000US4702001,4702001,1
7240012002017,724,TN,47,Hamilton,65,47065001200,1200,470650000000000,2017,1800,2001,7950000US4702001,4702001,1
7240011001040,724,TN,47,Hamilton,65,47065001100,1100,470650000000000,1040,1800,2001,7950000US4702001,4702001,1
3110006002003,311,TN,47,Hamilton,65,47065000600,600,470650000000000,2003,1800,2002,7950000US4702002,4702002,1
2420006003029,242,TN,47,Hamilton,65,47065000600,600,470650000000000,3029,1800,2002,7950000US4702002,4702002,1
3110006002021,311,TN,47,Hamilton,65,47065000600,600,470650000000000,2021,1800,2002,7950000US4702002,4702002,1
2420006003026,242,TN,47,Hamilton,65,47065000600,600,470650000000000,3026,1800,2002,7950000US4702002,4702002,1
2420006003028,242,TN,47,Hamilton,65,47065000600,600,470650000000000,3028,1800,2002,7950000US4702002,4702002,1
2460031001022,246,TN,47,Hamilton,65,47065003100,3100,470650000000000,1022,1800,2001,7950000US4702001,4702001,1
2840122003021,284,TN,47,Hamilton,65,47065012200,12200,470650000000000,3021,1800,2001,7950000US4702001,4702001,1
2230031001081,223,TN,47,Hamilton,65,47065003100,3100,470650000000000,1081,1800,2001,7950000US4702001,4702001,1
8490016001062,849,TN,47,Hamilton,65,47065001600,1600,470650000000000,1062,1800,2001,7950000US4702001,4702001,1
8490016001045,849,TN,47,Hamilton,65,47065001600,1600,470650000000000,1045,1800,2001,7950000US4702001,4702001,1
2910011001012,291,TN,47,Hamilton,65,47065001100,1100,470650000000000,1012,1800,2001,7950000US4702001,4702001,1
7240011001049,724,TN,47,Hamilton,65,47065001100,1100,470650000000000,1049,1800,2001,7950000US4702001,4702001,1
2680020001063,268,TN,47,Hamilton,65,47065002000,2000,470650000000000,1063,1800,2001,7950000US4702001,4702001,1
2670020001072,267,TN,47,Hamilton,65,47065002000,2000,470650000000000,1072,1800,2001,7950000US4702001,4702001,1
5840110011065,584,TN,47,Hamilton,65,47065011001,11001,470650000000000,1065,1900,2003,7950000US4702003,4702003,1
5910103062046,591,TN,47,Hamilton,65,47065010306,10306,470650000000000,2046,1900,2003,7950000US4702003,4702003,1
8970114442002,897,TN,47,Hamilton,65,47065011444,11444,470650000000000,2002,1800,2002,7950000US4702002,4702002,1
3350032001011,335,TN,47,Hamilton,65,47065003200,3200,470650000000000,1011,1800,2001,7950000US4702001,4702001,1
3350032003000,335,TN,47,Hamilton,65,47065003200,3200,470650000000000,3000,1800,2001,7950000US4702001,4702001,1
3350032003002,335,TN,47,Hamilton,65,47065003200,3200,470650000000000,3002,1800,2001,7950000US4702001,4702001,1
8940114442004,894,TN,47,Hamilton,65,47065011444,11444,470650000000000,2004,1800,2002,7950000US4702002,4702002,1
4320114442035,432,TN,47,Hamilton,65,47065011444,11444,470650000000000,2035,1800,2002,7950000US4702002,4702002,1
3360032003017,336,TN,47,Hamilton,65,47065003200,3200,470650000000000,3017,1800,2001,7950000US4702001,4702001,1
4310032003015,431,TN,47,Hamilton,65,47065003200,3200,470650000000000,3015,1800,2001,7950000US4702001,4702001,1
4310032003007,431,TN,47,Hamilton,65,47065003200,3200,470650000000000,3007,1800,2001,7950000US4702001,4702001,1
4490033006029,449,TN,47,Hamilton,65,47065003300,3300,470650000000000,6029,1800,2001,7950000US4702001,4702001,1
4660033004003,466,TN,47,Hamilton,65,47065003300,3300,470650000000000,4003,1800,2001,7950000US4702001,4702001,1
4660033004000,466,TN,47,Hamilton,65,47065003300,3300,470650000000000,4000,1800,2001,7950000US4702001,4702001,1
9030114441028,903,TN,47,Hamilton,65,47065011444,11444,470650000000000,1028,1800,2002,7950000US4702002,4702002,1
4640033002001,464,TN,47,Hamilton,65,47065003300,3300,470650000000000,2001,1800,2001,7950000US4702001,4702001,1
8420113212006,842,TN,47,Hamilton,65,47065011321,11321,470650000000000,2006,1800,2001,7950000US4702001,4702001,1
5580113241020,558,TN,47,Hamilton,65,47065011324,11324,470650000000000,1020,1900,2002,7950000US4702002,4702002,1
8440113251012,844,TN,47,Hamilton,65,47065011325,11325,470650000000000,1012,1800,2003,7950000US4702003,4702003,1
8440113251010,844,TN,47,Hamilton,65,47065011325,11325,470650000000000,1010,1800,2003,7950000US4702003,4702003,1
5580113241014,558,TN,47,Hamilton,65,47065011324,11324,470650000000000,1014,1900,2002,7950000US4702002,4702002,1
5440113231007,544,TN,47,Hamilton,65,47065011323,11323,470650000000000,1007,1800,2002,7950000US4702002,4702002,1
5450113111008,545,TN,47,Hamilton,65,47065011311,11311,470650000000000,1008,1900,2002,7950000US4702002,4702002,1
8450113252009,845,TN,47,Hamilton,65,47065011325,11325,470650000000000,2009,1900,2003,7950000US4702003,4702003,1
3550101013036,355,TN,47,Hamilton,65,47065010101,10101,470650000000000,3036,1900,2003,7950000US4702003,4702003,1
3550101013022,355,TN,47,Hamilton,65,47065010101,10101,470650000000000,3022,1900,2003,7950000US4702003,4702003,1
3500101012032,350,TN,47,Hamilton,65,47065010101,10101,470650000000000,2032,1900,2003,7950000US4702003,4702003,1
6090112013021,609,TN,47,Hamilton,65,47065011201,11201,470650000000000,3021,1900,2003,7950000US4702003,4702003,1
6110101031032,611,TN,47,Hamilton,65,47065010103,10103,470650000000000,1032,1900,2003,7950000US4702003,4702003,1
3560101011025,356,TN,47,Hamilton,65,47065010101,10101,470650000000000,1025,1900,2003,7950000US4702003,4702003,1
3560101011026,356,TN,47,Hamilton,65,47065010101,10101,470650000000000,1026,1900,2003,7950000US4702003,4702003,1
3490101032021,349,TN,47,Hamilton,65,47065010103,10103,470650000000000,2021,1900,2003,7950000US4702003,4702003,1
5650112011003,565,TN,47,Hamilton,65,47065011201,11201,470650000000000,1003,1900,2003,7950000US4702003,4702003,1
3470101012000,347,TN,47,Hamilton,65,47065010101,10101,470650000000000,2000,1900,2003,7950000US4702003,4702003,1
7240011001050,724,TN,47,Hamilton,65,47065001100,1100,470650000000000,1050,1800,2001,7950000US4702001,4702001,1
3020026003032,302,TN,47,Hamilton,65,47065002600,2600,470650000000000,3032,1800,2001,7950000US4702001,4702001,1
3050019002024,305,TN,47,Hamilton,65,47065001900,1900,470650000000000,2024,1800,2001,7950000US4702001,4702001,1
8300023001026,830,TN,47,Hamilton,65,47065002300,2300,470650000000000,1026,1800,2001,7950000US4702001,4702001,1
3400105016036,340,TN,47,Hamilton,65,47065010501,10501,470650000000000,6036,1800,2002,7950000US4702002,4702002,1
3050019002061,305,TN,47,Hamilton,65,47065001900,1900,470650000000000,2061,1800,2001,7950000US4702001,4702001,1
7240011001046,724,TN,47,Hamilton,65,47065001100,1100,470650000000000,1046,1800,2001,7950000US4702001,4702001,1
2710020002037,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2037,1800,2001,7950000US4702001,4702001,1
2670020001114,267,TN,47,Hamilton,65,47065002000,2000,470650000000000,1114,1800,2001,7950000US4702001,4702001,1
3040019002005,304,TN,47,Hamilton,65,47065001900,1900,470650000000000,2005,1800,2001,7950000US4702001,4702001,1
8860123001008,886,TN,47,Hamilton,65,47065012300,12300,470650000000000,1008,1800,2001,7950000US4702001,4702001,1
9050019001024,905,TN,47,Hamilton,65,47065001900,1900,470650000000000,1024,1800,2001,7950000US4702001,4702001,1
9050019001017,905,TN,47,Hamilton,65,47065001900,1900,470650000000000,1017,1800,2001,7950000US4702001,4702001,1
5720104124014,572,TN,47,Hamilton,65,47065010412,10412,470650000000000,4014,1900,2003,7950000US4702003,4702003,1
8720104132005,872,TN,47,Hamilton,65,47065010413,10413,470650000000000,2005,1900,2003,7950000US4702003,4702003,1
4930104324010,493,TN,47,Hamilton,65,47065010432,10432,470650000000000,4010,1800,2002,7950000US4702002,4702002,1
5730104111020,573,TN,47,Hamilton,65,47065010411,10411,470650000000000,1020,1900,2003,7950000US4702003,4702003,1
8750104123003,875,TN,47,Hamilton,65,47065010412,10412,470650000000000,3003,1900,2003,7950000US4702003,4702003,1
5320104311019,532,TN,47,Hamilton,65,47065010431,10431,470650000000000,1019,1800,2002,7950000US4702002,4702002,1
4940104324003,494,TN,47,Hamilton,65,47065010432,10432,470650000000000,4003,1800,2002,7950000US4702002,4702002,1
4640033002013,464,TN,47,Hamilton,65,47065003300,3300,470650000000000,2013,1800,2001,7950000US4702001,4702001,1
4660033004015,466,TN,47,Hamilton,65,47065003300,3300,470650000000000,4015,1800,2001,7950000US4702001,4702001,1
