MZ_ID,TAZ_ID,STATE,STATEFP10,COUNTY,COUNTYFP10,GEOID10_tract,TRACTCE10,GEOID10_block,BLOCKCE10,PUMA2000,PUMACE2010,AFFGEOID10,GEOID10_PUMA10,Region
2230031001073,223,TN,47,Hamilton,65,47065003100,3100,470650000000000,1073,1800,2001,7950000US4702001,4702001,1
5690103041023,569,TN,47,Hamilton,65,47065010304,10304,470650000000000,1023,1900,2003,7950000US4702003,4702003,1
6870102012000,687,TN,47,Hamilton,65,47065010201,10201,470650000000000,2000,1900,2003,7950000US4702003,4702003,1
6370102012023,637,TN,47,Hamilton,65,47065010201,10201,470650000000000,2023,1900,2003,7950000US4702003,4702003,1
3440123002051,344,TN,47,Hamilton,65,47065012300,12300,470650000000000,2051,1800,2001,7950000US4702001,4702001,1
3440123002040,344,TN,47,Hamilton,65,47065012300,12300,470650000000000,2040,1800,2001,7950000US4702001,4702001,1
3440123002020,344,TN,47,Hamilton,65,47065012300,12300,470650000000000,2020,1800,2001,7950000US4702001,4702001,1
3340122001022,334,TN,47,Hamilton,65,47065012200,12200,470650000000000,1022,1800,2001,7950000US4702001,4702001,1
3340122001018,334,TN,47,Hamilton,65,47065012200,12200,470650000000000,1018,1800,2001,7950000US4702001,4702001,1
2510121001018,251,TN,47,Hamilton,65,47065012100,12100,470650000000000,1018,1800,2002,7950000US4702002,4702002,1
3800121003008,380,TN,47,Hamilton,65,47065012100,12100,470650000000000,3008,1800,2002,7950000US4702002,4702002,1
4040121003015,404,TN,47,Hamilton,65,47065012100,12100,470650000000000,3015,1800,2002,7950000US4702002,4702002,1
3790121004077,379,TN,47,Hamilton,65,47065012100,12100,470650000000000,4077,1800,2002,7950000US4702002,4702002,1
5480113232017,548,TN,47,Hamilton,65,47065011323,11323,470650000000000,2017,1900,2002,7950000US4702002,4702002,1
5580113241013,558,TN,47,Hamilton,65,47065011324,11324,470650000000000,1013,1900,2002,7950000US4702002,4702002,1
6910114461018,691,TN,47,Hamilton,65,47065011446,11446,470650000000000,1018,1800,2001,7950000US4702001,4702001,1
4310032003016,431,TN,47,Hamilton,65,47065003200,3200,470650000000000,3016,1800,2001,7950000US4702001,4702001,1
4399802001026,439,TN,47,Hamilton,65,47065980200,980200,470660000000000,1026,1800,2002,7950000US4702002,4702002,1
8660114452033,866,TN,47,Hamilton,65,47065011445,11445,470650000000000,2033,1800,2001,7950000US4702001,4702001,1
9010114111068,901,TN,47,Hamilton,65,47065011411,11411,470650000000000,1068,1800,2002,7950000US4702002,4702002,1
4460114433023,446,TN,47,Hamilton,65,47065011443,11443,470650000000000,3023,1800,2002,7950000US4702002,4702002,1
8170114473013,817,TN,47,Hamilton,65,47065011447,11447,470650000000000,3013,1900,2003,7950000US4702003,4702003,1
3340122001016,334,TN,47,Hamilton,65,47065012200,12200,470650000000000,1016,1800,2001,7950000US4702001,4702001,1
4460114441021,446,TN,47,Hamilton,65,47065011444,11444,470650000000000,1021,1800,2002,7950000US4702002,4702002,1
8660114452040,866,TN,47,Hamilton,65,47065011445,11445,470650000000000,2040,1800,2001,7950000US4702001,4702001,1
8650114452040,865,TN,47,Hamilton,65,47065011445,11445,470650000000000,2040,1800,2001,7950000US4702001,4702001,1
4750114452009,475,TN,47,Hamilton,65,47065011445,11445,470650000000000,2009,1800,2001,7950000US4702001,4702001,1
7630114453008,763,TN,47,Hamilton,65,47065011445,11445,470650000000000,3008,1800,2001,7950000US4702001,4702001,1
7650034003015,765,TN,47,Hamilton,65,47065003400,3400,470650000000000,3015,1800,2001,7950000US4702001,4702001,1
7640114462023,764,TN,47,Hamilton,65,47065011446,11446,470650000000000,2023,1800,2001,7950000US4702001,4702001,1
7640114462018,764,TN,47,Hamilton,65,47065011446,11446,470650000000000,2018,1800,2001,7950000US4702001,4702001,1
4520033003019,452,TN,47,Hamilton,65,47065003300,3300,470650000000000,3019,1800,2001,7950000US4702001,4702001,1
4610029001031,461,TN,47,Hamilton,65,47065002900,2900,470650000000000,1031,1800,2001,7950000US4702001,4702001,1
4650033002014,465,TN,47,Hamilton,65,47065003300,3300,470650000000000,2014,1800,2001,7950000US4702001,4702001,1
6940034001014,694,TN,47,Hamilton,65,47065003400,3400,470650000000000,1014,1800,2001,7950000US4702001,4702001,1
6940034001019,694,TN,47,Hamilton,65,47065003400,3400,470650000000000,1019,1800,2001,7950000US4702001,4702001,1
6940034001031,694,TN,47,Hamilton,65,47065003400,3400,470650000000000,1031,1800,2001,7950000US4702001,4702001,1
270114421019,27,TN,47,Hamilton,65,47065011442,11442,470650000000000,1019,1900,2001,7950000US4702001,4702001,1
7170030002009,717,TN,47,Hamilton,65,47065003000,3000,470650000000000,2009,1800,2001,7950000US4702001,4702001,1
1480120002020,148,TN,47,Hamilton,65,47065012000,12000,470650000000000,2020,1900,2001,7950000US4702001,4702001,1
1950120002035,195,TN,47,Hamilton,65,47065012000,12000,470650000000000,2035,1900,2001,7950000US4702001,4702001,1
4010111003013,401,TN,47,Hamilton,65,47065011100,11100,470650000000000,3013,1900,2003,7950000US4702003,4702003,1
1480120001041,148,TN,47,Hamilton,65,47065012000,12000,470650000000000,1041,1900,2001,7950000US4702001,4702001,1
5280110024018,528,TN,47,Hamilton,65,47065011002,11002,470650000000000,4018,1900,2003,7950000US4702003,4702003,1
1470121004035,147,TN,47,Hamilton,65,47065012100,12100,470650000000000,4035,1800,2002,7950000US4702002,4702002,1
3860107003008,386,TN,47,Hamilton,65,47065010700,10700,470650000000000,3008,1900,2002,7950000US4702002,4702002,1
3860107003012,386,TN,47,Hamilton,65,47065010700,10700,470650000000000,3012,1900,2002,7950000US4702002,4702002,1
4000111002004,400,TN,47,Hamilton,65,47065011100,11100,470650000000000,2004,1900,2003,7950000US4702003,4702003,1
4000111002015,400,TN,47,Hamilton,65,47065011100,11100,470650000000000,2015,1900,2003,7950000US4702003,4702003,1
5110111002002,511,TN,47,Hamilton,65,47065011100,11100,470650000000000,2002,1900,2003,7950000US4702003,4702003,1
2510121001002,251,TN,47,Hamilton,65,47065012100,12100,470650000000000,1002,1900,2002,7950000US4702002,4702002,1
2510121001034,251,TN,47,Hamilton,65,47065012100,12100,470650000000000,1034,1800,2002,7950000US4702002,4702002,1
3890109021045,389,TN,47,Hamilton,65,47065010902,10902,470650000000000,1045,1800,2003,7950000US4702003,4702003,1
3870108003006,387,TN,47,Hamilton,65,47065010800,10800,470650000000000,3006,1900,2002,7950000US4702002,4702002,1
6820104321033,682,TN,47,Hamilton,65,47065010432,10432,470650000000000,1033,1800,2002,7950000US4702002,4702002,1
5680104122012,568,TN,47,Hamilton,65,47065010412,10412,470650000000000,2012,1900,2003,7950000US4702003,4702003,1
8730104111001,873,TN,47,Hamilton,65,47065010411,10411,470650000000000,1001,1900,2003,7950000US4702003,4702003,1
3460104324012,346,TN,47,Hamilton,65,47065010432,10432,470650000000000,4012,1800,2002,7950000US4702002,4702002,1
8720104132002,872,TN,47,Hamilton,65,47065010413,10413,470650000000000,2002,1900,2003,7950000US4702003,4702003,1
6230102011031,623,TN,47,Hamilton,65,47065010201,10201,470650000000000,1031,1900,2003,7950000US4702003,4702003,1
7519802001018,751,TN,47,Hamilton,65,47065980200,980200,470660000000000,1018,1800,2002,7950000US4702002,4702002,1
7519802001111,751,TN,47,Hamilton,65,47065980200,980200,470660000000000,1111,1800,2002,7950000US4702002,4702002,1
8340018002005,834,TN,47,Hamilton,65,47065001800,1800,470650000000000,2005,1800,2001,7950000US4702001,4702001,1
1890018001071,189,TN,47,Hamilton,65,47065001800,1800,470650000000000,1071,1800,2001,7950000US4702001,4702001,1
3070109011036,307,TN,47,Hamilton,65,47065010901,10901,470650000000000,1036,1800,2002,7950000US4702002,4702002,1
2500109011018,250,TN,47,Hamilton,65,47065010901,10901,470650000000000,1018,1800,2002,7950000US4702002,4702002,1
5580113241000,558,TN,47,Hamilton,65,47065011324,11324,470650000000000,1000,1900,2002,7950000US4702002,4702002,1
6030113115004,603,TN,47,Hamilton,65,47065011311,11311,470650000000000,5004,1800,2002,7950000US4702002,4702002,1
8410113261011,841,TN,47,Hamilton,65,47065011326,11326,470650000000000,1011,1800,2001,7950000US4702001,4702001,1
6920113262012,692,TN,47,Hamilton,65,47065011326,11326,470650000000000,2012,1800,2001,7950000US4702001,4702001,1
6910113263010,691,TN,47,Hamilton,65,47065011326,11326,470650000000000,3010,1800,2001,7950000US4702001,4702001,1
4570117001010,457,TN,47,Hamilton,65,47065011700,11700,470650000000000,1010,1900,2001,7950000US4702001,4702001,1
4590116001011,459,TN,47,Hamilton,65,47065011600,11600,470650000000000,1011,1900,2001,7950000US4702001,4702001,1
30118005000,3,TN,47,Hamilton,65,47065011800,11800,470650000000000,5000,1900,2001,7950000US4702001,4702001,1
4550028001024,455,TN,47,Hamilton,65,47065002800,2800,470650000000000,1024,1800,2001,7950000US4702001,4702001,1
4620030001012,462,TN,47,Hamilton,65,47065003000,3000,470650000000000,1012,1800,2001,7950000US4702001,4702001,1
4600030002023,460,TN,47,Hamilton,65,47065003000,3000,470650000000000,2023,1800,2001,7950000US4702001,4702001,1
4600030002028,460,TN,47,Hamilton,65,47065003000,3000,470650000000000,2028,1800,2001,7950000US4702001,4702001,1
7080116002007,708,TN,47,Hamilton,65,47065011600,11600,470650000000000,2007,1900,2001,7950000US4702001,4702001,1
270114421022,27,TN,47,Hamilton,65,47065011442,11442,470650000000000,1022,1900,2001,7950000US4702001,4702001,1
4290028002005,429,TN,47,Hamilton,65,47065002800,2800,470650000000000,2005,1800,2001,7950000US4702001,4702001,1
3470101012008,347,TN,47,Hamilton,65,47065010101,10101,470650000000000,2008,1900,2003,7950000US4702003,4702003,1
3490101032023,349,TN,47,Hamilton,65,47065010103,10103,470650000000000,2023,1900,2003,7950000US4702003,4702003,1
5220110023035,522,TN,47,Hamilton,65,47065011002,11002,470650000000000,3035,1900,2003,7950000US4702003,4702003,1
5120110022001,512,TN,47,Hamilton,65,47065011002,11002,470650000000000,2001,1900,2003,7950000US4702003,4702003,1
2520109021037,252,TN,47,Hamilton,65,47065010902,10902,470650000000000,1037,1800,2003,7950000US4702003,4702003,1
3890109021054,389,TN,47,Hamilton,65,47065010902,10902,470650000000000,1054,1800,2003,7950000US4702003,4702003,1
5130111001012,513,TN,47,Hamilton,65,47065011100,11100,470650000000000,1012,1900,2003,7950000US4702003,4702003,1
4000111002028,400,TN,47,Hamilton,65,47065011100,11100,470650000000000,2028,1900,2003,7950000US4702003,4702003,1
2520109021041,252,TN,47,Hamilton,65,47065010902,10902,470650000000000,1041,1800,2003,7950000US4702003,4702003,1
3870108004006,387,TN,47,Hamilton,65,47065010800,10800,470650000000000,4006,1900,2002,7950000US4702002,4702002,1
3130007002005,313,TN,47,Hamilton,65,47065000700,700,470650000000000,2005,1800,2002,7950000US4702002,4702002,1
2710020002038,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2038,1800,2001,7950000US4702001,4702001,1
2630124003023,263,TN,47,Hamilton,65,47065012400,12400,470650000000000,3023,1800,2001,7950000US4702001,4702001,1
2710020002023,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2023,1800,2001,7950000US4702001,4702001,1
2190016001014,219,TN,47,Hamilton,65,47065001600,1600,470650000000000,1014,1800,2001,7950000US4702001,4702001,1
8490016001055,849,TN,47,Hamilton,65,47065001600,1600,470650000000000,1055,1800,2001,7950000US4702001,4702001,1
2560020001024,256,TN,47,Hamilton,65,47065002000,2000,470650000000000,1024,1800,2001,7950000US4702001,4702001,1
7240011001045,724,TN,47,Hamilton,65,47065001100,1100,470650000000000,1045,1800,2001,7950000US4702001,4702001,1
2680020001086,268,TN,47,Hamilton,65,47065002000,2000,470650000000000,1086,1800,2001,7950000US4702001,4702001,1
3190025003027,319,TN,47,Hamilton,65,47065002500,2500,470650000000000,3027,1800,2001,7950000US4702001,4702001,1
5720104124003,572,TN,47,Hamilton,65,47065010412,10412,470650000000000,4003,1900,2003,7950000US4702003,4702003,1
5680104122008,568,TN,47,Hamilton,65,47065010412,10412,470650000000000,2008,1900,2003,7950000US4702003,4702003,1
8760104123009,876,TN,47,Hamilton,65,47065010412,10412,470650000000000,3009,1900,2003,7950000US4702003,4702003,1
5680104122006,568,TN,47,Hamilton,65,47065010412,10412,470650000000000,2006,1900,2003,7950000US4702003,4702003,1
5800110011071,580,TN,47,Hamilton,65,47065011001,11001,470650000000000,1071,1900,2003,7950000US4702003,4702003,1
5830103074010,583,TN,47,Hamilton,65,47065010307,10307,470650000000000,4010,1900,2003,7950000US4702003,4702003,1
5830103074007,583,TN,47,Hamilton,65,47065010307,10307,470650000000000,4007,1900,2003,7950000US4702003,4702003,1
5830103074022,583,TN,47,Hamilton,65,47065010307,10307,470650000000000,4022,1900,2003,7950000US4702003,4702003,1
5830103074042,583,TN,47,Hamilton,65,47065010307,10307,470650000000000,4042,1900,2003,7950000US4702003,4702003,1
5800110011081,580,TN,47,Hamilton,65,47065011001,11001,470650000000000,1081,1900,2003,7950000US4702003,4702003,1
3900106002000,390,TN,47,Hamilton,65,47065010600,10600,470650000000000,2000,1900,2002,7950000US4702002,4702002,1
3460102011011,346,TN,47,Hamilton,65,47065010201,10201,470650000000000,1011,1900,2003,7950000US4702003,4702003,1
7210012003024,721,TN,47,Hamilton,65,47065001200,1200,470650000000000,3024,1800,2001,7950000US4702001,4702001,1
7210012002000,721,TN,47,Hamilton,65,47065001200,1200,470650000000000,2000,1800,2001,7950000US4702001,4702001,1
1890018001092,189,TN,47,Hamilton,65,47065001800,1800,470650000000000,1092,1800,2001,7950000US4702001,4702001,1
8340018002017,834,TN,47,Hamilton,65,47065001800,1800,470650000000000,2017,1800,2001,7950000US4702001,4702001,1
8340018002016,834,TN,47,Hamilton,65,47065001800,1800,470650000000000,2016,1800,2001,7950000US4702001,4702001,1
8340018002031,834,TN,47,Hamilton,65,47065001800,1800,470650000000000,2031,1800,2001,7950000US4702001,4702001,1
4040121003017,404,TN,47,Hamilton,65,47065012100,12100,470650000000000,3017,1800,2002,7950000US4702002,4702002,1
3790121004005,379,TN,47,Hamilton,65,47065012100,12100,470650000000000,4005,1800,2002,7950000US4702002,4702002,1
8420113212004,842,TN,47,Hamilton,65,47065011321,11321,470650000000000,2004,1800,2001,7950000US4702001,4702001,1
8410113263009,841,TN,47,Hamilton,65,47065011326,11326,470650000000000,3009,1800,2001,7950000US4702001,4702001,1
8530114461006,853,TN,47,Hamilton,65,47065011446,11446,470650000000000,1006,1800,2001,7950000US4702001,4702001,1
270114421033,27,TN,47,Hamilton,65,47065011442,11442,470650000000000,1033,1900,2001,7950000US4702001,4702001,1
4620033001014,462,TN,47,Hamilton,65,47065003300,3300,470650000000000,1014,1800,2001,7950000US4702001,4702001,1
8170114473023,817,TN,47,Hamilton,65,47065011447,11447,470650000000000,3023,1800,2003,7950000US4702003,4702003,1
2400008001050,240,TN,47,Hamilton,65,47065000800,800,470650000000000,1050,1800,2002,7950000US4702002,4702002,1
3280013002022,328,TN,47,Hamilton,65,47065001300,1300,470650000000000,2022,1800,2001,7950000US4702001,4702001,1
3280013002025,328,TN,47,Hamilton,65,47065001300,1300,470650000000000,2025,1800,2001,7950000US4702001,4702001,1
4200025001000,420,TN,47,Hamilton,65,47065002500,2500,470650000000000,1000,1800,2001,7950000US4702001,4702001,1
3320029002006,332,TN,47,Hamilton,65,47065002900,2900,470650000000000,2006,1800,2001,7950000US4702001,4702001,1
3320012001011,332,TN,47,Hamilton,65,47065001200,1200,470650000000000,1011,1800,2001,7950000US4702001,4702001,1
4260028003001,426,TN,47,Hamilton,65,47065002800,2800,470650000000000,3001,1800,2001,7950000US4702001,4702001,1
4260028003012,426,TN,47,Hamilton,65,47065002800,2800,470650000000000,3012,1800,2001,7950000US4702001,4702001,1
3080006001009,308,TN,47,Hamilton,65,47065000600,600,470650000000000,1009,1800,2002,7950000US4702002,4702002,1
3090008001022,309,TN,47,Hamilton,65,47065000800,800,470650000000000,1022,1800,2002,7950000US4702002,4702002,1
2400008001060,240,TN,47,Hamilton,65,47065000800,800,470650000000000,1060,1800,2002,7950000US4702002,4702002,1
3090008001049,309,TN,47,Hamilton,65,47065000800,800,470650000000000,1049,1800,2002,7950000US4702002,4702002,1
3080006001017,308,TN,47,Hamilton,65,47065000600,600,470650000000000,1017,1800,2002,7950000US4702002,4702002,1
3090008001061,309,TN,47,Hamilton,65,47065000800,800,470650000000000,1061,1800,2002,7950000US4702002,4702002,1
4620033001018,462,TN,47,Hamilton,65,47065003300,3300,470650000000000,1018,1800,2001,7950000US4702001,4702001,1
4200025001002,420,TN,47,Hamilton,65,47065002500,2500,470650000000000,1002,1900,2001,7950000US4702001,4702001,1
4210118002002,421,TN,47,Hamilton,65,47065011800,11800,470650000000000,2002,1900,2001,7950000US4702001,4702001,1
4230119002003,423,TN,47,Hamilton,65,47065011900,11900,470650000000000,2003,1900,2001,7950000US4702001,4702001,1
4230119002002,423,TN,47,Hamilton,65,47065011900,11900,470650000000000,2002,1900,2001,7950000US4702001,4702001,1
4210118002007,421,TN,47,Hamilton,65,47065011800,11800,470650000000000,2007,1900,2001,7950000US4702001,4702001,1
4210118003010,421,TN,47,Hamilton,65,47065011800,11800,470650000000000,3010,1900,2001,7950000US4702001,4702001,1
4220118001001,422,TN,47,Hamilton,65,47065011800,11800,470650000000000,1001,1900,2001,7950000US4702001,4702001,1
4270117003011,427,TN,47,Hamilton,65,47065011700,11700,470650000000000,3011,1900,2001,7950000US4702001,4702001,1
4250117004011,425,TN,47,Hamilton,65,47065011700,11700,470650000000000,4011,1900,2001,7950000US4702001,4702001,1
4240118003001,424,TN,47,Hamilton,65,47065011800,11800,470650000000000,3001,1900,2001,7950000US4702001,4702001,1
70116006005,7,TN,47,Hamilton,65,47065011600,11600,470650000000000,6005,1900,2001,7950000US4702001,4702001,1
70116006016,7,TN,47,Hamilton,65,47065011600,11600,470650000000000,6016,1900,2001,7950000US4702001,4702001,1
3920105014016,392,TN,47,Hamilton,65,47065010501,10501,470650000000000,4016,1800,2002,7950000US4702002,4702002,1
3850105022006,385,TN,47,Hamilton,65,47065010502,10502,470650000000000,2006,1800,2002,7950000US4702002,4702002,1
3860105014000,386,TN,47,Hamilton,65,47065010501,10501,470650000000000,4000,1900,2002,7950000US4702002,4702002,1
3920105015003,392,TN,47,Hamilton,65,47065010501,10501,470650000000000,5003,1800,2002,7950000US4702002,4702002,1
3940105021002,394,TN,47,Hamilton,65,47065010502,10502,470650000000000,1002,1800,2002,7950000US4702002,4702002,1
3850105022007,385,TN,47,Hamilton,65,47065010502,10502,470650000000000,2007,1800,2002,7950000US4702002,4702002,1
3130007004020,313,TN,47,Hamilton,65,47065000700,700,470650000000000,4020,1800,2002,7950000US4702002,4702002,1
4030109034018,403,TN,47,Hamilton,65,47065010903,10903,470650000000000,4018,1800,2002,7950000US4702002,4702002,1
3920105014011,392,TN,47,Hamilton,65,47065010501,10501,470650000000000,4011,1800,2002,7950000US4702002,4702002,1
3860107002008,386,TN,47,Hamilton,65,47065010700,10700,470650000000000,2008,1900,2002,7950000US4702002,4702002,1
3860107002010,386,TN,47,Hamilton,65,47065010700,10700,470650000000000,2010,1900,2002,7950000US4702002,4702002,1
3860107002005,386,TN,47,Hamilton,65,47065010700,10700,470650000000000,2005,1900,2002,7950000US4702002,4702002,1
3840007004018,384,TN,47,Hamilton,65,47065000700,700,470650000000000,4018,1800,2002,7950000US4702002,4702002,1
3130007004028,313,TN,47,Hamilton,65,47065000700,700,470650000000000,4028,1800,2002,7950000US4702002,4702002,1
3130007003014,313,TN,47,Hamilton,65,47065000700,700,470650000000000,3014,1800,2002,7950000US4702002,4702002,1
3130007003006,313,TN,47,Hamilton,65,47065000700,700,470650000000000,3006,1800,2002,7950000US4702002,4702002,1
5280110024010,528,TN,47,Hamilton,65,47065011002,11002,470650000000000,4010,1900,2003,7950000US4702003,4702003,1
3810109034012,381,TN,47,Hamilton,65,47065010903,10903,470650000000000,4012,1800,2002,7950000US4702002,4702002,1
5260104114034,526,TN,47,Hamilton,65,47065010411,10411,470650000000000,4034,1900,2003,7950000US4702003,4702003,1
5260104114016,526,TN,47,Hamilton,65,47065010411,10411,470650000000000,4016,1900,2003,7950000US4702003,4702003,1
5840110011062,584,TN,47,Hamilton,65,47065011001,11001,470650000000000,1062,1900,2003,7950000US4702003,4702003,1
3900106002012,390,TN,47,Hamilton,65,47065010600,10600,470650000000000,2012,1900,2002,7950000US4702002,4702002,1
5030104353001,503,TN,47,Hamilton,65,47065010435,10435,470650000000000,3001,1800,2002,7950000US4702002,4702002,1
5270104341034,527,TN,47,Hamilton,65,47065010434,10434,470650000000000,1034,1900,2003,7950000US4702003,4702003,1
3460102011013,346,TN,47,Hamilton,65,47065010201,10201,470650000000000,1013,1900,2003,7950000US4702003,4702003,1
6280102021048,628,TN,47,Hamilton,65,47065010202,10202,470650000000000,1048,1900,2003,7950000US4702003,4702003,1
4700114433024,470,TN,47,Hamilton,65,47065011443,11443,470650000000000,3024,1800,2002,7950000US4702002,4702002,1
1890018001081,189,TN,47,Hamilton,65,47065001800,1800,470650000000000,1081,1800,2001,7950000US4702001,4702001,1
8340018002015,834,TN,47,Hamilton,65,47065001800,1800,470650000000000,2015,1800,2001,7950000US4702001,4702001,1
8340018002038,834,TN,47,Hamilton,65,47065001800,1800,470650000000000,2038,1800,2001,7950000US4702001,4702001,1
3820108001000,382,TN,47,Hamilton,65,47065010800,10800,470650000000000,1000,1900,2002,7950000US4702002,4702002,1
3820107001022,382,TN,47,Hamilton,65,47065010700,10700,470650000000000,1022,1900,2002,7950000US4702002,4702002,1
3100107001021,310,TN,47,Hamilton,65,47065010700,10700,470650000000000,1021,1900,2002,7950000US4702002,4702002,1
8410113263005,841,TN,47,Hamilton,65,47065011326,11326,470650000000000,3005,1800,2001,7950000US4702001,4702001,1
8440113263018,844,TN,47,Hamilton,65,47065011326,11326,470650000000000,3018,1800,2001,7950000US4702001,4702001,1
8450113252001,845,TN,47,Hamilton,65,47065011325,11325,470650000000000,2001,1900,2003,7950000US4702003,4702003,1
5580113241019,558,TN,47,Hamilton,65,47065011324,11324,470650000000000,1019,1900,2002,7950000US4702002,4702002,1
6030113115008,603,TN,47,Hamilton,65,47065011311,11311,470650000000000,5008,1900,2002,7950000US4702002,4702002,1
180116005006,18,TN,47,Hamilton,65,47065011600,11600,470650000000000,5006,1900,2001,7950000US4702001,4702001,1
4620030001021,462,TN,47,Hamilton,65,47065003000,3000,470650000000000,1021,1800,2001,7950000US4702001,4702001,1
4620030001020,462,TN,47,Hamilton,65,47065003000,3000,470650000000000,1020,1800,2001,7950000US4702001,4702001,1
4820116003010,482,TN,47,Hamilton,65,47065011600,11600,470650000000000,3010,1900,2001,7950000US4702001,4702001,1
6940034001030,694,TN,47,Hamilton,65,47065003400,3400,470650000000000,1030,1800,2001,7950000US4702001,4702001,1
6940034001032,694,TN,47,Hamilton,65,47065003400,3400,470650000000000,1032,1800,2001,7950000US4702001,4702001,1
180116005015,18,TN,47,Hamilton,65,47065011600,11600,470650000000000,5015,1900,2001,7950000US4702001,4702001,1
170116004011,17,TN,47,Hamilton,65,47065011600,11600,470650000000000,4011,1900,2001,7950000US4702001,4702001,1
170116004006,17,TN,47,Hamilton,65,47065011600,11600,470650000000000,4006,1900,2001,7950000US4702001,4702001,1
8550114421013,855,TN,47,Hamilton,65,47065011442,11442,470650000000000,1013,1900,2001,7950000US4702001,4702001,1
8560114421013,856,TN,47,Hamilton,65,47065011442,11442,470650000000000,1013,1900,2001,7950000US4702001,4702001,1
4760034002018,476,TN,47,Hamilton,65,47065003400,3400,470650000000000,2018,1800,2001,7950000US4702001,4702001,1
4450101031022,445,TN,47,Hamilton,65,47065010103,10103,470650000000000,1022,1900,2003,7950000US4702003,4702003,1
3550101013009,355,TN,47,Hamilton,65,47065010101,10101,470650000000000,3009,1900,2003,7950000US4702003,4702003,1
4450101031037,445,TN,47,Hamilton,65,47065010103,10103,470650000000000,1037,1900,2003,7950000US4702003,4702003,1
3550101013014,355,TN,47,Hamilton,65,47065010101,10101,470650000000000,3014,1900,2003,7950000US4702003,4702003,1
5980112013018,598,TN,47,Hamilton,65,47065011201,11201,470650000000000,3018,1900,2003,7950000US4702003,4702003,1
5650112011004,565,TN,47,Hamilton,65,47065011201,11201,470650000000000,1004,1900,2003,7950000US4702003,4702003,1
5210110023036,521,TN,47,Hamilton,65,47065011002,11002,470650000000000,3036,1900,2003,7950000US4702003,4702003,1
4000111002022,400,TN,47,Hamilton,65,47065011100,11100,470650000000000,2022,1900,2003,7950000US4702003,4702003,1
4000111002025,400,TN,47,Hamilton,65,47065011100,11100,470650000000000,2025,1900,2003,7950000US4702003,4702003,1
4000111002019,400,TN,47,Hamilton,65,47065011100,11100,470650000000000,2019,1900,2003,7950000US4702003,4702003,1
3130007003000,313,TN,47,Hamilton,65,47065000700,700,470650000000000,3000,1800,2002,7950000US4702002,4702002,1
5160110021017,516,TN,47,Hamilton,65,47065011002,11002,470650000000000,1017,1900,2003,7950000US4702003,4702003,1
5140110021061,514,TN,47,Hamilton,65,47065011002,11002,470650000000000,1061,1900,2003,7950000US4702003,4702003,1
3980109032000,398,TN,47,Hamilton,65,47065010903,10903,470650000000000,2000,1900,2002,7950000US4702002,4702002,1
2710020002004,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2004,1800,2001,7950000US4702001,4702001,1
2710020002039,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2039,1800,2001,7950000US4702001,4702001,1
2700020001050,270,TN,47,Hamilton,65,47065002000,2000,470650000000000,1050,1800,2001,7950000US4702001,4702001,1
2700020001123,270,TN,47,Hamilton,65,47065002000,2000,470650000000000,1123,1800,2001,7950000US4702001,4702001,1
2710020002020,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2020,1800,2001,7950000US4702001,4702001,1
2710020002040,271,TN,47,Hamilton,65,47065002000,2000,470650000000000,2040,1800,2001,7950000US4702001,4702001,1
2410006003014,241,TN,47,Hamilton,65,47065000600,600,470650000000000,3014,1800,2002,7950000US4702002,4702002,1
2570031001099,257,TN,47,Hamilton,65,47065003100,3100,470650000000000,1099,1800,2001,7950000US4702001,4702001,1
2670020001081,267,TN,47,Hamilton,65,47065002000,2000,470650000000000,1081,1800,2001,7950000US4702001,4702001,1
2680020001085,268,TN,47,Hamilton,65,47065002000,2000,470650000000000,1085,1800,2001,7950000US4702001,4702001,1
8810114111025,881,TN,47,Hamilton,65,47065011411,11411,470650000000000,1025,1800,2002,7950000US4702002,4702002,1
8710104132004,871,TN,47,Hamilton,65,47065010413,10413,470650000000000,2004,1900,2003,7950000US4702003,4702003,1
8720104132004,872,TN,47,Hamilton,65,47065010413,10413,470650000000000,2004,1900,2003,7950000US4702003,4702003,1
5020104331013,502,TN,47,Hamilton,65,47065010433,10433,470650000000000,1013,1800,2002,7950000US4702002,4702002,1
8710104132028,871,TN,47,Hamilton,65,47065010413,10413,470650000000000,2028,1900,2003,7950000US4702003,4702003,1
5680104122013,568,TN,47,Hamilton,65,47065010412,10412,470650000000000,2013,1900,2003,7950000US4702003,4702003,1
5830103074068,583,TN,47,Hamilton,65,47065010307,10307,470650000000000,4068,1900,2003,7950000US4702003,4702003,1
5830103074065,583,TN,47,Hamilton,65,47065010307,10307,470650000000000,4065,1900,2003,7950000US4702003,4702003,1
5830103074030,583,TN,47,Hamilton,65,47065010307,10307,470650000000000,4030,1900,2003,7950000US4702003,4702003,1
7210012002026,721,TN,47,Hamilton,65,47065001200,1200,470650000000000,2026,1800,2001,7950000US4702001,4702001,1
7210012002006,721,TN,47,Hamilton,65,47065001200,1200,470650000000000,2006,1800,2001,7950000US4702001,4702001,1
