parcelid xcoord_p ycoord_p sqft_p taz_p block_p hh_p stugrd_p stuhgh_p stuuni_p empedu_p empfoo_p empgov_p empind_p empmed_p empofc_p empret_p empsvc_p empoth_p emptot_p parkdy_p parkhr_p ppricdyp pprichrp
3303 2174507.907 256254 106667 268 6 11 0 0 0 0 0 0 0 20 5 7 0 5 37 0 0 0 0
3304 2173295.234 253541 111779 271 5 0 0 0 0 0 0 0 0 0 0 4 0 0 4 0 0 0 0
3305 2173589.823 253410 112258 271 6 0 0 0 0 0 0 0 0 0 0 0 2 5 7 0 0 0 0
3306 2174866.201 249263 1238930 409 9 0 0 0 0 0 0 0 40 0 9 0 0 5 54 0 0 0 0
3307 2175785.374 259357 100504 265 8 0 0 0 0 0 13 202 0 0 0 0 0 0 215 0 0 0 0
3308 2177182.909 258793 100638 276 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3309 2177079.017 258666 99466 276 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
3310 2178684.123 259456 302824 275 3 0 0 0 0 0 0 0 3 3 30 0 0 0 36 0 0 0 0
3311 2174899.811 246861 61975 905 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3312 2176421.577 255023 114067 267 0 0 0 0 0 0 0 0 420 0 0 0 0 7 427 0 0 0 0
3313 2177857.972 253670 1941644 273 2 20 0 0 0 0 1 0 56 0 4 14 2 7 84 0 0 0 0
3314 2179438.356 247525 128162 830 2 1 0 0 0 0 0 0 0 0 0 0 10 0 10 0 0 0 0
3315 2170202.667 248250 203242 303 6 0 0 0 0 0 0 0 0 0 0 20 5 0 25 0 0 0 0
3316 2173299.885 247052 293908 905 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3317 2173581.035 246516 74207 905 6 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3318 2174734.515 246237 125633 905 6 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3319 2172101.422 244538 232785 908 9 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3320 2203222.477 369002 8179821 685 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3321 2183059.152 289819 901009 390 5 94 0 0 0 0 4 0 3 0 20 0 0 0 27 0 0 0 0
3322 2186252.392 292315 839146 506 6 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3323 2184505.206 291751 230625 390 2 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3324 2189796.103 304659 863007 507 0 21 0 0 0 0 0 0 11 0 3 0 4 13 31 0 0 0 0
3325 2192603.371 300452 346712 503 8 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3326 2219007.692 347495 2043924 583 7 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3327 2217662.41 347970 658260 583 3 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3328 2217048.053 350356 271599 583 8 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3329 2168732.895 241781 270278 189 4 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3330 2169167.98 242524 193932 189 9 46 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
3331 2169317.255 244391 205259 189 0 14 0 0 0 0 0 0 0 0 0 0 3 0 3 0 0 0 0
3332 2168971.204 241608 104013 189 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3333 2169044.696 241158 77415 834 9 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3334 2169974.625 241997 120328 834 9 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3335 2169580.138 240966 255701 834 1 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3336 2169396.858 238018 1310214 834 3 5 0 0 0 0 0 0 10 0 5 0 0 0 15 0 0 0 0
3337 2168625.672 240138 158120 189 3 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3338 2168996.905 239846 106306 834 4 9 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
3339 2168964.024 239361 117197 834 5 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3340 2168977.818 238803 291979 834 0 7 0 0 0 0 0 0 0 0 0 0 0 6 6 0 0 0 0
3341 2169212.813 239834 88400 834 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3342 2169288.192 240769 63716 834 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3343 2169764.838 240409 52799 834 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3344 2177057.549 241320 413450 837 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3345 2176143.251 239952 511408 837 3 54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3346 2180068.406 247396 458648 830 6 0 0 0 0 0 0 0 38 21 1 12 4 0 76 0 0 0 0
3347 2180047.239 248627 119840 828 6 0 0 0 0 0 0 0 14 0 0 0 0 0 14 0 0 0 0
3348 2179403.72 246778 96343 831 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3349 2179901.666 246396 165016 831 4 3 0 0 0 0 0 0 0 0 0 9 0 0 9 0 0 0 0
3350 2232576.046 260889 3628834 860 3 78 0 0 0 0 0 0 0 0 3 0 0 0 3 0 0 0 0
3351 2217836.143 267074 224740 813 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3352 2204323.141 248718 1007260 462 0 9 0 0 0 0 47 0 0 19 14 51 16 0 147 0 0 0 0
3353 2252235.11 281227 7440729 602 3 60 76 50 0 10 0 0 0 0 0 0 9 0 19 0 0 0 0
3354 2249238.626 275340 3832363 602 9 4 0 0 0 0 300 0 20 41 133 228 38 7 767 0 0 0 0
3355 2263498.252 275354 685226 131 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3356 2243265.625 310001 1966185 350 9 20 0 0 0 0 0 0 0 5 0 0 0 0 5 0 0 0 0
3357 2258297.892 273022 435050 131 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3358 2262449.369 271585 46041853 131 4 40 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
3359 2262689.186 265809 264726 131 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3360 2259243.788 257673 3768186 119 6 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3361 2258719.458 373395 23395406 354 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3362 2240227.33 319587 502333 350 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3363 2255124.113 318570 533679 613 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3364 2227209.296 286167 1429378 364 6 44 0 0 0 0 0 0 0 0 1 0 3 0 4 0 0 0 0
3365 2170597.449 261349 90706 248 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3366 2176392.696 267775 56408 308 1 6 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0
3367 2186277.364 265612 505480 282 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3368 2188834.986 263262 54994 284 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3369 2173011.539 263588 209576 248 1 0 0 0 0 0 0 0 58 0 4 0 4 0 66 0 0 0 0
3370 2178741.875 259821 251524 279 0 1 0 0 0 0 3 0 0 0 0 0 0 0 3 0 0 0 0
3371 2180136.389 260165 129802 289 5 6 0 0 0 0 0 0 0 0 9 0 0 0 9 0 0 0 0
3372 2186782.744 265556 859554 755 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3373 2173980.855 255935 249256 256 5 0 0 0 0 0 15 0 0 0 3 2 0 10 30 0 0 0 0
3374 2174014.425 260864 570933 220 2 59 0 0 0 0 266 0 0 6 6 0 20 0 298 0 0 0 0
3375 2177743.937 252525 227823 273 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3376 2173027.553 256268 77854 256 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3377 2174659.562 262170 145243 215 6 0 0 0 0 0 165 0 0 0 56 29 0 0 250 0 0 0 0
3378 2180552.506 267474 158467 242 4 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3379 2179024.938 267176 122051 311 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3380 2173418.147 243434 97896 908 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3381 2173389.298 258707 297311 849 8 120 0 0 0 0 0 0 0 0 0 0 3 0 3 0 0 0 0
3382 2175160.519 252871 549905 272 2 0 227 1222 0 186 0 0 0 11 0 0 0 0 197 0 0 0 0
3383 2177535.681 254920 109625 273 3 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3384 2170484.827 244953 697214 833 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3385 2195242.804 287403 2479204 684 1 23 0 0 0 4 75 0 0 103 43 0 106 0 331 0 0 0 0
3386 2196438.55 300906 325509 529 9 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3387 2192513.103 289872 2577833 396 7 60 0 0 0 0 25 0 0 68 5 24 10 0 132 0 0 0 0
3388 2202380.602 309563 500220 574 8 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3389 2202820.414 309659 513935 574 3 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3390 2203390.203 310001 259336 574 2 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3391 2200822.057 298002 2505973 531 9 1 0 0 0 0 0 0 0 0 0 0 8 0 8 0 0 0 0
3392 2195706.648 295553 257553 504 2 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3393 2199765.846 288156 10978204 681 7 214 0 0 0 0 0 7 0 0 4 0 0 5 16 0 0 0 0
3394 2213257.518 312160 1966597 876 4 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3395 2218213.817 298248 13673575 346 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3396 2187909.954 292082 15601 505 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3397 2196141.303 304029 220395 529 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3398 2215508.097 309827 402977 875 1 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3399 2217925.258 307547 308117 871 2 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3400 2219971.178 317449 613687 570 3 0 0 0 0 0 7 0 2 0 1 0 8 0 18 0 0 0 0
3401 2217193.489 315992 640349 568 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3402 2196554.64 294336 626735 501 9 84 0 0 0 2 0 0 0 0 3 0 8 30 43 0 0 0 0
3403 2193095.079 295084 12366 396 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3404 2194824.12 294284 2509760 501 4 38 0 0 0 0 69 0 6 40 81 144 35 2 377 0 0 0 0
3405 2193631.011 292648 272898 396 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3406 2222297.294 366676 35049356 687 4 61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3407 2179399.021 290464 1323765 508 8 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3408 2216569.903 328091 42516 570 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3409 2215647.36 327520 1559261 570 8 15 0 0 0 0 0 7 0 0 0 0 0 0 7 0 0 0 0
3410 2194381.866 313469 1332410 527 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3411 2227375.994 363657 319732 623 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3412 2229256.522 359809 13774392 623 8 71 0 0 0 0 0 0 0 0 0 0 4 0 4 0 0 0 0
3413 2232337.98 384091 2566502 628 3 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3414 2217174.764 349328 477829 583 9 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3415 2217467.21 348527 136686 583 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3416 2217304.685 347037 990367 583 9 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3417 2185213.748 293812 1783913 506 3 55 0 0 0 0 0 0 1 0 0 0 28 0 29 0 0 0 0
3418 2217636.399 332738 460090 590 8 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3419 2227562.447 367686 1831210 637 6 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3420 2187563.693 283135 319196 395 0 23 0 0 0 0 0 0 0 0 4 0 0 0 4 0 0 0 0
3421 2189654.735 284321 1329637 395 4 47 0 0 0 0 30 0 4 0 5 8 15 0 62 0 0 0 0
3422 2189718.84 280023 7397861 340 1 0 0 0 0 0 0 5 0 0 0 0 0 0 5 0 0 0 0
3423 2188677.052 281326 404329 395 0 32 0 0 0 0 0 0 0 0 5 0 0 0 5 0 0 0 0
3424 2173964.286 245600 82577 908 2 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3425 2174734.285 245222 170727 908 5 3 0 0 0 0 0 0 0 0 2 5 3 0 10 0 0 0 0
3426 2175543.714 245434 186267 906 1 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3427 2175260.028 244541 153457 907 6 5 0 0 0 0 0 0 0 0 0 0 3 0 3 0 0 0 0
3428 2175481.966 243955 74928 907 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3429 2173474.448 239479 328077 838 5 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3430 2180474.038 249314 205775 319 5 0 0 0 0 0 7 0 27 0 1 2 0 0 37 0 0 0 0
3431 2179789.544 248750 196260 828 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3432 2179614.304 248202 222915 830 2 0 0 0 0 0 7 0 0 0 0 6 0 0 13 0 0 0 0
3433 2180377.42 248982 178963 319 4 0 0 0 0 0 0 0 6 0 0 0 0 0 6 0 0 0 0
3434 2188633.405 272317 810257 282 9 0 0 0 0 0 3 103 0 3 0 0 0 0 109 0 0 0 0
3435 2179289.544 266122 218930 242 2 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3436 2182312.76 248458 57691 319 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3437 2182193.398 248184 58329 319 8 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3438 2181631.335 260132 290207 285 6 0 0 0 0 0 0 0 0 71 0 0 0 0 71 0 0 0 0
3439 2211192.034 342989 60550593 581 2 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3440 2246374.188 375112 9653041 625 5 32 0 0 0 0 0 0 0 0 0 0 3 0 3 0 0 0 0
3441 2194421.122 322397 30790445 527 2 69 0 0 0 0 0 0 0 0 0 3 0 0 3 0 0 0 0
3442 2242939.433 367444 748037 625 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3443 2243755.957 361726 12485259 626 6 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3444 2181171.89 247641 1028686 413 8 15 0 0 0 0 0 0 14 0 0 0 0 287 301 0 0 0 0
3445 2180107.713 244586 83146 831 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3446 2181643.158 245177 92851 414 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3447 2180630.269 243742 83937 410 5 3 0 0 0 0 0 0 0 0 0 4 5 0 9 0 0 0 0
3448 2181065.278 244228 103388 414 9 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3449 2181810.236 243905 202311 417 7 16 0 0 0 0 7 0 0 0 0 0 0 0 7 0 0 0 0
3450 2181215.737 243476 262780 412 2 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3451 2182390.657 243655 101798 417 5 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3452 2181183.284 241596 144708 412 6 0 0 0 0 0 0 0 0 0 0 3 0 0 3 0 0 0 0
3453 2150398.186 250384 5727031 150 8 38 0 0 0 0 0 74 0 30 14 0 0 0 118 0 0 0 0
3454 2179172.581 254490 155268 297 5 16 0 0 0 4 0 0 15 0 0 0 0 0 19 0 0 0 0
3455 2179538.12 255079 191157 299 2 7 0 0 0 0 0 0 2 1 50 0 8 12 73 0 0 0 0
3456 2183261.352 246303 241110 416 6 5 0 0 0 0 0 0 25 0 0 0 0 0 25 0 0 0 0
3457 2186196.347 249879 145621 321 4 9 0 0 0 0 0 0 0 0 0 0 6 0 6 0 0 0 0
3458 2186041.598 249442 90337 321 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3459 2185624.67 246876 253227 418 5 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3460 2185849.191 247391 155318 418 2 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3461 2185977.494 246756 242387 418 4 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3462 2183052.717 245206 282322 416 8 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3463 2191446.241 249941 1117622 426 5 14 0 0 0 0 0 0 0 6 2 0 5 0 13 0 0 0 0
3464 2244907.059 313927 19236426 350 6 124 0 0 0 0 0 5 0 0 14 0 4 0 23 0 0 0 0
3465 2238266.928 312806 26808066 350 3 151 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0
3466 2251090.099 337119 34968346 361 4 52 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
3467 2249477.998 269232 1988517 703 0 71 0 0 0 0 0 0 0 0 0 0 6 0 6 0 0 0 0
3468 2251707.34 252502 1164515 127 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3469 2256105.76 239649 980971 118 9 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3470 2266301.729 248743 2568699 113 1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3471 2250623.535 244152 1332432 606 8 35 574 0 0 67 0 0 0 0 2 0 0 0 69 0 0 0 0
3472 2207577.443 324496 2618158 576 4 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3473 2227337.548 333177 13127711 616 8 96 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0
3474 2184788.36 293310 633599 506 7 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3475 2189793.528 301542 559649 525 3 17 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
3476 2226223.063 359435 1074910 623 6 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3477 2221575.199 327734 531405 592 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3478 2230608.275 321012 573332 596 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3479 2211787.324 331966 994937 586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3480 2179276.55 259188 144098 293 2 3 0 0 0 0 0 0 0 50 0 6 0 0 56 0 0 0 0
3481 2180344.138 258431 86516 293 3 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3482 2179169.053 255388 158495 266 5 1 0 0 0 0 2 0 0 0 5 1 0 0 8 0 0 0 0
3483 2183838.641 248321 351525 415 1 133 0 0 0 0 0 0 0 0 15 0 0 0 15 0 0 0 0
3484 2183463.008 257696 149268 723 7 0 0 0 0 0 0 0 0 51 0 0 0 0 51 0 0 0 0
3485 2184125.659 258138 125063 723 5 0 0 0 0 0 0 0 0 0 9 0 0 0 9 0 0 0 0
3486 2183856.175 257523 135389 723 8 0 0 0 0 0 0 0 0 0 128 0 0 0 128 0 0 0 0
3487 2184667.706 257165 151419 723 2 6 0 0 0 0 0 0 0 6 24 13 0 0 43 0 0 0 0
3488 2185410.563 257727 289104 724 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3489 2184991.994 257913 293456 723 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3490 2185924.652 259293 97134 286 8 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3491 2185755.865 258909 102355 286 9 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3492 2190613.721 268477 171805 344 0 0 0 0 0 0 0 0 0 0 0 50 0 0 50 0 0 0 0
3493 2173428.883 245846 109621 908 7 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3494 2178802.687 250695 397713 828 0 12 0 0 0 0 0 0 0 0 0 0 10 0 10 0 0 0 0
3495 2187569.411 267924 329142 282 4 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3496 2188658.68 265110 165761 284 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3497 2188500.153 264754 179651 284 2 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3498 2233806.941 336861 28155947 597 1 176 0 0 0 0 3 0 3 0 0 0 3 0 9 0 0 0 0
3499 2232968.85 341594 2413101 346 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3500 2211803.423 331435 365620 586 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3501 2202005.165 325912 494902 578 3 50 0 0 0 0 0 0 9 0 1 0 0 0 10 0 0 0 0
3502 2199560.032 323370 979947 527 2 27 0 0 0 1 3 0 0 2 18 7 2 1 34 0 0 0 0
3503 2184599.632 245233 82748 418 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3504 2182732.932 241016 185310 157 7 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3505 2185159.919 243104 109020 418 1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3506 2171824.608 271131 449095 310 9 0 0 0 0 0 0 0 0 0 2 0 5 0 7 0 0 0 0
3507 2180807.45 251668 137818 316 0 0 0 0 0 0 0 0 9 0 0 2 0 0 11 0 0 0 0
3508 2181416.94 254270 201637 299 9 0 0 0 0 0 0 7 0 30 0 8 0 0 45 0 0 0 0
3509 2181721.494 252928 125387 315 4 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3510 2181872.708 251223 129358 316 5 3 0 0 0 0 0 0 3 0 0 2 7 0 12 0 0 0 0
3511 2183328.207 257393 150230 317 7 3 0 0 0 0 0 7 0 0 3 0 0 0 10 0 0 0 0
3512 2183422.505 256541 68545 317 8 7 0 0 0 0 0 0 0 18 0 0 0 0 18 0 0 0 0
3513 2183839.87 255266 73792 318 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3514 2183853.266 241578 71729 157 2 9 0 0 0 0 0 0 0 0 0 5 0 0 5 0 0 0 0
3515 2180992.941 240492 86665 410 4 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
3516 2181493.797 238790 120841 166 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3517 2182629.601 240002 80087 157 9 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3518 2181937.256 238051 74900 166 3 1 0 0 0 0 2 0 0 0 0 3 0 0 5 0 0 0 0
3519 2183058.869 240871 188149 157 6 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3520 2182635.5 238419 134301 157 1 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3521 2184266.166 237983 4538 157 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3522 2168672.752 274433 460615 252 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3523 2186188.247 256040 74742 317 3 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3524 2186487.585 255546 81473 324 1 13 0 0 0 0 0 0 0 0 0 0 7 0 7 0 0 0 0
3525 2184291.767 255172 149514 318 1 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3526 2184440.275 254380 161235 314 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3527 2184214.169 254110 86612 314 6 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3528 2191118.602 249367 2834592 423 0 132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3529 2194616.795 247400 292913 427 9 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3530 2195276.738 247111 490723 457 1 30 0 0 0 0 0 0 0 1 4 0 6 0 11 0 0 0 0
3531 2197003.815 246268 134720 457 2 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3532 2215275.393 252785 3095319 765 4 48 0 0 0 0 0 0 0 0 3 0 1 0 4 0 0 0 0
3533 2211960.009 249297 6715210 476 4 475 0 0 0 22 0 13 38 21 836 130 80 73 1213 0 0 0 0
3534 2211462.546 252918 418643 765 7 26 0 0 0 0 0 0 0 7 9 6 0 0 22 0 0 0 0
3535 2249903.578 317543 15256287 349 8 69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3536 2238195.361 285363 51517848 372 0 1043 610 763 0 196 0 0 17 37 12 0 14 9 285 0 0 0 0
3537 2246151.504 342213 47606254 362 8 45 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
3538 2250236.173 352979 1479180 346 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3539 2250345.895 306990 6166653 355 5 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3540 2188953.393 265878 235540 284 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3541 2188495.473 261616 179706 326 6 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3542 2188236.729 261018 175847 326 3 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3543 2188807.863 262728 153870 326 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3544 2189306.9 259742 312997 734 8 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3545 2180615.709 265512 169392 242 4 21 0 0 0 0 0 0 0 0 0 0 0 16 16 0 0 0 0
3546 2191875.302 268397 91718 344 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3547 2191817.226 267957 198191 344 7 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3548 2192088.199 268304 105285 344 8 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3549 2187084.272 259405 91826 325 6 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3550 2187552.343 259435 89528 325 4 4 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
3551 2188153.396 259650 117619 325 6 12 0 0 0 0 0 0 0 0 0 0 5 0 5 0 0 0 0
3552 2191599.788 274165 3329161 883 9 0 0 0 0 0 0 0 924 0 4 0 0 0 928 0 0 0 0
3553 2174548.397 250845 206294 305 1 0 0 0 0 0 0 0 0 0 13 0 0 0 13 0 0 0 0
