parcelid xcoord_p ycoord_p sqft_p taz_p block_p hh_p stugrd_p stuhgh_p stuuni_p empedu_p empfoo_p empgov_p empind_p empmed_p empofc_p empret_p empsvc_p empoth_p emptot_p parkdy_p parkhr_p ppricdyp pprichrp
1158 2180659.99 254854 74597 299 4 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1159 2169993.689 266484 223290 307 5 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1160 2172639.321 268164 75614 240 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1161 2162776.863 258292 1020392 380 4 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1162 2185268.121 256270 75507 317 2 9 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0
1163 2184436.4 256636 74276 317 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1164 2250092.933 370996 7740745 625 9 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1165 2233081.997 340803 1437280 346 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1166 2235239.541 323657 11037618 596 0 114 0 0 0 0 0 0 0 0 0 0 0 10 10 0 0 0 0
1167 2207171.835 320215 453732 572 7 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1168 2224571.352 319222 230503 594 9 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1169 2222704.426 318536 1702855 594 4 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1170 2202874.372 317645 2078093 526 4 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1171 2185550.841 254590 149891 318 3 0 0 0 0 0 0 28 0 0 0 0 0 0 28 0 0 0 0
1172 2184674.987 253904 117080 314 4 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1173 2184545.395 253610 112591 314 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1174 2185487.965 253293 158215 322 2 21 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
1175 2185626.625 253608 157137 322 3 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1176 2184733.78 252858 195603 314 2 3 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0
1177 2184648.557 252400 66335 315 8 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1178 2185177.895 251398 378160 321 2 12 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0
1179 2186241.43 239465 373887 422 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1180 2186944.567 250483 156740 331 0 8 0 0 0 0 0 0 5 0 0 3 0 0 8 0 0 0 0
1181 2187651.793 246960 106354 420 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182 2163519.056 265457 1979370 251 6 19 0 0 0 1 1 0 0 0 9 0 0 0 11 0 0 0 0
1183 2159030.132 259316 924268 251 9 39 0 0 0 0 0 0 0 0 0 4 0 0 4 0 0 0 0
1184 2161929.743 253455 2141148 379 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185 2252528.274 328778 102497360 367 0 161 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186 2252547.881 255025 408206 127 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1187 2270984.433 344876 725728 359 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1188 2251658.341 255637 1034695 127 5 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1189 2233498.524 317094 28408102 346 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1190 2247971.45 292792 31647 600 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1191 2248432.891 292510 21961 600 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1192 2221776.592 294703 35183874 536 3 357 0 0 0 0 0 0 2 0 1 10 14 0 27 0 0 0 0
1193 2267916.833 248840 615275 117 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1194 2222661.7 289072 524117 370 2 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1195 2227085.735 285774 434856 364 7 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1196 2232092.376 305865 30743569 356 4 25 0 0 0 0 20 0 0 0 0 0 20 0 40 0 0 0 0
1197 2231041.415 286493 8812761 369 9 152 0 0 0 0 14 0 0 0 12 22 29 0 77 0 0 0 0
1198 2174669.516 255819 108573 268 4 36 0 0 0 0 0 0 0 0 0 0 0 8 8 0 0 0 0
1199 2169827.326 250501 2316237 254 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1200 2171756.604 250851 144548 304 9 0 0 0 0 0 13 0 0 0 8 4 0 0 25 0 0 0 0
1201 2171585.436 250515 98826 304 3 0 0 0 0 0 14 0 0 0 0 2 0 0 16 0 0 0 0
1202 2174662.488 253577 541469 271 9 0 0 0 0 0 0 0 0 0 12 0 1 0 13 0 0 0 0
1203 2176091.499 259598 190685 225 6 0 0 0 0 0 0 0 0 5 0 0 18 0 23 0 0 0 0
1204 2176381.709 259888 49783 274 6 0 0 0 0 0 14 0 7 0 13 0 2 0 36 0 0 0 0
1205 2181398.087 265853 45423 242 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1206 2175077.92 256731 112164 268 9 1 0 0 0 0 0 0 0 8 0 0 3 3 14 0 0 0 0
1207 2175241.348 256291 110557 268 9 45 0 0 0 0 0 0 1 0 1 0 0 0 2 0 0 0 0
1208 2175543.392 256158 113216 268 0 2 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0
1209 2177160.458 256982 660438 263 5 0 0 0 0 0 0 0 0 0 0 0 24 0 24 543 543 800 200
1210 2176297.726 255989 208855 267 5 17 0 0 0 0 0 0 0 0 4 4 0 0 8 0 0 0 0
1211 2175956.187 255972 101847 267 1 16 0 0 0 0 0 0 0 0 0 0 3 0 3 0 0 0 0
1212 2176034.437 255394 210900 267 3 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1213 2176975.765 259349 59832 225 8 0 0 0 0 0 19 0 3 0 0 0 4 0 26 0 0 0 0
1214 2177294.347 259058 188674 276 1 0 0 0 0 0 26 0 0 0 0 0 0 0 26 0 0 0 0
1215 2179340.823 257182 85872 263 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1216 2220547.701 318176 410672 570 8 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1217 2205113.715 316821 281046 526 8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1218 2224694.492 330475 22807634 589 2 100 0 0 0 0 0 0 5 0 3 0 15 6 29 0 0 0 0
1219 2216826.321 272276 741415 440 0 53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1220 2213142.324 260553 948618 475 5 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1221 2216633.49 278576 272344 374 2 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1222 2216844.525 259761 2349489 865 8 55 0 27 0 10 8 0 0 8 25 10 0 1 62 0 0 0 0
1223 2196541.76 271044 1432360 434 2 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1224 2196719.733 271454 300698 434 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1225 2195978.72 270330 236742 434 3 6 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
1226 2196239.959 268846 4489377 897 0 37 0 0 0 0 0 0 0 0 4 0 2 0 6 0 0 0 0
1227 2197166.171 271453 405598 434 6 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1228 2218113.375 280008 4745555 750 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1229 2218053.96 275855 4751501 751 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1230 2209522.002 268379 984900 808 8 0 0 0 0 0 0 0 10 0 0 0 0 0 10 0 0 0 0
1231 2183699.79 246100 114425 416 5 0 0 0 0 0 0 0 17 0 0 0 0 0 17 0 0 0 0
1232 2184418.323 246790 137074 416 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1233 2185852.14 249527 91351 321 6 0 0 0 0 0 0 0 14 0 0 0 0 0 14 0 0 0 0
1234 2185287.153 247031 259135 418 6 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235 2183742.749 245233 63676 416 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236 2183916.43 244798 314262 416 7 0 0 0 0 0 0 0 0 0 0 13 0 0 13 0 0 0 0
1237 2183818.213 243689 111424 418 7 2 0 0 0 0 0 0 0 0 0 53 0 0 53 0 0 0 0
1238 2180100.717 245744 173824 831 5 0 0 0 0 0 0 0 0 0 0 15 0 0 15 0 0 0 0
1239 2180963.521 242866 83188 412 8 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1240 2183585.265 238102 46932 157 7 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1241 2184624.954 252120 64136 315 9 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242 2184153.71 251506 80902 315 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1243 2184431.673 245306 81779 418 3 3 0 0 0 0 0 0 0 0 0 2 2 0 4 0 0 0 0
1244 2170310.627 247549 242820 405 1 0 0 0 0 0 7 0 0 17 0 0 0 0 24 0 0 0 0
1245 2172840.065 267063 251962 240 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1246 2199365.312 252385 730086 452 7 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1247 2213956.812 241377 11242514 27 8 192 0 0 0 0 0 0 0 0 0 0 3 7 10 0 0 0 0
1248 2189132.32 249702 223257 420 7 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1249 2213815.797 252609 182352 765 0 95 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1250 2247958.314 254545 14253118 126 5 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1251 2232814.904 295137 4431739 363 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1252 2221379.796 283849 6302101 370 7 180 0 0 0 0 3 0 0 4 0 7 3 0 17 0 0 0 0
1253 2163392.806 239530 289046 195 7 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1254 2163686.53 240668 390699 195 4 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1255 2164452.194 245236 406749 148 8 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1256 2187045.272 332763 1747737 528 7 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1257 2171759.925 315688 19619296 519 0 54 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0
1258 2166432.342 244932 12666 303 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1259 2166553.098 244238 276006 303 7 2 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
1260 2190434.903 283122 354941 395 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1261 2193040.25 282718 5741399 395 2 0 0 0 0 0 0 0 2 0 0 0 40 0 42 0 0 0 0
1262 2189448.637 286110 408672 393 7 21 0 0 0 0 0 0 0 0 16 10 0 0 26 0 0 0 0
1263 2207470.37 363016 47803746 584 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1264 2194764.131 311492 3440116 526 5 0 0 0 0 0 0 0 0 0 0 5 0 0 5 0 0 0 0
1265 2238686.4 373740 235516 624 8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1266 2194102.584 258280 78095 337 4 4 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
1267 2211777.432 274945 664049 442 2 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1268 2233413.373 271201 10811579 739 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1269 2237231.706 269449 629973 822 8 4 0 0 0 0 0 0 0 0 0 0 5 0 5 0 0 0 0
1270 2227275.616 283864 5093494 369 5 70 0 1206 0 194 13 0 6 0 40 13 8 3 277 0 0 0 0
1271 2182079.557 253982 278836 314 8 2 0 0 0 0 0 0 14 0 0 0 0 0 14 0 0 0 0
1272 2183464.237 251972 199260 315 6 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1273 2181038.137 252197 244284 316 7 4 0 0 0 0 0 0 16 0 0 0 0 40 56 0 0 0 0
1274 2181344.519 252069 246407 316 2 1 0 0 0 0 0 0 28 0 0 6 11 0 45 0 0 0 0
1275 2183321.856 255218 151325 318 5 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1276 2184519.589 255696 76180 318 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1277 2184175.777 241654 281966 157 7 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1278 2183911.087 241056 176602 157 6 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1279 2189268.918 251285 146133 330 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1280 2183023.257 242778 53989 412 9 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1281 2181040.452 242412 83386 412 1 9 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0
1282 2182694.642 241547 60108 412 7 2 0 0 0 0 0 0 0 0 0 2 0 3 5 0 0 0 0
1283 2213725.714 264219 2423778 812 3 88 0 0 0 0 0 0 10 131 228 8 5 0 382 0 0 0 0
1284 2221666.406 263155 221447 486 7 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1285 2216318.135 321914 11149230 570 3 213 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286 2202532.526 322926 2368797 582 2 0 0 0 0 0 0 0 29 0 39 17 6 3 94 0 0 0 0
1287 2211325.695 327054 16550376 585 9 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1288 2184875.369 296353 559299 507 3 18 0 0 0 0 0 0 0 0 0 0 7 0 7 0 0 0 0
1289 2214382.782 334209 842770 590 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1290 2231211.483 340229 250237 346 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1291 2186119.455 252244 87346 322 7 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1292 2186276.392 252567 78416 322 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1293 2157290.913 254813 749120 404 6 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1294 2169780.588 272237 382812 250 7 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1295 2169740.071 273895 529838 250 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1296 2174555.236 281351 3275884 382 6 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1297 2173805.902 267610 133128 309 5 1 0 0 0 0 0 0 0 0 15 0 0 0 15 0 0 0 0
1298 2177245.807 280988 1452474 387 9 169 0 0 0 0 7 0 0 1 4 0 3 0 15 0 0 0 0
1299 2178182.689 280175 985660 386 4 32 0 0 0 0 0 0 0 0 4 0 0 8 12 0 0 0 0
1300 2173244.404 275895 2036549 382 7 204 0 0 0 0 0 0 0 0 4 0 2 0 6 0 0 0 0
1301 2173368.313 274634 405912 382 3 0 0 0 0 0 57 0 0 5 2 56 0 0 120 0 0 0 0
1302 2245781.486 303242 8716020 355 8 83 0 0 0 0 0 0 0 0 2 0 0 7 9 0 0 0 0
1303 2238275.277 305068 10329256 356 3 125 0 0 0 0 0 0 0 0 2 0 0 3 5 0 0 0 0
1304 2221427.942 284248 392390 370 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1305 2259519.984 328395 1010533 371 3 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1306 2274655.864 240425 1490132 111 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307 2271975.074 241908 551789 114 8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1308 2273254.422 240385 1020756 111 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1309 2270221.233 376594 2738585 365 3 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1310 2278218.955 353838 1905179 359 9 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1311 2177000.303 255700 268481 273 3 2 0 0 0 0 26 0 15 45 19 18 20 35 178 0 0 0 0
1312 2177422.723 255594 176411 273 2 8 0 0 0 0 7 0 7 3 7 3 7 5 39 0 0 0 0
1313 2177656.677 255200 128806 273 4 11 0 0 0 0 0 0 0 0 0 0 0 6 6 0 0 0 0
1314 2176489.501 254656 301697 267 3 0 0 0 0 0 0 0 0 0 0 117 2 0 119 0 0 0 0
1315 2178484.5 254285 609566 273 1 0 0 0 0 0 0 0 10 0 0 30 4 0 44 0 0 0 0
1316 2180009.241 249363 175643 828 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1317 2170396.566 248716 307953 304 5 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0
1318 2171248.934 249748 86012 304 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1319 2173601.235 247869 352993 905 4 0 0 0 0 0 0 0 0 0 10 0 0 8 18 0 0 0 0
1320 2172052.476 246983 98455 405 4 8 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
1321 2171973.611 243842 106838 908 7 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1322 2172827.857 244899 89576 908 5 6 0 0 0 0 0 0 0 0 0 0 15 0 15 0 0 0 0
1323 2187257.866 283149 313417 395 9 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1324 2194726.557 281246 3288474 340 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1325 2173437.276 245237 324405 908 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1326 2173690.745 244759 164468 908 1 8 0 0 0 0 0 0 0 0 0 0 3 0 3 0 0 0 0
1327 2175449.922 246130 215322 906 3 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328 2218283.498 348501 332805 583 1 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1329 2227167.936 323934 867748 595 9 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1330 2225029.265 320481 1382035 594 7 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1331 2222992.258 327055 4571263 593 0 33 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0
1332 2196703.715 328839 2002624 527 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1333 2199862.444 273065 409634 341 4 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1334 2197064.15 270474 112411 434 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1335 2200675.134 273403 3565080 341 0 49 0 0 0 0 0 0 4 5 0 2 6 19 36 0 0 0 0
1336 2200786.233 272109 466116 898 2 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1337 2193313.832 266903 554557 334 8 20 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0
1338 2195039.704 264239 431766 335 2 23 0 0 0 0 0 0 0 0 5 0 0 0 5 0 0 0 0
1339 2194185.911 266990 157113 334 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340 2194414.392 258524 132944 337 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1341 2212560.126 255353 1024372 472 3 1 0 0 0 8 16 20 24 57 108 61 18 0 312 0 0 0 0
1342 2206590.628 272002 634175 446 3 9 0 0 0 0 0 0 0 0 0 0 6 0 6 0 0 0 0
1343 2181567.81 251753 378159 316 3 0 0 0 0 0 15 0 0 0 2 6 3 36 62 0 0 0 0
1344 2182342.84 252166 163178 315 7 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1345 2181875.955 252453 125326 315 8 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1346 2181802.934 251667 61015 316 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1347 2182925.181 256490 152621 318 3 7 0 0 0 0 0 0 0 0 2 0 0 2 4 0 0 0 0
1348 2189225.116 253913 316919 328 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1349 2187158.739 245728 697155 419 9 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1350 2216337.688 247862 4682046 853 4 201 0 0 0 0 0 0 0 0 4 0 7 0 11 0 0 0 0
1351 2216537.872 245643 2043645 854 4 61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1352 2211924.076 251449 296383 765 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353 2217846.051 253895 573797 764 6 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1354 2213181.159 251378 239231 765 8 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1355 2245720.5 296361 863034 565 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1356 2236741.041 306608 487687 356 1 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1357 2222809.738 287158 452772 370 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1358 2273803.017 240197 312271 111 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1359 2190244.818 311132 3101078 509 7 42 0 0 0 0 0 0 0 4 0 0 0 0 4 0 0 0 0
1360 2193504.962 315326 314703 524 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361 2167988.816 313954 6919200 518 9 32 0 0 0 0 0 0 0 0 4 0 0 0 4 0 0 0 0
1362 2180322.32 285073 817372 386 4 25 0 0 0 0 27 0 0 6 4 7 6 0 50 0 0 0 0
1363 2179921.243 285663 964899 387 3 13 0 0 0 0 0 0 0 0 11 12 3 0 26 0 0 0 0
1364 2176993.84 256572 1387627 266 6 292 0 0 0 0 74 0 29 0 9 13 42 0 167 0 0 0 0
1365 2192038.902 269315 103975 344 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1366 2176893.041 264223 219005 909 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1367 2192695.937 274409 739296 883 3 0 0 0 0 0 0 0 0 0 0 3 0 6 9 0 0 0 0
1368 2189002.375 270526 2273152 282 7 17 0 0 0 0 0 0 52 0 0 56 1 7 116 0 0 0 0
1369 2189473.682 270082 373437 282 0 1 0 0 0 0 0 0 30 0 25 0 22 8 85 0 0 0 0
1370 2191178.323 271178 543997 282 5 9 0 0 0 0 3 0 0 0 0 18 0 47 68 0 0 0 0
1371 2192453.223 272231 195982 883 7 0 0 0 0 0 0 0 10 0 9 0 0 0 19 0 0 0 0
1372 2192193.079 270224 99318 344 8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1373 2199417.603 325704 1289141 527 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1374 2220337.422 317799 550935 570 6 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1375 2230014.306 343270 696774 346 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1376 2233873.238 356159 537137 621 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1377 2210928.429 332216 521700 582 6 21 0 0 0 0 0 0 13 0 5 0 0 0 18 0 0 0 0
1378 2208435.345 329702 563956 582 6 0 0 0 0 0 32 0 0 0 6 20 0 0 58 0 0 0 0
1379 2208691.601 272856 3530303 442 1 172 0 0 0 0 0 0 0 16 3 0 0 0 19 0 0 0 0
1380 2213044.348 274963 265870 887 2 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1381 2213078.116 255978 62376 472 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1382 2235418.256 270594 5481146 822 4 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1383 2197686.827 255919 769550 449 6 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1384 2240132.504 280785 744948 817 2 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1385 2185326.445 245487 125365 418 5 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1386 2185257.366 240408 4413563 158 0 75 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0
1387 2180596.513 240783 864716 410 1 0 0 0 0 0 0 0 0 0 0 30 0 50 80 0 0 0 0
1388 2181155.349 239491 274807 166 6 2 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
1389 2180061.036 238757 154635 166 4 10 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0
1390 2181043.668 239101 156038 166 2 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1391 2182219.619 239820 122278 157 6 9 0 0 0 0 23 0 0 0 0 0 0 0 23 0 0 0 0
1392 2182664.157 255820 599088 318 5 8 0 0 0 0 0 0 20 0 0 0 0 0 20 0 0 0 0
1393 2185315.36 252900 79484 322 5 9 0 0 0 0 4 0 3 0 7 1 0 0 15 0 0 0 0
1394 2183578.306 240081 92209 157 1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1395 2192753.484 311858 1218252 524 3 11 0 0 0 0 0 0 0 0 12 0 3 0 15 0 0 0 0
1396 2185620.465 296322 385838 506 4 31 0 0 0 0 0 0 0 0 2 3 5 6 16 0 0 0 0
1397 2218258.615 363415 299862 687 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1398 2228706.372 366356 697146 623 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1399 2192460.23 306062 7624552 525 4 89 0 0 0 0 0 0 2 27 45 6 8 22 110 0 0 0 0
1400 2192620.814 307538 260685 525 6 3 0 0 0 0 0 0 0 0 10 0 4 0 14 0 0 0 0
1401 2233467.719 383520 345424 628 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1402 2174454.708 269316 117033 309 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1403 2175766.921 276217 257165 310 7 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1404 2187432.191 255217 166456 324 8 0 0 0 0 0 0 0 0 0 0 0 4 0 4 0 0 0 0
1405 2186806.902 255042 83658 324 7 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1406 2187741.54 254777 121038 324 4 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1407 2187353.47 252242 251981 327 6 2 0 0 0 0 0 0 27 7 0 2 0 0 36 0 0 0 0
1408 2188462.49 252371 137169 328 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
