ID LINKS XCOORD_P YCOORD_P
15885 3 2225212 251610
32990 3 2226183 252824
32982 3 2226222 252828
32991 3 2226189 252853
33008 3 2225603 251333
33006 3 2225638 251472
32800 3 2229723 271609
32792 3 2229803 271697
13938 4 2230202 272217
16010 4 2203676 247800
27963 2 2203820 247419
27004 2 2203799 247467
32692 3 2224233 247027
32690 3 2224383 246971
32687 3 2224415 247455
32693 4 2224361 247329
32694 1 2224131 247070
32699 3 2220700 247276
32700 1 2220631 247363
32702 2 2220870 247387
33010 3 2224012 252124
15861 3 2223838 252195
33020 3 2224187 252067
33016 3 2224141 252103
32691 3 2224484 247277
15150 3 2224118 252034
33017 3 2224112 252052
33018 3 2224157 252023
33019 3 2224175 252031
32736 2 2224276 269231
32759 2 2226379 269402
32761 2 2225944 269122
32709 1 2220617 246511
32710 3 2221123 244707
25015 3 2221442 244545
28101 2 2202933 247063
28100 2 2202921 247121
32714 1 2220650 245087
32715 3 2220919 244961
33009 3 2224292 251999
32689 3 2224662 246949
32688 3 2224727 247175
28092 2 2202971 246896
28093 2 2202961 246943
32762 2 2225549 269155
32712 3 2221182 244841
28089 2 2202986 246830
28097 2 2202949 247005
32686 3 2225039 247043
32713 1 2221070 245239
33107 2 2199788 274186
33108 3 2199970 274113
32752 2 2225648 269487
32744 3 2225106 269530
32696 1 2224318 247495
33083 4 2182288 263093
32701 3 2220709 247258
33001 3 2225642 251388
27966 2 2203844 247365
32725 3 2220803 240320
26390 4 2220926 240591
32729 3 2266783 257980
32730 1 2267005 258390
32723 1 2225359 242952
32724 3 2224950 243134
27136 2 2266154 258280
32721 1 2224522 243880
32728 1 2221348 239866
32726 3 2221194 240095
32727 1 2221548 239992
32698 3 2220549 247337
16224 3 2221156 247928
32734 2 2224080 269131
27989 1 2203845 246961
27985 1 2203829 247001
32794 3 2229605 271735
27980 2 2203959 247253
27978 2 2203905 247296
27982 2 2203998 247224
27984 2 2204058 247177
16005 3 2203813 247852
16006 3 2203891 247890
16747 2 2203946 247806
24703 3 2203753 247601
26668 2 2203689 247731
32695 1 2224256 247373
32703 3 2220818 247200
24623 3 2203731 248099
17003 2 2203997 247756
15842 3 2201614 252844
15840 3 2201641 252895
15905 3 2200785 250977
15895 3 2200923 251291
15830 3 2201747 253140
24012 4 2202215 252273
15854 3 2201503 252588
24063 4 2202074 251952
15866 3 2201356 252266
24135 3 2201933 251630
15874 4 2201217 251938
24197 3 2201656 251330
24173 3 2201365 251458
24240 3 2199739 251125
24123 4 2199989 251699
24241 3 2202185 251097
24221 3 2201945 251201
24270 3 2200075 250979
24156 4 2200319 251556
24271 3 2201851 250960
24292 3 2200370 250854
24183 4 2200617 251423
24293 3 2201094 250837
24323 3 2201347 250650
24536 2 2201506 248784
24537 3 2201837 248961
24548 3 2201480 248718
27597 2 2201627 249047
27600 2 2201432 250604
15959 4 2200202 249658
24319 4 2199838 250700
15855 3 2201479 252537
15960 3 2200364 250038
16393 2 2200435 250192
15915 3 2200667 250718
15928 3 2200529 250396
24410 3 2199788 249841
24445 4 2200545 249508
24446 1 2200674 249819
24462 4 2200875 249362
24463 1 2201034 249730
16633 3 2200101 248500
24261 3 2199982 251018
24397 3 2199514 249959
24480 4 2201245 249197
24563 3 2200989 248609
24481 1 2201392 249548
23763 3 2200551 253669
23860 3 2200283 253066
23813 3 2200419 253373
23909 4 2200884 252798
23964 4 2200752 252498
23916 3 2200151 252767
23974 3 2200027 252482
24036 4 2200610 252202
24002 3 2200277 252349
23991 3 2199684 252392
24031 3 2199898 252229
24102 4 2199718 251806
24039 1 2199542 252179
23978 3 2200018 252460
15886 3 2201061 251591
15868 3 2201341 252226
24054 3 2200905 252070
27042 2 2201118 251981
23805 3 2201146 253404
23855 4 2201017 253101
24509 4 2202639 249004
24510 3 2203408 249105
24539 4 2203240 248747
24549 4 2202498 248672
24550 2 2202065 248869
27598 3 2201984 248908
27599 1 2202016 248999
24511 1 2202318 249136
24253 1 2202330 251007
24529 2 2203988 248804
23949 3 2202356 252591
23990 3 2202879 252362
24051 2 2202726 252063
24114 1 2202572 251737
24181 1 2202407 251423
24028 1 2203171 252205
15113 2 2204853 244097
15385 2 2205268 245742
15446 2 2206161 246026
15414 2 2207371 246429
27048 3 2206190 246197
15118 2 2205298 243085
15120 2 2204997 243741
15023 2 2204905 243963
15388 2 2204784 243791
15306 2 2204711 243914
32611 3 2226557 213688
32613 2 2226754 213858
32632 2 2188652 254152
24808 4 2204952 246700
24809 3 2205762 247300
24763 3 2204676 247088
24831 3 2205103 246501
24832 3 2206026 246767
27049 3 2205308 245972
28000 2 2204470 246678
27008 2 2204355 246841
32704 2 2220879 247343
4397 3 2232610 271296
27050 3 2205507 247662
28175 2 2205349 247548
24839 3 2204606 246443
24896 3 2204718 245938
32705 1 2220887 247168
32964 1 2165698 302652
32961 3 2165944 302981
32973 2 2245313 209156
32974 2 2245220 209428
30308 2 2245768 209569
32971 2 2245395 209685
32975 2 2245362 209033
32989 3 2226168 252813
32969 2 2245174 209577
6171 4 2168551 295843
32965 1 2168019 296716
32983 3 2226148 252751
30313 3 2245671 208071
32828 1 2176676 271719
28013 2 2204551 245835
32996 3 2225720 251385
33000 3 2225677 251432
15859 3 2226033 252225
32848 1 2187050 291315
32979 3 2226053 252859
32963 1 2166141 302983
32802 2 2229676 271528
32977 3 2241387 243094
27202 3 2241167 243189
32978 1 2241500 243396
32810 1 2199803 253659
4254 4 2182310 300789
32851 1 2194343 298730
32852 3 2194871 299056
7013 3 2193751 300700
32637 2 2189142 253424
32638 1 2189300 253465
32612 3 2226439 214874
32634 2 2188988 253616
32633 2 2188935 253903
32639 1 2188793 253189
32635 2 2188882 253397
32609 4 2226182 213456
30670 3 2226162 214009
32673 3 2232376 245755
32672 3 2231910 245969
32627 2 2188873 254110
30661 4 2226145 214879
32647 1 2239957 251295
32644 3 2240426 250419
32679 3 2230055 249039
27198 3 2230160 249419
32652 2 2242191 252878
32678 1 2229208 249232
28215 2 2204789 247151
28216 2 2205054 247338
24764 3 2204655 247113
24782 3 2204321 246896
32610 1 2225652 213666
16267 2 2231405 245841
27995 2 2204291 246935
27992 2 2204255 246986
27991 2 2204212 247044
32628 2 2188976 254347
16265 1 2232337 245791
32660 3 2241816 260588
32662 1 2241971 260684
32648 1 2242600 253016
32682 3 2229557 248804
32683 3 2229182 248958
15664 3 2242357 253302
25318 3 2241433 256420
24466 3 2228966 249052
32643 3 2240684 250301
32661 1 2241591 260709
32680 3 2229256 248928
32681 1 2229313 249044
32657 2 2241742 252870
32650 1 2243352 252281
32676 3 2220683 251224
27082 3 2220881 251675
32677 1 2221139 251260
32663 1 2241603 260309
32664 3 2228747 258430
15683 3 2228959 258884
32674 1 2226696 249993
32630 2 2189057 254315
32631 1 2189574 254097
32629 2 2189196 254258
32603 2 2211556 250260
32614 3 2226755 214709
32605 1 2217710 246737
32606 1 2217775 247163
32600 2 2211528 250376
32636 3 2189010 253518
32608 1 2226245 213030
32615 1 2227019 214715
32665 3 2228252 258637
12076 3 2225438 260996
32640 3 2241368 249986
15668 3 2241512 250243
15107 2 2205891 245740
15415 2 2207601 246511
24635 1 2208622 247950
15902 3 2207489 251009
15877 3 2208358 251682
15938 3 2206454 250211
15907 3 2207323 250880
16341 2 2206823 249675
16342 3 2206468 249938
24222 1 2208635 251131
24248 1 2206769 251921
24251 3 2208133 250985
24148 3 2208360 251511
24458 3 2207389 249352
16198 2 2205507 249468
16236 3 2204726 248682
32655 1 2241320 253125
32668 3 2235495 256220
22419 3 2235598 256395
32669 1 2235120 256249
15942 4 2206207 250016
15030 3 2206091 249924
15031 3 2206336 249970
15952 3 2208497 249736
16340 4 2207398 249381
24343 4 2207895 250466
24377 3 2208655 250141
15961 3 2207959 249550
24364 3 2208274 250295
24515 3 2208237 248911
15958 3 2208076 249591
23938 3 2208105 252583
23894 3 2207582 252808
23971 3 2207340 252424
23895 2 2207513 252833
24061 3 2208527 251913
26671 2 2208187 252868
26740 2 2207480 253586
24013 1 2207249 252227
26741 1 2207333 253614
15878 3 2208462 251763
16407 3 2208650 251907
16735 3 2208547 251968
3699 3 2203978 261988
3697 4 2204141 262223
4000 2 2202795 259817
3708 2 2203584 261122
10327 3 2203864 265387
10328 1 2204022 265818
10516 3 2203320 263108
10336 3 2204577 265356
11924 2 2207693 260125
11925 2 2206567 260240
11926 1 2206425 260050
13589 3 2207927 260473
13590 2 2207901 260418
10438 3 2205233 264204
13993 2 2203803 264750
14508 3 2202406 259082
14509 2 2204075 259237
28600 2 2204292 256487
15726 3 2202018 257033
15727 4 2202148 257325
3998 3 2202080 259370
16296 2 2201701 255538
16297 3 2201566 255977
16304 2 2201668 256229
23204 3 2201712 257511
23171 3 2201018 257804
23262 3 2202592 257143
23213 3 2202727 257443
23287 3 2201483 257003
23253 3 2200897 257253
23291 3 2200770 256990
23292 3 2203010 256957
23248 3 2203151 257264
23294 1 2200324 256972
23295 3 2199818 257030
23655 3 2201353 254407
15777 3 2201867 255397
23680 3 2201633 254285
23153 3 2200754 257918
16303 3 2202568 258279
23407 3 2200337 256131
23362 3 2200469 256449
23469 3 2199817 255621
23387 3 2200058 256231
23474 3 2200736 255570
23396 3 2201058 256192
23452 3 2200699 255705
23487 3 2200072 255503
26667 2 2200661 255297
23555 3 2199851 255065
23543 3 2199617 255168
23388 1 2200081 256326
23656 1 2201215 254468
23316 3 2201383 256773
23350 2 2201259 256492
23321 3 2200581 256723
23380 3 2200772 256317
3985 2 2200551 259307
23051 3 2200093 258601
23014 3 2200519 258797
22973 3 2200449 259033
23130 3 2200357 258083
23212 1 2199750 257627
23095 3 2200203 258333
27403 2 2200507 258470
23042 3 2200859 258669
23107 3 2200006 258244
23190 1 2200009 257789
23198 3 2200933 257603
23228 1 2201357 257403
16186 2 2201124 259217
16187 3 2200752 259265
27404 2 2200906 258728
23332 3 2202923 256633
15739 3 2201880 256719
16298 2 2202397 254557
15776 3 2202105 255206
15744 3 2201745 256408
23375 2 2201925 256333
23441 1 2201690 255789
16300 2 2202616 258687
23037 3 2203086 258661
15686 3 2202549 258806
23072 3 2203564 258443
23214 1 2203154 257617
22965 3 2203348 259253
16301 2 2202274 257621
16302 2 2202389 257877
3999 2 2202665 259703
15687 3 2202338 258998
16234 2 2202114 259301
23252 1 2203397 257528
27414 1 2203634 258604
22964 2 2203693 259074
22981 3 2203224 258961
10517 1 2203498 263266
10496 3 2203235 263227
10536 3 2200816 262935
10489 3 2201019 263399
10474 3 2200735 263626
10538 3 2199469 262888
10544 3 2201170 262778
10511 2 2201323 263150
10565 3 2201032 262522
10566 3 2200226 262584
10584 3 2200916 262328
10583 3 2199892 262352
10697 1 2200163 261088
10630 3 2199936 261727
10747 1 2200451 260602
10748 3 2200028 260697
11837 2 2200735 261828
10614 3 2200000 261989
11820 2 2199373 261042
10556 1 2199893 262629
10564 3 2199424 262542
10386 4 2199742 264739
11839 2 2199810 264889
10321 3 2199664 265474
10322 1 2199846 265898
10307 3 2199469 265560
10379 3 2199508 264839
10401 1 2199985 264595
10475 1 2200603 263741
3709 2 2203902 261835
13531 1 2202711 261792
13529 4 2203294 262274
13530 1 2203315 262602
13532 1 2203273 261826
10497 1 2202279 263784
13797 3 2203556 264194
13798 1 2202622 264627
11875 1 2203608 265662
28599 2 2204537 257257
28598 2 2204701 257753
28597 2 2204574 259019
26872 1 2207749 254724
4147 2 2204708 263126
4164 2 2206917 263930
10512 3 2208711 263071
3485 3 2208173 263759
11952 2 2204364 262101
3698 2 2204191 262292
4001 2 2204617 262922
10330 3 2205253 265369
10302 3 2204943 265585
10337 3 2204996 265320
10331 3 2205773 265534
10335 3 2204900 265345
11874 1 2204195 265539
11873 1 2204671 265139
10292 1 2204914 265792
10612 1 2208610 261928
3741 2 2207929 263877
3486 3 2207897 263793
2165 3 2193490 278204
2048 3 2192603 278869
2043 3 2198978 284215
2277 2 2198885 284633
2050 3 2201603 276908
2360 2 2199257 279969
2415 2 2193104 277926
2413 2 2194226 278310
2587 3 2198983 283942
2586 3 2198700 284125
2592 3 2192326 277859
2593 3 2192570 278836
2747 2 2198948 284211
2560 3 2198858 284614
2596 3 2201579 276886
2820 2 2199236 279951
3224 3 2192455 277896
3743 3 2198785 283241
2275 3 2199241 283503
3280 3 2198605 271184
4045 2 2199312 272198
4105 3 2198844 289084
4206 3 2199687 277333
4209 2 2197201 278460
7531 3 2199493 287579
7532 1 2198283 287817
7559 3 2199366 286984
7557 3 2198199 287004
7820 3 2207422 277996
7817 3 2208255 278152
7816 3 2208250 278097
7824 3 2206307 277816
7815 3 2206194 278132
7832 3 2195308 277619
3672 3 2195778 278701
7833 1 2194441 278308
7937 3 2199046 275577
7869 4 2197959 276894
7951 1 2198748 275371
8123 3 2199049 272920
8092 3 2198475 273218
8126 3 2199061 272917
8084 3 2198876 273640
8305 3 2198875 270691
8282 3 2199664 271218
8363 3 2198936 270153
8639 3 2197011 268008
8594 3 2199382 268253
8637 3 2199450 268009
11828 2 2208523 277983
11834 2 2198954 272756
10243 3 2199162 266587
11838 2 2199129 266969
11921 2 2199481 273943
12114 3 2204691 277959
12115 1 2205115 278443
12222 3 2199569 274144
12223 3 2196826 274756
13635 2 2198396 268471
4600 3 2202481 277432
13655 1 2201835 278533
13682 1 2198871 288633
13835 1 2198957 282700
14486 2 2199828 277768
14487 2 2198413 280690
14538 2 2191674 277839
14499 3 2191718 278822
7995 3 2199822 274717
3707 2 2196126 278681
3328 3 2194155 267720
3327 3 2194211 267743
7857 2 2195114 277192
7943 3 2193972 275458
7942 3 2194639 275488
7944 3 2194217 276024
8008 1 2194105 274556
7966 4 2194870 275090
8043 1 2193802 273888
8196 3 2197004 271899
8187 3 2197254 272062
8201 3 2192537 271880
8192 3 2192539 272797
8191 3 2192197 272033
8204 3 2196619 271835
8205 3 2196279 272050
8215 4 2190419 271780
8181 3 2190613 272214
8225 4 2193694 271645
8138 3 2194735 272843
8234 4 2190761 271622
8190 3 2190964 272057
8235 3 2192000 271599
8240 3 2194131 271520
8248 3 2196026 271466
8280 3 2197651 271027
8374 1 2194178 270076
8369 4 2194016 270147
8438 4 2194233 269559
8423 4 2193837 269742
8482 4 2194054 269154
8506 4 2194435 268986
8590 3 2194132 268317
8550 3 2194291 268668
8646 4 2194075 267971
8632 3 2194376 268079
10180 2 2194233 267299
10185 2 2194010 267439
10226 3 2193811 266866
10227 2 2194520 266937
10233 2 2194165 266767
11871 2 2194267 271030
11870 4 2193973 271159
8388 2 2194456 270992
8346 4 2193702 270542
8182 3 2190268 272368
11972 3 2195950 272368
11973 1 2195170 271459
8256 4 2193558 271341
3312 3 2194791 268701
8275 4 2191800 271153
8264 3 2191455 271311
8310 3 2191582 270737
8484 3 2191845 269148
8478 3 2191641 269241
8511 3 2192242 268962
8501 4 2192047 269051
8512 4 2193475 268931
8468 4 2193655 269333
8487 4 2193070 269110
8520 3 2191261 268900
8509 3 2191069 268985
8524 4 2192476 268876
8475 3 2192661 269289
8534 4 2191453 268814
8539 3 2193877 268756
8545 4 2191657 268721
8546 4 2192893 268704
8556 4 2191867 268631
8560 4 2190895 268598
8607 4 2191694 268240
8624 3 2191889 268154
10224 4 2191614 266922
10134 3 2191917 267630
10231 4 2191842 266822
10261 4 2191822 266385
10251 3 2191449 266542
10271 1 2191722 266155
10132 3 2191934 267671
8664 3 2191520 267850
13600 2 2191750 270661
8424 4 2193429 269921
8617 3 2190712 268200
8618 1 2190436 268318
10225 1 2189782 267705
8573 3 2191090 268509
8584 3 2191282 268426
8592 3 2191487 268333
8561 1 2190664 268695
8274 4 2190561 271184
8262 3 2190225 271334
8309 3 2190370 270760
8342 1 2191022 270361
8301 4 2191264 270876
8354 3 2189855 270319
8355 3 2190223 270410
8356 2 2189331 270377
8435 3 2189567 269644
8489 3 2189837 269526
8488 3 2189664 269128
13986 2 2189511 269203
13985 2 2189687 269590
8299 3 2190037 270907
8216 1 2190251 271855
8479 2 2191260 269413
3449 4 2193588 267501
3674 3 2192827 266393
3461 3 2193004 266787
8572 3 2193293 268529
8626 3 2193122 268124
8597 4 2192717 268299
8677 4 2192943 267722
8672 3 2192792 267794
8676 3 2193496 267745
10158 3 2192580 267457
8670 3 2192741 267815
10146 3 2192384 267543
10160 3 2192340 267444
3450 4 2193260 267368
10144 3 2193342 267550
10174 3 2192772 267360
10191 3 2192839 267208
13988 2 2192842 266862
10223 3 2192123 266930
10205 3 2192454 267059
10236 3 2191989 266747
10253 4 2192509 266521
10222 3 2192691 266930
10246 3 2192326 266600
13989 2 2192656 266460
8575 3 2192302 268485
8570 4 2192060 268542
8636 3 2192123 268083
8581 3 2192285 268449
8659 4 2192540 267901
8642 3 2192108 268054
8668 3 2192723 267822
10234 1 2193327 266757
3460 3 2193045 266882
10179 3 2193664 267305
11976 3 2193864 267383
14056 2 2193736 266869
11977 1 2193929 267155
8587 3 2193698 268350
8650 3 2193518 267952
14013 2 2193676 268845
8674 3 2193439 267770
8574 3 2193754 268482
8277 4 2192965 271107
8278 2 2192694 271218
8311 4 2192776 270698
8345 4 2193608 270330
8357 4 2192594 270286
8373 4 2193017 270103
8327 4 2193194 270516
8428 4 2192835 269694
8469 4 2193246 269512
8338 4 2192191 270472
13598 4 2192086 270518
8376 2 2191799 270156
13599 3 2192250 270698
8337 3 2192387 270386
8390 3 2192204 269970
8408 4 2192414 269877
8430 3 2191841 269679
8375 4 2192003 270059
8451 3 2192238 269475
8457 1 2191730 269427
8300 3 2192398 270874
8286 2 2192133 271036
14025 2 2192354 271467
13601 2 2191996 270554
13995 2 2193925 269943
13996 2 2193517 270125
14014 2 2193853 269243
8226 2 2193282 271812
8308 3 2193376 270929
8241 3 2193150 271524
8246 3 2194105 271458
8307 3 2193288 270728
14002 2 2193079 271370
14001 2 2193169 271022
4033 3 2191211 277435
4212 2 2191831 277702
8045 3 2192998 273834
8046 1 2190721 274585
14532 4 2190087 276546
8148 1 2190248 274585
4032 2 2190566 276913
14533 1 2189655 277085
32597 3 2190976 277274
7888 1 2191504 276582
3298 3 2196574 270291
3297 3 2196649 270302
3310 4 2194802 268814
3311 3 2194972 269234
8502 3 2195129 269006
8427 2 2195774 269680
8461 3 2194618 269395
8515 1 2197166 268781
8516 3 2197171 269360
8526 4 2197615 268814
8527 1 2197747 269139
8528 1 2198309 268805
8678 3 2196247 267689
8679 1 2196662 268643
10128 3 2196696 267660
8279 3 2196975 271040
13626 2 2196620 270182
3295 3 2197392 270490
10145 3 2195431 267519
8630 3 2195277 268071
8631 1 2195431 268269
3322 3 2194951 268029
10151 1 2194746 267488
3321 3 2194584 267888
10154 3 2195758 267456
10155 1 2195863 268964
10209 1 2195289 267012
10150 3 2195488 267480
3988 2 2194956 268171
3317 2 2194939 268414
4255 3 2194690 268504
8540 2 2195135 268736
3323 3 2194382 267810
10164 3 2195594 267393
3673 3 2195529 269937
3299 4 2196499 270283
8387 3 2194407 269957
11872 2 2195872 270831
8415 2 2195027 269846
8467 3 2194687 269366
3990 2 2195687 270062
3989 2 2196212 270274
10183 1 2198769 267389
3294 3 2197497 270520
3288 3 2197977 270731
8323 3 2197543 270692
8334 3 2198231 270388
8298 3 2198784 270843
8348 3 2198678 270256
13627 2 2197137 269436
8365 1 2197392 270144
14009 2 2196783 271810
8462 3 2198233 269350
8485 1 2198107 269073
3279 3 2198391 271000
8283 1 2198041 271296
8276 2 2198833 271062
7911 3 2197060 276239
7912 1 2196391 276543
8128 3 2194830 272949
8070 3 2197327 273438
8116 3 2196803 273121
8129 2 2195626 273607
12224 3 2196583 275263
12225 1 2196250 275039
12226 2 2196106 274721
7941 1 2195478 275444
7967 1 2195546 275135
8038 1 2198239 273889
8028 3 2197437 274014
8083 3 2198103 273291
8122 3 2197140 272945
8188 1 2197779 272721
8115 3 2197050 272981
11833 2 2196951 272933
8029 1 2197477 274247
7871 2 2197454 277112
7892 3 2197750 276459
7880 4 2197257 276688
7919 2 2197558 276043
7881 1 2196993 276810
7870 1 2198085 277212
2047 3 2194153 278408
2046 3 2192194 283405
2189 3 2192561 283921
2225 2 2192263 283766
2009 2 2192571 284544
2226 2 2192632 284515
31753 2 2193268 286060
2224 2 2195782 287113
2588 3 2192110 283495
2589 3 2191979 284524
2041 3 2192491 284452
31756 2 2193248 286097
2721 2 2195742 287203
2273 3 2198539 283392
4167 2 2195830 282781
31711 2 2193708 283733
7467 3 2194597 288683
7455 3 2193886 288980
7476 3 2194518 288512
7465 3 2193840 288754
7481 3 2193762 288440
7512 3 2194631 287868
3180 3 2193274 288105
7654 3 2190289 283776
7648 3 2190460 284094
7657 1 2189863 284792
7666 3 2190955 283567
7649 3 2190982 283927
2585 3 2190468 285077
7687 2 2191334 282816
3196 3 2191484 284750
7688 2 2191613 282796
3198 3 2191799 284607
7533 3 2194695 287628
3183 3 2193193 287770
13551 3 2193906 287251
13552 1 2194036 287427
13671 2 2193980 286884
13672 1 2194360 286548
13670 3 2193384 286636
14501 3 2192808 279467
14506 2 2198308 280806
3744 3 2197189 282341
3178 3 2193384 288561
4048 2 2192325 285546
31712 2 2193296 283914
2515 2 2191417 281401
2045 3 2191700 282320
2518 2 2191781 280279
2926 2 2191363 281389
2874 2 2191643 282327
2930 2 2191734 280264
7679 3 2190928 283213
7674 3 2190118 283458
7686 2 2190864 282856
7681 3 2189867 283045
12203 3 2189244 282378
4304 2 2189618 281489
4305 3 2189834 281898
4529 3 2189291 281668
12177 1 2189914 281629
12202 3 2189217 281981
12204 2 2189444 281954
2194 2 2192345 279318
2195 2 2191881 280108
2691 2 2192298 279292
2692 2 2191837 280086
14500 3 2192706 279423
14502 2 2192775 279424
14498 3 2191950 278995
14497 2 2191763 278739
2519 2 2192439 279155
2931 2 2192395 279133
2722 2 2191893 282959
4046 2 2191387 285313
4047 3 2191779 285342
3184 3 2192887 286672
4163 2 2193004 287044
7441 3 2190834 289270
7457 3 2192247 289470
7474 3 2191138 288573
7475 3 2192100 288704
7522 3 2191300 287766
7511 3 2191592 287929
7551 3 2191492 287193
7524 3 2192051 287739
7566 3 2189706 286862
7568 3 2191454 286785
7569 1 2191767 286849
7573 1 2189336 286750
7562 3 2190043 286996
7596 3 2191706 286226
11792 2 2191490 288241
11793 2 2192339 287206
7438 3 2190854 289404
13778 3 2191983 289471
3191 3 2189808 284941
3192 3 2190369 285102
4049 3 2189428 285331
7584 4 2190232 286557
7571 3 2190901 286751
7589 3 2190825 286456
7601 3 2190636 286090
7593 3 2190165 286298
7615 3 2189950 285561
11831 2 2190227 286011
4598 3 2189541 285358
7613 3 2189667 285697
3193 4 2189527 285223
7606 3 2190135 286021
2038 5 2190917 285008
2416 3 2190981 285245
3194 3 2191184 284886
2039 3 2190742 285188
7635 3 2191063 284608
7633 3 2190661 284769
2584 3 2190722 285050
2848 3 2190715 285181
7572 1 2191074 286829
7605 1 2190658 286021
7594 1 2191129 286272
7435 3 2189836 289550
7458 3 2189846 288986
7454 3 2190755 289018
7490 3 2189657 288318
7491 3 2190470 288288
7505 3 2190951 287986
7536 4 2190365 287628
7548 4 2190262 287329
7541 3 2189588 287553
7545 1 2189278 287394
7496 1 2189523 288226
7521 1 2190866 287788
2010 2 2192950 285500
2191 3 2192892 284102
2192 3 2192688 286182
2193 3 2192902 286250
2227 2 2193343 285336
31754 2 2193226 286164
2559 3 2192852 285372
2690 3 2192752 286329
2845 2 2193030 286047
2412 3 2192779 286398
2190 3 2192697 284202
2040 3 2192243 284410
7598 3 2192069 286156
7599 1 2191941 286763
7611 1 2191814 285863
3179 3 2193323 288309
7498 3 2192490 288183
7499 3 2192400 288164
3182 3 2193222 287897
13779 3 2192567 289454
3947 3 2193077 287310
13553 3 2193683 287424
13554 1 2193560 287478
13550 1 2193852 287185
2414 3 2194607 278546
32573 3 2194458 278501
3706 3 2195820 278697
11960 1 2196144 279453
14504 2 2197899 280690
14505 1 2197551 280822
14503 2 2198291 280686
14507 1 2198805 280774
3745 2 2198443 283031
12029 1 2197162 283123
2274 3 2198483 283221
2272 3 2198593 283291
2035 3 2196604 287174
2411 2 2197091 286883
2544 2 2196789 287204
2561 2 2197040 286857
2036 3 2196744 287189
2037 5 2196681 287294
2583 4 2196351 287725
4177 2 2196164 288419
3731 3 2196480 288487
7565 1 2197268 286829
7546 3 2197288 287310
7570 1 2198184 286684
12155 3 2196488 288669
12157 3 2196380 288715
3733 2 2195348 289461
3181 4 2195931 288366
7469 3 2195121 288625
7470 1 2195390 288682
7484 3 2195114 288363
7510 3 2194968 287918
13585 3 2195716 288313
7520 3 2194811 287749
7446 1 2194549 289163
7439 3 2194876 289330
7471 3 2194861 288602
13784 2 2194213 289226
13782 2 2194468 289563
2581 3 2196217 287666
13586 1 2195698 287531
2582 3 2196233 287888
12167 2 2195842 289781
14182 2 2195755 289821
4491 2 2195689 289857
12143 2 2196624 291913
32854 3 2196382 291417
12159 2 2196272 288718
12158 2 2196313 288748
12166 2 2195887 289778
2410 2 2197305 286659
3689 2 2197593 288830
7497 1 2198478 288127
7529 3 2196854 287663
3177 3 2196886 288614
7530 3 2197303 287641
3688 3 2197342 288759
11980 1 2198306 288228
3714 3 2198515 289016
7544 2 2196854 287332
3716 3 2197101 288685
12156 3 2196675 289187
14130 2 2196658 288648
14131 1 2196703 289748
2004 2 2207746 271654
2005 3 2206254 273298
2006 2 2205403 274216
2007 3 2203239 275782
2557 3 2205434 274118
2598 3 2203221 275753
2555 3 2207704 271621
2607 3 2206330 273149
3253 3 2203719 273074
3252 3 2204086 273150
4040 3 2205861 271974
4042 2 2205304 272712
7841 3 2204447 277415
7843 1 2203637 277711
7910 3 2203556 276177
7862 3 2204153 277041
7915 3 2203988 276086
8186 1 2205669 272809
8199 3 2207844 271753
8137 3 2208078 272712
8174 3 2207406 272201
8207 3 2208197 271680
8151 4 2208412 272577
8211 3 2200384 271730
8183 3 2200537 272087
8212 3 2208491 271620
8233 3 2200795 271540
3686 3 2201215 272584
3273 4 2206692 271351
8172 3 2207020 272216
2068 4 2207010 271284
8325 3 2202345 270453
3687 3 2202840 272899
8364 1 2203581 270095
8318 3 2205241 270509
8577 3 2204313 268357
11864 1 2199573 272091
3251 4 2204943 273335
8024 4 2203717 274064
12041 1 2203499 271736
12042 3 2203919 272282
12043 3 2204403 272126
12044 3 2204494 271562
12045 3 2204320 271226
13631 2 2203843 268335
7855 3 2204147 277154
7835 3 2203719 277544
8474 3 2205504 269168
3263 3 2200623 272550
8421 1 2200699 269712
13628 2 2201340 268545
13629 2 2201770 268606
13630 2 2202693 268526
14049 2 2199463 267427
10218 3 2199297 266894
8593 3 2199454 268246
11975 1 2199960 268985
8281 1 2200004 270984
8266 1 2200621 271214
2055 3 2201748 275970
2056 3 2200590 276343
2409 2 2201036 275881
2408 2 2201784 275919
7972 3 2202904 274978
7935 3 2203244 275603
7973 1 2202699 275279
8015 3 2203705 274391
13965 3 2201834 274096
13966 1 2201184 274561
7993 3 2202697 274718
3261 3 2200383 272549
3262 2 2199920 272552
8073 3 2200413 273371
8074 2 2199990 273495
3264 4 2199758 272540
8184 1 2199937 272276
8141 3 2199346 272762
4044 2 2201045 272561
8130 1 2201042 272863
8087 3 2200800 273258
3710 2 2200217 276963
4034 2 2200078 277089
7996 1 2202335 274690
8004 3 2202510 274549
4043 2 2203548 273040
7989 3 2202777 274781
2052 4 2202495 276802
2163 2 2202111 276188
2051 3 2202404 276580
2265 3 2202388 276365
2266 2 2202174 276516
2049 2 2201985 276649
2595 3 2201785 276178
2407 3 2202007 276100
2053 3 2202063 276213
2677 2 2202365 276627
2054 3 2202162 276483
2696 2 2202361 276343
4383 4 2202617 277247
4384 3 2202884 277472
7926 2 2203373 275834
7878 3 2203217 276648
31828 4 2201930 276029
13654 3 2202666 277444
2844 2 2201971 276125
31825 2 2201905 276069
