ID LINKS XCOORD_P YCOORD_P
15050 2 2173511 254352
15355 2 2173514 254468
15131 2 2173827 255071
15132 3 2173832 255133
15357 2 2173696 254881
26712 1 2173621 255372
26815 1 2173479 255105
31762 2 2174153 254250
31786 2 2174124 254183
16717 2 2174312 255067
16993 2 2174554 255160
16419 2 2174024 255567
15762 3 2174147 255867
31962 2 2173644 262955
31992 3 2172659 257732
23116 4 2173841 258433
31963 2 2174274 260161
2391 4 2174276 260185
22997 3 2173409 259145
4286 2 2173212 259438
23136 4 2174130 258305
23070 3 2174322 258736
23178 3 2173656 258015
16948 2 2173350 257681
26790 3 2173297 258940
28725 3 2173037 258371
26791 3 2173108 258539
28726 2 2172725 258529
31991 1 2172170 256932
16914 4 2172533 258047
26793 3 2172964 258192
15322 2 2172828 257914
27430 2 2172771 257939
16949 2 2173230 257731
31983 2 2173849 260184
26792 1 2172967 258126
11966 2 2172578 259328
26786 3 2172455 259044
26787 4 2173017 259062
28724 1 2172869 259367
28728 3 2172298 258770
28727 3 2172378 258876
28729 2 2172518 258611
26788 3 2173184 258717
26789 2 2172929 258843
31988 3 2173182 259489
11967 2 2173073 259634
23195 4 2173951 257882
23207 3 2174227 257760
23258 3 2173771 257502
32016 2 2171641 251598
31952 3 2173198 264037
2813 2 2173014 264759
23050 4 2174031 258858
22962 3 2174293 259417
27851 2 2173727 258994
10941 2 2174364 259575
32036 2 2171817 254788
32037 2 2171792 254897
32038 3 2170944 255098
2393 3 2172519 260966
2389 3 2172129 261142
31987 3 2173356 260549
2635 2 2173195 260618
2834 3 2172490 260922
2632 4 2172108 261091
2427 4 2172024 262855
4051 2 2172154 263089
10559 4 2174194 262856
10530 3 2174185 263300
2833 4 2172607 260872
10689 3 2173243 261411
11961 1 2172479 262899
14036 2 2171892 265497
2388 4 2171609 261371
2424 3 2171656 261477
2429 3 2171576 261385
2852 3 2171620 261488
2422 3 2171389 260754
2423 3 2171495 261057
2387 4 2171592 261324
2851 3 2171465 261068
2850 4 2171559 261338
2857 3 2171353 260758
2235 3 2171842 261926
2425 3 2171933 262138
2854 4 2171809 261940
2855 3 2171894 262152
2853 4 2171715 261718
13636 1 2171414 261857
32092 3 2171486 262124
2234 3 2171754 261703
2428 2 2171715 261616
2426 3 2172020 262550
2856 3 2171978 262549
10399 3 2170606 264877
10446 1 2169870 264464
10411 3 2170341 264780
2092 3 2174209 262437
31967 3 2173564 262385
31951 3 2173831 259147
32027 2 2171009 250410
2396 2 2173393 260572
2394 2 2173186 260669
2636 2 2173546 260460
31948 4 2173466 260496
31966 4 2173680 261428
4553 3 2174255 260989
10729 3 2174234 261448
2392 4 2172633 260916
32130 3 2148735 246163
31959 3 2173574 262351
2110 2 2174153 260242
2509 2 2173774 260407
2924 2 2173775 260360
10795 3 2174270 260516
32049 2 2170886 255131
32050 3 2170922 255178
2397 2 2173690 260443
2108 2 2173603 260482
32096 2 2173768 260523
2114 2 2173652 260413
31949 4 2173485 260532
32029 1 2171307 250234
32030 2 2170945 250537
2836 3 2174378 260091
2837 4 2174273 260137
2505 4 2174191 260223
4622 3 2174284 260323
12192 2 2174579 260110
2921 2 2174177 260180
32031 2 2171131 251401
32032 2 2171487 251815
33084 1 2199367 284358
33085 1 2201404 287300
10690 2 2173740 261433
13623 1 2173949 262854
23307 1 2170279 257700
12194 2 2174315 261452
13735 1 2174196 262649
2355 2 2173306 263817
2356 3 2173061 264777
31941 2 2173294 263647
4125 3 2174116 263758
32079 3 2172417 263233
4208 3 2173055 263478
14491 1 2172858 263433
14492 3 2172895 263666
4052 2 2172889 263349
31939 2 2173231 263784
2357 2 2173015 264948
2817 2 2172973 264930
11912 2 2172701 265798
31926 2 2172762 265815
4306 3 2172292 265671
11910 2 2172420 265712
11911 2 2172573 265760
10948 4 2177186 259343
3597 3 2176843 259504
15746 3 2175869 256767
16430 3 2175839 257167
23061 3 2177411 258765
23032 3 2177009 258948
23343 4 2175299 256818
23264 3 2175556 257402
23326 4 2174999 256954
23459 3 2177309 255907
23434 3 2176921 256087
23552 3 2177050 255290
23511 3 2177179 255593
23582 4 2177416 255125
23719 3 2177201 254680
23577 4 2176988 255133
26783 3 2177426 258402
23074 3 2176777 258699
27795 2 2177121 259197
32097 2 2176977 256695
32098 2 2177042 256845
27923 3 2177071 256913
27774 4 2177977 255417
27772 3 2177602 255578
32124 3 2148775 246465
32125 1 2148981 246972
27773 3 2178395 255220
32127 2 2149051 246321
10933 3 2180460 259424
32126 3 2148668 246330
27919 2 2177014 256935
27905 2 2176939 256968
32107 2 2150258 257540
32102 3 2178381 255419
23525 3 2178177 255513
15724 3 2175822 257418
15781 4 2175499 255250
15771 3 2175548 255556
15803 3 2175907 254660
15798 2 2175799 254706
16356 2 2175808 256381
15745 4 2175876 256552
16616 4 2175743 255878
16617 3 2175891 256185
23379 3 2175597 256681
15760 3 2175744 256246
23483 4 2176028 255756
23565 3 2176373 255282
23524 4 2176491 255541
23584 4 2175754 255136
23603 3 2176052 254996
23509 4 2176326 255620
26813 3 2174984 255290
23540 4 2175057 255458
27778 2 2176842 255467
28701 3 2175424 255279
16463 3 2175259 254950
14984 3 2174915 254402
15028 5 2174828 254856
15291 3 2175279 254193
15799 3 2175607 254792
15801 3 2175407 254667
15802 4 2175436 254871
27619 2 2175011 254814
28702 3 2175353 255133
14983 3 2175163 254090
16718 2 2174869 255038
16619 2 2174837 254911
16354 2 2175476 255119
16420 2 2175502 254843
15759 4 2175608 255928
23408 3 2175464 256371
23385 4 2175161 256504
23437 4 2175329 256068
23428 4 2175022 256201
23484 3 2175193 255765
27024 2 2175261 256734
27435 2 2175465 256739
27045 2 2175561 256597
15384 3 2176448 254409
16229 3 2176628 254330
23636 3 2176478 254780
23637 3 2176646 255175
23607 3 2176034 254959
23657 3 2176776 254648
23658 3 2176938 255006
15806 3 2176073 254584
23615 4 2176208 254902
26814 2 2176538 255221
16351 2 2176331 254463
27779 2 2176671 255124
16917 3 2176538 256087
16918 4 2176468 256287
23430 3 2176747 256162
23436 3 2176167 256070
23416 3 2176294 256366
26809 3 2176485 256418
26810 4 2176830 256344
23345 2 2176455 256800
27434 2 2176197 256409
16919 3 2176733 255681
28700 3 2176812 255525
23504 3 2176763 255630
26811 3 2176904 256517
27494 1 2176708 256606
26812 1 2176947 256291
32101 2 2176965 256657
23496 2 2178301 255787
32103 2 2178468 255930
32100 2 2176939 256595
32108 2 2152374 259020
15704 3 2175579 258301
15705 4 2175424 258668
15718 4 2175134 258615
16793 3 2175672 258804
16615 4 2176059 259022
22956 3 2176000 259403
11964 4 2175801 259489
23000 3 2175870 259108
16958 4 2175663 259219
15721 3 2175796 257775
23039 4 2176302 258914
27921 2 2176858 257007
4561 2 2175887 259678
16910 4 2175350 257746
23268 3 2175196 257399
23211 2 2175338 257717
15719 3 2175768 257862
4557 2 2175081 259716
3603 4 2175228 259729
16435 3 2175308 258933
15684 4 2175248 259391
23085 2 2175297 258619
27041 2 2175021 259393
27962 3 2175538 259040
27961 3 2175549 259255
16999 3 2175568 259022
31706 2 2174973 258992
15700 2 2174988 258938
3605 4 2174935 259713
16792 3 2175522 258738
16998 3 2175608 258884
3602 3 2175245 259453
11965 3 2175648 259557
12002 3 2175598 259437
26785 3 2175516 259269
16959 3 2175751 259376
3595 3 2176612 259612
10956 4 2176432 259206
4287 4 2176207 259310
22999 4 2176669 259102
23054 3 2176543 258807
27796 2 2176775 259347
23023 3 2176907 258991
23542 3 2178465 255380
23569 3 2179224 255193
23588 3 2178330 255070
23559 4 2177906 255264
23632 3 2178194 254771
23507 3 2177964 255610
26718 1 2178446 256028
23587 3 2178931 255169
26774 2 2179164 255706
23560 3 2177543 255428
23518 3 2178048 255570
23661 3 2178126 254614
26771 4 2177644 254698
23604 4 2177771 254964
27496 3 2177257 254753
27497 3 2177521 254755
27499 3 2177473 254653
28617 3 2177712 254421
26770 3 2177600 254588
28618 3 2177716 254647
28616 4 2177765 254469
27498 3 2177529 254424
27495 3 2177301 254855
28572 3 2178021 254336
28573 3 2177810 254455
28611 3 2177892 254681
28612 2 2177832 254706
28615 3 2177881 254656
28614 3 2177821 254662
28613 3 2177743 254593
23489 3 2177738 255707
23490 1 2178009 256313
23482 3 2177666 255739
23527 1 2177399 255486
32129 3 2148485 246401
32132 3 2148909 246069
32114 3 2148280 246380
27914 1 2177270 256719
27927 2 2177218 256846
32115 1 2147292 245651
27925 2 2177152 256874
23495 2 2178248 255670
23640 4 2179036 254737
23612 3 2178738 254873
26675 2 2178627 254588
23613 3 2178868 255198
27852 2 2178693 255291
27433 2 2178537 255352
27432 2 2178814 255226
23473 1 2179110 256059
10931 3 2178223 259488
15697 3 2178420 258827
16286 2 2178156 258916
23114 3 2178228 258407
23091 3 2177829 258576
23122 3 2178399 258336
23137 4 2177696 258272
23164 3 2179009 258067
23173 4 2178255 257996
23206 3 2178796 257731
23296 2 2179099 257180
23224 4 2178093 257620
27590 1 2178914 258358
15701 3 2179008 258559
14433 4 2178614 259309
16285 3 2177924 259020
23194 3 2177522 257882
26784 1 2177204 258076
23196 1 2177511 257845
23289 1 2177910 257233
15685 4 2177588 259167
22974 1 2178010 259130
14481 3 2178169 259510
10939 2 2177697 259415
23165 3 2178952 258096
27588 3 2178820 258153
27589 1 2178896 258317
23270 2 2179176 257355
14431 3 2179158 259426
14432 4 2178794 259587
15696 3 2178816 258648
22993 4 2179025 259123
23026 1 2178558 259145
2086 4 2174841 262886
31689 2 2174834 263108
2403 2 2176790 262860
2404 4 2176173 263219
2513 4 2177240 262645
2840 2 2176669 262877
31734 2 2174787 263108
31936 2 2176790 262820
3522 4 2177107 262320
31787 3 2176969 262381
2627 3 2176981 263211
4026 2 2177177 263955
4024 4 2175125 262899
4175 3 2175124 262946
4270 3 2177336 261702
4271 4 2176919 261892
4278 4 2176944 260822
4276 4 2177130 261242
4539 3 2177150 265607
4540 3 2176937 265704
4576 3 2177013 262115
4718 3 2177356 262707
4719 1 2176912 262901
4720 1 2177450 262945
10350 3 2177118 265425
10346 3 2176849 265466
10555 4 2175445 262905
10554 4 2175756 262911
10523 4 2175430 263356
4549 4 2176710 261432
10799 3 2177710 260475
12003 1 2177307 261986
2380 4 2176083 262458
10553 4 2176071 262917
4545 4 2177208 262553
11963 4 2176363 263388
4416 4 2177455 265649
4323 6 2178293 262328
13624 3 2176707 263099
12120 2 2178284 262306
31696 2 2175763 262704
31829 2 2177170 260311
4280 4 2176782 260479
2106 4 2174902 261005
2104 4 2174883 261470
2381 4 2175768 262492
2630 4 2176083 262414
2097 4 2175769 262448
2918 4 2174841 261470
3547 3 2176118 261279
3539 3 2176230 261509
3553 2 2175179 261239
3542 4 2175168 261480
3565 4 2175797 260559
3566 3 2175838 260647
4272 4 2175805 261506
4273 4 2176113 261512
3552 4 2176009 261031
4277 4 2175817 261040
4311 3 2176084 260117
3712 3 2175676 260304
4546 4 2175787 261968
4547 4 2176101 261981
4550 2 2175812 261264
4552 4 2176524 261012
4556 4 2176199 260384
3713 3 2175629 260198
4551 4 2175497 261027
4274 4 2175479 261493
4275 2 2175029 261475
2107 4 2174914 260535
3567 4 2175198 260548
3568 4 2175192 261014
4279 4 2175530 260558
2270 2 2174917 260135
3968 3 2175510 260092
4382 3 2175533 260212
3583 2 2175312 260086
3581 3 2175611 260158
2093 4 2175143 262415
2094 4 2175460 262432
2105 4 2174874 261943
2271 2 2174859 262333
2831 4 2175140 262480
2832 4 2175460 262490
2504 4 2174811 262409
3528 4 2175158 261953
4548 4 2175464 261959
31695 2 2175132 262696
31701 2 2175007 262413
2095 4 2174859 262409
2378 4 2174855 262467
31738 2 2174848 262674
2830 2 2175005 262474
2915 4 2174811 262464
31688 2 2174802 262674
4555 4 2176365 260676
3548 3 2176086 261206
13596 2 2176185 260766
2090 4 2176394 262409
2091 4 2176646 262418
2382 4 2176394 262453
2384 3 2176792 262452
3523 3 2176492 262090
3537 3 2176280 261622
3538 3 2176445 261991
11954 2 2176409 262082
3703 3 2176463 262028
2379 2 2176269 262405
2386 3 2176719 262586
2385 2 2176666 262462
4025 2 2176743 262641
3711 2 2176870 262937
4139 2 2175140 264108
4140 2 2175309 265230
4030 2 2175925 263629
4165 4 2175744 263861
10520 4 2175738 263369
4029 5 2176031 263444
14441 2 2175758 263974
14442 4 2175892 265245
14443 3 2175718 265291
14451 3 2175712 265338
14452 3 2175842 265572
14555 4 2176081 263568
14556 3 2176077 263652
10521 4 2175724 263704
3499 4 2175110 263343
3500 3 2175104 263674
10487 3 2175416 263684
14120 3 2175174 263150
14121 1 2175203 263205
2502 2 2174801 263457
4174 3 2175116 263149
2087 4 2174828 263326
31699 2 2174969 263335
2913 4 2174784 263326
4095 2 2175120 263947
4207 2 2175027 264023
14460 3 2175257 265320
14459 4 2175068 265377
14458 1 2175132 265644
14447 3 2175494 265300
14446 3 2175535 265428
14448 3 2175572 265250
14449 3 2175476 265271
14450 3 2175404 265365
14454 3 2175572 265636
14444 3 2175551 265293
14445 3 2175598 265363
2541 2 2176740 263020
2542 2 2176112 263375
11962 2 2176669 263387
14489 4 2176360 263410
14557 1 2176219 263540
13625 1 2176169 263380
14490 1 2176299 263552
10358 2 2176251 265306
14550 2 2176195 265214
14551 1 2176548 265217
11942 2 2176523 265821
2103 5 2178095 261872
2100 3 2178619 261912
2399 3 2178991 262177
31840 3 2178571 262137
31839 4 2178562 262098
4378 2 2178552 262017
4379 4 2178196 262098
10785 2 2178683 260536
10736 4 2177893 260898
10755 3 2178892 261000
11889 3 2178144 261348
10737 2 2177346 261145
3529 4 2177537 262126
4269 4 2177631 262349
2400 4 2177672 262451
3521 2 2177328 262220
4031 2 2177458 262547
10636 2 2178147 261987
14430 1 2178785 260490
10754 3 2179324 260799
2101 3 2178720 261953
3981 2 2179060 261755
2102 3 2178772 261891
4310 3 2178554 262214
12118 1 2178486 262544
12116 3 2178402 262573
12119 3 2178331 262416
12121 4 2178625 262356
12117 1 2178324 262605
4027 2 2177304 264567
4541 2 2177647 265512
4542 3 2178473 265525
11957 2 2178789 264971
4624 3 2177289 265404
4028 2 2177388 264983
4138 3 2177507 265500
4441 3 2177307 265466
3739 2 2177523 265543
4442 3 2177126 265538
3740 3 2177560 265613
11894 2 2178614 265519
10315 1 2179089 265712
15090 3 2184627 249274
15087 3 2183315 249734
15367 3 2184592 249226
15368 2 2183291 249686
15964 3 2184960 249662
15949 4 2184190 250006
16004 3 2186415 248016
15370 3 2186427 248413
16007 4 2185466 248006
16008 4 2185731 248605
16045 4 2184433 245548
16039 4 2184616 245961
16632 4 2184067 249692
16921 4 2183879 249246
16361 3 2186592 247552
20784 3 2187495 249044
22790 3 2188624 247374
23792 4 2184774 253676
23838 4 2184648 253391
23812 4 2184320 253534
23885 4 2184518 253095
23859 4 2184185 253234
23939 3 2184397 252825
23956 3 2184602 252739
24030 4 2184445 252385
24260 3 2184320 251186
24176 4 2184499 251599
24356 3 2184441 250601
24238 3 2184747 251291
24661 1 2187673 248015
24644 3 2187558 248123
24664 1 2186961 248770
24637 2 2185171 248160
24671 3 2182226 248004
24626 4 2182346 248278
24658 3 2182048 248079
24679 3 2181510 247951
24628 3 2181643 248258
24660 4 2181210 248076
24685 3 2183984 247900
24686 3 2183558 248079
24687 3 2185790 247866
24600 4 2186056 248458
24692 3 2183278 247873
24648 3 2182644 248149
24707 2 2186109 247734
24621 2 2186356 248304
24708 1 2181071 247773
24742 3 2181678 247530
24649 3 2181943 248126
24744 3 2187297 247433
24546 3 2187547 248858
24789 4 2184368 247051
24582 3 2185078 248669
16029 4 2184981 246783
24835 3 2180405 246709
24636 4 2180909 248205
16031 4 2184801 246381
24841 3 2184194 246639
24886 3 2184018 246222
25016 3 2184510 244799
24992 3 2184596 244985
25030 3 2184706 244717
22703 4 2187519 247035
25291 2 2188148 248120
26151 3 2184429 244074
26160 4 2184561 244013
26198 3 2184384 243608
26276 3 2184367 242669
26277 3 2184594 243180
26288 4 2184722 242515
27809 2 2184472 251992
24075 4 2184304 252067
27812 2 2184328 251670
27813 2 2184611 252313
27840 2 2184607 245473
27841 2 2184428 245061
28605 3 2184465 243237
28606 3 2184559 243445
28703 3 2183372 248089
28710 3 2183519 248031
28712 3 2184199 248455
16059 4 2184250 245136
16013 3 2185392 247823
24743 3 2183436 247481
27397 2 2184906 251656
16065 4 2180350 244856
16052 3 2180275 245311
16067 3 2184068 244723
24768 3 2182297 247258
24842 4 2182029 246637
24860 4 2182329 246508
24889 3 2182215 246198
24872 4 2181896 246338
24922 4 2182085 245895
24908 4 2181764 246038
24959 3 2182259 245456
24946 4 2181953 245588
24981 4 2182145 245142
24971 4 2181823 245282
24989 3 2182436 245013
24931 4 2182766 245795
25001 4 2181289 244950
24961 3 2181496 245432
25002 3 2180900 244947
24962 3 2181171 245575
25005 4 2180709 244917
24977 3 2180652 245237
25012 3 2182743 244881
24942 4 2183069 245658
25021 4 2181620 244807
25026 4 2179982 244795
25029 3 2183046 244748
24951 4 2183370 245526
26104 4 2181948 244660
26113 4 2183323 244568
24963 4 2183670 245394
26115 4 2182278 244517
26157 4 2182089 244086
26144 4 2181762 244229
26202 4 2181866 243575
26261 4 2181952 242862
26212 4 2182202 243428
26269 3 2182270 242722
27694 2 2182117 242790
27719 2 2182031 243503
27731 2 2182023 245753
24869 4 2182648 246372
16150 4 2180581 243496
16142 4 2180503 243958
26164 5 2180862 244008
26121 4 2180784 244466
26203 4 2180940 243557
26179 4 2181205 243865
26214 3 2180213 243432
26230 4 2181291 243148
31724 3 2181528 243697
16151 4 2180659 243042
26234 4 2181015 243103
26239 4 2181621 243009
16154 4 2180735 242591
26283 3 2181094 242648
27729 2 2180966 244497
26246 4 2180291 242981
26291 4 2180370 242523
16140 4 2180428 244402
26138 3 2179725 244287
26133 4 2180060 244341
27723 2 2180155 244826
27724 2 2180236 244371
26275 4 2181084 242710
26286 4 2181424 242563
26129 4 2181428 244376
26116 4 2181095 244516
31722 3 2181521 243721
27730 2 2181107 244982
26191 3 2181550 243708
27037 2 2181567 243791
31723 3 2181542 243732
16035 4 2180124 246201
24849 3 2181271 246610
24878 4 2181142 246311
24885 4 2180480 246258
24879 3 2180833 246319
24939 4 2180877 245708
27428 2 2180691 245696
16053 3 2180224 245612
16343 2 2180171 245918
24943 4 2180580 245677
27734 2 2180083 245280
27733 2 2179930 246167
16024 2 2179952 247201
16025 3 2179962 247150
27739 2 2179767 247116
27741 2 2179846 246611
24936 3 2181631 245732
24911 3 2181006 246004
24928 3 2180930 245829
27732 2 2181699 245889
27429 2 2181048 245633
24815 3 2181407 246913
24704 1 2181445 247802
16156 4 2183206 242522
16152 4 2183330 242814
16357 2 2183514 243449
16147 4 2183590 243620
25040 3 2183154 244673
26142 4 2182954 244220
26209 4 2183924 243470
26187 4 2184048 243751
26211 3 2182597 243438
26185 3 2182766 243793
26171 4 2182423 243939
26218 4 2184258 243323
16153 4 2183406 243106
26233 3 2183132 243235
26247 4 2183008 242950
26299 4 2183531 242379
26266 3 2182710 242747
26248 3 2182834 243029
26267 1 2182563 242808
26228 3 2182479 243193
26280 4 2182885 242669
26297 3 2182755 242391
26298 1 2182442 242527
27877 2 2182509 243176
27878 2 2182633 243442
26224 3 2182518 243288
24995 3 2182487 244992
26128 4 2182609 244374
25013 3 2182818 244849
27696 2 2182591 243868
27718 2 2182252 244014
27438 2 2182902 244809
26245 3 2183706 242966
26263 3 2184034 242819
26279 4 2183657 242667
26249 3 2183772 242937
27437 2 2183748 242624
27690 2 2183871 242894
27436 2 2183534 242721
26264 3 2184097 242790
27692 2 2184089 243398
16358 4 2183897 244318
16359 2 2183970 244504
26147 4 2184230 244160
26110 3 2184410 244573
16148 3 2183714 243898
27879 2 2183584 244454
16360 2 2183814 244131
26768 1 2183386 243713
27439 2 2183410 244529
27693 2 2184213 243679
27691 2 2184396 244088
27839 2 2184242 244648
24735 4 2183163 247596
24820 3 2182453 246822
24836 3 2182771 246683
24881 3 2182924 246251
24915 3 2183552 245964
24901 3 2183252 246100
24883 3 2182951 246240
24918 3 2182462 245927
24932 3 2182392 245763
24711 3 2182851 247732
24695 3 2182565 247853
24779 4 2182588 247133
24800 3 2182904 246993
24723 1 2182489 247685
24924 4 2183850 245817
24937 3 2184099 245692
24970 3 2183926 245279
24757 3 2183743 247341
28706 2 2183513 247591
28707 1 2183303 247684
28708 3 2183614 247817
28709 1 2183415 247900
28705 3 2183715 247891
28704 1 2183817 247848
15085 2 2183018 249833
15086 3 2181158 250286
15365 3 2183003 249782
15084 2 2181170 250224
15913 3 2181946 250976
15911 3 2181652 251097
15914 3 2182094 250915
15921 3 2179912 250793
15908 3 2180409 251157
23785 3 2182259 253730
23764 3 2181949 253862
23845 4 2182100 253368
23825 4 2181796 253501
23926 4 2182259 252893
23902 4 2181952 253032
23995 4 2182109 252553
23963 4 2181802 252685
24058 4 2181952 252213
24064 4 2182115 252149
24143 3 2181955 251791
24230 4 2182102 251348
24208 4 2181820 251470
24289 3 2183848 251022
24228 4 2183980 251336
24296 3 2182890 251001
24165 3 2183196 251680
24304 1 2183453 250954
24263 4 2183520 251169
24311 3 2183142 250893
24244 3 2183304 251266
24313 3 2184181 250876
15918 3 2182238 250854
24256 3 2182397 251219
24352 1 2180220 250730
24484 3 2182500 249349
24436 4 2181578 249743
24531 3 2182446 249006
24504 3 2181902 249235
24578 3 2182313 248696
24544 4 2181770 248932
24612 3 2182181 248389
24589 4 2181634 248622
27612 2 2181793 250236
27764 2 2182026 253200
27815 2 2183682 251098
15923 3 2182508 250740
28714 3 2183425 248209
15832 3 2181334 253297
15880 3 2180736 251921
15000 3 2180128 249798
15001 3 2180874 250207
15043 2 2180236 250162
15141 3 2180479 250641
15105 3 2180239 250213
15366 2 2180823 250261
15979 3 2180198 249241
15298 4 2180169 249594
24455 4 2180962 249640
24456 1 2180595 249797
24473 4 2181443 249436
24491 4 2180829 249330
24530 4 2180691 249026
24557 4 2181172 248819
24597 4 2181033 248516
24584 3 2180715 248652
26909 3 2180588 248363
27745 2 2181507 249582
27747 2 2180900 249494
15985 4 2180069 248931
24576 3 2180555 248723
16230 2 2180147 248899
27561 1 2179752 249307
26953 1 2180511 248202
15042 2 2179909 250247
31928 2 2180010 250225
15138 3 2180269 250680
15139 3 2179942 250706
15140 3 2180026 250310
31929 2 2180045 250200
15297 3 2180079 250034
24519 4 2181307 249126
24624 3 2181499 248315
24615 3 2181339 248383
27736 2 2181089 248647
27748 2 2181375 249279
27738 2 2181566 248472
24437 2 2181104 249932
27746 2 2181042 249804
27613 2 2181773 250181
15863 3 2181027 252600
15896 3 2180883 251412
15897 4 2180571 251548
24018 4 2181343 252467
23946 4 2181496 252814
24041 4 2181649 252339
24144 4 2181048 251788
15849 3 2181180 252954
15892 3 2180376 251634
16233 2 2180597 251607
16204 2 2180490 251584
15906 3 2181493 251162
15901 3 2181190 251287
24168 3 2181355 251663
24195 3 2181655 251538
24126 3 2181799 251859
15821 3 2181475 253637
23879 4 2181646 253165
23768 1 2180908 253815
15944 3 2183869 250149
15931 3 2182992 250539
24577 3 2183631 248691
24535 3 2182997 248974
24606 3 2183519 248421
24575 4 2182882 248700
24647 3 2183399 248147
24608 4 2182765 248423
24555 3 2183690 248823
26677 2 2182936 249156
26678 2 2183003 249400
24524 3 2183802 249045
24512 3 2182523 249178
24547 3 2182408 248908
24591 3 2182464 248552
24492 3 2182581 249313
24586 3 2182287 248630
24620 3 2182166 248356
27737 2 2182116 248240
15925 3 2182736 250647
24339 1 2182614 250973
24514 2 2183843 249151
24564 2 2183669 248779
24592 3 2184243 248539
24593 2 2184414 248915
28711 1 2183759 248754
28716 1 2183908 248071
28717 3 2183761 248121
28720 1 2183927 248781
28721 2 2184009 248967
28715 3 2183578 248152
28718 1 2183882 248438
28713 1 2183974 248526
28719 2 2184131 249153
27035 2 2183892 250215
24337 3 2184119 250733
27811 2 2184013 250951
27036 2 2184161 249907
23802 4 2183356 253596
23987 3 2182992 252574
23998 4 2184118 252531
23929 3 2184274 252878
23977 3 2183905 252624
24007 3 2182259 252489
24015 4 2183256 252452
23876 3 2183571 253172
24016 1 2183154 252495
24037 4 2183484 252359
23891 3 2183794 253079
24042 3 2183760 252299
24105 2 2182550 251959
23960 3 2182700 252703
24142 3 2182959 251788
24185 4 2183439 251576
23853 3 2183235 253315
27752 2 2183154 253347
24155 3 2182627 251741
24125 3 2182335 251870
27754 2 2182476 251806
27753 2 2182250 251284
24022 1 2182355 252446
23829 3 2182814 253486
23804 3 2182562 253594
23864 4 2182406 253232
23839 3 2183010 253408
26817 1 2182688 253129
23950 1 2182529 252782
27765 2 2182332 253061
23797 3 2182397 253669
27751 2 2182845 252638
24055 4 2183977 252210
24118 4 2183835 251889
24149 4 2184163 251738
24098 3 2183619 251982
24202 4 2183656 251480
27817 2 2183818 251408
27818 2 2184000 251813
24050 3 2183737 252252
26775 1 2183449 252279
27810 2 2184151 251261
27814 2 2184139 252138
27816 2 2184283 252456
23784 4 2183906 253716
23836 4 2183773 253417
23881 3 2183646 253139
23913 4 2184052 252968
15058 2 2187475 246830
15069 3 2186756 246905
15399 2 2187245 246821
15400 2 2186756 246880
22877 3 2188887 245112
22870 3 2188506 245222
22894 1 2188461 244788
24988 3 2185614 244982
24944 2 2185705 245616
24960 4 2184778 245398
25004 3 2185396 244878
24979 3 2185298 245162
25550 3 2187931 244413
25664 3 2186942 242830
25665 4 2188365 242862
26098 3 2184841 244656
24972 4 2185112 245251
26252 4 2186238 242904
24912 3 2186515 245946
26250 4 2186678 244517
24816 3 2187245 246847
24858 5 2185651 246486
25268 3 2186429 242920
26166 2 2185646 243919
26167 1 2186095 244804
28607 2 2184595 243435
28608 3 2184884 243641
28610 3 2184797 243716
26253 3 2185261 242894
26255 4 2184928 243033
26295 2 2185025 242375
26254 2 2185391 243200
26766 2 2185052 243285
27717 2 2184759 243108
26126 3 2185175 244374
26119 3 2185007 244442
26135 4 2185353 244270
26169 3 2184777 243917
26181 2 2185042 243809
27720 2 2184952 243838
28609 3 2185006 243816
25267 2 2186756 242883
24722 3 2185771 247655
24765 4 2185597 247261
24776 4 2185931 247117
24857 3 2186205 246490
24833 3 2186357 246655
24862 3 2186056 246423
24802 3 2186285 246953
24871 4 2185191 246329
24840 4 2185326 246632
24874 3 2186566 246285
24875 1 2186865 246691
24834 3 2186505 246823
27038 2 2185588 246518
24914 3 2185020 245949
24923 3 2184961 245811
24925 4 2185354 245799
24891 3 2185513 246157
24933 4 2185549 245713
24903 3 2185711 246075
27842 2 2184787 245886
24904 1 2185737 246140
16022 3 2185231 247422
24916 1 2186041 245939
24913 1 2186613 246056
15137 3 2186644 247104
16363 2 2186647 247414
24740 3 2186108 247505
26936 1 2186348 247397
26937 2 2186264 247437
15133 3 2186672 246926
15134 3 2186654 246959
15136 3 2186654 246893
15157 3 2186635 247046
15411 3 2186612 246959
16712 3 2186538 246856
15135 3 2186609 246893
15410 3 2186594 246926
16362 2 2186498 247715
25564 3 2188109 244156
25561 3 2188265 244157
25606 3 2188027 243613
25583 3 2187950 243885
25607 3 2187748 243596
25608 1 2187298 243702
25624 3 2188832 243248
25637 4 2188719 243083
27330 2 2188285 243040
27331 2 2188253 242566
25620 1 2187330 243433
25565 1 2188183 244717
25566 3 2187921 244155
26044 1 2187281 244022
25551 1 2187760 244470
25648 1 2188969 242976
25670 3 2188578 242784
25562 1 2188310 244518
25574 3 2188931 244006
25589 1 2188741 243735
25582 3 2189037 243905
22884 3 2189292 244984
15677 4 2188481 246507
15112 3 2187973 246754
22796 3 2188647 247181
22797 1 2188124 247381
22804 1 2188250 247011
22704 3 2187778 247219
22818 4 2188510 246572
22807 3 2188672 246959
22819 3 2189101 246537
22855 1 2187766 245668
15057 2 2187751 246814
15386 2 2187748 246789
