PARCELID	DELTSPUW	SHADPEMP	DELTSPUS	SHADPK12	DELTSPUU	SHADPUNI
1281	-0.739415	-30.360175	-7.972466	0.000000	-5.703782	-294.515775
1282	-0.739415	-30.360175	-7.972466	0.000000	-5.703782	-294.515775
1283	0.004696	2.157296	-7.313220	0.000000	-4.605170	-260.184325
1284	-5.298317	-5.610376	-7.090077	0.000000	0.000000	-61.800473
1285	-0.433099	17.220571	-6.907755	0.000000	-5.991465	-322.154504
1286	0.095819	3.200474	-7.244228	0.000000	-5.703782	-268.525421
1287	-0.212137	-35.469993	-5.991465	0.000000	-4.605170	-286.519563
1288	0.059385	0.402787	-7.313220	0.000000	-4.605170	-259.127554
1289	-6.214608	-356.038648	-4.605170	0.000000	0.000000	-62.850710
1290	0.000000	2.912566	0.000000	0.000000	0.000000	-53.336521
1291	-1.859063	-88.707112	-7.549609	0.000000	-4.605170	-268.252235
1292	-1.859063	-88.707112	-7.549609	0.000000	-4.605170	-268.252235
1293	-2.182907	-116.354888	-6.684612	0.000000	-5.298317	-82.806720
1294	-4.605170	-174.151314	-6.684612	0.000000	-4.605170	-261.609842
1295	-4.605170	-174.151314	-6.684612	0.000000	-4.605170	-261.609842
1296	-1.085115	-101.434364	-7.600902	0.000000	-4.605170	-295.465936
1297	-0.723155	-1.689410	-9.375855	0.000000	0.000000	-73.237473
1298	-0.349408	0.814407	-7.824046	0.000000	-5.298317	-292.756969
1299	-1.040258	-57.378290	-7.313220	0.000000	0.000000	-260.724323
1300	-0.076115	0.477412	-7.600902	0.000000	-4.605170	-295.465936
1301	0.087986	2.379108	-7.600902	0.000000	-4.605170	-295.465936
1302	-0.529342	0.305947	-6.802395	0.000000	-4.605170	-283.669684
1303	6.244882	4.886311	-6.907755	0.000000	-4.605170	-264.590171
1304	0.178234	-0.264771	-6.684612	0.000000	-5.703782	-293.426986
1305	0.456014	-7.410755	-7.170120	0.000000	0.000000	-250.748573
1306	-5.703782	-245.172622	-5.298317	0.000000	0.000000	-53.100954
1307	0.523059	0.414382	-5.298317	0.000000	0.000000	-248.532998
1308	-5.703782	-245.172622	-5.298317	0.000000	0.000000	-53.100954
1309	0.000000	-96.708570	-6.214608	0.000000	-4.605170	-50.656870
1310	-5.991465	-65.906115	-5.298317	0.000000	0.000000	-67.370721
1311	-0.936171	0.029513	-7.377759	0.000000	0.000000	-65.960137
1312	-0.060702	-2.405036	-7.377759	0.000000	0.000000	-65.960137
1313	-0.214853	-1.101804	-7.377759	0.000000	0.000000	-65.960137
1314	-0.037329	0.712338	-7.549609	0.000000	0.000000	-65.868596
1315	0.121619	0.338973	-7.377759	0.000000	0.000000	-65.960137
1316	-0.737541	-0.008224	-5.703782	0.000000	0.000000	-59.072218
1317	0.049504	3.696748	-6.396930	0.000000	-4.605170	-62.681392
1318	-0.584554	0.590919	-6.396930	0.000000	-4.605170	-62.681392
1319	0.449519	3.094810	-7.170120	0.000000	0.000000	-257.491025
1320	1.024883	-18.106768	-6.551080	0.000000	0.000000	-249.721223
1321	-0.127796	-0.174380	-8.556414	0.000000	0.000000	-120.889793
1322	0.044054	2.750269	-8.556414	0.000000	0.000000	-120.889793
1323	-1.313431	-62.725407	-7.170120	0.000000	-5.298317	-290.662591
1324	0.000000	-2.343183	-5.298317	0.000000	0.000000	-66.482603
1325	-0.127796	-0.174380	-8.556414	0.000000	0.000000	-120.889793
1326	-0.127796	-0.174380	-8.556414	0.000000	0.000000	-120.889793
1327	-0.361411	-2.814624	-5.298317	0.000000	0.000000	-57.077519
1328	-0.887611	-46.107679	-8.242756	0.000000	-6.684612	-274.822247
1329	-5.298317	-303.738866	-5.991465	0.000000	-5.703782	-270.571720
1330	0.141055	0.516060	-5.991465	0.000000	0.000000	-65.451130
1331	-5.991465	-70.248447	-5.298317	0.000000	0.000000	-63.371687
1332	-0.492178	1.133546	-7.003065	0.000000	-4.605170	-72.148645
1333	-6.684612	-311.720455	-5.991465	0.000000	-4.605170	-259.862004
1334	-7.170120	-317.481507	-6.551080	0.000000	-4.605170	-280.532449
1335	0.522257	0.160713	-5.991465	0.000000	-4.605170	-259.862004
1336	-0.924662	-11.267110	-5.298317	0.000000	0.000000	-61.302067
1337	-0.055119	-50.548928	-8.839277	0.000000	0.000000	-69.164682
1338	-0.343852	3.119357	-6.551080	0.000000	-5.298317	-289.772203
1339	-0.055119	-50.548928	-8.839277	0.000000	0.000000	-69.164682
1340	-5.703782	-269.466781	-5.298317	0.000000	0.000000	-62.177765
1341	0.178191	1.962015	-8.517193	0.000000	-5.298317	-68.970593
1342	0.000000	0.000000	-8.131531	0.000000	0.000000	-61.861911
1343	0.032129	0.741927	-7.244228	0.000000	-4.605170	-74.196906
1344	-0.391401	-32.134452	-8.455318	0.000000	-4.605170	-267.693040
1345	-0.391401	-32.134452	-8.455318	0.000000	-4.605170	-267.693040
1346	-5.298317	-241.333665	-7.244228	0.000000	-4.605170	-74.196906
1347	-0.232613	0.366102	-9.314700	0.000000	0.000000	-262.617872
1348	0.095627	1.676857	-6.551080	0.000000	0.000000	-220.097975
1349	-0.401697	-0.483815	-6.802395	0.000000	-5.298317	-64.796204
1350	0.414815	-6.938601	-7.696213	0.000000	0.000000	-254.970752
1351	-4.605170	-315.607578	-5.298317	0.000000	0.000000	-171.854546
1352	-6.684612	-319.049719	-8.974618	0.000000	0.000000	-89.488064
1353	5.713133	-8.163928	-7.377759	0.000000	-5.298317	-316.216103
1354	-6.684612	-319.049719	-8.974618	0.000000	0.000000	-89.488064
1355	0.301462	-1.557102	-6.551080	0.000000	-4.605170	-285.518009
1356	-0.711664	-2.853854	-6.907755	0.000000	-4.605170	-264.590171
1357	0.178234	-0.264771	-6.684612	0.000000	-5.703782	-293.426986
1358	-5.703782	-245.172622	-5.298317	0.000000	0.000000	-53.100954
1359	-6.214608	-327.142794	-4.605170	0.000000	0.000000	-62.113226
1360	-0.320328	-58.109895	-5.991465	0.000000	-4.605170	-260.546699
1361	0.478500	-18.910714	-6.396930	0.000000	0.000000	-109.181897
1362	-0.035428	2.276948	-7.313220	0.000000	0.000000	-260.724323
1363	-0.515028	0.746027	-7.824046	0.000000	-5.298317	-292.756969
1364	0.060032	1.853788	-6.684612	0.000000	0.000000	-71.793343
1365	-0.151472	-3.027735	-7.824046	0.000000	-4.605170	-290.094687
1366	0.000000	0.000000	-5.703782	0.000000	0.000000	-60.948722
1367	0.000000	-1.636988	-6.396930	0.000000	0.000000	-64.046486
1368	0.203872	0.368656	-8.895630	0.000000	-4.605170	-261.935265
1369	0.328101	-0.807424	-8.895630	0.000000	-4.605170	-261.935265
1370	-0.340354	-0.184214	-8.895630	0.000000	-4.605170	-261.935265
1371	0.133945	0.039972	-6.396930	0.000000	0.000000	-64.046486
1372	-0.151472	-3.027735	-7.824046	0.000000	-4.605170	-290.094687
1373	-0.492178	1.133546	-7.003065	0.000000	-4.605170	-72.148645
1374	-0.433099	0.604990	-6.907755	0.000000	-5.991465	-322.154504
1375	0.000000	2.912566	0.000000	0.000000	0.000000	-53.336521
1376	-0.993485	-51.071589	-7.313220	0.000000	-6.551080	-122.392849
1377	0.188528	-0.576195	-7.244228	0.000000	-5.703782	-268.525421
1378	0.179050	2.828835	-7.244228	0.000000	-5.703782	-268.525421
1379	-0.020681	0.374275	-8.039157	0.000000	-5.703782	-338.471066
1380	1.103249	3.409634	-5.703782	0.000000	-4.605170	-265.372828
1381	0.000000	-226.039856	-8.517193	0.000000	-5.298317	-68.970593
1382	0.400179	-1.430142	-5.298317	0.000000	0.000000	-56.096689
1383	0.374836	1.656916	-7.003065	0.000000	-4.605170	-294.698994
1384	0.281698	-0.842372	-7.438384	0.000000	-5.298317	-298.323819
1385	-0.095666	-46.639049	-8.188689	0.000000	-5.703782	-297.734516
1386	-1.740575	-92.860413	-5.991465	0.000000	-4.605170	-259.940564
1387	0.103242	1.783827	-7.824046	0.000000	0.000000	-71.935071
1388	0.831075	1.527754	-8.216088	0.000000	-5.298317	-292.346720
1389	-0.619758	-0.746875	-8.216088	0.000000	-5.298317	-292.346720
1390	-0.619758	-0.746875	-8.216088	0.000000	-5.298317	-292.346720
1391	-0.153898	0.991293	-8.006368	0.000000	0.000000	-301.390330
1392	0.488705	0.552199	-9.314700	0.000000	0.000000	-262.617872
1393	-0.770603	-0.810811	-7.549609	0.000000	-4.605170	-268.252235
1394	-0.528592	-55.977096	-8.006368	0.000000	0.000000	-301.390330
1395	-0.186797	0.997218	-5.991465	0.000000	-4.605170	-260.546699
1396	0.068480	0.802050	-7.090077	0.000000	-5.298317	-268.094878
1397	-5.991465	-290.666859	0.000000	0.000000	-4.605170	-64.624448
1398	-1.923021	-96.203633	-7.003065	0.000000	-5.703782	-76.365818
1399	0.233739	1.720888	-7.377759	0.000000	-4.605170	-131.102165
1400	-0.014723	0.751449	-7.377759	0.000000	-4.605170	-131.102165
1401	0.132422	-1.713646	-7.090077	0.000000	-5.298317	-71.716798
1402	-0.723155	-1.689410	-9.375855	0.000000	0.000000	-73.237473
1403	0.497436	-14.471292	-6.907755	0.000000	-5.298317	-262.810735
1404	1.067676	0.363995	-7.377759	0.000000	0.000000	-259.209277
1405	-0.318618	-5.972434	-7.377759	0.000000	0.000000	-259.209277
1406	-0.318618	-5.972434	-7.377759	0.000000	0.000000	-259.209277
1407	-0.136297	-0.145066	-7.863267	0.000000	0.000000	-67.642953
1408	-0.500940	-1.564456	-6.551080	0.000000	0.000000	-220.097975
1409	-0.500940	-1.564456	-6.551080	0.000000	0.000000	-220.097975
1410	1.104351	1.188111	-6.396930	0.000000	-5.298317	-203.452080
1411	0.099922	2.380713	-6.214608	0.000000	-5.298317	-308.539005
1412	-0.723155	-1.689410	-9.375855	0.000000	0.000000	-73.237473
1413	-0.723155	1.063217	-9.375855	0.000000	0.000000	-73.237473
1414	-0.723155	-1.689410	-9.375855	0.000000	0.000000	-73.237473
1415	-4.605170	-174.151314	-6.684612	0.000000	-4.605170	-261.609842
1416	-0.723155	-1.689410	-9.375855	0.000000	0.000000	-73.237473
1417	-0.459455	0.550823	-5.703782	0.000000	0.000000	-57.410078
1418	0.861479	6.515405	-5.298317	0.000000	-4.605170	-247.616706
1419	5.466650	9.565504	-6.396930	0.000000	0.000000	-247.616705
1420	-6.396930	-273.697790	0.000000	0.000000	-5.298317	-255.623074
1421	0.000000	2.912566	0.000000	0.000000	0.000000	-53.336521
1422	0.281698	-0.842372	-7.438384	0.000000	-5.298317	-298.323819
1423	-0.257299	-1.038663	-6.802395	0.000000	-4.605170	-284.224426
1424	0.000000	-56.217872	-4.605170	0.000000	0.000000	-87.097156
1425	0.446644	-0.288864	-6.396930	0.000000	-4.605170	-299.011682
1426	0.352755	-0.442961	-7.549609	0.000000	0.000000	-61.069103
1427	0.165372	1.998059	-7.244228	0.000000	-4.605170	-74.196906
1428	5.682469	1.483613	-9.323669	0.000000	0.000000	-62.080124
1429	-0.134523	-1.109879	-8.895630	0.000000	-4.605170	-261.935265
1430	0.218902	0.490761	-8.895630	0.000000	-4.605170	-261.935265
1431	-0.151472	-3.027735	-7.824046	0.000000	-4.605170	-290.094687
1432	-7.170120	-317.481507	-6.551080	0.000000	-4.605170	-280.532449
1433	0.369402	-5.540683	-8.779557	0.000000	0.000000	-71.728681
1434	-1.329782	-76.278888	-7.937375	0.000000	-5.703782	-316.532225
1435	0.369402	-5.540683	-8.779557	0.000000	0.000000	-71.728681
1436	-1.284053	-54.157421	-7.170120	0.000000	-4.605170	-266.484210
1437	-0.385320	-1.631593	-7.170120	0.000000	0.000000	-78.595967
1438	0.214489	-1.506466	-7.649693	0.000000	0.000000	-69.802384
1439	0.214489	-1.506466	-7.649693	0.000000	0.000000	-69.802384
1440	-0.055174	0.417553	-7.649693	0.000000	0.000000	-69.802384
1441	-0.247441	-1.050912	-9.752665	0.000000	0.000000	-67.618095
1442	0.257521	1.474377	-8.242756	0.000000	-6.684612	-274.822247
1443	0.265068	1.589797	-8.242756	0.000000	-6.684612	-274.822247
1444	0.150655	2.680671	-4.605170	0.000000	-5.298317	-261.071091
1445	0.000000	0.000000	0.000000	0.000000	-4.605170	-69.837611
1446	-1.246980	-0.544494	-6.551080	0.000000	-4.605170	-98.516269
1447	1.104351	1.188111	-6.396930	0.000000	-5.298317	-203.452080
1448	0.374836	1.656916	-7.003065	0.000000	-4.605170	-294.698994
1449	0.374836	1.656916	-7.003065	0.000000	-4.605170	-294.698994
1450	0.374836	1.656916	-7.003065	0.000000	-4.605170	-294.698994
1451	0.374836	1.656916	-7.003065	0.000000	-4.605170	-294.698994
1452	0.374836	1.656916	-7.003065	0.000000	-4.605170	-294.698994
1453	0.374836	3.139369	-7.003065	0.000000	-4.605170	-294.698994
1454	-0.281944	-101.146247	-5.703782	0.000000	-4.605170	-261.375649
1455	-5.703782	-296.257046	-5.991465	0.000000	-4.605170	-77.310577
1456	-0.281944	-2.112368	-7.313220	0.000000	-4.605170	-261.417715
1457	-0.033968	1.376440	-5.991465	0.000000	0.000000	-62.317528
1458	-0.668073	-1.856168	0.000000	0.000000	0.000000	-65.432780
1459	-4.605170	-280.117654	-5.298317	0.000000	0.000000	-258.901793
1460	0.263407	-2.252489	-8.294050	0.000000	0.000000	-77.391695
1461	-1.148904	-56.937012	-9.314700	0.000000	0.000000	-262.617872
1462	-0.095666	-46.639049	-8.188689	0.000000	-5.703782	-297.734516
1463	-0.095666	-46.639049	-8.188689	0.000000	-5.703782	-297.734516
1464	-0.619758	-0.746875	-8.216088	0.000000	-5.298317	-292.346720
1465	-0.619758	-0.746875	-8.216088	0.000000	-5.298317	-292.346720
1466	-0.619758	-0.746875	-8.216088	0.000000	-5.298317	-292.346720
1467	-0.528592	-55.977096	-8.006368	0.000000	0.000000	-301.390330
1468	-0.528592	-54.360980	-8.006368	0.000000	0.000000	-301.390330
1469	0.386009	-0.373574	-8.294050	0.000000	0.000000	-77.391695
1470	0.766537	1.341066	-8.039157	0.000000	-4.605170	-262.109617
1471	-0.477394	1.284125	-6.214608	0.000000	-5.298317	-308.539005
1472	0.047933	1.932333	-7.783224	0.000000	0.000000	-88.325924
1473	0.029334	0.151371	-5.703782	0.000000	-4.605170	-69.363151
1474	5.713133	-12.847374	-7.377759	0.000000	-5.298317	-316.216103
1475	5.713133	-12.847374	-7.377759	0.000000	-5.298317	-316.216103
1476	5.713133	-12.847374	-7.377759	0.000000	-5.298317	-316.216103
1477	0.042645	3.373321	-6.214608	0.000000	0.000000	-63.053236
1478	0.861479	6.515405	-5.298317	0.000000	-4.605170	-247.616706
1479	-0.459455	0.550823	-5.703782	0.000000	0.000000	-57.410078
1480	-5.991465	-313.963310	-5.703782	0.000000	-4.605170	-253.661417
1481	-0.237133	-37.933302	-6.396930	0.000000	-5.298317	-287.260978
1482	-1.040258	-57.378290	-7.313220	0.000000	0.000000	-260.724323
1483	-0.895297	-44.005475	-6.551080	0.000000	0.000000	-68.088435
1484	-1.429839	-70.055160	-7.170120	0.000000	-4.605170	-263.838084
1485	0.032065	0.564532	-9.553930	0.000000	-4.605170	-95.951191
1486	-2.855795	-154.206004	-9.059517	0.000000	0.000000	-293.237079
1487	0.237036	0.491575	-6.214608	0.000000	0.000000	-62.031584
1488	0.369402	-5.540683	-8.779557	0.000000	0.000000	-71.728681
1489	0.214489	-1.506466	-7.649693	0.000000	0.000000	-69.802384
1490	0.094530	1.502211	-7.649693	0.000000	0.000000	-69.802384
1491	0.214489	-1.506466	-7.649693	0.000000	0.000000	-69.802384
1492	0.214489	-1.506466	-7.649693	0.000000	0.000000	-69.802384
1493	0.209317	-1.972563	-10.126631	0.000000	0.000000	-78.376019
1494	-2.253523	-87.815643	-9.553930	0.000000	-4.605170	-95.951191
1495	-2.253523	-87.815643	-9.553930	0.000000	-4.605170	-95.951191
1496	0.664249	2.765719	-8.242756	0.000000	-5.703782	-295.708952
1497	-1.246980	-0.544494	-6.551080	0.000000	-4.605170	-98.516269
1498	-0.492178	1.133546	-7.003065	0.000000	-4.605170	-72.148645
1499	0.000000	-214.726031	-6.214608	0.000000	-5.298317	-297.540877
1500	-0.308996	-0.812574	-5.703782	0.000000	-4.605170	-62.939905
1501	0.000000	-5.103212	0.000000	0.000000	0.000000	-48.824288
1502	0.025486	-1.878059	-6.214608	0.000000	-4.605170	-299.210877
1503	-0.528592	-54.080047	-8.006368	0.000000	0.000000	-301.390330
1504	-0.528592	-55.977096	-8.006368	0.000000	0.000000	-301.390330
1505	-0.619758	-0.746875	-8.216088	0.000000	-5.298317	-292.346720
1506	0.742190	1.076709	-8.006368	0.000000	0.000000	-301.390330
1507	-0.528592	-55.977096	-8.006368	0.000000	0.000000	-301.390330
1508	-1.148904	-56.937012	-9.314700	0.000000	0.000000	-262.617872
1509	0.392165	2.399288	-6.551080	0.000000	-5.298317	-255.749055
1510	-0.613357	-9.580422	-4.605170	0.000000	-5.298317	-254.573251
1511	0.000000	2.912566	0.000000	0.000000	0.000000	-53.336521
1512	-5.298317	-5.472202	0.000000	0.000000	0.000000	-151.859045
1513	-5.298317	-303.738866	-5.991465	0.000000	-5.703782	-270.571720
1514	0.394786	-1.023388	-5.298317	0.000000	-4.605170	-64.390740
1515	-7.170120	-328.780129	-7.090077	0.000000	-4.605170	-264.062708
1516	-5.703782	-240.309882	-5.298317	0.000000	0.000000	-56.684475
1517	-0.277087	-1.703006	-6.396930	0.000000	-5.298317	-292.443884
1518	-1.086379	-58.870950	0.000000	0.000000	0.000000	-60.645289
1519	0.075171	2.580904	-9.375855	0.000000	0.000000	-73.237473
1520	-0.076318	2.646547	-6.684612	0.000000	-4.605170	-261.609842
1521	0.263407	-2.252489	-8.294050	0.000000	0.000000	-77.391695
1522	-1.148904	-56.937012	-9.314700	0.000000	0.000000	-262.617872
1523	-1.148904	-56.937012	-9.314700	0.000000	0.000000	-262.617872
1524	0.263407	0.077947	-8.294050	0.000000	0.000000	-77.391695
1525	0.215464	0.210257	-7.377759	0.000000	0.000000	-259.209277
1526	-1.148904	-56.937012	-9.314700	0.000000	0.000000	-262.617872
1527	-2.182907	-116.354888	-6.684612	0.000000	-5.298317	-82.806720
1528	-0.091969	3.109387	-7.170120	0.000000	-4.605170	-263.866249
1529	-0.095666	-46.639049	-8.188689	0.000000	-5.703782	-297.734516
1530	-0.477394	1.284125	-6.214608	0.000000	-5.298317	-308.539005
1531	-0.259023	-9.412281	-7.170120	0.000000	-4.605170	-263.866249
1532	-0.528592	-55.977096	-8.006368	0.000000	0.000000	-301.390330
1533	-0.391401	-32.134452	-8.455318	0.000000	-4.605170	-267.693040
1534	-0.391401	-32.134452	-8.455318	0.000000	-4.605170	-267.693040
1535	-0.095666	-46.639049	-8.188689	0.000000	-5.703782	-297.734516
1536	0.137928	0.038362	-7.824046	0.000000	0.000000	-71.935071
1537	0.405717	-24.970929	-6.684612	0.000000	-5.298317	-71.781337
1538	-0.018218	1.075128	-8.594154	0.000000	-5.298317	-263.808093
1539	-0.391685	-20.576600	-8.268732	0.000000	-4.605170	-258.079812
1540	0.248629	0.059527	-6.684612	0.000000	-5.298317	-258.764991
1541	-2.476191	-133.658955	-6.214608	0.000000	-5.703782	-66.850329
1542	-0.843670	-1.160238	-4.605170	0.000000	0.000000	-68.238221
1543	-1.798792	-90.756378	-6.551080	0.000000	-4.605170	-291.180970
1544	-5.703782	-277.829749	-5.298317	0.000000	-4.605170	-52.630952
1545	0.000000	-129.637907	-7.170120	0.000000	0.000000	-57.776895
1546	0.117594	-0.091531	-5.298317	0.000000	0.000000	-49.882081
1547	-0.383747	-0.229823	-9.752665	0.000000	0.000000	-67.618095
1548	-0.116937	0.685524	-9.752665	0.000000	0.000000	-67.618095
1549	-1.559901	-82.754839	-6.684612	0.000000	0.000000	-62.514238
1550	-0.243074	0.228359	-9.553930	0.000000	-4.605170	-95.951191
1551	-1.307882	-57.364621	-7.313220	0.000000	-6.214608	-314.855864
1552	0.187558	0.552176	-8.160518	0.000000	0.000000	-65.411728
1553	-7.438384	-366.916948	-6.684612	0.000000	-4.605170	-71.599178
1554	-0.060702	-2.405036	-7.377759	0.000000	0.000000	-65.960137
1555	-0.967547	6.207588	-7.003065	0.000000	0.000000	-72.851361
1556	0.297832	-0.148510	-6.396930	0.000000	-4.605170	-63.025063
1557	-1.060910	-38.757571	-9.082507	0.000000	0.000000	-262.392729
1558	-0.014580	0.336796	-5.991465	0.000000	0.000000	-60.973791
1559	-1.060910	-38.757571	-9.082507	0.000000	0.000000	-262.392729
1560	-1.307882	-57.364621	-7.313220	0.000000	-6.214608	-314.855864
1561	-1.460292	-32.487242	-7.313220	0.000000	0.000000	-67.596607
1562	-1.118543	-33.436482	-7.740664	0.000000	-4.605170	-264.693280
1563	-1.460292	-41.324705	-7.313220	0.000000	0.000000	-67.596607
1564	-1.118543	-33.436482	-7.740664	0.000000	-4.605170	-264.693280
1565	0.100626	-0.439468	-7.170120	0.000000	0.000000	-263.450079
1566	-0.487161	-36.978359	-7.170120	0.000000	0.000000	-263.450079
1567	-1.307882	-57.364621	-7.313220	0.000000	-6.214608	-314.855864
1568	-5.703782	-240.309882	-5.298317	0.000000	0.000000	-56.684475
1569	-0.993485	-51.071589	-7.313220	0.000000	-6.551080	-122.392849
1570	-0.030161	2.562318	-6.684612	0.000000	-5.991465	-313.653742
1571	-0.399258	-2.546316	-6.684612	0.000000	-5.991465	-313.653742
1572	-0.887611	-46.107679	-8.242756	0.000000	-6.684612	-274.822247
1573	-0.668073	-1.856168	0.000000	0.000000	0.000000	-65.432780
1574	-0.668073	-1.856168	0.000000	0.000000	0.000000	-65.432780
1575	0.166384	-0.044132	-6.684612	0.000000	0.000000	-72.461401
1576	-0.303344	0.144775	-6.551080	0.000000	-4.605170	-64.338621
1577	-5.703782	-269.466781	-5.298317	0.000000	0.000000	-62.177765
1578	-2.219661	-98.004877	-7.438384	0.000000	0.000000	-267.160234
1579	0.423411	-8.823732	-5.991465	0.000000	-4.605170	-259.862004
1580	0.263407	-2.252489	-8.294050	0.000000	0.000000	-77.391695
1581	-0.318618	-5.972434	-7.377759	0.000000	0.000000	-259.209277
1582	-1.148904	-56.937012	-9.314700	0.000000	0.000000	-262.617872
1583	0.263407	-2.252489	-8.294050	0.000000	0.000000	-77.391695
1584	-1.148904	-56.937012	-9.314700	0.000000	0.000000	-262.617872
1585	-4.605170	-203.120068	-5.991465	0.000000	0.000000	-75.989696
1586	-0.281944	-78.226354	-6.396930	0.000000	-4.605170	-68.647203
1587	-0.281944	-78.226354	-6.396930	0.000000	-4.605170	-68.647203
1588	-5.298317	-273.943464	-8.216088	0.000000	-4.605170	-298.396649
1589	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1590	5.442403	4.829132	-7.090077	0.000000	-5.298317	-263.062048
1591	5.442403	4.829132	-7.090077	0.000000	-5.298317	-263.062048
1592	-0.459455	0.550823	-5.703782	0.000000	0.000000	-57.410078
1593	-5.991465	-65.906115	-5.298317	0.000000	0.000000	-67.370721
1594	-0.013989	2.856273	-6.214608	0.000000	-4.605170	-50.656870
1595	0.361741	-1.596337	-6.802395	0.000000	-4.605170	-284.224426
1596	-1.285352	-63.484146	-7.740664	0.000000	0.000000	-71.216607
1597	0.361741	-1.596337	-6.802395	0.000000	-4.605170	-284.224426
1598	0.004042	-0.327657	-7.244228	0.000000	-4.605170	-264.045478
1599	0.092024	1.455665	-7.244228	0.000000	0.000000	-59.587497
1600	0.078050	0.317302	-7.313220	0.000000	0.000000	-67.596607
1601	-2.093268	-106.834914	-6.907755	0.000000	-5.703782	-66.754663
1602	-2.093268	-106.834914	-6.907755	0.000000	-5.703782	-66.754663
1603	-2.093268	-106.834914	-6.907755	0.000000	-5.703782	-66.754663
1604	0.040880	2.840727	-5.703782	0.000000	-4.605170	-58.777163
1605	-1.220876	-18.361080	0.000000	0.000000	0.000000	-250.380932
1606	0.000000	0.000000	-6.551080	0.000000	0.000000	-76.592112
1607	-0.240047	-27.183953	-6.396930	0.000000	-5.991465	-291.035017
1608	-0.274229	3.255491	-5.298317	0.000000	-4.605170	-65.132676
1609	-1.923021	-96.203633	-7.003065	0.000000	-5.703782	-76.365818
1610	-5.991465	-70.248447	-5.298317	0.000000	0.000000	-63.371687
1611	-0.075218	-40.727575	-7.549609	0.000000	-4.605170	-74.993243
1612	-0.662535	-1.966141	-6.802395	0.000000	-5.703782	-321.343424
1613	-0.662535	-1.966141	-6.802395	0.000000	-5.703782	-321.343424
1614	-0.337113	1.003992	-6.802395	0.000000	-5.703782	-321.343424
1615	0.276570	-1.031948	-6.907755	0.000000	0.000000	-65.432782
1616	0.281698	-0.842372	-7.438384	0.000000	-5.298317	-298.323819
1617	-7.244228	-286.771966	-6.214608	0.000000	-4.605170	-262.769139
1618	-0.528592	-55.977096	-8.006368	0.000000	0.000000	-301.390330
1619	-0.528592	-55.977096	-8.006368	0.000000	0.000000	-301.390330
1620	0.908135	-1.490198	-6.396930	0.000000	0.000000	-59.356386
1621	-5.298317	-284.329261	-6.396930	0.000000	0.000000	-69.506736
1622	-0.292968	-68.765188	-6.551080	0.000000	-5.991465	-85.193564
1623	0.230280	-0.591282	-6.214608	0.000000	-4.605170	-299.210877
1624	-5.298317	-62.336137	-7.824046	0.000000	0.000000	-64.126528
1625	-5.703782	-269.466781	-5.298317	0.000000	0.000000	-62.177765
1626	-5.703782	-269.466781	-5.298317	0.000000	0.000000	-62.177765
1627	1.104351	1.188111	-6.396930	0.000000	-5.298317	-203.452080
1628	1.104351	1.188111	-6.396930	0.000000	-5.298317	-203.452080
1629	-6.684612	-311.720455	-5.991465	0.000000	-4.605170	-259.862004
1630	0.335994	1.097764	-6.907755	0.000000	0.000000	-65.432782
1631	1.103249	-26.258549	-8.039157	0.000000	-5.703782	-338.471066
1632	0.005738	0.805033	-5.703782	0.000000	0.000000	-69.548073
1633	0.192292	3.621050	-6.684612	0.000000	0.000000	-286.652991
1634	1.079156	-0.418007	-8.294050	0.000000	0.000000	-77.391695
1635	-0.739415	-24.920832	-7.972466	0.000000	-5.703782	-294.515775
1636	0.214988	-2.594594	-6.551080	0.000000	-5.298317	-241.178958
1637	-0.090394	-13.097946	-6.802395	0.000000	-5.298317	-266.297090
1638	0.668706	0.208746	-6.802395	0.000000	0.000000	-258.529612
1639	-0.986115	-2.166308	-6.684612	0.000000	-5.298317	-258.764991
1640	-0.161887	-44.661712	-6.551080	0.000000	-5.298317	-261.209076
1641	-1.798792	-90.756378	-6.551080	0.000000	-4.605170	-291.180970
1642	0.000000	-57.037820	-5.991465	0.000000	-5.298317	-64.026095
1643	-0.575553	-30.991085	0.000000	0.000000	0.000000	-44.624583
1644	0.456014	-7.410755	-7.170120	0.000000	0.000000	-250.748573
1645	1.149161	-21.890552	-7.495542	0.000000	-4.605170	-287.836345
1646	0.000000	0.000000	-5.298317	0.000000	0.000000	-51.945772
1647	0.610165	-0.897948	-6.684612	0.000000	0.000000	-54.722817
1648	0.000000	-292.542014	-5.298317	0.000000	0.000000	-54.317348
1649	-0.487161	-36.978359	-7.170120	0.000000	0.000000	-263.450079
1650	-0.313753	-0.334973	-5.703782	0.000000	-4.605170	-57.888449
1651	-0.049783	-14.476721	-7.972466	0.000000	-4.605170	-294.540298
1652	-0.049783	-14.476721	-7.972466	0.000000	-4.605170	-294.540298
1653	0.945625	-0.510673	-9.082507	0.000000	0.000000	-262.392729
1654	-0.092027	1.110164	-9.082507	0.000000	0.000000	-262.392729
1655	-0.487161	-36.978359	-7.170120	0.000000	0.000000	-263.450079
1656	0.369402	-5.540683	-8.779557	0.000000	0.000000	-71.728681
1657	-0.577834	-0.249810	-8.594154	0.000000	-5.298317	-263.808093
1658	0.000000	-2.280815	-7.244228	0.000000	0.000000	-78.845907
1659	0.000000	-2.280815	-7.244228	0.000000	0.000000	-78.845907
