,WADDR_ID,WXCORD,WYCORD
352,222 INDUSTRIAL DRIVE_CHICKAMAUGA_GA,-85.262086,34.85223
353,2220 HAMILTON PLACE BOULEVARD_CHATTANOOGA_TN,-85.155124,35.040575
354,2229 OLAN MILLS DR_CHATTANOOGA_TN,-85.184245,35.051826
355,224 BOOTH RD_CHATTANOOGA_TN,-85.244954,35.028599
356,2244 POLYMER DRIVE_CHATTANOOGA_TN,-85.194038,35.05328
357,225 E 8TH ST_CHATTANOOGA_TN,-85.306312,35.046961
358,2253 CHAMBLISS AVE NW_CLEVELAND_TN,-84.870882,35.175693
359,2288 GUNBARREL RD_CHATTANOOGA_TN,-85.149144,35.038915
360,2290 GUNBERREL RD_CHATTANOOGA_TN,-85.149937,35.037407
361,23 N CREST RD_CHATTANOOGA_TN,-85.25733,35.0312119
362,2300 E 3RD ST_CHATTANOOGA_TN,-85.266525,35.038324
363,2302 OCOEE ST_CHATTANOOGA_TN,-85.258394,35.054512
364,2305 ABUTMENT RD_PHELPS_GA,-84.9625618,34.7254703
365,2305 CHAMBLISS AVE NW_CLEVELAND_TN,-84.869778,35.177377
366,2305 EAST 3RD STREET_CHATTANOOGA_TN,-85.265883,35.039302
367,2310 EAST 23RD STREET_CHATTANOOGA_TN,-85.276667,35.016273
368,2312 DUNCAN AVE_CHATTANOOGA_TN,-85.268755,35.032202
369,2333 MCCALLIE AVE_CHATTANOOGA_TN,-85.26772754545455,35.03459018181818
370,2350 SHALLOWFORD VILLAGE DRIVE_CHATTANOOGA_TN,-85.154342,35.045499
371,2395 ROSSVILLE BOULEVARD_CHATTANOOGA_TN,-85.296384,35.022398
372,2401 BACHMAN STREET_CHATTANOOGA_TN,-85.248695,35.068116
373,2412 BIRD ST_CHATTANOOGA_TN,-85.245153,35.0659599
374,2412 CORRAL RD_SIGNAL MOUNTAIN_TN,-85.3290447,35.2001117
375,2412 MCCALLIE AVE_CHATTANOOGA_TN,-85.26639,35.032526
376,2415 MCCALLIE AVE_CHATTANOOGA_TN,-85.265847,35.033127
377,243 GENTRY RD_RINGGOLD_GA,-85.1440067,34.9829502
378,244 E 11TH ST_CHATTANOOGA_TN,-85.3066023,35.0428836
379,2478 HAPPY VALLEY RD_FAIRVIEW_GA,-85.312469,34.94929
380,2478 HAPPY VALLEY ROAD_FAIRVIEW_GA,-85.312469,34.94929
381,25 ASBURY DR_CHATTANOOGA_TN,-85.231941,35.013834
382,2500 DODDS AVE_CHATTANOOGA_TN,-85.2735081,35.0156537
383,2500 EAST 37TH STREET_CHATTANOOGA_TN,-85.284938,34.999477
384,2501 DODDS AVENUE_CHATTANOOGA_TN,-85.275495,35.012446
385,2507 JENKINS RD_CHATTANOOGA_TN,-85.129481,35.0438
386,2515 E 43RD ST_CHATTANOOGA_TN,-85.287145,34.994777
387,2525 DESALES AVE_CHATTANOOGA_TN,-85.26022478571429,35.04176092857142
388,2525 GLENWOOD DR_CHATTANOOGA_TN,-85.2577589,35.0494067
389,2564 KINGSLEY CT_CHATTANOOGA_TN,-85.143407,35.044602
390,26 W 20TH ST_CHATTANOOGA_TN,-85.309709,35.031606
391,260 SCHOOL ST_SODDY-DAISY_TN,-85.162485,35.291779
392,2600 4TH AVE_CHATTANOOGA_TN,-85.282138,35.012777
393,2600 8TH AVE_CHATTANOOGA_TN,-85.277463,35.012222
394,2600 IGOU FERRY ROAD_SODDY-DAISY_TN,-85.101783,35.231637
395,2600 WALKER RD_CHATTANOOGA_TN,-85.136908,35.05280593333333
396,2605 EAST 30TH STREET_CHATTANOOGA_TN,-85.279546,35.007724
397,2625 U.S. 27_LAFAYETTE_GA,-85.2751642,34.7024585
398,2626 WALKER RD # 1_CHATTANOOGA_TN,-85.137946,35.053099
399,2626 WALKER RD_CHATTANOOGA_TN,-85.1379465,35.0530991
400,2636 WALKER ROAD_CHATTANOOGA_TN,-85.137954,35.053521
401,2643 BATTLEFIELD PKWY_FORT OGLETHORPE_GA,-85.221462,34.943169
402,2645 LAFAYETTE ROAD_FORT OGLETHORPE_GA,-85.259009,34.952316
403,2650 SAM POWELL DRIVE_SIGNAL MOUNTAIN_TN,-85.365832,35.160131
404,2651 RIVERPORT RD_CHATTANOOGA_TN,-85.274123,35.079993
405,268 WEST JACKSON AVENUE_SPRING CITY_TN,-84.861092,35.695619
406,2700 PARKWOOD AVENUE_CHATTANOOGA_TN,-85.257413,35.039411
407,2701 BELLE ARBOR AVENUE_CHATTANOOGA_TN,-85.265964,35.074299
408,2703 RALPH BUCKNER BLVD NE_CLEVELAND_TN,-84.8524496,35.1672878
409,2706 WILSON ROCKY DELL_SIGNAL MOUNTAIN_GA,-85.4669704,34.5346219
410,2707 CITICO AVE_CHATTANOOGA_TN,-85.257374,35.041718
411,271 NORTHGATE MALL_CHATTANOOGA_TN,-85.240549,35.129211
412,2711 BOYNTON DR_INDIAN SPRINGS_GA,-85.16803,34.9237721
413,2713 GLENWOOD PKWY_CHATTANOOGA_TN,-85.259813,35.035095
414,2746 RINGGOLD RD_EAST RIDGE_TN,-85.2675762,35.0089893
415,278 OAK GROVE ROAD_CHICKAMAUGA_GA,-85.329124,34.853966
416,2800 MCCALLIE AVE_CHATTANOOGA_TN,-85.2615089,35.0313017
417,2800 RIVERPORT RD_CHATTANOOGA_TN,-85.268611,35.079942
418,2800 STEAM PLANT ACCESS RD_STEVENSON_AL,-85.7660202,34.8883372
419,2810 WALKER RD_CHATTANOOGA_TN,-85.13794,35.0588819
420,2814 EDWARDS POINT RD_FAIRMOUNT_TN,-85.3590265,35.1558906
421,2816 EBLEN DR_CHATTANOOGA_TN,-85.156106,35.0639759
422,2821 ROSSVILLE BLVD_CHATTANOOGA_TN,-85.294755,35.013513
423,285 MAIN ST_DAYTON_TN,-85.013503,35.492132
424,29 TIGER TRAIL_RINGGOLD_GA,-85.111631,34.92203645
425,2943 FOLTS CIR_CHATTANOOGA_TN,-85.291431,35.094571
426,297 WEST 38TH STREET_CHATTANOOGA_TN,-85.314671,35.007035
427,298 E 6TH ST_CHATTANOOGA_TN,-85.306398,35.0497525
428,300 BROOKFIELD AVE_CHATTANOOGA_TN,-85.239462,35.012377
429,300 CHESTNUT ST_CHATTANOOGA_TN,-85.3118,35.05346
430,300 CRESCENT AVE_CHICKAMAUGA_GA,-85.297572,34.871196
431,300 KING ST_COHUTTA_GA,-84.9505728,34.9659936
432,300 W RIDGEWOOD AVE_CHATTANOOGA_TN,-85.314198,35.092934
433,300 WIEHL ST_CHATTANOOGA_TN,-85.2897151,35.047988
434,3000 PRESTON STATION DR_HIXSON_TN,-85.2148349,35.134758
435,3002 JERSEY PIKE_CHATTANOOGA_TN,-85.196835,35.0575
436,3009 WOOD AVE_CHATTANOOGA_TN,-85.2596,35.076147
437,301 E 20TH ST_CHATTANOOGA_TN,-85.305578,35.030842
438,3010 LANCASTER CIR_CHATTANOOGA_TN,-85.302462,35.106327
439,3016 BATTLEFIELD PARKWAY_FORT OGLETHORPE_GA,-85.214822,34.938975
440,302 NORTHGATE MALL DR_CHATTANOOGA_TN,-85.236705,35.130426
441,304 NORTH MAIN STREET_LAFAYETTE_GA,-85.281634,34.708296
442,306 COVE ROAD_CHICKAMAUGA_GA,-85.293772,34.869366
443,3074 HICKORY VALLEY RD_CHATTANOOGA_TN,-85.15459279999999,35.0735682
444,3097 MARKET ST_DAYTON_TN,-85.0024532,35.5097921
445,31 ANCHOR DR_ROSSVILLE_GA,-85.228421,34.970061
446,310 DODDS AVE_CHATTANOOGA_TN,-85.264032,35.0312121
447,310 EAST EIGHTH STREET_CHATTANOOGA_TN,-85.3058483,35.0464822
448,310 MEMORIAL DR_RED BANK_TN,-85.305058,35.092951
449,3101 PARKER LN_CHATTANOOGA_TN,-85.362123,35.0269199
450,311 MARTIN LUTHER KING BLVD_CHATTANOOGA_TN,-85.30967565,35.04569195
451,312 HANNAH LN_HIXSON_TN,-85.221252,35.182766
452,312 VINE STREET_CHATTANOOGA_TN,-85.305376,35.049622
453,3130 BEE TREE LN_FAIRMOUNT_TN,-85.331179,35.165717
454,314 BARBARA CIR_CHATTANOOGA_TN,-85.2326159,35.009245
455,314 SPEARS AVE_CHATTANOOGA_TN,-85.310042,35.065268
456,315 WILLOW GLEN RD_CHATTANOOGA_TN,-85.167463,34.987497
457,3150 BOYNTON DR_RINGGOLD_GA,-85.1746566,34.9254053
458,316 BULL DOG TRL_ROSSVILLE_GA,-85.29667,34.98132
459,316 N BRAGG AVE_LOOKOUT MOUNTAIN_TN,-85.347787,34.999088
460,316 S MISSION RIDGE DR_ROSSVILLE_GA,-85.287305,34.966885
461,3167 ELMENDORF CIR_CHATTANOOGA_TN,-85.263793,35.080379
462,3175 CEDARTOWN HWY_ROME_GA,-85.2075286,34.1698091
463,3186 DIETZ RD_RINGGOLD_GA,-85.2109342,34.929011
464,320 MAXWELL ROAD_ALPHARETTA_GA,-84.300674,34.066594
465,320 MCCALLIE AVE_CHATTANOOGA_TN,-85.3063624,35.0477289
466,3212 DAYTON BLVD_CHATTANOOGA_TN,-85.2961062,35.1079682
467,3214 HIXSON PIKE_CHATTANOOGA_TN,-85.2793857,35.0994889
468,322 EVITT LANE_RINGGOLD_GA,-85.226054,34.961829
469,323 WEST MAIN STREET_CAMDEN_TN,-88.113902,36.057212
470,324 W 4TH AVE_DAYTON_TN,-85.0113209,35.495955
471,324 WARREN DR_CHATTANOOGA_TN,-85.370998,35.032761
472,325 WOLFE ST_COHUTTA_GA,-84.95151,34.9595694
473,326 HERMAN BUCK LN_CHICKAMAUGA_GA,-85.343906,34.85464
474,3300 BROAD ST_CHATTANOOGA_TN,-85.322113,35.016906
475,3301 DODSON AVE_CHATTANOOGA_TN,-85.248631,35.075534
476,331 STEWART ST_OGLETHORPE_GA,-84.0614459,32.2889051
477,3310 ALTA VISTA DR_CHATTANOOGA_TN,-85.254923,35.023306
478,3315 HIXSON PIKE_CHATTANOOGA_TN,-85.275498,35.102042
479,3322 BOYDSTON RD_CHATTANOOGA_TN,-85.352426,35.053271
480,333 GATEWAY DR_RINGGOLD_GA,-85.151725,34.932878
481,334 MARKET ST_CHATTANOOGA_TN,-85.30944835,35.0525087
482,3354 CHARGER DR_CHATTANOOGA_TN,-85.3214,35.013718
483,3359 BLAKE DR SW_DALTON_GA,-85.0020871,34.6799756
484,3370 JENKINS RD_CHATTANOOGA_TN,-85.1274059,35.047094
485,34 LAKE AVE_LAKEVIEW_GA,-85.223998,34.982403
486,340 EVITT LN_RINGGOLD_GA,-85.141988,34.900861
487,340 FRAZIER AVENUE_CHATTANOOGA_TN,-85.30532,35.0617
488,3400 DODDS AVE_CHATTANOOGA_TN,-85.2735081,35.0156537
489,3401 CUMMINGS ROAD_CHATTANOOGA_TN,-85.382782,35.008983
490,3409 13TH AVE_CHATTANOOGA_TN,-85.279335,35.0008709
491,3415 BROAD ST_CHATTANOOGA_TN,-85.3245929,35.0159329
492,3417 AMNICOLA HWY_CHATTANOOGA_TN,-85.2625999,35.0841481
493,3420 CHATTANOOGA VALLEY RD_FLINTSTONE_GA,-85.3461018,34.934727249999995
494,3424 GLENDON DR_CHATTANOOGA_TN,-85.2508027,35.0203395
495,344 HIXSON ST_SODDY-DAISY_TN,-85.189243,35.234146
496,346 FRAZIER AVE_CHATTANOOGA_TN,-85.3051813,35.0619112
497,3500 DODDS AVE_CHATTANOOGA_TN,-85.28143825,35.00118
498,3500 PEERLESS RD NW_CLEVELAND_TN,-84.86891,35.1990329
499,3500 RINGGOLD RD_EAST RIDGE_TN,-85.261712,35.004677
500,351 LABELING WAY_CHATTANOOGA_TN,-85.386623,35.012926
501,3517 13TH AVE_CHATTANOOGA_TN,-85.279881,34.999856
502,352 NORTHGATE MALL_CHATTANOOGA_TN,-85.237365,35.1284358
503,3520 BRAINERD RD_CHATTANOOGA_TN,-85.248345,35.024035
504,3550 CUMMINGS HIGHWAY_CHATTANOOGA_TN,-85.3771,35.0162
505,3570 KEITH STREET NORTHWEST_CLEVELAND_TN,-84.859878,35.192443
506,3600 13TH AVE_CHATTANOOGA_TN,-85.27949,34.998699
507,3600 HIGHLAND TERRACE DR_CHATTANOOGA_TN,-85.2737143,35.1160468
508,3600 WILEY AVE_EAST RIDGE_TN,-85.248355,35.009144
509,3614 TENNESSEE AVENUE_CHATTANOOGA_TN,-85.324998,35.01356
510,3621 GLENDON DR_CHATTANOOGA_TN,-85.245873,35.0174779
511,3623 WELDON DR_CHATTANOOGA_TN,-85.255292,35.000534
512,3625 BATTLEFIELD PARKWAY_RINGGOLD_GA,-85.206085,34.937311
513,3701 RINGGOLD RD_EAST RIDGE_TN,-85.2580867,35.0009911
514,3708 DAYTON BOULEVARD_RED BANK_TN,-85.291159,35.115995
515,372 GEORGIA 95_ROCK SPRING_GA,-85.2383415,34.8179876
516,3725 JENKINS RD_CHATTANOOGA_TN,-85.127707,35.054994
517,3780 ST ELMO AVE_CHATTANOOGA_TN,-85.3281409,35.0113676
518,3800 AMNICOLA HIGHWAY_CHATTANOOGA_TN,-85.257268,35.090654
519,3800 DAYTON BOULEVARD_CHATTANOOGA_TN,-85.290236,35.117294
520,3801 TENNESSEE AVE_CHATTANOOGA_TN,-85.327663,35.011041
521,3804 SAINT ELMO AVE # 103_CHATTANOOGA_TN,-85.328198,35.011208
522,3805 BRAINERD RD_CHATTANOOGA_TN,-85.2424404,35.0224975
523,3821 BRAINERD RD_CHATTANOOGA_TN,-85.2414,35.022264
524,3831 OOLTEWAH RINGGOLD RD_OOLTEWAH_TN,-85.076625,35.042347
525,3886 HIXSON PIKE_CHATTANOOGA_TN,-85.2643377,35.1125801
526,3903 VOLUNTEER DR # 10_CHATTANOOGA_TN,-85.197929,35.070457
527,3903 VOLUNTEER DR_CHATTANOOGA_TN,-85.197929,35.070457
528,3918 TENNESSEE AVE_CHATTANOOGA_TN,-85.3278309,35.009985
529,3922 VOLUNTEER DR # 9_CHATTANOOGA_TN,-85.199034,35.072838
530,3938 BOYNTON DR_INDIAN SPRINGS_GA,-85.1853804,34.923053
531,3938 BOYNTON DR_RINGGOLD_GA,-85.185231,34.923687
532,3960 POPLAR SPRINGS ROAD_RINGGOLD_GA,-85.192725,34.895881
533,397 BAGGETT RD_RINGGOLD_GA,-85.162246,34.917758
534,399 MCCALLIE AVE_CHATTANOOGA_TN,-85.305689,35.048041
535,400 BIRMINGHAM HIGHWAY_CHATTANOOGA_TN,-85.391438,35.009074
536,400 E 11TH ST_CHATTANOOGA_TN,-85.30462,35.041822
537,400 GARDEN RD_CHATTANOOGA_TN,-85.3562345,35.017962
538,400 WALNUT ST_CHATTANOOGA_TN,-85.307541,35.0522851
539,4000 AMNICOLA HIGHWAY_CHATTANOOGA_TN,-85.252693,35.091945
540,4000 DAYTON BLVD_RED BANK_TN,-85.288025,35.12035
541,4001 N HAWTHORNE ST_CHATTANOOGA_TN,-85.2468109,35.0869145
542,4001 SAINT ELMO AVENUE_CHATTANOOGA_TN,-85.328647,35.008364
543,4005 CROMWELL RD_CHATTANOOGA_TN,-85.207926,35.06411
544,4005 POPLAR SPRINGS ROAD_RINGGOLD_GA,-85.193177,34.891892
545,401 CHESTNUT ST #230_CHATTANOOGA_TN,-85.3121479,35.051791
546,401 CHESTNUT ST_CHATTANOOGA_TN,-85.312148,35.051791
547,401 DODSON AVE_CHATTANOOGA_TN,-85.2670637,35.0390584
548,401 GATEWAY AVE_CHATTANOOGA_TN,-85.315266,35.051436
549,401 N HOLTZCLAW AVE_CHATTANOOGA_TN,-85.2798717,35.0438072
550,401 RIVER TERMINAL RD_CHATTANOOGA_TN,-85.275508,35.073258
551,401 ROLLING WAY_SIGNAL MOUNTAIN_TN,-85.3335649,35.1308629
552,401 W 6TH ST_CHATTANOOGA_TN,-85.3135509,35.0496004
553,4011 AUSTIN STREET_CHATTANOOGA_TN,-85.242344,35.01164
554,4019 INDUSTRY DR_CHATTANOOGA_TN,-85.203387,35.071609
555,402 RIVERSIDE AVE_CHATTANOOGA_TN,-85.330068,35.058425
556,4029 GEORGETOWN RD NW_CLEVELAND_TN,-84.8825015,35.2135286
557,4030 S ACCESS RD_CHATTANOOGA_TN,-85.213348,35.081583
558,406 SCRUGGS RD_CHATTANOOGA_TN,-85.1916905,34.9870579
559,4080 JENKINS RD_CHATTANOOGA_TN,-85.125739975,35.05732
560,409 SIGNAL MOUNTAIN RD_CHATTANOOGA_TN,-85.330981,35.089875
561,409 SOUTH GERMANTOWN ROAD_CHATTANOOGA_TN,-85.251202,35.016206
562,409 SPRING ST_CHATTANOOGA_TN,-85.313777,35.068124
563,4098 MANOR RD_CHATTANOOGA_TN,-85.2360562,35.0182443
564,410 OLD MILL RD_CARTERSVILLE_GA,-84.822653,34.149303
565,4101 JEROME AVE_CHATTANOOGA_TN,-85.30096966666667,34.99693556666667
566,4103 WATSON RD_CHATTANOOGA_TN,-85.2612388,35.1173535
567,411 E 11TH ST_CHATTANOOGA_TN,-85.3049421,35.0422834
568,4113 DAYTON BLVD_CHATTANOOGA_TN,-85.287383,35.124104
569,4117 RINGGOLD RD_CHATTANOOGA_TN,-85.246667,34.997994
570,4120 JERSEY PIKE_CHATTANOOGA_TN,-85.1956,35.059497
571,4126 S CREEK RD_CHATTANOOGA_TN,-85.241736,35.0937558
572,413 SPRING ST_CHATTANOOGA_TN,-85.3146809,35.068058
573,4131 RINGGOLD RD_CHATTANOOGA_TN,-85.24532,34.998208
574,415 CAMERON CIR_CHATTANOOGA_TN,-85.3171847,35.0510392
575,4154 RINGGOLD ROAD_EAST RIDGE_TN,-85.244022,34.997034
576,416 CROSS STREET_ROSSVILLE_GA,-85.256253,34.974888
577,419 MCCALLIE AVE_CHATTANOOGA_TN,-85.30468,35.047574
578,42 DURANCE DR_CHATTANOOGA VALLEY_GA,-85.342494,34.897666
579,4201 STRATTON LN_OOLTEWAH_TN,-85.066666,35.0547935
580,4202 N ACCESS RD_CHATTANOOGA_TN,-85.2544209,35.112718
581,4226 NORCROSS ROAD_HIXSON_TN,-85.257741,35.120601
582,425 GREYSTONE DR_RINGGOLD_GA,-85.062443,34.972643
583,4251 3 NOTCH RD_INDIAN SPRINGS_GA,-85.183308,34.895971
584,428 ROLLINS INDUSTRIAL BLVD_RINGGOLD_GA,-85.123256,34.892686
585,429 BROAD ST_CHATTANOOGA_TN,-85.311273,35.0513369
586,4295 CROMWELL RD # 308_CHATTANOOGA_TN,-85.196812,35.065133
587,4295 CROMWELL RD # 309_CHATTANOOGA_TN,-85.196812,35.065133
588,4295 CROMWELL RD_CHATTANOOGA_TN,-85.196812,35.065133
589,4295 CROMWELL ROAD #409_CHATTANOOGA_TN,-85.196812,35.065133
590,4300 FOUNDERS WAY_CHATTANOOGA_TN,-85.186122,35.072535
591,4301 AMNICOLA HWY_CHATTANOOGA_TN,-85.245302,35.095948
592,4304 DODDS AVE_CHATTANOOGA_TN,-85.285483,34.992275
593,431 S GREEN ST_DALTON_GA,-84.9632885,34.7664272
594,431 SOUTH GREEN ST_DALTON_GA,-84.963288,34.766427
595,4310 DISTRIBUTION DR_CHATTANOOGA_TN,-85.17711,35.07123
596,4315 BRAINERD RD_CHATTANOOGA_TN,-85.23442266666666,35.01635099999999
597,4317 CLOUD SPRINGS RD_RINGGOLD_GA,-85.193359,34.966494
598,432 ARABIAN DR_RINGGOLD_GA,-85.116877,34.9168161
599,4320 BENNETT RD_CHATTANOOGA_TN,-85.244678,34.987019
600,4320 BENNETT RD_EAST RIDGE_TN,-85.244678,34.987019
601,4325 AMNICOLA HIGHWAY_CHATTANOOGA_TN,-85.243679,35.099904
602,4325 JERSEY PIKE # B_CHATTANOOGA_TN,-85.191453,35.071543
603,435 WHITENER DRIVE_DALTON_GA,-84.939409,34.765223
604,436 MARKET STREET_CHATTANOOGA_TN,-85.309224,35.051078
605,438 DEPOT ST_RINGGOLD_GA,-85.1041979,34.9097045
606,440 DEPOT ST_SODDY-DAISY_TN,-85.173338,35.287107
607,4400 HWY 58_CHATTANOOGA_TN,-85.1997285,35.0845892
608,4400 MOUNTAIN CREEK RD_CHATTANOOGA_TN,-85.297763,35.13693
609,4400 ST ELMO AVE_CHATTANOOGA_TN,-85.328751,35.001517
610,441 CLUB RD_HELENA_GA,-82.907123,32.1574351
611,441 EAGLE CLIFF DR_FLINTSTONE_GA,-85.359042,34.921695
612,4411 OAKWOOD DR_CHATTANOOGA_TN,-85.1854463,35.0890728
613,4411 TENNESSEE AVE_CHATTANOOGA_TN,-85.328037,35.000917
614,4414 WELLESLEY DR_OOLTEWAH_TN,-85.078449,35.053626
615,4420 OAKWOOD DRIVE_CHATTANOOGA_TN,-85.184164,35.088023
616,4435 SHACKLEFORD RIDGE ROAD_SIGNAL MOUNTAIN_TN,-85.359059,35.155944
617,444 MEADOWDEW LN_LAKEVIEW_GA,-85.237222,34.9785309
618,4500 N ACCESS RD_CHATTANOOGA_TN,-85.2494292,35.1113368
619,4500 PINNACLE LN_CHATTANOOGA_TN,-85.236442,35.108101
620,4500 ST ELMO AVE_CHATTANOOGA_TN,-85.3288718,34.999835250000004
621,4501 AMNICOLA HWY_CHATTANOOGA_TN,-85.2385931857143,35.097279635714294
622,4501 N ACCESS RD_CHATTANOOGA_TN,-85.2346101,35.1065653
623,4501 VIRGINIA AV_CHATTANOOGA_TN,-85.328456,35.0002392
624,4509 ROSSVILLE BOULEVARD_CHATTANOOGA_TN,-85.290504,34.990782
625,4515 HIXSON PIKE_HIXSON_TN,-85.250549,35.120413
626,4518 TENNESSEE 58_CHATTANOOGA_TN,-85.2366237,35.0962305
627,453 CUMBERLAND ST_CHATTANOOGA_TN,-85.280895,35.045819
628,4570 FRONTAGE RD_CLEVELAND_TN,-84.8638165,35.2220734
629,4600 TENNESSEE 58_CHATTANOOGA_TN,-85.194513,35.085257
630,4601 NORTH TER_CHATTANOOGA_TN,-85.235511,35.008353
631,4603 AMNICOLA HWY_CHATTANOOGA_TN,-85.2350898,35.0957354
632,4626 BONNIE WAY DRIVE_CHATTANOOGA_TN,-85.214336,35.042179
633,463 SAM RIDLEY PKWY W_SMYRNA_TN,-86.5362583,35.9936079
634,4650 REDLANDS DR_CHATTANOOGA_TN,-85.196483,35.075226
635,4659 SHALLOWFORD_CHATTANOOGA_TN,-85.213925,35.049447
636,4712 WILSON AVE_SIGNAL MOUNTAIN_TN,-85.302024,35.172315
637,4719 ROCKY RIVER RD_CHATTANOOGA_TN,-85.191066,35.081999
638,472 MARTIN LUTHER KING BLVD_CHATTANOOGA_TN,-85.3177352,35.047858
639,4735 TENNESSEE 58_CHATTANOOGA_TN,-85.190735,35.087536
640,4758 HWY 58_CHATTANOOGA_TN,-85.1883159,35.0884267
641,4786 TENNESSEE 58_CHATTANOOGA_TN,-85.186368,35.089194
642,480 WORKMAN RD_CHATTANOOGA_TN,-85.306937,34.995389
643,4805 JOHNSON RD_BIRCHWOOD_TN,-85.024721,35.361709
644,4809 HIXSON PIKE_HIXSON_TN,-85.248272,35.126114
645,4810 ROSSVILLE BLVD_CHATTANOOGA_TN,-85.287646,34.987312
646,4820 UNIVERSITY DRIVE_COLLEGEDALE_TN,-85.052118,35.045071
647,4843 HIXSON PIKE_CHATTANOOGA_TN,-85.24842,35.128091
648,4845 HIXSON PIKE # A_HIXSON_TN,-85.246652,35.128096
649,4850 HIGHWAY 58 # 190_CHATTANOOGA_TN,-85.181794,35.09149
650,4850 HIXSON PIKE_CHATTANOOGA_TN,-85.2465,35.12842
651,4850 JERSEY PIKE_CHATTANOOGA_TN,-85.178422,35.090843
652,4881 TAYLOR CIRCLE_COLLEGEDALE_TN,-85.04932550000001,35.04813615
653,490 GREENWAY VIEW DR_CHATTANOOGA_TN,-85.205326,35.008628
654,4922 JEFFERY LN_CHATTANOOGA_TN,-85.3062278,34.9912282
655,4935 HIGHWAY 58_CHATTANOOGA_TN,-85.1789378,35.0942678
656,4949 SWISS AVE_DALLAS_TX,-96.769923,32.802955
657,4978 GOLD WING WAY_CHATTANOOGA_TN,-85.1838073,35.0942668
658,499 COLLINS ST_CHATTANOOGA_TN,-85.2957043,35.0477213
659,499 MARTIN LUTHER KING BLVD_CHATTANOOGA_TN,-85.3180387,35.0481664
660,50 BISCUIT WAY_RINGGOLD_GA,-85.128666,34.911569
661,500 DODDS AVENUE_CHATTANOOGA_TN,-85.2655764,35.0287771
662,500 GLENWOOD DR_CHATTANOOGA_TN,-85.26062,35.0391916
663,500 WALNUT ST_CHATTANOOGA_TN,-85.30697399999998,35.05035900000001
664,500 WATER ST_JACKSONVILLE_FL,-81.664231,30.325138
665,5001 HIXSON PIKE_CHATTANOOGA_TN,-85.244151,35.133294
666,5001 HIXSON PIKE_HIXSON_TN,-85.2431717,35.1326194
667,501 SIGNAL MOUNTAIN RD_CHATTANOOGA_TN,-85.3316,35.0944
668,5010 ALPHA LANE_CHATTANOOGA_TN,-85.237652,35.134106
669,5010 ALPHA LANE_HIXSON_TN,-85.237652,35.134106
670,5010 UNIVERSITY DR_COLLEGEDALE_TN,-85.0500708,35.0470684
671,5011 SILVER LN_COLLEGEDALE_TN,-85.0266989,35.0407439
672,502 FLEETWOOD DR_LOOKOUT MOUNTAIN_TN,-85.349474,34.988247
673,5022 OLD GODSEY LN_HIXSON_TN,-85.236338,35.125889
674,503 SMOKETREE CIR_RINGGOLD_GA,-85.1638,34.900885
675,5031 HIXSON PIKE_CHATTANOOGA_TN,-85.240834,35.134886
676,5034 HUNTER VILLAGE DR_OOLTEWAH_TN,-85.093446,35.0802539
677,5035 HIXSON PIKE_HIXSON_TN,-85.241145,35.134626
678,505 S MOORE RD_EAST RIDGE_TN,-85.2323704,35.0053052
679,506 EAST 8TH STREET_CHATTANOOGA_TN,-85.303139,35.045114
680,5063 ALABAMA HWY_RINGGOLD_GA,-85.121908,34.916728
681,508 E MORRIS ST_DALTON_GA,-84.9615845,34.7686503
682,5080 OOLTEWAH RINGGOLD RD_OOLTEWAH_TN,-85.066409,35.061487
683,510 HAMILTON AVE_CHATTANOOGA_TN,-85.3083804,35.0671736
684,512 NATIONAL AVENUE_CHATTANOOGA_TN,-85.285946,35.037735
685,5121 OOLTEWAH RINGGOLD RD_OOLTEWAH_TN,-85.065816,35.064968
686,516 CHEROKEE BLVD_CHATTANOOGA_TN,-85.3158621,35.0675524
687,5188 TENNESSEE 153_CHATTANOOGA_TN,-85.239482,35.123117
688,519 E 4TH ST_CHATTANOOGA_TN,-85.3039158,35.0522438
689,5200 HWY 153_CHATTANOOGA_TN,-85.2394815,35.1231168
690,5200 WILSON ROAD_CHATTANOOGA_TN,-85.309032,34.98821
691,5201 DAYTON BLVD_CHATTANOOGA_TN,-85.276065,35.14624
692,5208 HIXSON PIKE_CHATTANOOGA_TN,-85.2363894,35.1375837
693,5208 HIXSON PIKE_HIXSON_TN,-85.2363894,35.1375837
694,5209 HWY 193_FLINTSTONE_GA,-85.3520985,34.9178908
695,521 INDUSTRIAL PARK RD_DUNLAP_TN,-85.380928,35.391073
696,522 HIGHWAY 64_OCOEE_TN,-84.707123,35.120958
697,523 ROBERTS MILL RD_WALDEN_TN,-85.2546809,35.2011805
698,5251 HWY 153_HIXSON_TN,-85.242474,35.126874
699,526 BATTLEFIELD PKWY_FORT OGLETHORPE_GA,-85.2558347,34.9547632
700,5298 COUNTY HIGHWAY 2205_OOLTEWAH_TN,-85.0761392,35.0839611
701,530 SHADOW PKWY_CHATTANOOGA_TN,-85.102734,35.011365
702,5302 JACKSON ST_CHATTANOOGA_TN,-85.2724282,35.1459274
703,5335 GEORGETOWN RD_CLEVELAND_TN,-84.9176971,35.2637808
704,5337 RINGGOLD RD_CHATTANOOGA_TN,-85.232102,34.994876
705,5348 TENNESSEE 153_CHATTANOOGA_TN,-85.24525,35.134198
