run,model,end,group,alternative,target,calibrate,within_threshold,survey_pct,model_pct,diff,current_beta,adjustment,new_beta
11,SchoolTourMode,30,,Shared Ride 3+,SchoolTourMode,TRUE,FALSE,39.61,33.25,-6.37,0.293758722,0.1489,0.4427
11,SchoolTourMode,50,,Drive Alone,SchoolTourMode,TRUE,TRUE,10.85,9.65,-1.19,2.514286317,0,2.5143
11,SchoolTourMode,60,,Bike,SchoolTourMode,TRUE,TRUE,1.49,0.1,-1.4,-5.441797532,0,-5.4418
11,SchoolTourMode,,,Walk,SchoolTourMode,FALSE,FALSE,6.02,1.92,-4.1,,0,
12,EscortTourMode,,,School Bus,EscortTourMode,FALSE,TRUE,0,0,0,,0,
12,EscortTourMode,40,,Shared Ride 2,EscortTourMode,TRUE,FALSE,47.2,44.59,-2.61,-1.059350972,0.0483,-1.0111
12,EscortTourMode,30,,Shared Ride 3+,EscortTourMode,TRUE,TRUE,48.2,49.58,1.37,-2.181741555,0,-2.1817
12,EscortTourMode,50,,Drive Alone,EscortTourMode,TRUE,TRUE,1.8,0.09,-1.71,-10,0,-10
12,EscortTourMode,60,,Bike,EscortTourMode,TRUE,TRUE,0.67,1.89,1.22,-12.81670103,0,-12.8167
12,EscortTourMode,,,Walk,EscortTourMode,FALSE,TRUE,2.13,3.85,1.72,,0,
13,OtherHomeBasedTourMode,50,,Drive Alone,OtherHomeBasedTourMode,TRUE,FALSE,38.1,40.87,2.77,1.176127309,-0.0596,1.1165
13,OtherHomeBasedTourMode,40,,Shared Ride 2,OtherHomeBasedTourMode,TRUE,TRUE,32.02,32.24,0.22,-1.286212311,0,-1.2862
13,OtherHomeBasedTourMode,30,,Shared Ride 3+,OtherHomeBasedTourMode,TRUE,TRUE,21.55,22.94,1.39,-1.210876732,0,-1.2109
13,OtherHomeBasedTourMode,20,,Walk-Transit,OtherHomeBasedTourMode,TRUE,TRUE,1.36,1.29,-0.07,-8.461911725,0,-8.4619
13,OtherHomeBasedTourMode,10,,Drive-Transit,OtherHomeBasedTourMode,TRUE,TRUE,0.07,0,-0.07,,0,
13,OtherHomeBasedTourMode,60,,Bike,OtherHomeBasedTourMode,TRUE,TRUE,0.67,0.04,-0.63,-10.99137064,0,-10.9914
13,OtherHomeBasedTourMode,,,Walk,OtherHomeBasedTourMode,FALSE,FALSE,6.23,2.63,-3.6,,0,
14,WorkBasedSubtourMode,50,,Drive Alone,WorkBasedSubtourMode,TRUE,TRUE,61.07,62.96,1.89,-2.457963314,0,-2.458
14,WorkBasedSubtourMode,40,,Shared Ride 2,WorkBasedSubtourMode,TRUE,FALSE,20.99,15.81,-5.18,-2.125382984,0.2408,-1.8846
14,WorkBasedSubtourMode,30,,Shared Ride 3+,WorkBasedSubtourMode,TRUE,TRUE,10.94,10.9,-0.04,-2.621196043,0,-2.6212
14,WorkBasedSubtourMode,20,,Walk-Transit,WorkBasedSubtourMode,TRUE,FALSE,5.56,0.23,-5.32,-4.71970863,2.6924,-2.0273
14,WorkBasedSubtourMode,10,,Drive-Transit,WorkBasedSubtourMode,TRUE,TRUE,0.22,0,-0.22,,0,
14,WorkBasedSubtourMode,60,,Bike,WorkBasedSubtourMode,TRUE,TRUE,1.1,0.25,-0.85,-5.92211977,0,-5.9221
14,WorkBasedSubtourMode,70,,Walk,WorkBasedSubtourMode,TRUE,FALSE,0.11,9.84,9.73,-1.680794906,-3.7994,-5.4802
15,WorkTourTime,,,0,WorkTourArrTOD,FALSE,TRUE,0,0.13,0.13,,0,
15,WorkTourTime,,,3,WorkTourArrTOD,FALSE,TRUE,0,0.85,0.85,,0,
15,WorkTourTime,,,4,WorkTourArrTOD,FALSE,TRUE,0,1.46,1.46,,0,
15,WorkTourTime,,,5,WorkTourArrTOD,FALSE,TRUE,0,1.86,1.86,,0,
15,WorkTourTime,,,6,WorkTourArrTOD,FALSE,FALSE,0,10.99,10.99,,0,
15,WorkTourTime,13,,7,WorkTourArrTOD,TRUE,FALSE,1.9,24.21,22.31,-0.07399404,-2.1625,-2.2365
15,WorkTourTime,14,,8,WorkTourArrTOD,TRUE,FALSE,3.71,24.53,20.82,0,-1.6063,-1.6063
15,WorkTourTime,15,,9,WorkTourArrTOD,TRUE,FALSE,11.13,16.27,5.14,-0.218457678,-0.3225,-0.541
15,WorkTourTime,,,10,WorkTourArrTOD,FALSE,FALSE,22.48,2.76,-19.72,,0,
15,WorkTourTime,,,11,WorkTourArrTOD,FALSE,FALSE,20.36,2.45,-17.9,,0,
15,WorkTourTime,,,12,WorkTourArrTOD,FALSE,FALSE,11.61,2.42,-9.2,,0,
15,WorkTourTime,,,13,WorkTourArrTOD,FALSE,FALSE,4.79,2.15,-2.64,,0,
15,WorkTourTime,,,14,WorkTourArrTOD,FALSE,TRUE,3.29,2.11,-1.18,,0,
15,WorkTourTime,,,15,WorkTourArrTOD,FALSE,FALSE,4.28,1.92,-2.36,,0,
15,WorkTourTime,,,16,WorkTourArrTOD,FALSE,FALSE,4.76,1.4,-3.35,,0,
15,WorkTourTime,,,17,WorkTourArrTOD,FALSE,TRUE,3.45,1.53,-1.92,,0,
15,WorkTourTime,,,18,WorkTourArrTOD,FALSE,TRUE,2.76,1.41,-1.34,,0,
15,WorkTourTime,,,19,WorkTourArrTOD,FALSE,TRUE,2.3,0.56,-1.74,,0,
15,WorkTourTime,,,20,WorkTourArrTOD,FALSE,TRUE,1.66,0.43,-1.22,,0,
15,WorkTourTime,,,21,WorkTourArrTOD,FALSE,TRUE,1.05,0.32,-0.73,,0,
15,WorkTourTime,,,22,WorkTourArrTOD,FALSE,TRUE,0.45,0.12,-0.33,,0,
15,WorkTourTime,,,23,WorkTourArrTOD,FALSE,TRUE,0.02,0.09,0.08,,0,
15,WorkTourTime,,,0,WorkTourDepTOD,FALSE,TRUE,0.05,1.19,1.13,,0,
15,WorkTourTime,,,3,WorkTourDepTOD,FALSE,TRUE,0.05,0.01,-0.04,,0,
15,WorkTourTime,,,4,WorkTourDepTOD,FALSE,TRUE,0.25,0.03,-0.23,,0,
15,WorkTourTime,,,5,WorkTourDepTOD,FALSE,TRUE,0.45,0.04,-0.41,,0,
15,WorkTourTime,,,6,WorkTourDepTOD,FALSE,TRUE,0,0.17,0.17,,0,
15,WorkTourTime,,,7,WorkTourDepTOD,FALSE,TRUE,0,0.24,0.24,,0,
15,WorkTourTime,,,8,WorkTourDepTOD,FALSE,TRUE,0,0.44,0.44,,0,
15,WorkTourTime,,,9,WorkTourDepTOD,FALSE,TRUE,0.39,0.59,0.2,,0,
15,WorkTourTime,,,10,WorkTourDepTOD,FALSE,TRUE,0.84,2.44,1.6,,0,
15,WorkTourTime,,,11,WorkTourDepTOD,FALSE,FALSE,0.7,3.09,2.4,,0,
15,WorkTourTime,,,12,WorkTourDepTOD,FALSE,FALSE,1.27,3.76,2.49,,0,
15,WorkTourTime,,,13,WorkTourDepTOD,FALSE,TRUE,4.33,4.72,0.39,,0,
15,WorkTourTime,,,14,WorkTourDepTOD,FALSE,TRUE,7.32,5.74,-1.58,,0,
15,WorkTourTime,,,15,WorkTourDepTOD,FALSE,FALSE,6.42,12.25,5.82,,0,
15,WorkTourTime,25,,16,WorkTourDepTOD,TRUE,FALSE,5.78,19.21,13.43,0,-1.0206,-1.0206
15,WorkTourTime,26,,17,WorkTourDepTOD,TRUE,FALSE,9.59,20.33,10.75,-0.084868622,-0.6391,-0.724
15,WorkTourTime,27,,18,WorkTourDepTOD,TRUE,TRUE,16.51,15.89,-0.62,-0.302611011,0,-0.3026
15,WorkTourTime,,,19,WorkTourDepTOD,FALSE,FALSE,17.32,2.79,-14.53,,0,
15,WorkTourTime,,,20,WorkTourDepTOD,FALSE,FALSE,16.05,2.43,-13.63,,0,
15,WorkTourTime,,,21,WorkTourDepTOD,FALSE,FALSE,6.43,1.56,-4.87,,0,
15,WorkTourTime,,,22,WorkTourDepTOD,FALSE,FALSE,4.22,1.57,-2.66,,0,
15,WorkTourTime,,,23,WorkTourDepTOD,FALSE,TRUE,2.02,1.51,-0.51,,0,
16,SchoolTourTime,,,4,SchoolTourArrTOD,FALSE,TRUE,0,0,0,,0,
16,SchoolTourTime,,,5,SchoolTourArrTOD,FALSE,TRUE,0,0.14,0.14,,0,
16,SchoolTourTime,,,6,SchoolTourArrTOD,FALSE,FALSE,0,14.25,14.25,,0,
16,SchoolTourTime,13,,7,SchoolTourArrTOD,TRUE,FALSE,0,26.74,26.74,-0.199648773,0,-0.1996
16,SchoolTourTime,14,,8,SchoolTourArrTOD,TRUE,FALSE,0.19,27.84,27.65,0,-4.2535,-4.2535
16,SchoolTourTime,,,9,SchoolTourArrTOD,FALSE,FALSE,5.97,17.48,11.51,,0,
16,SchoolTourTime,,,10,SchoolTourArrTOD,FALSE,FALSE,50.87,2.13,-48.74,,0,
16,SchoolTourTime,,,11,SchoolTourArrTOD,FALSE,FALSE,17.89,1.95,-15.94,,0,
16,SchoolTourTime,,,12,SchoolTourArrTOD,FALSE,FALSE,7.25,1.69,-5.56,,0,
16,SchoolTourTime,,,13,SchoolTourArrTOD,FALSE,FALSE,4.41,0.76,-3.65,,0,
16,SchoolTourTime,,,14,SchoolTourArrTOD,FALSE,TRUE,1.6,0.78,-0.82,,0,
16,SchoolTourTime,,,15,SchoolTourArrTOD,FALSE,TRUE,1.16,0.81,-0.34,,0,
16,SchoolTourTime,,,16,SchoolTourArrTOD,FALSE,TRUE,2.93,1.61,-1.32,,0,
16,SchoolTourTime,,,17,SchoolTourArrTOD,FALSE,TRUE,0.58,1.49,0.91,,0,
16,SchoolTourTime,,,18,SchoolTourArrTOD,FALSE,TRUE,1.72,1.36,-0.36,,0,
16,SchoolTourTime,,,19,SchoolTourArrTOD,FALSE,TRUE,0.42,0.37,-0.05,,0,
16,SchoolTourTime,,,20,SchoolTourArrTOD,FALSE,FALSE,2.81,0.3,-2.51,,0,
16,SchoolTourTime,,,21,SchoolTourArrTOD,FALSE,TRUE,2.2,0.27,-1.94,,0,
16,SchoolTourTime,,,22,SchoolTourArrTOD,FALSE,TRUE,0,0,0,,0,
16,SchoolTourTime,,,7 to 9,SchoolTourDepTOD,FALSE,FALSE,0,3.52,3.52,,0,
16,SchoolTourTime,,,10 to 12,SchoolTourDepTOD,FALSE,FALSE,4.23,7.46,3.23,,0,
16,SchoolTourTime,24,,13 to 14,SchoolTourDepTOD,TRUE,FALSE,7.63,29.6,21.97,0.566175632,-1.1527,-0.5865
16,SchoolTourTime,,,16,SchoolTourDepTOD,FALSE,FALSE,3.01,15.59,12.58,,0,
16,SchoolTourTime,,,17,SchoolTourDepTOD,FALSE,FALSE,22.96,9.61,-13.34,,0,
16,SchoolTourTime,,,other,SchoolTourDepTOD,FALSE,FALSE,62.18,34.22,-27.96,,0,
16,SchoolTourTime,,,0,SchoolTourDur,FALSE,FALSE,10.14,5.04,-5.1,,0,
16,SchoolTourTime,,,1,SchoolTourDur,FALSE,FALSE,6.23,3.24,-3,,0,
16,SchoolTourTime,,,10,SchoolTourDur,FALSE,TRUE,1.94,3.88,1.94,,0,
16,SchoolTourTime,,,11,SchoolTourDur,FALSE,TRUE,0.28,1.03,0.75,,0,
16,SchoolTourTime,,,12,SchoolTourDur,FALSE,TRUE,0.05,0.28,0.23,,0,
16,SchoolTourTime,,,13,SchoolTourDur,FALSE,TRUE,0,0.19,0.19,,0,
16,SchoolTourTime,,,14,SchoolTourDur,FALSE,TRUE,0,0.07,0.07,,0,
16,SchoolTourTime,,,15,SchoolTourDur,FALSE,TRUE,0.16,0.06,-0.11,,0,
16,SchoolTourTime,,,16,SchoolTourDur,FALSE,TRUE,0,0.02,0.02,,0,
16,SchoolTourTime,,,17,SchoolTourDur,FALSE,TRUE,0,0.01,0.01,,0,
16,SchoolTourTime,,,2,SchoolTourDur,FALSE,FALSE,7.45,3.37,-4.08,,0,
16,SchoolTourTime,,,3,SchoolTourDur,FALSE,FALSE,2.91,5.1,2.18,,0,
16,SchoolTourTime,,,4,SchoolTourDur,FALSE,FALSE,2.45,7.16,4.71,,0,
16,SchoolTourTime,,,5,SchoolTourDur,FALSE,FALSE,2.38,11.03,8.65,,0,
16,SchoolTourTime,,,6,SchoolTourDur,FALSE,FALSE,8.17,14.31,6.15,,0,
16,SchoolTourTime,34,,7 to 8,SchoolTourDur,TRUE,FALSE,53.65,33.99,-19.65,-0.160162876,0.3878,0.2276
16,SchoolTourTime,,,9,SchoolTourDur,FALSE,FALSE,4.19,11.23,7.04,,0,
17,WorkLocation,6,,0-3.5 mi,WorkLocation,TRUE,FALSE,26.64,17.67,-8.98,-5.398971404,0.3491,-5.0499
17,WorkLocation,7,,3.5-10 mi,WorkLocation,TRUE,FALSE,40.54,36.5,-4.04,-0.730662395,0.0891,-0.6416
17,WorkLocation,8,,10+ mi,WorkLocation,TRUE,FALSE,32.82,45.83,13.01,-0.569337481,-0.2838,-0.8531
17,WorkLocation,,,0,WorkLocationWFH,FALSE,FALSE,86.79,96,9.21,,0,
17,WorkLocation,41,,1,WorkLocationWFH,TRUE,FALSE,13.21,4,-9.21,-6.218625468,1.0154,-5.2032
17,WorkLocation,,FT,0,WorkLocationWFHbyType,FALSE,FALSE,86.21,96.64,10.44,,0,
17,WorkLocation,,FT,1,WorkLocationWFHbyType,FALSE,FALSE,13.79,3.36,-10.44,,0,
17,WorkLocation,,PT,0,WorkLocationWFHbyType,FALSE,FALSE,88.21,91.7,3.48,,0,
17,WorkLocation,,PT,1,WorkLocationWFHbyType,FALSE,FALSE,11.79,8.3,-3.48,,0,
17,WorkLocation,,NotFTPT,0,WorkLocationWFHbyType,FALSE,FALSE,0,96.86,96.86,,0,
17,WorkLocation,,NotFTPT,1,WorkLocationWFHbyType,FALSE,FALSE,0,3.14,3.14,,0,
