RespondentID,Route ,linked trip weight,unlinked weight (boarding weight),TAZ_ID_LEFT,DISTRICT_LEFT,TAZ_ID_DEST,DISTRICT_DEST
4241925134.0,4- Hamilton Place,2.734848,5.469696,344,8.0,843,7.0
4241930037.0,4- Hamilton Place,2.734848,5.469696,240,13.0,717,8.0
4241939489.0,4- Hamilton Place,2.734848,2.734848,271,9.0,228,9.0
4241948933.0,4- Hamilton Place,2.734848,8.204544,837,9.0,717,8.0
4241954967.0,4- Hamilton Place,2.734848,2.734848,853,7.0,227,9.0
4241959733.0,4- Hamilton Place,2.734848,2.734848,454,8.0,717,8.0
4240297682.0,10- East Chattanooga,3.184783,9.554349,344,8.0,706,6.0
4240322203.0,10- East Chattanooga,3.184783,6.369566,321,9.0,222,9.0
4240381897.0,10- East Chattanooga,3.184783,6.369566,731,9.0,222,9.0
4240388552.0,10- East Chattanooga,3.184783,9.554349,752,9.0,757,8.0
4240421508.0,10- East Chattanooga,3.184783,3.184783,289,9.0,344,8.0
4240464967.0,10- East Chattanooga,3.184783,3.184783,735,8.0,752,9.0
4240472061.0,10- East Chattanooga,3.184783,6.369566,752,9.0,326,9.0
4240479629.0,10- East Chattanooga,3.184783,6.369566,322,9.0,882,9.0
4240486581.0,10- East Chattanooga,3.184783,6.369566,886,9.0,882,9.0
4240494834.0,10- East Chattanooga,3.184783,3.184783,481,8.0,726,9.0
4240503184.0,10- East Chattanooga,3.184783,3.184783,421,8.0,755,9.0
4240510707.0,10- East Chattanooga,3.184783,3.184783,763,7.0,717,8.0
4240533054.0,10- East Chattanooga,3.184783,3.184783,752,9.0,476,8.0
4240549696.0,10- East Chattanooga,3.184783,3.184783,429,8.0,219,9.0
4240557815.0,10- East Chattanooga,3.184783,3.184783,462,8.0,279,9.0
4240568774.0,10- East Chattanooga,3.184783,3.184783,427,8.0,226,9.0
4240581791.0,10- East Chattanooga,3.184783,3.184783,481,8.0,226,9.0
4240590832.0,10- East Chattanooga,3.184783,6.369566,735,8.0,748,7.0
4240601063.0,10- East Chattanooga,3.184783,3.184783,711,7.0,262,9.0
4240621223.0,16- Northgate,1.833333,3.666666,504,5.0,504,5.0
4240627602.0,16- Northgate,1.833333,1.833333,501,5.0,223,9.0
4240635944.0,16- Northgate,1.833333,1.833333,679,5.0,214,9.0
4240644162.0,16- Northgate,1.833333,1.833333,240,13.0,418,8.0
4240651581.0,16- Northgate,1.833333,1.833333,395,4.0,711,7.0
4240659715.0,16- Northgate,1.833333,1.833333,849,9.0,679,5.0
4240666965.0,16- Northgate,1.833333,3.666666,907,9.0,679,5.0
4240673451.0,16- Northgate,1.833333,1.833333,396,4.0,274,9.0
4240679507.0,16- Northgate,1.833333,3.666666,504,5.0,434,8.0
4240687590.0,16- Northgate,1.833333,1.833333,532,5.0,262,9.0
4240697372.0,16- Northgate,1.833333,1.833333,507,4.0,413,9.0
4240706097.0,16- Northgate,1.833333,1.833333,241,13.0,472,7.0
4240713085.0,16- Northgate,1.833333,1.833333,396,4.0,241,13.0
4240915874.0,16- Northgate,1.833333,1.833333,487,7.0,244,9.0
4240937239.0,16- Northgate,1.833333,3.666666,492,7.0,679,5.0
4240948806.0,16- Northgate,1.833333,3.666666,344,8.0,679,5.0
4240956170.0,16- Northgate,1.833333,1.833333,679,5.0,418,8.0
4240965496.0,9- East Lake,2.504202,5.008404,417,9.0,418,8.0
4240975125.0,9- East Lake,2.504202,2.504202,319,9.0,219,9.0
4241097445.0,9- East Lake,2.504202,5.008404,314,9.0,882,9.0
4241107354.0,9- East Lake,2.504202,5.008404,828,9.0,717,8.0
4241176967.0,9- East Lake,2.504202,2.504202,415,9.0,717,8.0
4241250838.0,9- East Lake,2.504202,5.008404,415,9.0,717,8.0
4241265138.0,9- East Lake,2.504202,5.008404,331,8.0,322,9.0
4241286067.0,9- East Lake,2.504202,5.008404,319,9.0,258,9.0
4241294066.0,9- East Lake,2.504202,5.008404,327,9.0,322,9.0
4241677417.0,9- East Lake,2.504202,2.504202,328,8.0,396,4.0
4241705147.0,9- East Lake,2.504202,5.008404,882,9.0,418,8.0
4241729287.0,9- East Lake,2.504202,5.008404,415,9.0,731,9.0
4241737416.0,9- East Lake,2.504202,7.512606,284,8.0,157,8.0
4241749465.0,10- East Chattanooga,3.184783,3.184783,344,8.0,222,9.0
4241758104.0,10- East Chattanooga,3.184783,3.184783,849,9.0,325,9.0
4241764561.0,10- East Chattanooga,3.184783,3.184783,757,8.0,724,9.0
4241782561.0,10- East Chattanooga,3.184783,3.184783,266,9.0,726,9.0
4242248084.0,10- East Chattanooga,3.184783,3.184783,724,9.0,454,8.0
4242269380.0,10- East Chattanooga,3.184783,9.554349,344,8.0,223,9.0
4242273742.0,10- East Chattanooga,3.184783,6.369566,334,8.0,267,9.0
4242277050.0,10- East Chattanooga,3.184783,3.184783,300,9.0,284,8.0
4242280068.0,10- East Chattanooga,3.184783,3.184783,857,8.0,434,8.0
4242283738.0,28- Amnicola,2.309091,4.618182,412,9.0,881,9.0
4242286868.0,28- Amnicola,2.309091,2.309091,849,9.0,885,9.0
4242300364.0,28- Amnicola,2.309091,4.618182,315,9.0,882,9.0
4242303114.0,28- Amnicola,2.309091,2.309091,882,9.0,228,9.0
4242305740.0,28- Amnicola,2.309091,2.309091,292,9.0,882,9.0
4242309447.0,28- Amnicola,2.309091,2.309091,305,9.0,882,9.0
4242312584.0,1- Alton Park,2.488372,2.488372,837,9.0,279,9.0
4242315584.0,1- Alton Park,2.488372,4.976744,837,9.0,711,7.0
4242318900.0,1- Alton Park,2.488372,4.976744,837,9.0,405,9.0
4242321822.0,1- Alton Park,2.488372,2.488372,405,9.0,278,9.0
4242324539.0,1- Alton Park,2.488372,7.465116,405,9.0,405,9.0
4242331614.0,1- Alton Park,2.488372,4.976744,908,9.0,454,8.0
4242335001.0,1- Alton Park,2.488372,2.488372,908,9.0,276,9.0
4242340823.0,14- Mocs Express,2.678571,2.678571,278,9.0,293,9.0
4242345769.0,14- Mocs Express,2.678571,2.678571,279,9.0,712,7.0
4242351325.0,14- Mocs Express,2.678571,2.678571,275,9.0,233,9.0
4242006757.0,6- East Brainerd,1.0,1.0,843,7.0,487,7.0
4242011915.0,6- East Brainerd,1.0,1.0,765,7.0,487,7.0
4242033846.0,6- East Brainerd,1.0,2.0,545,7.0,238,9.0
4242045619.0,6- East Brainerd,1.0,3.0,150,13.0,764,7.0
4242049619.0,6- East Brainerd,1.0,1.0,540,7.0,711,7.0
4242120085.0,6- East Brainerd,1.0,3.0,721,9.0,476,8.0
4242122422.0,6- East Brainerd,1.0,2.0,487,7.0,764,7.0
4242131060.0,6- East Brainerd,1.0,3.0,885,9.0,765,7.0
4242133997.0,6- East Brainerd,1.0,1.0,487,7.0,711,7.0
4242138010.0,6- East Brainerd,1.0,2.0,764,7.0,843,7.0
4242141036.0,6- East Brainerd,1.0,1.0,545,7.0,545,7.0
4242145049.0,6- East Brainerd,1.0,1.0,544,7.0,752,9.0
4242157694.0,16- Northgate,1.833333,3.666666,849,9.0,679,5.0
4242161064.0,16- Northgate,1.833333,1.833333,679,5.0,415,9.0
4242167232.0,16- Northgate,1.833333,3.666666,838,9.0,679,5.0
4242171404.0,16- Northgate,1.833333,5.499999000000001,849,9.0,487,7.0
4242184448.0,10- East Chattanooga,3.184783,3.184783,726,9.0,292,9.0
4242189226.0,10- East Chattanooga,3.184783,6.369566,734,9.0,321,9.0
4242193516.0,10- East Chattanooga,3.184783,3.184783,292,9.0,849,9.0
4242207172.0,10- East Chattanooga,3.184783,3.184783,286,9.0,244,9.0
4242211704.0,1- Alton Park,2.488372,7.465116,410,9.0,892,8.0
4242215989.0,1- Alton Park,2.488372,2.488372,731,9.0,240,13.0
4242218972.0,1- Alton Park,2.488372,2.488372,223,9.0,865,7.0
4242223215.0,1- Alton Park,2.488372,4.976744,472,7.0,405,9.0
4242230852.0,1- Alton Park,2.488372,2.488372,906,9.0,694,8.0
4242234672.0,4- Hamilton Place,2.734848,2.734848,167,11.0,501,5.0
4242241872.0,4- Hamilton Place,2.734848,2.734848,245,9.0,679,5.0
4242246824.0,4- Hamilton Place,2.734848,2.734848,305,9.0,328,8.0
4242249305.0,10- East Chattanooga,3.184783,3.184783,679,5.0,259,9.0
4242255721.0,1- Alton Park,2.488372,2.488372,905,9.0,256,9.0
4242258556.0,1- Alton Park,2.488372,2.488372,908,9.0,258,9.0
4242263662.0,1- Alton Park,2.488372,2.488372,908,9.0,405,9.0
4242272453.0,1- Alton Park,2.488372,2.488372,267,9.0,326,9.0
4242276251.0,1- Alton Park,2.488372,4.976744,849,9.0,334,8.0
4242290603.0,10- East Chattanooga,3.184783,3.184783,344,8.0,679,5.0
4242294526.0,10- East Chattanooga,3.184783,6.369566,442,7.0,472,7.0
4242311301.0,10- East Chattanooga,3.184783,6.369566,119,6.0,434,8.0
4242319297.0,13- Rossville,2.37037,4.74074,413,9.0,724,9.0
4242322784.0,5- North Brainerd,1.022727,2.045454,228,9.0,858,8.0
4242329229.0,5- North Brainerd,1.022727,2.045454,451,8.0,224,9.0
4242335662.0,5- North Brainerd,1.022727,1.022727,464,8.0,462,8.0
4242339093.0,5- North Brainerd,1.022727,2.045454,858,8.0,218,9.0
4242348426.0,5- North Brainerd,1.022727,3.068181,717,8.0,466,8.0
4242351945.0,5- North Brainerd,1.022727,1.022727,857,8.0,717,8.0
4242355214.0,5- North Brainerd,1.022727,3.068181,449,8.0,711,7.0
4242358019.0,5- North Brainerd,1.022727,1.022727,466,8.0,432,8.0
4242360625.0,5- North Brainerd,1.022727,2.045454,748,7.0,449,8.0
4242363533.0,4- Hamilton Place,2.734848,5.469696,837,9.0,711,7.0
4244903618.0,4- Hamilton Place,2.734848,5.469696,475,7.0,831,9.0
4244908684.0,4- Hamilton Place,2.734848,2.734848,763,7.0,224,9.0
4244917390.0,4- Hamilton Place,2.734848,5.469696,432,8.0,432,8.0
4244929106.0,4- Hamilton Place,2.734848,5.469696,223,9.0,717,8.0
4244957772.0,4- Hamilton Place,2.734848,8.204544,386,4.0,386,4.0
4244967007.0,4- Hamilton Place,2.734848,8.204544,679,5.0,222,9.0
4244972992.0,4- Hamilton Place,2.734848,2.734848,849,9.0,723,9.0
4244981838.0,4- Hamilton Place,2.734848,2.734848,236,9.0,694,8.0
4244985570.0,4- Hamilton Place,2.734848,2.734848,279,9.0,428,8.0
4244993267.0,4- Hamilton Place,2.734848,2.734848,429,8.0,765,7.0
4245105123.0,4- Hamilton Place,2.734848,2.734848,472,7.0,717,8.0
4245107994.0,4- Hamilton Place,2.734848,2.734848,857,8.0,721,9.0
4245112531.0,4- Hamilton Place,2.734848,2.734848,544,7.0,711,7.0
4245115588.0,4- Hamilton Place,2.734848,2.734848,290,9.0,487,7.0
4247944892.0,10- East Chattanooga,3.184783,6.369566,717,8.0,837,9.0
10,10- East Chattanooga,3.184783,3.184783,249,9.0,292,9.0
4241816273.0,10- East Chattanooga,3.184783,6.369566,334,8.0,429,8.0
4241830310.0,10- East Chattanooga,3.184783,6.369566,334,8.0,717,8.0
4243371889.0,10- East Chattanooga,3.184783,3.184783,266,9.0,266,9.0
4243388874.0,10- East Chattanooga,3.184783,3.184783,734,9.0,266,9.0
4243411226.0,10- East Chattanooga,3.184783,3.184783,849,9.0,757,8.0
4243459251.0,10- East Chattanooga,3.184783,3.184783,757,8.0,757,8.0
4243482835.0,4- Hamilton Place,2.734848,5.469696,432,8.0,843,7.0
4243497699.0,4- Hamilton Place,2.734848,5.469696,540,7.0,843,7.0
4243512227.0,4- Hamilton Place,2.734848,8.204544,263,9.0,679,5.0
4243536034.0,4- Hamilton Place,2.734848,5.469696,711,7.0,582,5.0
4243550297.0,4- Hamilton Place,2.734848,5.469696,849,9.0,147,13.0
4243566032.0,4- Hamilton Place,2.734848,2.734848,694,8.0,711,7.0
4243578908.0,4- Hamilton Place,2.734848,5.469696,157,8.0,711,7.0
4243594246.0,4- Hamilton Place,2.734848,2.734848,487,7.0,717,8.0
4245998264.0,4- Hamilton Place,2.734848,8.204544,757,8.0,507,4.0
4246062354.0,4- Hamilton Place,2.734848,8.204544,316,9.0,316,9.0
4246131780.0,4- Hamilton Place,2.734848,5.469696,487,7.0,325,9.0
4246145531.0,4- Hamilton Place,2.734848,5.469696,472,7.0,325,9.0
4246160924.0,4- Hamilton Place,2.734848,5.469696,317,9.0,711,7.0
4246174241.0,4- Hamilton Place,2.734848,2.734848,477,8.0,711,7.0
4246216905.0,4- Hamilton Place,2.734848,5.469696,489,7.0,908,9.0
4246234635.0,4- Hamilton Place,2.734848,2.734848,711,7.0,344,8.0
4246244581.0,4- Hamilton Place,2.734848,2.734848,309,4.0,487,7.0
4246277244.0,4- Hamilton Place,2.734848,5.469696,487,7.0,487,7.0
4246289738.0,4- Hamilton Place,2.734848,2.734848,293,9.0,487,7.0
4246314290.0,4- Hamilton Place,2.734848,5.469696,286,9.0,487,7.0
4246339522.0,4- Hamilton Place,2.734848,2.734848,882,9.0,487,7.0
4246355035.0,4- Hamilton Place,2.734848,2.734848,423,8.0,487,7.0
4246363559.0,4- Hamilton Place,2.734848,5.469696,894,8.0,431,8.0
4246374732.0,4- Hamilton Place,2.734848,2.734848,327,9.0,431,8.0
4246544381.0,4- Hamilton Place,2.734848,5.469696,734,9.0,837,9.0
4246553214.0,4- Hamilton Place,2.734848,5.469696,711,7.0,711,7.0
4246573899.0,4- Hamilton Place,2.734848,2.734848,279,9.0,487,7.0
4246583662.0,4- Hamilton Place,2.734848,5.469696,462,8.0,487,7.0
4246593122.0,4- Hamilton Place,2.734848,2.734848,694,8.0,224,9.0
4246618857.0,4- Hamilton Place,2.734848,5.469696,724,9.0,486,7.0
4246653000.0,4- Hamilton Place,2.734848,5.469696,755,9.0,276,9.0
4246659957.0,4- Hamilton Place,2.734848,5.469696,882,9.0,276,9.0
4246679435.0,4- Hamilton Place,2.734848,8.204544,849,9.0,849,9.0
4246694073.0,4- Hamilton Place,2.734848,5.469696,277,9.0,487,7.0
4246708624.0,4- Hamilton Place,2.734848,5.469696,337,8.0,717,8.0
4246719424.0,4- Hamilton Place,2.734848,8.204544,396,4.0,717,8.0
4246728635.0,4- Hamilton Place,2.734848,8.204544,314,9.0,711,7.0
4246739142.0,4- Hamilton Place,2.734848,2.734848,454,8.0,328,8.0
4247830921.0,4- Hamilton Place,2.734848,2.734848,462,8.0,261,9.0
4247848329.0,1- Alton Park,2.488372,2.488372,271,9.0,752,9.0
4247854940.0,1- Alton Park,2.488372,2.488372,305,9.0,849,9.0
4247862981.0,1- Alton Park,2.488372,2.488372,837,9.0,837,9.0
4247870978.0,1- Alton Park,2.488372,2.488372,223,9.0,837,9.0
4247878478.0,1- Alton Park,2.488372,4.976744,332,8.0,837,9.0
4247881545.0,1- Alton Park,2.488372,4.976744,837,9.0,888,7.0
4247892784.0,1- Alton Park,2.488372,7.465116,453,8.0,224,9.0
4247915265.0,1- Alton Park,2.488372,2.488372,837,9.0,731,9.0
4247923973.0,1- Alton Park,2.488372,2.488372,238,9.0,849,9.0
4247927597.0,1- Alton Park,2.488372,2.488372,238,9.0,752,9.0
4247929974.0,1- Alton Park,2.488372,2.488372,325,9.0,752,9.0
4247934473.0,1- Alton Park,2.488372,2.488372,522,4.0,752,9.0
4247936900.0,1- Alton Park,2.488372,4.976744,245,9.0,711,7.0
4247938824.0,1- Alton Park,2.488372,4.976744,292,9.0,694,8.0
4247940576.0,1- Alton Park,2.488372,2.488372,271,9.0,289,9.0
4247942886.0,1- Alton Park,2.488372,4.976744,906,9.0,289,9.0
4240491760.0,3- Enterprise South,1.0,2.0,748,7.0,238,9.0
4240516932.0,16- Northgate,1.833333,3.666666,392,4.0,487,7.0
4240550176.0,9- East Lake,2.504202,2.504202,415,9.0,224,9.0
4240566989.0,9- East Lake,2.504202,2.504202,415,9.0,222,9.0
4240575262.0,9- East Lake,2.504202,2.504202,157,8.0,258,9.0
4240585550.0,1- Alton Park,2.488372,4.976744,837,9.0,240,13.0
4240603885.0,1- Alton Park,2.488372,7.465116,303,9.0,487,7.0
4240612540.0,1- Alton Park,2.488372,2.488372,726,9.0,268,9.0
4240621474.0,1- Alton Park,2.488372,2.488372,462,8.0,905,9.0
4240631844.0,15- St Elmo,1.925926,1.925926,838,9.0,838,9.0
4240646684.0,2- North Chattanooga,1.457627,2.915254,472,7.0,460,8.0
4240673626.0,2- North Chattanooga,1.457627,2.915254,382,4.0,382,4.0
4240689635.0,2- North Chattanooga,1.457627,1.457627,265,9.0,849,9.0
4240699660.0,2- North Chattanooga,1.457627,1.457627,849,9.0,849,9.0
4240709130.0,2- North Chattanooga,1.457627,2.915254,849,9.0,711,7.0
4240726677.0,2- North Chattanooga,1.457627,2.915254,849,9.0,717,8.0
4240738842.0,2- North Chattanooga,1.457627,2.915254,849,9.0,711,7.0
4240757017.0,2- North Chattanooga,1.457627,4.372881,849,9.0,849,9.0
4240766736.0,2- North Chattanooga,1.457627,1.457627,849,9.0,238,9.0
4240775026.0,2- North Chattanooga,1.457627,2.915254,849,9.0,318,9.0
4240787062.0,2- North Chattanooga,1.457627,2.915254,711,7.0,849,9.0
4240801137.0,2- North Chattanooga,1.457627,2.915254,886,9.0,244,9.0
4240836240.0,1- Alton Park,2.488372,2.488372,908,9.0,240,13.0
4240844245.0,1- Alton Park,2.488372,2.488372,270,9.0,288,9.0
4240853326.0,10- East Chattanooga,3.184783,6.369566,238,9.0,748,7.0
4240863265.0,10- East Chattanooga,3.184783,3.184783,721,9.0,227,9.0
4240873279.0,10- East Chattanooga,3.184783,6.369566,325,9.0,734,9.0
4240896545.0,10- East Chattanooga,3.184783,9.554349,334,8.0,724,9.0
4240903466.0,10- East Chattanooga,3.184783,9.554349,849,9.0,405,9.0
4240911867.0,10- East Chattanooga,3.184783,6.369566,731,9.0,501,5.0
4240928920.0,10- East Chattanooga,3.184783,3.184783,341,9.0,263,9.0
4241025446.0,10- East Chattanooga,3.184783,3.184783,240,13.0,734,9.0
4241053067.0,10- East Chattanooga,3.184783,9.554349,315,9.0,487,7.0
4241060286.0,10- East Chattanooga,3.184783,6.369566,711,7.0,757,8.0
4241066435.0,5- North Brainerd,1.022727,2.045454,466,8.0,905,9.0
4241073113.0,5- North Brainerd,1.022727,1.022727,429,8.0,465,8.0
4241082293.0,5- North Brainerd,1.022727,2.045454,453,8.0,449,8.0
4241091433.0,5- North Brainerd,1.022727,1.022727,432,8.0,466,8.0
4241104983.0,5- North Brainerd,1.022727,3.068181,752,9.0,464,8.0
4241137432.0,9- East Lake,2.504202,2.504202,316,9.0,418,8.0
4241144012.0,19- Cromwell Road,1.52381,1.52381,276,9.0,486,7.0
4241152825.0,16- Northgate,1.833333,1.833333,228,9.0,311,4.0
4241181260.0,4- Hamilton Place,2.734848,8.204544,752,9.0,544,7.0
4241195430.0,15- St Elmo,1.925926,3.851852,189,9.0,247,9.0
4241217106.0,15- St Elmo,1.925926,1.925926,834,9.0,271,9.0
4241232050.0,15- St Elmo,1.925926,3.851852,224,9.0,707,8.0
4241239243.0,15- St Elmo,1.925926,3.851852,222,9.0,834,9.0
4241247870.0,15- St Elmo,1.925926,1.925926,882,9.0,834,9.0
4241260621.0,15- St Elmo,1.925926,3.851852,271,9.0,189,9.0
4241267681.0,15- St Elmo,1.925926,1.925926,223,9.0,834,9.0
4241282259.0,15- St Elmo,1.925926,3.851852,405,9.0,189,9.0
4241294466.0,15- St Elmo,1.925926,1.925926,305,9.0,415,9.0
4241302045.0,15- St Elmo,1.925926,3.851852,247,9.0,849,9.0
4241310515.0,15- St Elmo,1.925926,3.851852,305,9.0,849,9.0
4241324768.0,15- St Elmo,1.925926,1.925926,264,9.0,189,9.0
4241338866.0,15- St Elmo,1.925926,5.777778,222,9.0,487,7.0
4241351408.0,15- St Elmo,1.925926,1.925926,405,9.0,834,9.0
4241358438.0,15- St Elmo,1.925926,3.851852,882,9.0,189,9.0
4241394360.0,4- Hamilton Place,2.734848,8.204544,316,9.0,316,9.0
4241404460.0,4- Hamilton Place,2.734848,5.469696,849,9.0,717,8.0
4241412317.0,4- Hamilton Place,2.734848,2.734848,428,8.0,717,8.0
4241419108.0,14- Mocs Express,2.678571,2.678571,472,7.0,279,9.0
4241424774.0,14- Mocs Express,2.678571,2.678571,285,9.0,279,9.0
4242354001.0,14- Mocs Express,2.678571,2.678571,275,9.0,885,9.0
4243119615.0,14- Mocs Express,2.678571,2.678571,278,9.0,422,8.0
4243128808.0,14- Mocs Express,2.678571,2.678571,275,9.0,278,9.0
4243136449.0,14- Mocs Express,2.678571,2.678571,275,9.0,278,9.0
4243143433.0,14- Mocs Express,2.678571,2.678571,278,9.0,285,9.0
14,14- Mocs Express,2.678571,2.678571,233,9.0,285,9.0
4243164955.0,14- Mocs Express,2.678571,2.678571,279,9.0,18,8.0
4243185405.0,14- Mocs Express,2.678571,2.678571,328,8.0,278,9.0
4243200145.0,14- Mocs Express,2.678571,2.678571,279,9.0,285,9.0
4243230353.0,14- Mocs Express,2.678571,2.678571,278,9.0,285,9.0
4243240312.0,14- Mocs Express,2.678571,2.678571,285,9.0,285,9.0
4243247855.0,14- Mocs Express,2.678571,2.678571,285,9.0,279,9.0
4243305953.0,14- Mocs Express,2.678571,2.678571,279,9.0,278,9.0
4243394832.0,14- Mocs Express,2.678571,8.035713,275,9.0,324,9.0
4243404339.0,14- Mocs Express,2.678571,2.678571,236,9.0,279,9.0
4243473909.0,14- Mocs Express,2.678571,2.678571,279,9.0,278,9.0
4243495147.0,14- Mocs Express,2.678571,2.678571,223,9.0,278,9.0
4243506987.0,14- Mocs Express,2.678571,2.678571,285,9.0,279,9.0
4243523779.0,14- Mocs Express,2.678571,5.357142,285,9.0,328,8.0
4243552737.0,14- Mocs Express,2.678571,2.678571,239,9.0,224,9.0
4243561094.0,14- Mocs Express,2.678571,2.678571,278,9.0,285,9.0
4243606379.0,14- Mocs Express,2.678571,2.678571,285,9.0,279,9.0
4243620809.0,14- Mocs Express,2.678571,2.678571,278,9.0,278,9.0
4243637203.0,4- Hamilton Place,2.734848,2.734848,278,9.0,278,9.0
4243649976.0,14- Mocs Express,2.678571,2.678571,316,9.0,279,9.0
4243657423.0,14- Mocs Express,2.678571,2.678571,278,9.0,285,9.0
4243675640.0,14- Mocs Express,2.678571,2.678571,424,8.0,279,9.0
4243694135.0,14- Mocs Express,2.678571,2.678571,279,9.0,285,9.0
