,RespondentID,Route ,Route - In/Out Bound,Left From,Left Other,Left St No,Left St Name,Left Nearest Intersection,Left Name,Final Destination,Destination-Other,Dest St No,Dest St Name,Dest Nearest Intersection ,Dest Name,Zipcode,confidence_left,lat_left,lng_left,confidence_dest,lat_dest,lng_dest,Route,Geocode_result_left,Geocode_result_dest,Left_Add_EDIT,lat_left_EDIT,lng_left_EDIT,Dest_Add_EDIT,lat_dest_EDIT,lng_dest_EDIT
379,4247915265,1- Alton Park,Out Bound,Home,,,Woodland view and Jeffrey ,,,Work,,,Glenwood ,,Memorial plaza ,37410,9,34.98932,-85.30549,9,35.0400996,-85.2606059,1- Alton Park,pass,pass,,,,,,
380,4247917183,1- Alton Park,Out Bound,Home,,3806,Dorris,W 30th  and e 30th ,,Home,,,,,,37410,9,35.0043355,-85.3094009,,,,1- Alton Park,pass,insufficient_data,,,,,,
381,4247919226,1- Alton Park,Out Bound,Work,,4th ,Market ,,,Home,,,E. Brainerd,,,37422,9,35.0522576,-85.3096174,5,35.0153686,-85.1119641,1- Alton Park,pass,no_pass,,,,,,
382,4247921315,1- Alton Park,Out Bound,Work,,,E Brainerd Rd ,,,Home,,,12th Street Court ,,,37412,4,35.0022305,-85.1274148,9,35.0430706,-85.3168047,1- Alton Park,no_pass,pass,,,,,,
383,4247923973,1- Alton Park,Out Bound,Work,,,,Market and 4th St ,,Home,,1300,Reserve way ,Reserve way and east Brainerd Rd ,,37421,9,35.0527166,-85.3094859,9,35.0430706,-85.3168047,1- Alton Park,pass,pass,,,,,,
384,4247925791,1- Alton Park,Out Bound,Work,,12th,Market ,,,Home,,,East lake ,,,,9,35.04182,-85.30899,7,35.0053103,-85.2851801,1- Alton Park,pass,no_pass,,,,,,
385,4247927597,1- Alton Park,Out Bound,Work,,4th ,Market ,,,Home,,,3rd Street ,,CC ,37410,9,35.0522576,-85.3096174,9,35.0485516,-85.2895013,1- Alton Park,pass,pass,,,,,,
386,4247929974,1- Alton Park,In Bound,Home,,19106,Walker Ave ,Citico and orchardknob,,Work,,3535,Broad st ,Broad and tn ave ,,37406,8,35.0450597,-85.2690083,9,35.0485516,-85.2895013,1- Alton Park,pass,pass,,,,,,
387,4247932733,1- Alton Park,Out Bound,Work,,,Broad st and 33 Rd ,33 Rd and broad ,Mikes smoke house ,Home,,701 east 4th St ,,48th and workman ,,37410,9,35.0195856,-85.3216633,7,34.9875508,-85.2945986,1- Alton Park,pass,no_pass,,,,,,
388,4247934473,1- Alton Park,Out Bound,Work,,4900,Wilson ,,,Work,,,,,McDonald's by 200 ,37410,9,35.172681,-85.298367,9,35.0467725,-85.2869882,1- Alton Park,pass,pass,,,,,,
389,4247936900,1- Alton Park,Out Bound,Home,,701,E 5 1st street ,,,Work,,,,Gunbarrel and shallowford ,,37410,9,35.0556928,-85.3096744,9,35.0403135,-85.1499569,1- Alton Park,pass,pass,,,,,,
390,4247938824,1- Alton Park,Out Bound,Home,,1039,North orchardknob,,,Work,,Same ,Same ,,"Home, work, town ",37406,9,35.0500146,-85.2672955,9,35.0160811,-85.2033267,1- Alton Park,pass,pass,,,,,,
391,4247940576,1- Alton Park,In Bound,Home,,2505,Market st ,,,Medical / Hospital,,1000,3rd Street ,,CC ,37417,9,35.026213,-85.3116426,9,35.0472644,-85.2905001,1- Alton Park,pass,pass,,,,,,
392,4247942886,1- Alton Park,Out Bound,Home,,3718,Fagan st ,49 st and Fagan st,"Walmart, subway,  citi trends ",Home,,,Greenway View Drive,Brainerd ,,37410,9,35.0057747,-85.3077448,9,35.0472644,-85.2905001,1- Alton Park,pass,pass,,,,,,
393,4240491760,3- Enterprise South,In Bound,Home,,7200,Discovery Dr,Vin Dr & freeway,,Other,Downtown,,Market st,4th & Market,,37410,9,35.068898,-85.1416409,9,35.0522576,-85.3096174,3- Enterprise South,pass,pass,,,,,,
394,4240505125,16- Northgate,In Bound,Home,,,,,Hixson Pike,Personal errands,,,,,Hamilton Place Mall,37343,3,35.1591833,-85.1941502,9,35.0336912,-85.1585253,16- Northgate,no_pass,pass,,,,,,
395,4240516932,16- Northgate,In Bound,Home,,,,,Cambridge Creek Apts,Work,,,,,McDonald's on Gunbarrel Rd,37415,9,35.1117319,-85.2699178,9,35.0316776,-85.155323,16- Northgate,pass,pass,,,,,,
396,4240528300,16- Northgate,In Bound,Home,,,Northcross,,Homeaway,Personal errands,court,,Market st,,,37343,9,35.1394444,-85.2422222,6,35.0413955,-85.3085032,16- Northgate,pass,no_pass,,,,,,
397,4240539701,4- Hamilton Place,Out Bound,Home,,7609,Holiday Hills Dr,Jersey Pike & 153,,Home,,,E 3rd St,,,,9,35.0752849,-85.1690186,6,35.0454835,-85.2843147,4- Hamilton Place,pass,no_pass,,,,,,
398,4240550176,9- East Lake,Out Bound,Home,,,,,East Lake Courts,Work,,,,,Family Dollar,37407,9,35.0127833,-85.2821192,9,35.0505008,-85.3098734,9- East Lake,pass,pass,,,,,,
399,4240559716,9- East Lake,In Bound,Home,,,E 27th,,,Other,,,Market st,,,37407,7,35.0142145,-85.2882772,6,35.0413955,-85.3085032,9- East Lake,no_pass,no_pass,,,,,,
400,4240566989,9- East Lake,In Bound,Home,,,,,East Lake Courts,Personal errands,courthouse,,,,Downtown,37407,9,35.0127833,-85.2821192,9,35.0456297,-85.3096801,9- East Lake,pass,pass,,,,,,
401,4240575262,9- East Lake,In Bound,Home,,4100,12th Ave,42nd St & Dodds Ave,,Other,Downtown,,Broad St,,Public Library,37407,9,34.9948521,-85.2829373,9,35.0443542,-85.3105651,9- East Lake,pass,pass,,,,,,
402,4240585550,1- Alton Park,Out Bound,Home,,5216,Woodland View Cir,Angela Dr & Woodland View Cir,,Medical / Hospital,,313,Manufacturers Rd,Cherokee & Manufacturers Rd,,37410,9,34.9898111,-85.3035464,9,35.0628444,-85.3144124,1- Alton Park,pass,pass,,,,,,
403,4240593300,1- Alton Park,Out Bound,Home,,,38th St,,,Work,,,,,Hamilton Place Mall,37410,7,35.0085549,-85.3188073,9,35.0336912,-85.1585253,1- Alton Park,no_pass,pass,,,,,,
404,4240603885,1- Alton Park,Out Bound,Home,,16,Fair Oak Place,,40th ,Home,,,Hixson,153,,37409,9,35.008706,-85.3303607,9,35.0336912,-85.1585253,1- Alton Park,pass,pass,,,,,,
405,4240612540,1- Alton Park,Out Bound,Work,,3600,McCallie Ave,McCallie & Willow,Parkridge Medical Center,Home,,1808,Cowart St,20th & Market,Home,37408,9,35.0349467,-85.2675694,9,35.0342013,-85.3117234,1- Alton Park,pass,pass,,,,,,
406,4240621474,1- Alton Park,Out Bound,Personal errands,,,,Brainerd & Tuxedo,Sunny Nails & Spa,Home,,264,Water St,38th St & Water St,,37410,9,35.0109616,-85.2223568,9,35.0071252,-85.3132582,1- Alton Park,pass,pass,,,,,,
407,4240631844,15- St Elmo,In Bound,Home,,617,52nd St,51st & 52nd,51st & 52nd,Home,,617,52nd St,51st & 52nd,,37410,9,34.9892233,-85.310653,9,34.9892233,-85.310653,15- St Elmo,pass,pass,,,,,,
408,4240639352,1- Alton Park,Out Bound,Work,,,Amnicola,,,Home,,5291,Usher Dr,,,,6,35.0847888,-85.262224,9,34.9885965,-85.3169737,1- Alton Park,no_pass,pass,,,,,,
409,4240646684,2- North Chattanooga,Out Bound,Home,,1211,Sholar Ave,Wilcox & Holzclaw,Bus Station,Work,,,Brainerd Rd,Brainerd & Moore,BP Gas Station,37406,9,35.0321081,-85.1939942,9,35.0124005,-85.2278154,2- North Chattanooga,pass,pass,,,,,,
410,4240654301,2- North Chattanooga,Out Bound,Social/restaurant,,1545,Mt View Apts,,,Home,,,,,,,9,34.9968258,-85.2519912,,,,2- North Chattanooga,pass,insufficient_data,,,,,,
411,4240661673,2- North Chattanooga,Out Bound,Home,Alton Park,3806,Dorris St Apt A,E 38th,,Other,Downtown Bridge,,Manufacturers Rd,,,37410,9,35.0043355,-85.3094009,7,35.0607453,-85.3205036,2- North Chattanooga,pass,no_pass,,,,,,
412,4240673626,2- North Chattanooga,Out Bound,Home,,126,Alden Ave,Dayton & Signal Mtn,,Personal errands,,126,Alden Ave,Dayton Blvd & Signal Mtn Rd,,37405,9,35.0871599,-85.3178827,9,35.0871599,-85.3178827,2- North Chattanooga,pass,pass,,,,,,
413,4240681063,2- North Chattanooga,Out Bound,Medical/hospital,,,,,,Home,,,,,,37412,,,,,,,2- North Chattanooga,insufficient_data,insufficient_data,,,,,,
414,4240689635,2- North Chattanooga,Out Bound,Social/restaurant,,,Market St,Market & 11th,Pickle Barrel Restaurant,Home,,951,Boynton,Boynton & MLK,Boynton Terrace,37402,9,35.0443729,-85.309195,9,35.0478503,-85.3206087,2- North Chattanooga,pass,pass,,,,,,
415,4240699660,2- North Chattanooga,Out Bound,Store,,,Grover St,Grover & Gateway,College Hills Court,Home,,1100,Gateway Tower,,Gateway Towers,37402,9,35.0429049,-85.3185582,9,35.0454229,-85.3194365,2- North Chattanooga,pass,pass,,,,,,
416,4240709130,2- North Chattanooga,Out Bound,Home,,1329,Cypress,,Walmart,Store,,,,,Walmart,37402,,,,9,35.0301589,-85.1527709,2- North Chattanooga,insufficient_data,pass,1329 Cypress St Ct,35.04180609,-85.31822368,,,
417,4240717169,2- North Chattanooga,Out Bound,Home,,1330,Cypress St,,,School (K-12),,,,,,37404,9,35.0422653,-85.3184139,,,,2- North Chattanooga,pass,insufficient_data,,,,,,
418,4240726677,2- North Chattanooga,Out Bound,Home,,600,W 14th St,Main St & Freeway Court,College Hills Courts,Personal errands,,,Greenway Dr,,Walmart,37402,9,35.0429049,-85.3185582,9,35.0085358,-85.2051089,2- North Chattanooga,pass,pass,,,,,,
419,4240738842,2- North Chattanooga,Out Bound,Home,,129,Boynton Dr,,,Store,,,,,Walmart,37402,8,35.0456509,-85.320003,9,35.0301589,-85.1527709,2- North Chattanooga,pass,pass,,,,,,
420,4240757017,2- North Chattanooga,Out Bound,Store,,720,W 12th St,,,Home,,720,W 12th St,,,37402,9,35.0443905,-85.316356,9,35.0443905,-85.316356,2- North Chattanooga,pass,pass,,,,,,
421,4240766736,2- North Chattanooga,Out Bound,Home,,951,Boynton Dr,MLK,,Store,,,4th & Market,3rd & Market,,37402,9,35.0478503,-85.3206087,9,35.0522576,-85.3096174,2- North Chattanooga,pass,pass,,,,,,
422,4240775026,2- North Chattanooga,Out Bound,Work,,1100,Grove St,12th St & Grove,,Personal errands,,1700,Vance Ave,,,37406,9,35.0461855,-85.3167683,9,35.0317534,-85.2800679,2- North Chattanooga,pass,pass,,,,,,
423,4240787062,2- North Chattanooga,Out Bound,Work,,,,,Walmart,Store,,1201,Boynton,,,37411,9,35.0301589,-85.1527709,9,35.0452594,-85.3202049,2- North Chattanooga,pass,pass,,,,,,
424,4240794268,2- North Chattanooga,Out Bound,Work,,,,,,Medical / Hospital,,,,,Downtown Aquarium,37402,,,,9,35.0558229,-85.3110646,2- North Chattanooga,insufficient_data,pass,,,,,,
425,4240801137,2- North Chattanooga,Out Bound,Home,,na,na,na,na,Social / restaurant,,na,na,na,na,37403,9,35.0794124,-85.2720554,9,35.0558229,-85.3110646,2- North Chattanooga,pass,pass,,,,,,
426,4240811110,2- North Chattanooga,Out Bound,Personal errands,,,Spears Ave,,,Home,,1205,Poplar St Ct,Poplar & W 12th,,37402,7,35.0718665,-85.3098066,9,35.042968,-85.3162559,2- North Chattanooga,no_pass,pass,,,,,,
427,4240819283,2- North Chattanooga,Out Bound,Home,,211,38th St,W 8th & 38th,,Home,,,38th St,,,,9,35.0061933,-85.3117612,7,35.0093365,-85.3209599,2- North Chattanooga,pass,no_pass,,,,,,
428,4240826971,10- East Chattanooga,Out Bound,Store,,,Market St,,,Home,,2109,Robers,,,37404,6,35.0413955,-85.3085032,9,35.042802,-85.2736025,10- East Chattanooga,no_pass,pass,,,,,,
429,4240836240,1- Alton Park,In Bound,Home,,41,Central,38th & Central,,Work,,14,Market,Market & Main,,37410,7,35.0085549,-85.3188073,9,35.0605028,-85.3089221,1- Alton Park,no_pass,pass,E 38th St & Central Ave,35.00545797,-85.31063877,,,
430,4240844245,1- Alton Park,In Bound,Home,,,20th ,,,Personal errands,,600,N Holtzclaw,,,37401,9,35.0315986,-85.3097444,9,35.0463759,-85.278027,1- Alton Park,pass,pass,,,,,,
431,4240853326,10- East Chattanooga,Out Bound,Home,,,4th St,4th St & Market St,,Work,,,Discovery Dr,Discovery Dr & Bonny Oaks,Amazon Fulfillment Warehouse,37406,9,35.0522576,-85.3096174,9,35.068898,-85.1416409,10- East Chattanooga,pass,pass,,,,,,
432,4240863265,10- East Chattanooga,In Bound,Home,,,,4th & Glenwood Dr,,Store,,,,8th & Market St,,37404,9,35.0360008,-85.2615375,9,35.0471177,-85.3094835,10- East Chattanooga,pass,pass,,,,,,
433,4240873279,10- East Chattanooga,Out Bound,Home,,,Blackford,Blackford & Orchard Knob,Avondale,Other,Visit family/friends,,N Chaimberland,Wilcox & N Chaimberland,Glennwood,37404,8,35.0414929,-85.2683145,9,35.0494325,-85.2577719,10- East Chattanooga,pass,pass,,,,,,
434,4240887146,10- East Chattanooga,Out Bound,Home,,2103,Daisy St,Dodds & Daisy,,,,,,,,,9,35.0668905,-85.2543584,,,,10- East Chattanooga,pass,insufficient_data,,,,,,
435,4240896545,10- East Chattanooga,In Bound,Work,,2409,Awtry St,Glass & Stuart,Stuart/Glass,Home,,2112,Sharp,3rd & Orchard,3rd & Orchard Knob,37404,9,35.0649993,-85.2476865,9,35.0408733,-85.2719772,10- East Chattanooga,pass,pass,,,,,,
436,4240903466,10- East Chattanooga,Out Bound,Home,,1100,Gateway Ave,,,Personal errands,,,,,Food City St Elmo,37402,9,35.045308,-85.3192356,9,35.0096995,-85.3259481,10- East Chattanooga,pass,pass,,,,,,
437,4240911867,10- East Chattanooga,In Bound,Medical/hospital,,721,Glenwood,,Memorial Hospital,Store,,,Hixson,Hwy 153 & Hixson,Kmart,37405,9,35.0414352,-85.2603854,9,35.1357799,-85.2441155,10- East Chattanooga,pass,pass,,,,,,
438,4240921538,10- East Chattanooga,In Bound,Home,,859,Chamberlain Ave,Gleenwood & Citco,,School (K-12),,,,,,37406,9,35.0448635,-85.2606656,,,,10- East Chattanooga,pass,insufficient_data,,,,,,
439,4240928920,10- East Chattanooga,In Bound,Home,,3573,Dodson,Stuart & Dodson,,Work,,1300,Market,Main & Market,,37406,9,35.0799702,-85.2450841,9,35.0393452,-85.3075313,10- East Chattanooga,pass,pass,,,,,,
440,4240990171,16- Northgate,In Bound,Home,,,Hixson,,,School (K-12),,,cltc,,,37406,3,35.137265,-85.2368219,9,35.028504,-85.24288,16- Northgate,no_pass,pass,,,,,,
441,4240997737,16- Northgate,In Bound,Work,,,,,McDonalds 153,Home,,,,,,37406,9,35.1387851,-85.2471585,,,,16- Northgate,pass,insufficient_data,,,,,,
442,4241004707,16- Northgate,In Bound,Home,,,Green Daleway,,,,,,,,,,9,35.1287089,-85.2444403,,,,16- Northgate,pass,insufficient_data,,,,,,
443,4241013040,10- East Chattanooga,Out Bound,Home,,,,,,Work,,,,,,37411,,,,,,,10- East Chattanooga,insufficient_data,insufficient_data,,,,,,
444,4241025446,10- East Chattanooga,Out Bound,Work,,2,Northshore,4th & Market,,Home,,2300 Wilson St,Wilson & Dodson,,,37406,9,35.0631285,-85.3144558,9,35.0493589,-85.2609284,10- East Chattanooga,pass,pass,,,,,,
445,4241032728,10- East Chattanooga,Out Bound,Home,,4517 Rogers Rd,Rogers & Kemp Dr,,,Home,,,Arlington,,,37411,9,35.0251262,-85.2279492,7,35.0486455,-85.2604385,10- East Chattanooga,pass,no_pass,,,,,,
446,4241038528,10- East Chattanooga,In Bound,Recreation,,,,,,Home,,,,,,,,,,,,,10- East Chattanooga,insufficient_data,insufficient_data,,,,,,
447,4241046338,10- East Chattanooga,Out Bound,Social/restaurant,,,Broad St,,,Other,Riding,,Market St,,,37402,6,35.032616,-85.3140632,6,35.0413955,-85.3085032,10- East Chattanooga,no_pass,no_pass,,,,,,
448,4241053067,10- East Chattanooga,Out Bound,Work,,1500,Highland Park,E Main & Highland Park,,Work,,,,,Hamilton Place Mall,37406,9,35.0282066,-85.2860902,9,35.0336912,-85.1585253,10- East Chattanooga,pass,pass,,,,,,
449,4241060286,10- East Chattanooga,Out Bound,Work,,,Gunbarrel,Shallowford & Gunbarrel,,Home,,2200,Daisy St,Dodson & Daisy,,37406,9,35.0403135,-85.1499569,9,35.0662117,-85.2534274,10- East Chattanooga,pass,pass,,,,,,
450,4241066435,5- North Brainerd,In Bound,Work,,800,Woodmore Ln,,,Home,,224,W 37th St,,,37410,9,35.031777,-85.2262299,9,35.0072509,-85.3115976,5- North Brainerd,pass,pass,,,,,,
451,4241073113,5- North Brainerd,In Bound,Work,,3600,Brainerd Rd,,,Home,,503,Woodvale Ave,Colonial & Montview,,37411,9,35.0236605,-85.2464329,9,35.0201653,-85.2273424,5- North Brainerd,pass,pass,,,,,,
452,4241082293,5- North Brainerd,In Bound,Home,,4299,Victory,Talley & Victory,,Home,,4299 Victory,Talley & Victory,,,37411,9,35.0287004,-85.2314359,9,35.029415,-85.2337766,5- North Brainerd,pass,pass,,,,,,
453,4241091433,5- North Brainerd,In Bound,Work,,1609,Agnes,Pinoak & Wilcox,,Home,,747,E Henderson Dr,Midland & Henderson,,37411,9,35.0472089,-85.2347221,9,35.0292856,-85.2256433,5- North Brainerd,pass,pass,,,,,,
454,4241098295,5- North Brainerd,In Bound,Home,,4911,Marylin Ln,Moore & Marylin,,Work,,,Lee Hwy,,,37411,9,35.0243537,-85.2203031,1,35.0175697,-85.2061066,5- North Brainerd,pass,no_pass,,,,,,
455,4241104983,5- North Brainerd,In Bound,Medical/hospital,,,3rd St,,Erlanger Hospital,Home,,4801,Tomahawk Trail,Tomahawk & Woodvale,,37411,9,35.0485516,-85.2895013,9,35.0254301,-85.223661,5- North Brainerd,pass,pass,,,,,,
456,4241125338,15- St Elmo,Out Bound,Social/restaurant,,,,,,Home,,,,,,37410,,,,,,,15- St Elmo,insufficient_data,insufficient_data,,,,,,
457,4241137432,9- East Lake,Out Bound,Store,,,,12th & Market,Family Dollar,Home,,3014,12th Ave,Dodds & 31st,,37407,9,35.0189773,-85.2799669,9,35.0057155,-85.2773601,9- East Lake,pass,pass,,,,,,
458,4241144012,19- Cromwell Road,Out Bound,Work,,,MLK,,Urban League,Home,,,,Lee Hwy & Shallowford ,,37412,9,35.042107,-85.2993083,9,35.0449042,-85.1624371,19- Cromwell Road,pass,pass,,,,,,
459,4241152825,16- Northgate,In Bound,Work,,600,Market,,,Home,,621,Tremont,,,37405,9,35.0494148,-85.3088556,9,35.0684089,-85.2982759,16- Northgate,pass,pass,,,,,,
460,4241163009,4- Hamilton Place,In Bound,Home,,,,,,Home,,70,Germantown Rd,,,37411,,,,9,35.0252283,-85.2458713,4- Hamilton Place,insufficient_data,pass,,,,,,
461,4241170536,4- Hamilton Place,Out Bound,Work,,,,,,Medical / Hospital,,,,,,,,,,,,,4- Hamilton Place,insufficient_data,insufficient_data,,,,,,
462,4241181260,4- Hamilton Place,Out Bound,Work,,939,3rd St,3rd st & central,Erlanger,Home,,7822,Dunwoody Dr,Pinewood & Jenkins Rd,,37421,9,35.0485516,-85.2895013,9,35.0426038,-85.1306962,4- Hamilton Place,pass,pass,,,,,,
463,4241195430,15- St Elmo,Out Bound,Home,,,W 56th ,St Elmo & W 56th,Home,Work,,,Broad,,Mellow Mushroom,37409,8,34.9868156,-85.3325637,9,35.0542261,-85.3110919,15- St Elmo,pass,pass,,,,,,
464,4241217106,15- St Elmo,Out Bound,Home,,4706,St Elmo Ave,46th & St Elmo,Home,Work,,,Broad St,,Papa John's,37409,9,34.9962638,-85.3295531,9,35.0248098,-85.3176294,15- St Elmo,pass,pass,,,,,,
465,4241223277,15- St Elmo,Out Bound,Home,,,,,,Home,,,,,,37409,,,,,,,15- St Elmo,insufficient_data,insufficient_data,,,,,,
466,4241232050,15- St Elmo,Out Bound,Work,,,,,Republic Parking,Home,,,,,Home,37409,9,35.0504912,-85.3105112,9,35.0029793,-85.2254283,15- St Elmo,pass,pass,,,,,,
467,4241239243,15- St Elmo,Out Bound,Work,,,,Downtown,,Home,,4424,Seneca Ave,,,37409,9,35.0456297,-85.3096801,9,34.9999668,-85.3264439,15- St Elmo,pass,pass,,,,,,
468,4241247870,15- St Elmo,Out Bound,University / College,,,,,Chattanooga State,Home,,,56th ,56th & St. Elmo Ave,Home,37409,9,35.1003674,-85.2375518,9,34.9861296,-85.3311242,15- St Elmo,pass,pass,,,,,,
469,4241260621,15- St Elmo,Out Bound,University / College,,,25th ST,Broad St & 25th St,Raceway,Home,,5410,Alabama Ave,Alabama Ave & 55th St,,37409,9,35.0278966,-85.3160016,9,34.9889894,-85.3325006,15- St Elmo,pass,pass,,,,,,
470,4241267681,15- St Elmo,Out Bound,Work,,629,Market St,7th St & Market St,Chicken Salad Chick,Other,Visit family/friends,1410,W 46th St,W 46th St & St Elmo Ave,,37410,9,35.0484993,-85.3097583,9,34.9982612,-85.3284427,15- St Elmo,pass,pass,,,,,,
471,4241274608,15- St Elmo,Out Bound,Work,,832,Georgia Ave,,,Home,,,,44th & St Elmo,,37409,9,35.0459881,-85.3079265,7,35.001723,-85.3275956,15- St Elmo,pass,no_pass,,,,,,
472,4241282259,15- St Elmo,Out Bound,Home,,1020,W 37th St,W 37th & Pirola,Calvin Donaldson School,Other,Visit family/friends,4625,St Elmo Ave,47th & St Elmo,St Elmo Apts,37410,9,35.0108513,-85.318712,9,34.9970317,-85.3299771,15- St Elmo,pass,pass,,,,,,
473,4241294466,15- St Elmo,Out Bound,Work,,3108,Broad St,,,Home,,2439,5th Ave,4th & Foust,,37407,9,35.0203714,-85.3202378,9,35.015335,-85.280243,15- St Elmo,pass,pass,,,,,,
474,4241302045,15- St Elmo,Out Bound,Work,,31,Broad St,,,Work,,,W 13th St Ct,,,37402,9,35.0547221,-85.3110486,9,35.0424508,-85.3170837,15- St Elmo,pass,pass,,,,,,
475,4241310515,15- St Elmo,Out Bound,Work,,3100,Broad St,Broad & 33rd,Broad & 33rd,Home,,500,W MLK Blvd,,W MLK Blvd & 12th ST,37402,9,35.020736,-85.320217,9,35.0477706,-85.3190943,15- St Elmo,pass,pass,,,,,,
476,4241316956,15- St Elmo,Out Bound,Work,,,Broad St,,,Other,,,St Elmo,I-24,,37409,6,35.032616,-85.3140632,9,35.0477706,-85.3190943,15- St Elmo,no_pass,pass,,,,,,
477,4241324768,15- St Elmo,Out Bound,Work,,,W 13th,Broad & W 13th,Urban Stack,Home,,4305,Alabama Ave,Alabama & 43rd,Home,37409,9,35.0392547,-85.3085618,9,35.0028227,-85.3303607,15- St Elmo,pass,pass,,,,,,
478,4241332696,15- St Elmo,Out Bound,University / College,,,,,Chattanooga State Community College,Home,,43,St Elmo Ave,,,37409,9,35.1003674,-85.2375518,7,35.0033272,-85.3289895,15- St Elmo,pass,no_pass,,,,,,
479,4241338866,15- St Elmo,Out Bound,Personal errands,,,Downtown,,,Home,,,Hamilton Place,,,37409,9,35.0456297,-85.3096801,9,35.0336912,-85.1585253,15- St Elmo,pass,pass,,,,,,
480,4241345167,15- St Elmo,Out Bound,Home,,5616,Orchard Lane,56th,,Home,,5616,Orchard Ln,,,37409,9,34.9859505,-85.3346166,1,35.0456297,-85.3096801,15- St Elmo,pass,no_pass,,,,,,
481,4241351408,15- St Elmo,Out Bound,Store,,3800,Tennessee Ave,,,Home,,4313,Tennessee Ave,,,37409,9,35.0099521,-85.3258085,9,35.0021652,-85.3277765,15- St Elmo,pass,pass,,,,,,
482,4241358438,15- St Elmo,Out Bound,University / College,,,Amnicola Hwy,,Chatt State,Home,,,43rd & St Elmo Ave,,,37409,9,35.1003674,-85.2375518,9,35.0038017,-85.3295733,15- St Elmo,pass,pass,,,,,,
483,4241365418,15- St Elmo,Out Bound,Work,,,,,Chicken House Downtown,Home,,,,,,37409,9,35.0376434,-85.301361,,,,15- St Elmo,pass,insufficient_data,,,,,,
484,4241370728,15- St Elmo,Out Bound,Work,,,,Downtown,37409,Home,,,,,,37410,9,35.0456297,-85.3096801,,,,15- St Elmo,pass,insufficient_data,,,,,,
485,4241376202,15- St Elmo,Out Bound,Work,,,,,,Work,,,,,,37409,,,,,,,15- St Elmo,insufficient_data,insufficient_data,,,,,,
486,4241381421,15- St Elmo,Out Bound,Work,,,Broad St,,Krystal's,Home,,,,,,37408,9,35.0191809,-85.3208824,,,,15- St Elmo,pass,insufficient_data,,,,,,
487,4241387678,15- St Elmo,Out Bound,Personal errands,,,St Elmo Ave,,,Personal errands,,,,,,37409,7,35.0033272,-85.3289895,,,,15- St Elmo,no_pass,insufficient_data,,,,,,
488,4241394360,4- Hamilton Place,In Bound,Store,,,E 23rd,,Chatt Inn,Home,,,E 23rd,,Chatt Inn,,9,35.0180118,-85.2825358,9,35.0180118,-85.2825358,4- Hamilton Place,pass,pass,,,,,,
489,4241404460,4- Hamilton Place,Out Bound,Home,,1201,Boynton Dr,MLK,,Work,,,,,Walmart Brainerd,37402,9,35.0452594,-85.3202049,9,35.0085358,-85.2051089,4- Hamilton Place,pass,pass,,,,,,
490,4241412317,4- Hamilton Place,In Bound,Home,,,Brainerd Rd,Germantown Rd,Rite Aid,Work,,,MLK Blvd,Golden Gateway,Jaceey Towers,37411,9,35.0248197,-85.2456763,9,35.0085358,-85.2051089,4- Hamilton Place,pass,pass,,,,,,
491,4241419108,14- Mocs Express,In Bound,University / College,,,,,Decosimo Bus Stop,University / College,,,,,Hunter Hall,,9,35.0321081,-85.1939942,9,35.0455528,-85.2988776,14- Mocs Express,pass,pass,,,,,,
492,4241424774,14- Mocs Express,Out Bound,Other,Parking lot,,,,Engel Stadium,University / College,,,,,UTC,37363,9,35.0453668,-85.2863116,9,35.0458509,-85.2953072,14- Mocs Express,pass,pass,,,,,,
493,4242354001,14- Mocs Express,Out Bound,School (K-12),,,McCallie,,UTC,University / College,,,CSI Pharm,,Riverside Dr,37421,9,35.044236,-85.2979951,9,35.0568024,-85.280169,14- Mocs Express,pass,pass,,,,,,
494,4243119615,14- Mocs Express,Out Bound,University / College,,,University Center,,,Home,,,Phelps Street,,,,9,35.047943,-85.2982972,8,34.9937474,-85.265199,14- Mocs Express,pass,pass,,,,,,
495,4243128808,14- Mocs Express,Out Bound,Home,,818,University Street,,Stophel,Other,Arc,,,,,37403,9,35.0438466,-85.3004915,,,,14- Mocs Express,pass,insufficient_data,,,,601 E 5th St,35.04961977,-85.29980974
496,4243136449,14- Mocs Express,Out Bound,Home,,818,University Street,McCallie & Douglas,Stophel Apartments,University / College,,,,,University Center,37403,9,35.0438466,-85.3004915,9,35.047943,-85.2982972,14- Mocs Express,pass,pass,,,,,,
497,4243143433,14- Mocs Express,Out Bound,University / College,,,3rd Street,,University Center,Home,,,,,Engel Stadium,37405,9,35.047943,-85.2982972,9,35.0453668,-85.2863116,14- Mocs Express,pass,pass,,,,,,
498,,14- Mocs Express,In Bound,University / College,,,E. 5th,Palmetto & E 5th,University Center,,Parking lot,,,,Engle Stadium UTC lot,37421,,,,,,,14- Mocs Express,insufficient_data,insufficient_data,642 E 5th St,35.05097447,-85.30379494,446 O Neal St,35.04522382,-85.28750788
499,4243164955,14- Mocs Express,Out Bound,University / College,,,,,UTC Library,Home,,5100,Roper Street,,,37412,9,35.0474378,-85.300106,9,34.9864983,-85.225336,14- Mocs Express,pass,pass,,,,,,
500,4243172366,14- Mocs Express,Out Bound,University / College,,818,University,,,University / College,,,,,,,9,35.0438563,-85.3004842,,,,14- Mocs Express,pass,insufficient_data,,,,,,
