stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
1169,1169-cd,"DODDS + 16TH",,35.02060,-85.27054,,
1171,1171-cd,"MAIN + 2501",,35.02265,-85.27102,,
1172,2150,"MAIN + WATKINS",,35.02339,-85.27297,,
1173,2130,"MAIN + LYERLY",,35.02391,-85.27433,,
1174,2128,"MAIN + KELLY",,35.02443,-85.27569,,
1175,2156,"MAIN + WILLOW",,35.02494,-85.27701,,
1177,1177-cd,"MAIN + OKNOB",,35.02597,-85.27989,,
1178,2117,"MAIN + HAWTHORNE",,35.02650,-85.28133,,
1179,2144,"MAIN + S HICKORY",,35.02697,-85.28265,,
1180,2122,"MAIN + HOLLY",,35.02748,-85.28408,,
1181,2120,"MAIN + HIGHLAND PK",,35.02796,-85.28542,,
1183,2115,"MAIN + GULF",,35.02961,-85.28992,,
1184,2111,"MAIN + FILLMORE",,35.03018,-85.29146,,
1185,2140,"MAIN + POLK",,35.03060,-85.29264,,
1186,2110,"MAIN + FAGAN",,35.03123,-85.29434,,
1187,2102,"MAIN + CENTRAL",,35.03190,-85.29610,,
1188,2145,"MAIN + SLAYTON",,35.03225,-85.29699,,
1189,2133,"MAIN + MADISON",,35.03292,-85.29880,,
1190,2126,"MAIN + JEFFERSON",,35.03347,-85.30025,,
1191,2147,"MAIN + WASHINGTON",,35.03429,-85.30241,,
1192,2152,"MAIN + WILHOIT",,35.03477,-85.30367,,
1193,2143,"MAIN + ROSSVILLE AVE",,35.03535,-85.30518,,
1194,1018,"11TH + PATTEN",,35.04387,-85.30899,,
1195,1024,"11TH + LINDSAY",,35.04350,-85.30804,,
1196,1029,"11TH + NEWBY",,35.04319,-85.30732,,
1197,1022,"11TH + HOUSTON",,35.04298,-85.30677,,
1198,1023,"11TH + KING",,35.04269,-85.30597,,
1199,1020,"11TH + FOSTER",,35.04235,-85.30514,,
1200,1017,"11TH + DOUGLAS",,35.04204,-85.30435,,
1201,1015,"11TH + BALDWIN",,35.04088,-85.30138,,
1202,1031,"11TH + PEEPLES",,35.04010,-85.29950,,
1203,1025,"11TH + MAGNOLIA",,35.03934,-85.29767,,
1204,1030,"11TH + PARK",,35.03878,-85.29620,,
1205,1019,"11TH + FAIRVIEW",,35.03826,-85.29480,,
1206,1016,"11TH + CENTRAL",,35.03779,-85.29354,,
1207,1457,"CENTRAL + E 13TH",,35.03409,-85.29537,,
1209,1458,"CENTRAL + E 16TH",,35.03125,-85.29682,,
1210,1459,"CENTRAL + E 17TH",,35.03039,-85.29725,,
1211,1440,"CENTRAL + 1923",,35.02744,-85.29885,,
1214,1051,"23RD + BURNETTE",,35.02341,-85.29513,,
1215,1053,"23RD + COMMERCE",,35.02293,-85.29386,,
1216,1057,"23RD + GIFFORD",,35.02251,-85.29270,,
1217,1064,"23RD + HOLTZCLAW",,35.02223,-85.29192,,
1218,1058,"23RD + HIGHLAND PK",,35.02151,-85.28987,,
1219,1062,"23RD + HOLLY",,35.02101,-85.28846,,
1220,1060,"23RD + HICKORY",,35.02050,-85.28699,,
1221,1068,"23RD + LYNNBROOK",,35.01969,-85.28470,,
1224,1049,"23RD + 4TH",,35.01795,-85.27995,,
1225,1225,"4TH AVE + 24TH",,35.01548,-85.28106,,
1226,1176,"4TH AVE + 28TH",,35.01144,-85.28318,,
1227,1178,"4TH AVE + 29TH",,35.00979,-85.28405,,
1228,1180,"4TH AVE + 30TH",,35.00893,-85.28451,,
1229,1182,"4TH AVE + 31ST",,35.00824,-85.28488,,
1230,1184,"4TH AVE + 32ND",,35.00661,-85.28615,,
1231,1186,"4TH + 33RD",,35.00565,-85.28644,,
1232,1187,"4TH AVE + 34TH",,35.00486,-85.28685,,
1233,1189,"4TH AVE + 35TH",,35.00348,-85.28741,,
1234,1191,"4TH AVE + 36TH",,35.00225,-85.28804,,
1236,1093,"37TH + 3RD AVE",,35.00108,-85.28970,,
1237,1090,"37TH + 2ND AVE",,35.00150,-85.29081,,
1238,1776,"ROSSVILLE BLVD + 38TH",,35.00027,-85.29210,,
1239,1778,"ROSSVILLE BLVD + 39TH",,34.99900,-85.29183,,
1240,1780,"ROSSVILLE BLVD + 40TH",,34.99777,-85.29159,,
1241,1782,"ROSSVILLE BLVD + 41ST",,34.99653,-85.29133,,
1242,1784,"ROSSVILLE BLVD + 42ND",,34.99531,-85.29108,,
1243,1243,"ROSSVILLE BLVD + AUTO ZONE",,34.99324,-85.29068,,
1244,1787,"ROSSVILLE BLVD + 45TH",,34.99150,-85.29033,,
1245,1245,"ROSSVILLE BLVD + WORKMAN",,34.99008,-85.29004,,
1246,1790,"ROSSVILLE BLVD + 48TH",,34.98786,-85.28881,,
1247,1649,"ENGLISH AVE + 50TH",,34.98605,-85.28817,,
1253,1253-cd,"ROSSVILLE BLVD + WENDYS",,34.98849,-85.28903,,
1254,1789,"ROSSVILLE + 47TH",,34.98935,-85.28957,,
1255,1788,"ROSSVILLE BLVD + 46TH",,34.99046,-85.28990,,
1256,1787,"ROSSVILLE BLVD + 45TH",,34.99137,-85.29008,,
1257,1786,"ROSSVILLE BLVD + 44TH",,34.99224,-85.29028,,
1258,1793,"ROSSVILLE BLVD + 6TH AVENUE",,34.99300,-85.29043,,
1259,1785,"ROSSVILLE BLVD + 43RD",,34.99443,-85.29071,,
1261,1781,"ROSSVILLE BLVD + 40TH",,34.99736,-85.29128,,
1262,1779,"ROSSVILLE BLVD + 39TH",,34.99862,-85.29152,,
1264,1104,"38TH + CLIO",,35.00013,-85.29084,,
1265,1115,"3RD AVE + 37TH",,35.00088,-85.28985,,
1267,1192,"4TH AVE + 36TH",,35.00189,-85.28798,,
1268,1190,"4TH AVE + 35TH",,35.00307,-85.28736,,
1269,1188,"4TH AVE + 34TH",,35.00436,-85.28668,,
1270,1270,"4TH AVE + 33RD",,35.00541,-85.28621,,
1271,1185,"4TH AVE + 32RD",,35.00658,-85.28563,,
1272,1183,"4TH AVE + 31ST",,35.00773,-85.28502,,
1273,1181,"4TH AVE + 30TH",,35.00873,-85.28451,,
1274,1179,"4TH AVE + 29TH",,35.00964,-85.28405,,
1275,1177,"4TH AVE + 28TH",,35.01115,-85.28327,,
1276,1076,"23RD + WILLOW",,35.01829,-85.28059,,
1278,1070,"23RD + ORCHARD KNOB",,35.01940,-85.28354,,
1279,1069,"23RD + LYNNBROOK",,35.01971,-85.28440,,
1282,1061,"23RD + HIGHLAND PARK",,35.02152,-85.28954,,
1283,1059,"23RD + GREENWOOD",,35.02187,-85.29057,,
1284,1065,"23RD + HOLTZCLAW",,35.02221,-85.29154,,
1285,1054,"23RD + COMMERCE",,35.02302,-85.29368,,
1286,1052,"23RD + BURNETTE",,35.02347,-85.29489,,
1287,1072,"23RD + POLK",,35.02409,-85.29651,,
1288,1056,"23RD + FAGAN",,35.02452,-85.29767,,
1289,1795,"ROSSVILLE BLVD + DORRIS",,35.02528,-85.29847,,
1290,1794,"ROSSVILLE BLVD + CENTRAL",,35.02607,-85.29909,,
1291,1441,"CENTRAL + 1925",,35.02733,-85.29879,,
1292,1439,"CENTRAL + 17TH",,35.03004,-85.29729,,
1294,1464,"CENTRAL + MAIN",,35.03165,-85.29640,,
1296,1437,"CENTRAL + 13TH",,35.03376,-85.29531,,
1297,1436,"CENTRAL + 11TH",,35.03758,-85.29329,,
1299,1005,"10TH + FAIRVIEW",,35.03926,-85.29413,,
1300,1012,"10TH + PARK",,35.03972,-85.29531,,
1301,1011,"10TH + MAGNOLIA",,35.04022,-85.29666,,
1302,1013,"10TH + PEEPLES",,35.04115,-85.29926,,
1303,1001,"10TH + BALDWIN",,35.04168,-85.30076,,
1304,1014,"10TH + UNIVERSITY",,35.04215,-85.30201,,
1305,1004,"10TH + DOUGLAS",,35.04263,-85.30329,,
1307,1009,"10TH + KING",,35.04338,-85.30530,,
1308,1008,"10TH + HOUSTON",,35.04368,-85.30602,,
1309,1010,"10TH + LINDSAY",,35.04417,-85.30734,,
1310,1007,"10TH + GEORGIA",,35.04467,-85.30871,,
1351,2184,"MARKET + 4TH",,35.05266,-85.30972,,
1353,2208,"MARKET + EPB",,35.04538,-85.30945,,
1354,2215,"MARKET + M.L.KING BLVD",,35.04598,-85.30952,,
1355,2,"BROAD + CHARGER",,35.01530,-85.32400,,
1357,2202,"MARKET + CHOO CHOO",,35.03711,-85.30743,,
1358,7,"BROAD + CHARGER",,35.01521,-85.32385,,
1360,1123,"3RD + CSAS",,35.04977,-85.29534,,
1361,2193,"MARKET + 8TH - SUNTRUST BANK SHELTER",,35.04734,-85.30940,,
1365,2302,"ORCHARD KNOB + JACKSON",,35.04464,-85.26995,,
1366,3092,"ORCHARD KNOB + CLEVELAND",,35.04295,-85.27088,,
1369,3115,"3RD + PALMETTO",,35.04875,-85.29330,,
1371,1892,"HIGHWAY 58 + OAK HILL SHELTER",,35.08498,-85.19695,,
1372,1372-cd,"HIGHWAY 58 + MURRAY HILLS",,35.08389,-85.20320,,
1380,1380-cd,"3RD + ORCHARD KNOB ELEMENTARY SCHOOL",,35.04033,-85.27057,,
1383,1476,"CHAMBERLAIN + CAMDEN",,35.05273,-85.25590,,
1384,1677,"GLASS + BIRD",,35.06636,-85.24599,,
1386,1386,"BONNY OAKS + BRYANT",,35.07950,-85.22432,,
1387,1387,"BONNY OAKS + CHICKAMAUGA",,35.08106,-85.21248,,
1388,1388,"BONNEY OAKS + HILLCREST ELEMENTARY SCHOOL",,35.08137,-85.21062,,
1391,2556,"WILLOW + MCCALLIE",,35.03467,-85.27189,,
1394,2720,"CHAMBERLAIN + POLK",,35.05065,-85.25714,,
1395,2721,"CHAMBERLAIN + WILSON",,35.04956,-85.25773,,
1396,2722,"GLENWOOD + CITICO",,35.04157,-85.25854,,
1397,1397,"CENTRAL + MAIN",,35.03215,-85.29632,,
1398,3100,"23RD + ORCHARD KNOB",,35.01938,-85.28372,,
1399,1073,"23RD + TOWN AND COUNTRY",,35.01899,-85.28269,,
1400,1400,"23RD + MAC TRUCK",,35.01909,-85.28257,,
1401,1401,"23RD + HICKORY",,35.02049,-85.28650,,
1406,1347,"BROAD + 13TH",,35.03998,-85.30999,,
1407,2905,"BROAD + MAIN",,35.03788,-85.31118,,
1409,1354,"BROAD + 19TH",,35.03439,-85.31311,,
1410,1358,"BROAD + 21ST",,35.03275,-85.31411,,
1411,1371,"BROAD + 33RD",,35.01789,-85.32218,,
1412,2393,"ST ELMO + 52ND",,34.99163,-85.33101,,
1415,1415,"BROAD + 25TH",,35.02832,-85.31624,,
1417,2182,"MARKET + 3RD",,35.05343,-85.30955,,
1420,1420,"HIXSON PIKE + 1324",,35.07203,-85.28871,,
1421,1421,"HIXSON PIKE + REGIONS BANK",,35.11290,-85.26344,,
1422,1422,"HIXSON PIKE + STRAWBERRY",,35.12239,-85.24835,,
1423,1423-cd,"PICCADILLYS",,35.12893,-85.24077,,
1424,1424-cd,"HIXSON PIKE + WESTWOOD",,35.07428,-85.28830,,
1425,1425,"HIGHWAY 153 + KMART",,35.13529,-85.24646,,
1429,2809,"FRAZIER + TAMPA",,35.06119,-85.30363,,
1431,1431,"HIXSON PK + HIGHLAND PEDIATRIC CLINIC",,35.12106,-85.24886,,
1435,1435,"CAMELIA + BENCH OPP DAHLIA",,35.05963,-85.20989,,
1441,1441-cd,"SHALLFORD + QUINTAS LOOP",,35.05510,-85.19722,,
1442,1442,"JERSEY PIKE + WRIGLEYS",,35.05759,-85.19900,,
1443,1443-cd,"JERSEY PIKE + FARLEY - SATHERS",,35.06075,-85.19724,,
1458,2160,"MANNING + MAY",,35.06599,-85.31190,,
1459,2195,"MARKET + SHUTTLE PARK SOUTH",,35.03799,-85.30753,,
1460,1460,"MAIN + BROAD",,35.03754,-85.31104,,
1461,2134,"MAIN + MARKET",,35.03615,-85.30713,,
1462,1462,"MARKET + 14TH",,35.03659,-85.30727,,
1465,2042,"LEE HWY + CHATTANOOGA STATE EAST",,35.05011,-85.15362,,
1466,2066,"LEE HWY + STANDIFER GAP",,35.05210,-85.15003,,
1468,3105,"LEE HWY + TYNER",,35.05667,-85.14076,,
1469,3106,"STANDIFER PL + HEALTH CENTER",,35.05475,-85.13394,,
1470,3107,"TYNER + LEE HWY",,35.05676,-85.14056,,
1471,3108,"LEE HWY + DOLLAR GENERAL",,35.05357,-85.14744,,
1472,1472-cd,"LEE HWY + MURMAID MATTRESS",,35.05031,-85.15383,,
1473,2053,"LEE HWY + MCCUTCHEON",,35.04751,-85.15833,,
1474,2085,"M.L.KING BLVD + KING",,35.04451,-85.30502,,
1475,2014,"HOUSTON + M.L. KING BLVD",,35.04453,-85.30564,,
1477,2052,"LEE HWY + JUBILEE",,35.01783,-85.20580,,
1482,2053,"LEE HWY + MCCUTCHEON",,35.04733,-85.15837,,
1485,2884,"SHALLOWFORD + OVERNIGHT",,35.04302,-85.15737,,
1486,1167,"49TH + JEFFERY",,34.99182,-85.30576,,
1487,1801,"MARKET + 20TH",,35.03081,-85.30880,,
1488,1488-cd,"TENNESSEE AVE + 37TH",,35.01266,-85.32595,,
1489,1489-cd,"GERMANTOWN + ROGERS ROAD",,35.03022,-85.24309,,
1490,1490-cd,"TUNNEL + WILCOX",,35.04675,-85.23740,,
1492,1492-cd,"GREENWOOD + NORTH CREST",,35.06410,-85.24088,,
1493,1493-cd,"TUNNEL + WILDWOOD",,35.05595,-85.23213,,
1494,1494-cd,"GERMANTOWN + TERRELL",,35.03253,-85.24195,,
1496,2119,"MAIN + MORNINGSIDE",,35.02701,-85.28283,,
1498,3104,"DODDS + 46TH",,34.98984,-85.28731,,
1499,1499-cd,"MAIN + MARKET",,35.03597,-85.30691,,
1501,3101,"DODDS + 41ST",,34.99534,-85.28428,,
1502,1549,"28TH + DODDS",,35.00922,-85.27739,,
1503,1503,"DODDS + 21ST",,35.01652,-85.27312,,
1504,3102,"MAIN + BEECH",,35.02572,-85.27884,,
1505,2124,"MAIN + HOLTZCLAW",,35.02889,-85.28772,,
1515,2496,"WILCOX + ARLINGTON",,35.05231,-85.25876,,
1516,2513,"WILCOX + LILLIAN",,35.04687,-85.23511,,
1524,2534,"WILCOX + TUNNEL",,35.04710,-85.23715,,
1532,1385,"BROAD + READ HOUSE",,35.04625,-85.31031,,
1535,1398,"BROAD + 10TH",,35.04460,-85.31025,,
1537,1377,"BROAD + 4TH",,35.05203,-85.31082,,
1538,1433,"CARTER  + DAYS INN",,35.04464,-85.31231,,
1539,1002,"10TH + LIBRARY",,35.04479,-85.31130,,
1545,1339,"BRAINERD RD + LABOR READY TEMP AGENCY",,35.02603,-85.25086,,
1547,1547,"WILCOX + FOXWOOD PL",,35.04821,-85.24182,,
1548,1067,"23RD + LYERLY",,35.01688,-85.27698,,
1550,1550-cd,"HOLZCLAW + CHATTANOOGA HOUSING AUTHORITY",,35.04905,-85.27693,,
1551,1551-cd,"GERMANTOWN + BRAINERD RD (CAR WASH)",,35.02503,-85.24605,,
1555,2188,"MARKET + 6TH",,35.04883,-85.30955,,
1556,1538,"DODDS + 19TH",,35.01799,-85.27216,,
1557,2169,"MARKET + W 14TH",,35.03858,-85.30756,,
1558,2118,"MAIN + HAWTHORNE",,35.02671,-85.28197,,
1559,1579,"DODDS + 48TH",,34.98783,-85.28834,,
1560,2230,"MARKET + WAREHOUSE ROW",,35.04288,-85.30910,,
1565,2643,"SHUTTLE PARK NORTH - INTERNAL",,35.05407,-85.31144,,
1566,1566-cd,"SHUTTLE PARK NORTH - INTERNAL",,35.05403,-85.31147,,
1567,3096,"10TH + WHITESIDE FAITH MANOR",,35.04076,-85.29810,,
1573,1241,"AMNICOLA + RIVER PARK",,35.09303,-85.25625,,
1575,1575-cd,"HOLTZCLAW + CIRCLE",,35.04721,-85.27798,,
1578,2835,"LEE HWY + VFW",,35.02740,-85.19058,,
1579,2914,"MARKET + FIRST TENNESSEE BANK(7TH)",,35.04812,-85.30955,,
1582,1582,"BROAD + POPEYES",,35.01610,-85.32301,,
1583,2293,"ORCHARD KNOB + 3RD",,35.04115,-85.27196,,
1584,2296,"ORCHARD KNOB + BLACKFORD",,35.04261,-85.27118,,
1589,1589-cd,"MARKET + 6TH - COURTS BUILDING",,35.04932,-85.30950,,
1592,1071,"23RD + POLK",,35.02416,-85.29696,,
1593,1690,"GLENWOOD + CITICO",,35.04162,-85.25832,,
1595,1595-cd,"MARKET + 2ND",,35.05470,-85.30960,,
1596,1661,"FRAZIER + TREMONT",,35.06181,-85.30510,,
1609,1609,"CAMILLA + JASMINE",,35.05951,-85.21184,,
1655,1655,"SHUTTLE PARK NORTHSHORE GARAGE",,35.06249,-85.30494,,
1659,1659,"GREENWOOD + DEE DRIVE",,35.05428,-85.24077,,
1660,1660,"GREENWOOD + WILCOX",,35.04813,-85.24301,,
1661,3128,"GREYHOUND BUS LINES",,35.03222,-85.19465,,
1662,1662,"AIRPORT RD + PROVENCE ST",,35.02581,-85.19682,,
1663,1663-cd,"AIRPORT RD +  PINE LAWN",,35.02385,-85.19786,,
1664,1664,"AIRPORT RD +  LEE HWY",,35.02254,-85.19854,,
1665,1665,"CHICKAMUGA + FRIAR",,35.02028,-85.19973,,
1666,1666,"FRIAR RD + CENTRAL DR",,35.01926,-85.19733,,
1667,3134,"CENTRAL DR + NELSON DR",,35.02060,-85.19647,,
1668,1668-cd,"NELSON DR + CHICKAMUGA",,35.02160,-85.19887,,
1669,3136,"AIRPORT RD + LEE HWY",,35.02292,-85.19824,,
1670,3137,"AIRPORT RD + PROVENCE",,35.02577,-85.19678,,
1671,3139,"GREYHOUND BUS LINES",,35.03230,-85.19455,,
1672,3140,"SHEPHERD + VANCE RD",,35.03692,-85.19078,,
1683,1683-cd,"TENNESSEE AVE + 38TH",,35.01071,-85.32779,,
1684,1684-cd,"TENNESSEE AVE + BROAD",,35.01431,-85.32506,,
1694,3156,"CHEROKEE + CHILHOWIE",,35.06758,-85.31553,,
1701,3213,"WEST GORDON + CHICKAMAUGA",,34.98410,-85.28679,,
1706,3214,"ROSSVILLE BLVD + 50TH",,34.98551,-85.28711,,
1707,3215,"ROSSVILLE BLVD + 49TH",,34.98637,-85.28761,,
1708,1790,"ROSSVILLE BLVD + 48TH",,34.98760,-85.28845,,
1709,1709,"CHATTANOOGA METRO AIRPORT",,35.03832,-85.19574,,
1710,1650,"STATE ST + STATE LINE",,34.98473,-85.28815,,
1713,3160,"HOUSTON + MARKET",,35.04200,-85.30867,,
1731,2562,"WILSON + 48TH",,34.99320,-85.30753,,
1733,1733,"TUNNEL & MONTVIEW DRIVE",,35.02750,-85.24767,,
1734,1734,"TUNNEL & RIDGEVALE AVENUE",,35.03038,-85.24629,,
1735,1735,"TUNNEL & RIDGSIDE ROAD",,35.03262,-85.24506,,
1746,1746-cd,"HICKORY VALLEY & DISCOVERY DRIVE",,35.07683,-85.15367,,
1748,1748,"36TH STREET & 5TH AVENUE",,35.00175,-85.28703,,
1749,1749,"5TH AVENUE & 37TH STREET",,35.00044,-85.28761,,
1750,1193,"37TH STREET_4TH AVENUE",,35.00070,-85.28853,,
1751,1751,"37TH STREET_4TH AVENUE IB",,35.00079,-85.28893,,
1752,1752-cd,"37TH STREET_5TH AVENUE ",,35.00037,-85.28782,,
1753,1753,"5TH AVENUE & 36TH STREET",,35.00166,-85.28690,,
1754,1754,"BONNY OAKS & LEE HWY",,35.06122,-85.13455,,
1755,3241,"BONNY OAKS + HICKORY VALLEY",,35.07255,-85.15602,,
1756,1756-cd,"HICKORY VALLEY & DISCOVERY DRIVE",,35.07689,-85.15367,,
1757,1757-cd,"VOLKSWAGEN DR & AMAZON",,35.07072,-85.14192,,
1758,1758-cd,"VOLKSWAGEN DR & ERLANGER",,35.07099,-85.13458,,
1759,1759-cd,"VOLKSWAGEN DR & VW",,35.07623,-85.12794,,
1760,1760,"HICKORY VALLEY & DISCOVERY DRIVE",,35.07683,-85.15369,,
1797,2011,"WILSON + HOOKER RD",,34.99395,-85.30715,,
1819,2868,"CORNELISON + POST OFFICE",,35.00629,-85.21232,,
1820,2843,"CORNELISON + POST OFFICE",,35.00629,-85.21232,,
1821,3155,"BELL + MAY",,35.06845,-85.31412,,
1823,1823,"4TH STREET+ BROAD STREET-OB",,35.05059,-85.31015,,
1825,2162,"MANNING + SPEARS AVE",,35.06599,-85.31247,,
1827,3154,"JOHNSON MENTAL HEALTH CENTER",,35.06829,-85.31648,,
1832,1832,"TUNNEL BLVD + MAY STREET",,35.03654,-85.24093,,
1834,1852,"EASTWOOD MANOR",,35.04321,-85.22474,,
1835,1835,"SHAWHAN + SHALLOWFORD ROAD",,35.04022,-85.22642,,
1836,1836,"NORTH MOORE + SHAWHAN",,35.03780,-85.21954,,
1837,3318,"4TH STREET+ MARKET STREET-IB",,35.05222,-85.30984,,
1838,3319,"4TH STREET+ BROAD STREET-IB",,35.05218,-85.31092,,
1839,1505,"MANUFACTURERS RD + CHEROKEE BLVD",,35.06353,-85.31003,,
1840,3322,"MARKET + CHEROKEE",,35.06292,-85.30864,,
1842,2533,"WILCOX + TUNNEL",,35.04740,-85.23804,,
1843,1843,"TUNNEL BLVD + SHALLOWFORD",,35.03783,-85.24030,,
1844,2442,"TUNNEL BLVD + JONES",,35.04579,-85.23768,,
1845,1845-cd,"TUNNEL + MILTON",,35.04767,-85.23715,,
1846,2438,"TUNNEL BLVD + HILLWOOD",,35.04867,-85.23660,,
1848,3335,"EASTGATE LOOP OB 1ST STOP",,35.00955,-85.21318,,
1849,3336,"EPB",,35.00849,-85.21219,,
1850,3337,"EASTGATE LOOP LAST STOP",,35.00719,-85.21143,,
1853,1853,"BRAINERD ROAD + BELAIRE DRIVE",,35.01129,-85.21563,,
1860,2040,"LEE HWY + HONEST STREET",,35.02035,-85.20183,,
1862,2255,"MCCALLIE AVE + LYERLY",,35.03396,-85.26921,,
1865,3344,"4TH STREET + CHESTNUT STREET-OB",,35.05241,-85.31158,,
1866,3346,"CHEROKEE + NORTH MARKET-OB",,35.06288,-85.30907,,
1867,1867,"4TH STREET + CHESTNUT STREET",,35.05213,-85.31200,,
1868,1868,"4TH STREET + CHESTNUT STREET",,35.05213,-85.31200,,
1870,2342,"ShoCam0",,35.05770,-85.26770,,
1872,1872-cd,"MARKET + 6TH",,35.04977,-85.30965,,
1873,1298,"BRAINERD RD + STARBUCKS",,35.01141,-85.21505,,
1874,2642,"SHUTTLE PARK SOUTH",,35.03788,-85.30689,,
1875,1842,"SHALLOWFORD + CENTER",,35.04405,-85.16039,,
1876,1876,"HAMMALL",,35.03678,-85.16041,,
1877,1877,"HAMMALL",,35.03677,-85.16041,,
1878,3348,"HAMMALL",,35.03676,-85.16041,,
1880,1743,"GUNBARREL + IGOU GAP-1",,35.02672,-85.15736,,
1882,3348,"HAMMALL",,35.03678,-85.16041,,
1883,3348,"HAMMALL",,35.03678,-85.16041,,
1884,3348,"HAMMALL",,35.03676,-85.16042,,
1885,3348,"HAMMALL",,35.03678,-85.16044,,
1889,3339,"EASTGATE LOOP IB 2ND STOP",,35.00943,-85.21286,,
1891,1752,"HALSEY + USHER",,34.98809,-85.31700,,
1892,1615,"USHER + 52ND",,34.99066,-85.31548,,
1899,1164,"49TH + 715",,34.99199,-85.30632,,
1908,1625,"E BRAINERD + GUNBARREL",,35.01530,-85.16376,,
1909,1638,"E BRAINERD + STRATTON PL",,35.01311,-85.15985,,
1910,2024,"FOOD CITY & EAST BRAINERD-1-0",,35.00829,-85.15348,,
1911,1338,"BRAINERD RD + WEST BROW",,35.02691,-85.25311,,
1912,1159,"40TH + TEACHER PL",,35.00817,-85.32414,,
1913,1913,"40TH + TENNESSEE AVE",,35.00810,-85.32730,,
1914,2663,"38TH + TENNESSEE AVE",,35.01103,-85.32740,,
1915,1614,"5232 USHER",,34.98916,-85.31632,,
1916,1916-cd,"MANUFACTURES RD-AT TRIFFIC LIGHT-OB",,35.06226,-85.31442,,
1917,1739,"GUNBARREL + GOODWIN",,35.03003,-85.15559,,
1918,633,"SHALLOWFORD + AIRPORT ROAD",,35.05074,-85.21302,,
1919,2842,"GREENWAY VIEW DR + WALMART",,35.00837,-85.20682,,
1922,2319,"RIVERSIDE CENTER",,35.05569,-85.28090,,
